# Projection
# ik: k-point index
# ovlp_occup: Occupation
# NB: Number of bands
# 1:ik[none] 2:ovlp_occup(1:NB)[none]
          1
     1  0.199999999999994E+001  0.199999999999995E+001  0.199999999999995E+001  0.199999999999995E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999976E+001  0.199999999999975E+001  0.199999999999976E+001  0.199999999999974E+001  0.199999999999974E+001  0.199999999999974E+001  0.199999999999973E+001  0.199999999999973E+001  0.457764148958348E-020  0.347208243825794E-020  0.402483698145593E-020  0.369528087523376E-020  0.412223568400355E-020  0.435479539940937E-020  0.335687469108932E-020  0.204615103078450E-020  0.206824756978712E-020  0.324598178251860E-020  0.152814640511091E-020  0.346715261020286E-020  0.115890920154258E-020  0.783554584302145E-021  0.641209833796149E-021  0.540057836573111E-021
     2  0.199999999999995E+001  0.199999999999995E+001  0.199999999999995E+001  0.199999999999996E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999999E+001  0.200000000000000E+001  0.199999999999982E+001  0.199999999999980E+001  0.199999999999980E+001  0.199999999999975E+001  0.199999999999974E+001  0.199999999999974E+001  0.199999999999975E+001  0.199999999999972E+001  0.443101482662129E-020  0.436090335868459E-020  0.272646890030774E-020  0.305775748291175E-020  0.499701237567678E-020  0.334143988656114E-020  0.411043025592870E-020  0.188995128476735E-020  0.241291425502862E-020  0.246911447991057E-020  0.183989648816349E-020  0.290714833262305E-020  0.112093139625989E-020  0.109658878123002E-020  0.506187771773860E-021  0.461516824976990E-021
     3  0.199999999999992E+001  0.199999999999995E+001  0.199999999999995E+001  0.199999999999995E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999990E+001  0.199999999999987E+001  0.199999999999988E+001  0.199999999999984E+001  0.199999999999976E+001  0.199999999999976E+001  0.199999999999975E+001  0.199999999999972E+001  0.412672159460833E-020  0.400218295226010E-020  0.239955313821233E-020  0.282521625756533E-020  0.469336795659204E-020  0.337753658773956E-020  0.382209831042654E-020  0.197126353229527E-020  0.257034769254900E-020  0.210821942282077E-020  0.224883459627657E-020  0.284911304321827E-020  0.128170672830781E-020  0.114608707250192E-020  0.628270700640313E-021  0.835820052105123E-021
     4  0.199999999999993E+001  0.199999999999994E+001  0.199999999999994E+001  0.199999999999995E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000001E+001  0.200000000000000E+001  0.199999999999993E+001  0.199999999999993E+001  0.199999999999993E+001  0.199999999999990E+001  0.199999999999977E+001  0.199999999999976E+001  0.199999999999976E+001  0.199999999999970E+001  0.379867319990173E-020  0.373639589257975E-020  0.231913586896788E-020  0.279388621674899E-020  0.478007242694693E-020  0.279255918169012E-020  0.345579838504733E-020  0.211864563828374E-020  0.270618745039269E-020  0.195253773956540E-020  0.258055860474880E-020  0.280309351672449E-020  0.693084696928415E-021  0.108230138144587E-020  0.200593170396234E-020  0.802822557734980E-021
     5  0.199999999999991E+001  0.199999999999993E+001  0.199999999999994E+001  0.199999999999996E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999999E+001  0.199999999999999E+001  0.199999999999997E+001  0.199999999999996E+001  0.199999999999995E+001  0.199999999999994E+001  0.199999999999978E+001  0.199999999999977E+001  0.199999999999977E+001  0.199999999999971E+001  0.344479924771834E-020  0.287253977264443E-020  0.355015071462991E-020  0.253767994599990E-020  0.500007438897349E-020  0.194816786302000E-020  0.236099656738913E-020  0.308681955923925E-020  0.280956792705985E-020  0.277015996366654E-020  0.179557385091579E-020  0.288649051353228E-020  0.179316754164380E-020  0.163230430427660E-020  0.226901187193857E-020  0.383112137258774E-020
     6  0.199999999999991E+001  0.199999999999993E+001  0.199999999999993E+001  0.199999999999994E+001  0.200000000000000E+001  0.199999999999999E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999998E+001  0.199999999999998E+001  0.199999999999998E+001  0.199999999999997E+001  0.199999999999979E+001  0.199999999999978E+001  0.199999999999977E+001  0.199999999999973E+001  0.291630723785857E-020  0.310547108109395E-020  0.340863005052593E-020  0.288854827119908E-020  0.441889158674643E-020  0.195041197846694E-020  0.263827866071882E-020  0.291333964215601E-020  0.283053130310490E-020  0.275006425089199E-020  0.183304561449541E-020  0.295051799854640E-020  0.141387052763442E-020  0.229197054202462E-020  0.197884616797109E-020  0.204253394094108E-020
     7  0.199999999999988E+001  0.199999999999992E+001  0.199999999999993E+001  0.199999999999994E+001  0.199999999999999E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999998E+001  0.199999999999999E+001  0.199999999999999E+001  0.199999999999999E+001  0.199999999999981E+001  0.199999999999977E+001  0.199999999999979E+001  0.199999999999970E+001  0.290080503801601E-020  0.340546536232778E-020  0.304278207678866E-020  0.288595477950502E-020  0.178736491678296E-020  0.427895799674112E-020  0.282494494682004E-020  0.301753754771924E-020  0.272091097786688E-020  0.272204254236870E-020  0.291602066138038E-020  0.195908369536185E-020  0.130752451011899E-020  0.271143814942943E-020  0.262591426420140E-020  0.175994253020873E-020
     8  0.199999999999990E+001  0.199999999999993E+001  0.199999999999992E+001  0.199999999999993E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000001E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999980E+001  0.199999999999979E+001  0.199999999999978E+001  0.199999999999973E+001  0.285245381673430E-020  0.338272513989946E-020  0.317530300720197E-020  0.279513036801383E-020  0.344246036157187E-020  0.247664304712974E-020  0.312111337478120E-020  0.289345797240809E-020  0.276286996648561E-020  0.266532106282840E-020  0.355571188680171E-020  0.128204420469594E-020  0.130804763207495E-020  0.275611510405721E-020  0.262780363428043E-020  0.132648055786001E-020
     9  0.199999999999988E+001  0.199999999999991E+001  0.199999999999993E+001  0.199999999999995E+001  0.199999999999999E+001  0.199999999999996E+001  0.199999999999996E+001  0.199999999999999E+001  0.199999999999999E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999999E+001  0.199999999999981E+001  0.199999999999978E+001  0.199999999999979E+001  0.199999999999972E+001  0.279320290617877E-020  0.339827529911001E-020  0.323747040266123E-020  0.278313477801106E-020  0.172419860422926E-020  0.421759977958838E-020  0.323124472609192E-020  0.290865443033441E-020  0.280889148471064E-020  0.902889635899109E-020  0.293391910796408E-020  0.184591996475569E-020  0.749317705300842E-020  0.336258898007579E-020  0.203904669323141E-020  0.280944555455300E-020
    10  0.199999999999989E+001  0.199999999999992E+001  0.199999999999992E+001  0.199999999999996E+001  0.200000000000000E+001  0.199999999999999E+001  0.199999999999999E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999996E+001  0.199999999999981E+001  0.199999999999978E+001  0.199999999999977E+001  0.199999999999973E+001  0.273762728153618E-020  0.343750619743186E-020  0.328366514803679E-020  0.280942369307711E-020  0.195463545707308E-020  0.359253873064015E-020  0.321457924207410E-020  0.258691126418045E-020  0.279298377064429E-020  0.348874158118857E-020  0.253913848206682E-020  0.716949223665521E-020  0.879851638184226E-021  0.264625663222505E-019  0.275592814318131E-020  0.231563623778788E-020
    11  0.199999999999988E+001  0.199999999999992E+001  0.199999999999993E+001  0.199999999999994E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999999E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999981E+001  0.199999999999978E+001  0.199999999999979E+001  0.199999999999973E+001  0.269947290535407E-020  0.338500315161804E-020  0.344825857683639E-020  0.284207421264280E-020  0.372664283970253E-020  0.143887737729542E-020  0.313589358861692E-020  0.258821619816130E-020  0.273527668633177E-020  0.300099858771669E-020  0.358193069582068E-020  0.195056586297596E-020  0.166938911718649E-020  0.291084522407240E-020  0.308981025329604E-020  0.228268681174799E-020
    12  0.199999999999990E+001  0.199999999999992E+001  0.199999999999993E+001  0.199999999999995E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999999E+001  0.199999999999999E+001  0.199999999999999E+001  0.199999999999998E+001  0.199999999999981E+001  0.199999999999977E+001  0.199999999999979E+001  0.199999999999973E+001  0.270128927501158E-020  0.366477354270223E-020  0.330984821953041E-020  0.285100338787840E-020  0.262445310163047E-020  0.222520782134360E-020  0.261824932639401E-020  0.305631359840074E-020  0.292476603837025E-020  0.265610292837856E-020  0.318396736510092E-020  0.250324543502152E-020  0.752959317040566E-021  0.458322309125643E-020  0.235299756696042E-020  0.175471010056735E-020
    13  0.199999999999991E+001  0.199999999999994E+001  0.199999999999989E+001  0.199999999999996E+001  0.200000000000001E+001  0.199999999999999E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999997E+001  0.199999999999998E+001  0.199999999999997E+001  0.199999999999997E+001  0.199999999999979E+001  0.199999999999977E+001  0.199999999999977E+001  0.199999999999972E+001  0.277923170765009E-020  0.280090184800187E-020  0.390977292507597E-020  0.320982784710893E-020  0.157287115564671E-020  0.312675598354239E-020  0.283364958634581E-020  0.301737611195066E-020  0.277518050545068E-020  0.260811758682991E-020  0.187914065625102E-020  0.395067422477518E-020  0.549007344386304E-020  0.288828753161309E-020  0.111382913559264E-019  0.551959658224374E-020
    14  0.199999999999992E+001  0.199999999999990E+001  0.199999999999994E+001  0.199999999999995E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999999E+001  0.199999999999996E+001  0.199999999999996E+001  0.199999999999995E+001  0.199999999999994E+001  0.199999999999978E+001  0.199999999999977E+001  0.199999999999974E+001  0.199999999999972E+001  0.271163525013964E-020  0.299453259510148E-020  0.417723260489837E-020  0.299901510351900E-020  0.205788650116396E-020  0.267939142838123E-020  0.317693465539153E-020  0.255368573549016E-020  0.300748538334155E-020  0.255787231176963E-020  0.380364744671496E-020  0.227638326937804E-020  0.196484990502941E-020  0.225583544498927E-020  0.266114576688040E-020  0.282011362808231E-020
    15  0.199999999999994E+001  0.199999999999995E+001  0.199999999999994E+001  0.199999999999995E+001  0.200000000000000E+001  0.199999999999999E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999994E+001  0.199999999999993E+001  0.199999999999992E+001  0.199999999999990E+001  0.199999999999979E+001  0.199999999999977E+001  0.199999999999976E+001  0.199999999999972E+001  0.270629799451153E-020  0.440120240500718E-020  0.273899309364562E-020  0.335916667632532E-020  0.277218542680270E-020  0.217992901038459E-020  0.220761812307193E-020  0.354361369250375E-020  0.301440110413978E-020  0.392079867684941E-020  0.250216203996391E-020  0.250089470186667E-020  0.112362735383532E-020  0.110862008244089E-020  0.240374902340907E-020  0.148323919285437E-020
    16  0.199999999999994E+001  0.199999999999995E+001  0.199999999999994E+001  0.199999999999996E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999999E+001  0.199999999999999E+001  0.199999999999989E+001  0.199999999999987E+001  0.199999999999987E+001  0.199999999999984E+001  0.199999999999975E+001  0.199999999999976E+001  0.199999999999976E+001  0.199999999999972E+001  0.288372801115301E-020  0.457685333720164E-020  0.266902744955303E-020  0.374498044041807E-020  0.316976945194642E-020  0.190752823568954E-020  0.191850693142843E-020  0.387431549525201E-020  0.302797085837885E-020  0.491195717909826E-020  0.201156809900373E-020  0.242573948442078E-020  0.632797108934511E-021  0.100637444073322E-020  0.112798904018688E-020  0.140390738788945E-020
    17  0.199999999999995E+001  0.199999999999994E+001  0.199999999999995E+001  0.199999999999996E+001  0.199999999999999E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000000E+001  0.199999999999984E+001  0.199999999999980E+001  0.199999999999981E+001  0.199999999999977E+001  0.199999999999975E+001  0.199999999999975E+001  0.199999999999975E+001  0.199999999999973E+001  0.322716452658197E-020  0.479257649112699E-020  0.282304943072150E-020  0.408913066416727E-020  0.312427901382362E-020  0.171616169052364E-020  0.179083766005325E-020  0.415697622116696E-020  0.303468505159817E-020  0.387445016327406E-020  0.380341208578693E-020  0.233180965560650E-020  0.429329427737462E-021  0.118278606304691E-020  0.665325637186546E-021  0.139173408462559E-020
    18  0.199999999999994E+001  0.199999999999995E+001  0.199999999999994E+001  0.199999999999994E+001  0.200000000000000E+001  0.200000000000000E+001  0.200000000000001E+001  0.199999999999999E+001  0.199999999999975E+001  0.199999999999976E+001  0.199999999999976E+001  0.199999999999974E+001  0.199999999999974E+001  0.199999999999974E+001  0.199999999999973E+001  0.199999999999973E+001  0.349665230116207E-020  0.494199503275711E-020  0.305962388792315E-020  0.440154089848256E-020  0.178719647303452E-020  0.234380687832300E-020  0.193903107514242E-020  0.297410463301368E-020  0.437295258769388E-020  0.225862713385096E-020  0.495350391660104E-020  0.356001025797547E-020  0.370494483455321E-021  0.603762037998399E-021  0.123369948929796E-020  0.101005198519726E-020
