# Concentration of excited electrons in the conduction band [1/Å^3] 
folder,both_n_ex,pump_n_ex,probe_n_ex
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№856_amorphous_0.992_2eV,0.0026648002911012158,0.0026789733227003524,1.035604548523177e-05
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№1162_amorphous_0.976_2eV,0.0038690638276225437,0.003077798094455005,0.0009936379729831208
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№941_amorphous_0.961_2eV,0.0034864179532952265,0.003144770345569665,0.0005202995610248672
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№1142_amorphous_0.950_2eV,0.004130246711321638,0.003647531159891708,0.0006186807377755206
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№854_amorphous_0.940_2eV,0.004057211210622374,0.003654929373538378,0.0005804806075833417
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№889_amorphous_0.930_2eV,0.00370483624116425,0.00338149578136969,0.00043367608685689963
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№852_amorphous_0.920_2eV,0.003497837504070593,0.0034419992369185332,8.610030289416687e-05
