t,j,j_drude,delta
0.0,0.012538651941527892,0.008708181113012461,0.0038304708285154306
0.0019999999999997797,0.012449044317203489,0.008731518335659468,0.0037175259815440207
0.0039999999999995595,0.012358255249294875,0.008754874344312264,0.003603380904982611
0.006000000000000227,0.012266323434424208,0.00877824908978718,0.003488074344637028
0.008000000000000007,0.012173288239748014,0.00880164252282545,0.0033716457169225642
0.009999999999999787,0.01207918967743104,0.00882505459409307,0.0032541350833379702
0.011999999999999567,0.011984068380101544,0.008848485254180697,0.0031355831259208475
0.014000000000000234,0.011887965577228758,0.008871934453603639,0.0030160311236251194
0.016000000000000014,0.011790923072190474,0.008895402142801654,0.0028955209293888198
0.017999999999999794,0.01169298321970095,0.00891888827213892,0.00277409494756203
0.019999999999999574,0.011594188903305517,0.008942392791903911,0.0026517961114016064
0.02200000000000024,0.011494583512810616,0.008965915652309319,0.002528667860501297
0.02400000000000002,0.011394210921754942,0.008989456803491976,0.0024047541182629657
0.0259999999999998,0.011293115465228426,0.009013016195512714,0.0022800992697157123
0.02799999999999958,0.011191341918418106,0.009036593778356283,0.002154748140061823
0.03000000000000025,0.011088935476152337,0.009060189501931323,0.002028745974221015
0.03200000000000003,0.010985941733480222,0.009083803316070175,0.001902138417410047
0.03399999999999981,0.010882406667058251,0.009107435170528859,0.0017749714965293924
0.03599999999999959,0.010778376616972861,0.009131085014986969,0.001647291601985892
0.038000000000000256,0.010673898268669987,0.009154752799047546,0.0015191454696224412
0.040000000000000036,0.010569018634903888,0.009178438472236984,0.0013905801626669032
0.041999999999999815,0.010463785037924155,0.009202141984005045,0.0012616430539191103
0.043999999999999595,0.01035824509234613,0.009225863283724616,0.0011323818086215135
0.04600000000000026,0.010252446689148067,0.009249602320691695,0.0010028443684563723
0.04800000000000004,0.010146437980971335,0.009273359044125355,0.0008730789368459804
0.04999999999999982,0.010040267368459803,0.009297133403167533,0.0007431339652922697
0.0519999999999996,0.00993398348694082,0.009320925346883047,0.0006130581400577723
0.05400000000000027,0.009827635192531128,0.009344734824259453,0.00048290036827167496
0.05600000000000005,0.009721271546868845,0.009368561784206959,0.00035270976266188643
0.05799999999999983,0.009614941800108176,0.00939240617555834,0.0002225356245498366
0.05999999999999961,0.009508695372411348,0.009416267947068891,9.242742534245653e-05
0.06200000000000028,0.00940258183468392,0.009440147047416254,-3.756521273233504e-05
0.06400000000000006,0.009296650889515652,0.00946404342520044,-0.00016739253568478704
0.06599999999999984,0.009190952353103585,0.009487957028943651,-0.0002970046758400662
0.06799999999999962,0.009085536138414778,0.009511887807090226,-0.0004263516686754485
0.07000000000000028,0.00898045223919644,0.009535835708006602,-0.0005553834688101621
0.07200000000000006,0.00887575071391579,0.009559800679981141,-0.0006840499660653518
0.07399999999999984,0.008771481668519581,0.009583782671224115,-0.0008123010027045342
0.07599999999999962,0.008667695237109654,0.009607781629867597,-0.0009400863927579422
0.07800000000000029,0.008564441560147107,0.009631797503965367,-0.0010673559438182604
0.08000000000000007,0.008461770760412317,0.009655830241492868,-0.0011940594810805512
0.08199999999999985,0.008359732917426666,0.009679879790347087,-0.0013201468729204212
0.08399999999999963,0.008258378041209706,0.00970394609834649,-0.0014455680571367844
0.0860000000000003,0.008157756046065216,0.00972802911323092,-0.001570273067165704
0.08800000000000008,0.008057916724657426,0.009752128782661537,-0.0016942120580041107
0.08999999999999986,0.00795890972214241,0.009776245054220811,-0.001817335332078401
0.09199999999999964,0.007860784509757187,0.009800377875412257,-0.0019395933656550703
0.0940000000000003,0.0077635903571728025,0.009824527193660521,-0.0020609368364877187
0.09600000000000009,0.007667376303104879,0.00984869295631126,-0.0021813166532063813
0.09799999999999986,0.007572191124054975,0.009872875110631044,-0.0023006839865760687
0.09999999999999964,0.0074780833014723895,0.009897073603807274,-0.0024189903023348848
0.10200000000000031,0.007385100987916871,0.009921288382948156,-0.002536187395031285
0.10400000000000009,0.007293291972870223,0.009945519395082557,-0.0026522274222123337
0.10599999999999987,0.0072027036486816114,0.009969766587159978,-0.002767062938478367
0.10799999999999965,0.007113382976815026,0.00999402990605051,-0.0028806469292354843
0.11000000000000032,0.007025376454234199,0.010018309298544668,-0.002992932844310469
0.1120000000000001,0.006938730079538152,0.010042604711353384,-0.0031038746318152325
0.11399999999999988,0.006853489318429248,0.01006691609110795,-0.0032134267726787015
0.11599999999999966,0.0067696990682593145,0.010091243384359891,-0.0033215443161005763
0.11800000000000033,0.006687403621683125,0.010115586537580925,-0.0034281829158978004
0.1200000000000001,0.006606646629738905,0.010139945497162932,-0.0035332988674240265
0.12199999999999989,0.006527471064858823,0.01016432020941781,-0.0036368491445589873
0.12399999999999967,0.006449919184327747,0.010188710620577425,-0.003738791436249678
0.12600000000000033,0.0063740324945600986,0.010213116676793652,-0.0038390841822335533
0.1280000000000001,0.006299851716323745,0.010237538324138151,-0.003937686607814407
0.1299999999999999,0.0062274167508151726,0.010261975508602394,-0.004034558757787222
0.13199999999999967,0.006156766646374667,0.010286428176097576,-0.004129661529722909
0.13400000000000034,0.006087939565669358,0.010310896272454559,-0.004222956706785201
0.13600000000000012,0.006020972753346516,0.010335379743423804,-0.004314406990077288
0.1379999999999999,0.005955902504392411,0.010359878534675352,-0.004403976030282941
0.13999999999999968,0.005892764133619949,0.010384392591798658,-0.004491628458178709
0.14200000000000035,0.005831591946778038,0.01040892186030265,-0.0045773299135246125
0.14400000000000013,0.0057724192136954944,0.010433466285615582,-0.004661047071920088
0.1459999999999999,0.005715278143677132,0.010458025813085066,-0.004742747669407934
0.1479999999999997,0.00566019986313839,0.010482600387977919,-0.004822400524839529
0.15000000000000036,0.005607214395283814,0.010507189955480157,-0.004899975560196343
0.15200000000000014,0.0055563506415617836,0.010531794460696957,-0.004975443819135173
0.15399999999999991,0.0055076363646820465,0.010556413848652536,-0.0050487774839704895
0.1559999999999997,0.005461098173123314,0.0105810480642902,-0.005119949891166887
0.15800000000000036,0.00541676150723324,0.010605697052472192,-0.0051889355452389525
0.16000000000000014,0.005374650627166843,0.010630360757979705,-0.0052557101308128625
0.16199999999999992,0.005334788602989368,0.010655039125512787,-0.00532025052252342
0.1639999999999997,0.005297197307274195,0.010679732099690373,-0.005382534792416178
0.16600000000000037,0.005261897410468509,0.010704439625050135,-0.005442542214581626
0.16800000000000015,0.005228908379196097,0.010729161646048488,-0.005500253266852391
0.16999999999999993,0.005198248477537199,0.010753898107060553,-0.005555649629523354
0.1719999999999997,0.005169934771177347,0.010778648952380102,-0.005608714181202755
0.17400000000000038,0.005143983134174449,0.010803414126219471,-0.0056594309920450225
0.17600000000000016,0.005120408257980594,0.010828193572709657,-0.005707785314729063
0.17799999999999994,0.005099223662313073,0.010852987235900042,-0.005753763573586969
0.17999999999999972,0.005080441707532786,0.01087779505975858,-0.0057973533522257936
0.18200000000000038,0.00506407360835698,0.010902616988171713,-0.005838543379814733
0.18400000000000016,0.005050129448973791,0.010927452964944188,-0.005877323515970397
0.18599999999999994,0.005038618199855284,0.010952302933799183,-0.0059136847339438985
0.18799999999999972,0.005029547736692245,0.010977166838378178,-0.005947619101685933
0.1900000000000004,0.00502292486182602,0.011002044622240997,-0.005979119760414977
0.19200000000000017,0.005018755328329036,0.011026936228865717,-0.006008180900536682
0.19399999999999995,0.0050170438665466804,0.01105184160164864,-0.00603479773510196
0.19599999999999973,0.005017794212584519,0.011076760683904303,-0.006058966471319783
0.1980000000000004,0.005021009138031268,0.011101693418865431,-0.0060806842808341635
0.20000000000000018,0.005026690480221707,0.011126639749682836,-0.006099949269461128
0.20199999999999996,0.005034839172565113,0.011151599619425563,-0.006116760446860449
0.20399999999999974,0.005045455274792184,0.011176572971080689,-0.006131117696288505
0.2060000000000004,0.005058538003278815,0.011201559747553413,-0.006143021744274598
0.20800000000000018,0.005074085761762203,0.01122655989166694,-0.006152474129904738
0.20999999999999996,0.005092096172722233,0.01125157334616256,-0.006159477173440326
0.21199999999999974,0.005112566109491197,0.0112766000536996,-0.006164033944208403
0.2140000000000004,0.005135491728883227,0.011301639956855304,-0.006166148227972077
0.2160000000000002,0.005160868503920365,0.011326692998125009,-0.006165824494204644
0.21799999999999997,0.005188691256159934,0.011351759119921912,-0.006163067863761978
0.21999999999999975,0.0052189541872111975,0.011376838264577301,-0.006157884077366104
0.22200000000000042,0.0052516509092071575,0.011401930374340294,-0.006150279465133137
0.2240000000000002,0.005286774474168808,0.011427035391377986,-0.006140260917209178
0.22599999999999998,0.005324317402284424,0.011452153257775422,-0.006127835855490998
0.22799999999999976,0.005364271709084864,0.011477283915535519,-0.0061130122064506544
0.23000000000000043,0.005406628931360842,0.011502427306579152,-0.00609579837521831
0.2320000000000002,0.005451380151520721,0.01152758337274506,-0.006076203221224339
0.23399999999999999,0.005498516020007038,0.011552752055789919,-0.006054236035782881
0.23599999999999977,0.005548026775433163,0.01157793329738829,-0.0060299065219551265
0.23800000000000043,0.005599902262256776,0.011603127039132686,-0.0060032247768759105
0.2400000000000002,0.005654131946017137,0.011628333222533436,-0.005974201276516299
0.242,0.005710704926335613,0.011653551789018892,-0.005942846862683279
0.24399999999999977,0.0057696099479446076,0.011678782679935195,-0.005909172731990588
0.24600000000000044,0.005830835409932092,0.011704025836546504,-0.005873190426614412
0.24800000000000022,0.0058943693732010655,0.011729281200034877,-0.005834911826833811
0.25,0.005960199565921106,0.011754548711500293,-0.005794349145579187
0.2519999999999998,0.006028313386586229,0.011779828311960686,-0.005751514925374457
0.25399999999999956,0.006098697904267319,0.011805119942351972,-0.005706422038084653
0.2560000000000002,0.006171339855781161,0.011830423543528002,-0.005659083687746841
0.258,0.006246225639752322,0.011855739056260714,-0.005609513416508392
0.2599999999999998,0.00632334130782908,0.01188106642123996,-0.005557725113410881
0.26199999999999957,0.006402672553524383,0.011906405579073654,-0.00550373302554927
0.26400000000000023,0.006484204699200862,0.011931756470287809,-0.005447551771086947
0.266,0.006567922681589021,0.011957119035326435,-0.005389196353737414
0.2679999999999998,0.006653811035964468,0.011982493214551703,-0.005328682178587235
0.2699999999999996,0.006741853878830386,0.012007878948243926,-0.00526602506941354
0.27200000000000024,0.006832034888769203,0.012033276176601522,-0.005201241287832319
0.274,0.00692433728513777,0.012058684839741119,-0.0051343475546033485
0.2759999999999998,0.007018743804485241,0.012084104877697597,-0.005065361073212356
0.2779999999999996,0.007115236674900686,0.012109536230424083,-0.004994299555523397
0.28000000000000025,0.007213797588814903,0.012134978837791953,-0.00492118124897705
0.28200000000000003,0.007314407674950889,0.012160432639590952,-0.004846024964640063
0.2839999999999998,0.007417047470068447,0.012185897575529198,-0.004768850105460751
0.2859999999999996,0.0075216968908932685,0.012211373585233202,-0.004689676694339933
0.28800000000000026,0.00762833520626887,0.012236860608247942,-0.004608525401979072
0.29000000000000004,0.007736941009272787,0.01226235858403688,-0.004525417574764093
0.2919999999999998,0.00784749218892273,0.01228786745198206,-0.004440375263059331
0.2939999999999996,0.007959965901221966,0.012313387151384095,-0.0043534212501621285
0.29600000000000026,0.008074338539600486,0.012338917621462293,-0.0042645790818618065
0.29800000000000004,0.00819058570517686,0.012364458801354592,-0.004173873096177732
0.2999999999999998,0.008308682177543433,0.012390010630117734,-0.004081328452574301
0.3019999999999996,0.008428601886861075,0.012415573046727304,-0.0039869711598662285
0.30400000000000027,0.008550317887919573,0.01244114599007771,-0.003890828102158137
0.30600000000000005,0.008673802336550645,0.012466729398982319,-0.003792927062431674
0.30799999999999983,0.008799026468489717,0.012492323212173514,-0.0036932967436837973
0.3099999999999996,0.008925960580592049,0.012517927368302723,-0.0035919667877106747
0.3120000000000003,0.009054574014268211,0.012543541805940495,-0.003488967791672284
0.31400000000000006,0.009184835141097112,0.01256916646357668,-0.003384331322479568
0.31599999999999984,0.009316711350719136,0.01259480127962025,-0.0032780899289011137
0.3179999999999996,0.009450169041215163,0.012620446192399661,-0.003170277151184498
0.3200000000000003,0.009585173612186242,0.012646101140162722,-0.00306092752797648
0.32200000000000006,0.00972168946066832,0.012671766061076757,-0.0029500766004084376
0.32399999999999984,0.009859679979911308,0.012697440893228714,-0.002837760913317406
0.3259999999999996,0.009999107561000668,0.012723125574625165,-0.0027240180136244973
0.3280000000000003,0.010139933597353747,0.012748820043192456,-0.002608886445838709
0.33000000000000007,0.010282118492271815,0.012774524236776762,-0.002492405744504947
0.33199999999999985,0.010425621669896284,0.012800238093144232,-0.0023746164232479484
0.33399999999999963,0.010570401590014874,0.012825961549980947,-0.0022555599599660726
0.3360000000000003,0.010716415767103738,0.012851694544893202,-0.002135278777789464
0.3380000000000001,0.010863620793764591,0.012877437015407434,-0.002013816221642843
0.33999999999999986,0.011011972368389916,0.012903188898970413,-0.0018912165305804973
0.34199999999999964,0.011161425326576858,0.01292895013294932,-0.0017675248063724613
0.3440000000000003,0.011311933675635556,0.012954720654631841,-0.0016427869789962853
0.3460000000000001,0.011463450631585125,0.012980500401226287,-0.0015170497696411628
0.34799999999999986,0.01161592865828115,0.013006289309861675,-0.0013903606515805259
0.34999999999999964,0.01176931950870183,0.013032087317587916,-0.0012627678088860863
0.3520000000000003,0.011923574268773527,0.013057894361375796,-0.001134320092602269
0.3540000000000001,0.01207864340433382,0.013083710378117185,-0.0010050669737833653
0.35599999999999987,0.012234476811797882,0.013109535304625157,-0.0008750584928272753
0.35799999999999965,0.012391023872844784,0.013135369077634058,-0.0007443452047892745
0.3600000000000003,0.01254823351302402,0.013161211633799663,-0.0006129781207756431
0.3620000000000001,0.01270605426375545,0.013187062909699282,-0.0004810086459438329
0.3639999999999999,0.012864434326872606,0.013212922841831919,-0.00034848851495931227
0.36599999999999966,0.01302332164073747,0.013238791366618347,-0.00021546972588087736
0.3680000000000003,0.013182663947062623,0.013264668420401254,-8.200447333863055e-05
0.3700000000000001,0.013342408857865199,0.013290553939445489,5.185491841971056e-05
0.3719999999999999,0.013502503922350048,0.013316447859937974,0.0001860560624120742
0.37399999999999967,0.013662896693870405,0.013342350117988084,0.0003205465758823207
0.37600000000000033,0.013823534797328837,0.013368260649627563,0.0004552741477012734
0.3780000000000001,0.013984365997416311,0.013394179390810886,0.0005901866066054251
0.3799999999999999,0.014145338267930189,0.013420106277415219,0.0007252319905149702
0.3819999999999997,0.01430639986211917,0.013446041245240717,0.0008603586168784531
0.38400000000000034,0.014467499383660857,0.01347198423001054,0.000995515153650317
0.3860000000000001,0.014628585857593494,0.013497935167371107,0.0011306506902223866
0.3879999999999999,0.01478960880037393,0.01352389399289224,0.0012657148074816903
0.3899999999999997,0.014950518288264764,0.013549860642067259,0.0014006576461975048
0.39200000000000035,0.015111265023453977,0.013575835050313246,0.0015354299731407308
0.39400000000000013,0.01527180039760197,0.01360181715297107,0.0016699832446309005
0.3959999999999999,0.015432076552813404,0.0136278068853057,0.0018042696675077043
0.3979999999999997,0.015592046440224475,0.013653804182506299,0.0019382422577181764
