# Concentration of excited electrons in the conduction band [1/Å^3] 
folder,both_n_ex,pump_n_ex,probe_n_ex
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№856_amorphous_0.992,0.001616547762606276,0.0016345821902719452,1.035604548523177e-05
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№1162_amorphous_0.976,0.003689625691789761,0.0032233255083118665,0.0009936379729831208
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№941_amorphous_0.961,0.0036169409321290895,0.003425169709120993,0.0005202995610248672
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№1142_amorphous_0.950,0.004249552756479914,0.0039922853960451254,0.0006186807377755206
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№854_amorphous_0.940,0.003591825739089964,0.003318337278761912,0.0005804806075833417
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№889_amorphous_0.930,0.00356547585785534,0.003266030162104978,0.00043367608685689963
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№852_amorphous_0.920,0.0034670007533302927,0.003386889003008419,8.610030289416687e-05
