# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.466636768550754E-002 -0.281118648111516E-001  0.790144063642507E-001  0.220306857812345E-002 -0.501669510147328E-002  0.377284492987125E-002 -0.485854537525450E+002  0.113913009342909E+003 -0.839171149928554E+002  0.105028032880935E+003 -0.632726364641133E+003  0.177841272462641E+004
      0.02000000  0.340103418132844E-002 -0.261397163600070E-001  0.767354219277219E-001  0.402597981209840E-002 -0.965325787395636E-002  0.673290339833313E-002 -0.443072677273461E+002  0.109635104831410E+003 -0.747702400627888E+002  0.382743017588526E+002 -0.294169166939374E+003  0.863559299279761E+003
      0.03000000  0.157470977349954E-002 -0.230200267927647E-001  0.736392851599416E-001  0.517901813242958E-002 -0.135404424997034E-001  0.833088522699448E-002 -0.378554955633629E+002  0.102586939844596E+003 -0.615023249000510E+002  0.118142333263259E+002 -0.172707359975038E+003  0.552477486013171E+003
      0.04000000 -0.469653162023250E-003 -0.190230215515089E-001  0.705173131563955E-001  0.552524705153973E-002 -0.163496761791843E-001  0.844284510343518E-002 -0.300898041107367E+002  0.929973758536583E+002 -0.465067264784015E+002 -0.264267365261467E+001 -0.107039922036775E+003  0.396791208066771E+003
      0.05000000 -0.238526660197452E-002 -0.145376322764027E-001  0.680641224409497E-001  0.509714757596925E-002 -0.178461522409823E-001  0.737318581127575E-002 -0.219447578625451E+002  0.813342724228642E+002 -0.321903207811490E+002 -0.107372532978926E+002 -0.654410035231034E+002  0.306389953451023E+003
      0.06000000 -0.390001705706867E-002 -0.100355161842757E-001  0.666709680872021E-001  0.406654553438441E-002 -0.179495714935135E-001  0.570917793758954E-002 -0.142545943969655E+002  0.683331776117276E+002 -0.204165052479159E+002 -0.146299058608318E+002 -0.376456448503740E+002  0.250098902772340E+003
      0.07000000 -0.486359381729766E-002 -0.599575504082649E-002  0.663483739298285E-001  0.268262298628447E-002 -0.167738111923499E-001  0.409633050741755E-002 -0.762557145083955E+001  0.549336715156154E+002 -0.121711357349255E+002 -0.156381557130644E+002 -0.192784501477824E+002  0.213333235010933E+003
      0.08000000 -0.525409566520840E-002 -0.280908048771236E-002  0.667900556798236E-001  0.120166378353925E-002 -0.146195365612562E-001  0.302828422829097E-002 -0.238079829632152E+001  0.421310592666211E+002 -0.751986911815674E+001 -0.147820363041395E+002 -0.790315449061528E+001  0.187909221819525E+003
      0.09000000 -0.515007974305439E-002 -0.695563212139098E-003  0.675320690236544E-001 -0.168759951065790E-003 -0.119120875272656E-001  0.272667326617714E-002  0.142203955539052E+001  0.307900781081662E+002 -0.581893995397055E+001 -0.128794619295492E+002 -0.173948372788251E+001  0.168886066897675E+003
      0.10000000 -0.468465122971955E-002  0.331616455268716E-003  0.681303354810551E-001 -0.129769041379664E-002 -0.910164926196566E-002  0.313839543211125E-002  0.392077008575213E+001  0.214854906938714E+002 -0.606372752539122E+001 -0.105439548820548E+002  0.746384046760638E+000  0.153344005388104E+003
      0.11000000 -0.400070551800877E-002  0.441599612701703E-003  0.682865941936233E-001 -0.212999959835920E-002 -0.656069668835905E-002  0.402538412231377E-002  0.535825976492146E+001  0.144240496705985E+002 -0.723646618156557E+001 -0.818597050622377E+001  0.903570979884368E+000  0.139723367171922E+003
      0.12000000 -0.322107618649052E-002 -0.886341725423447E-004  0.678887360729162E-001 -0.266658099926941E-002 -0.451541114005094E-002  0.508965083800893E-002  0.600149466255365E+001  0.946919884390818E+001 -0.854625473876012E+001 -0.604151734330396E+001 -0.166244093470947E+000  0.127333522292866E+003
      0.13000000 -0.243772389275234E-002 -0.967430099536718E-003  0.669751808721796E-001 -0.293941873077635E-002 -0.303232048245740E-002  0.607554740654394E-002  0.608913979142904E+001  0.624998451770885E+001 -0.951885181843077E+001 -0.422053432987637E+001 -0.167495258958159E+001  0.115956959260698E+003
      0.14000000 -0.171515667230270E-002 -0.196389963539447E-002  0.656627756100355E-001 -0.299285055145137E-002 -0.205689575710659E-002  0.681653849801560E-002  0.581153080496471E+001  0.430681974518246E+001 -0.995877806211363E+001 -0.275741438546712E+001 -0.315731221158939E+001  0.105564398273732E+003
      0.15000000 -0.109882351278899E-002 -0.294098845897173E-002  0.640822694677007E-001 -0.287548088950555E-002 -0.147965125935490E-002  0.722818362027437E-002  0.531464930563213E+001  0.322021168774003E+001 -0.984586496541144E+001 -0.164878094783043E+001 -0.441294319106272E+001  0.961552276251399E+002
      0.16000000 -0.620360099662752E-003 -0.384325288149524E-002  0.623477790889181E-001 -0.264014428418504E-002 -0.119741596453237E-002  0.727400691630001E-002  0.471393205831947E+001  0.268442367504662E+001 -0.923245874883055E+001 -0.872670208079536E+000 -0.540636364850030E+001  0.877055912854513E+002
      0.17000000 -0.296531841730243E-003 -0.465673267880180E-002  0.605603090218438E-001 -0.234551869831888E-002 -0.114539218749847E-002  0.693611159677944E-002  0.410539073961814E+001  0.251646213472443E+001 -0.818318695861812E+001 -0.392598548018830E+000 -0.616536314461829E+001  0.801798864189993E+002
      0.18000000 -0.124195164550481E-003 -0.536755753141472E-002  0.588256739573677E-001 -0.205368421811347E-002 -0.129376637978448E-002  0.620938823811266E-002  0.356795516012935E+001  0.261774338122020E+001 -0.676430496308509E+001 -0.155295352059282E+000 -0.671166820025982E+001  0.735564366004019E+002
      0.19000000 -0.765841981039892E-004 -0.594104490512399E-002  0.572630809239561E-001 -0.182187146164573E-002 -0.162088280226610E-002  0.511762310843854E-002  0.315819363575971E+001  0.292010195110202E+001 -0.506234954296494E+001 -0.907218387396477E-001 -0.703777712859004E+001  0.678339934599111E+002
      0.20000000 -0.105516787081800E-003 -0.632838396742309E-002  0.559913344784319E-001 -0.169111928788525E-002 -0.208440348415266E-002  0.373431069298395E-002  0.290313905958610E+001  0.334573025986175E+001 -0.320249038099200E+001 -0.118745685402548E+000 -0.712178898244496E+001  0.630111053712281E+002
      0.21000000 -0.150643262818725E-003 -0.649220674613407E-002  0.550966605083700E-001 -0.167697916655525E-002 -0.260911258388035E-002  0.218816723643878E-002  0.279735824435596E+001  0.379640326285219E+001 -0.134524107447419E+001 -0.161456931477626E+000 -0.695823869010662E+001  0.590516799350697E+002
      0.22000000 -0.152930021009725E-003 -0.643342084591408E-002  0.545991469820618E-001 -0.176665877777495E-002 -0.309828584126404E-002  0.642887322748409E-003  0.280740829140368E+001  0.416975048554205E+001  0.342283924778476E+000 -0.156457484294530E+000 -0.658181326539996E+001  0.558585235589383E+002
      0.23000000 -0.674244051670573E-004 -0.620299848511027E-002  0.544371697425680E-001 -0.192385473957476E-002 -0.346203701672746E-002 -0.744169887821155E-003  0.288265489175213E+001  0.438789659681353E+001  0.172823329681887E+001 -0.659804940571010E-001 -0.607015966501980E+001  0.532713836449210E+002
      0.24000000  0.129019274711724E-003 -0.589174733178894E-002  0.544807494480404E-001 -0.209897032110816E-002 -0.364772637439973E-002 -0.186757463442363E-002  0.296843614740321E+001  0.442087564507039E+001  0.275143087131977E+001  0.120995614611750E+000 -0.552534178431680E+001  0.510926121597191E+002
      0.25000000  0.436612525999728E-003 -0.560261192825328E-002  0.545708441550824E-001 -0.224043161273101E-002 -0.365763022732228E-002 -0.270378291763551E-002  0.301705601399737E+001  0.429295703786552E+001  0.343421024929755E+001  0.393081367157119E+000 -0.504402009852084E+001  0.491300197544293E+002
      0.26000000  0.836533965006439E-003 -0.541788890944392E-002  0.545693944671227E-001 -0.230329726417614E-002 -0.354621182257976E-002 -0.331221549248183E-002  0.299389791523722E+001  0.406985314922454E+001  0.386728928479764E+001  0.724163291813781E+000 -0.469010994349056E+001  0.472391486570329E+002
      0.27000000  0.129656560221906E-002 -0.537484452672634E-002  0.544000972383936E-001 -0.225372241694669E-002 -0.339898264773848E-002 -0.380686750710981E-002  0.287872379438934E+001  0.383342328629542E+001  0.417343986726827E+001  0.108082904512073E+001 -0.448051997334458E+001  0.453484228272116E+002
      0.28000000  0.177565793716252E-002 -0.545830534278020E-002  0.540640870027438E-001 -0.207049336104217E-002 -0.330228845674379E-002 -0.431038698219508E-002  0.266434013607833E+001  0.365450318406256E+001  0.446485054793213E+001  0.142734037614981E+001 -0.438759033372956E+001  0.434587386813960E+002
      0.29000000  0.222676929033018E-002 -0.561115601705168E-002  0.536255919738024E-001 -0.174616622816723E-002 -0.331565006789216E-002 -0.490952409027466E-002  0.235523266878955E+001  0.357333879088824E+001  0.481037459551204E+001  0.172823780430127E+001 -0.435492441745654E+001  0.416198371917633E+002
      0.30000000  0.259963747042199E-002 -0.575706766542906E-002  0.531752419710326E-001 -0.128958354244984E-002 -0.345564927086172E-002 -0.562956179318722E-002  0.196750786212713E+001  0.359259499540536E+001  0.522356917248807E+001  0.195037359621963E+001 -0.431923023654523E+001  0.398946349607958E+002
      0.31000000  0.284605271982506E-002 -0.582656388883711E-002  0.527876641749260E-001 -0.729248312818431E-003 -0.369495780777222E-002 -0.643664701563937E-002  0.152946836251199E+001  0.368271208262520E+001  0.567330660288657E+001  0.206636730822819E+001 -0.423035773558544E+001  0.383263116557799E+002
