# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000 -0.457651414089860E-004 -0.127707803761063E-003  0.133012558400532E-001 -0.511340936119171E-004  0.202785603002192E-004  0.275186307982342E-002  0.215089800614911E+001  0.543581337449237E+000 -0.609374180326921E+002 -0.103005658804635E+001 -0.287437688509325E+001  0.299377337980793E+003
      0.02000000 -0.838185708358086E-006 -0.153023141716525E-003  0.112950060496276E-001 -0.886989944457505E-004  0.323148513179538E-004  0.481835769203154E-002  0.199819404866946E+001  0.636337565371743E+000 -0.532244701036406E+002 -0.943271105823588E-002 -0.172208028202124E+001  0.127110886531183E+003
      0.03000000  0.646313270132277E-004 -0.189399585472153E-003  0.852426900055910E-002 -0.101723233285138E-003  0.292041346121425E-004  0.572487055737592E-002  0.176317682976472E+001  0.780896476158575E+000 -0.419507441092110E+002  0.484895433034259E+000 -0.142096717270299E+001  0.639531833762390E+002
      0.04000000  0.138533924944631E-003 -0.228766725216364E-003  0.564064722291525E-002 -0.838770849029977E-004  0.683702855524515E-005  0.533791300388290E-002  0.147196480350813E+001  0.961528982052875E+000 -0.290357012279889E+002  0.779511313981850E+000 -0.128723885243276E+001  0.317391449798316E+002
      0.05000000  0.207469815728538E-003 -0.261561379556394E-003  0.322793004648823E-002 -0.345210144023469E-004 -0.347277336782925E-004  0.386974658627418E-002  0.115539599449024E+001  0.115632653920401E+001 -0.164196248172367E+002  0.933923260947170E+000 -0.117741588421118E+001  0.145304942048539E+002
      0.06000000  0.259318425297262E-003 -0.278964739271160E-003  0.163691650499274E-002  0.414565983988854E-004 -0.905664769110593E-004  0.176523325141195E-002  0.844486287364634E+000  0.133973672729316E+001 -0.562181624148523E+001  0.972766040395112E+000 -0.104646410882523E+001  0.614046913632869E+001
      0.07000000  0.285363133105244E-003 -0.275582590532919E-003  0.922185927407973E-003  0.134914717533476E-003 -0.151553087003033E-003 -0.474410363642579E-003  0.566201981491770E+000  0.148729619749905E+001  0.252539529763945E+001  0.917542310872343E+000 -0.886094444654505E+000  0.296515039514863E+001
      0.08000000  0.281513898447755E-003 -0.251598709741836E-003  0.890579465081000E-003  0.234441793747144E-003 -0.206668946961081E-003 -0.245678204044207E-002  0.340414159314623E+000  0.158144884897063E+001  0.791198707203823E+001  0.792019965401506E+000 -0.707855642238475E+000  0.250558399073731E+001
      0.09000000  0.248485252989817E-003 -0.213302162916650E-003  0.122501656602227E-002  0.328468557664578E-003 -0.246483403350742E-003 -0.399240181423747E-002  0.178556741922242E+000  0.161641251555434E+001  0.109843089309989E+002  0.621418796525020E+000 -0.533431951316967E+000  0.306355532580426E+001
      0.10000000  0.191145376713694E-003 -0.171367164719852E-003  0.162253901456789E-002  0.407004614432653E-003 -0.266586595760706E-003 -0.509577993857494E-002  0.839364381832738E-001  0.160001842186867E+001  0.124693007283769E+002  0.430219482551149E+000 -0.385703772696851E+000  0.365192141849195E+001
      0.11000000  0.117467474406976E-003 -0.137206595062756E-003  0.189064572074753E-002  0.462783223994546E-003 -0.269491606840580E-003 -0.591326695825885E-002  0.530845608751456E-001  0.155141532795691E+001  0.130993231563384E+002  0.240353926728079E+000 -0.280742767841142E+000  0.386851020103588E+001
      0.12000000  0.374540209690832E-004 -0.118683928263422E-003  0.197448882967075E-002  0.491948208806307E-003 -0.263975857082354E-003 -0.662366857905464E-002  0.772917300199439E-001  0.149511859591070E+001  0.134234902497777E+002  0.702495390237030E-001 -0.222606038932641E+000  0.370339222606616E+001
      0.13000000 -0.379028009865403E-004 -0.116938280729550E-003  0.192264351010705E-002  0.494591009810615E-003 -0.261868415534937E-003 -0.735869765579917E-002  0.143693696254880E+000  0.145338384751510E+001  0.137404240372831E+002 -0.656227201274830E-001 -0.202460184175553E+000  0.332875390959842E+001
      0.14000000 -0.979012578335119E-004 -0.125752211840852E-003  0.182358765006181E-002  0.475291269548778E-003 -0.273443734387088E-003 -0.817026439981729E-002  0.235886140837964E+000  0.143960863691975E+001  0.141351292584134E+002 -0.157393397970473E+000 -0.202168678543366E+000  0.293173615019654E+001
      0.15000000 -0.134011650998042E-003 -0.133863729922659E-003  0.174938407364489E-002  0.443391624642535E-003 -0.303286235498880E-003 -0.904380438001817E-002  0.334692373589039E+000  0.145507996599068E+001  0.145701977470725E+002 -0.201084027035473E+000 -0.200862071964402E+000  0.262494485920013E+001
      0.16000000 -0.142377265531024E-003 -0.129348869993757E-003  0.172941608558726E-002  0.412333906844107E-003 -0.348372600545796E-003 -0.993611102844998E-002  0.419963475279098E+000  0.149006115959550E+001  0.149772820389523E+002 -0.200284315519809E+000 -0.181957068730999E+000  0.243279652589840E+001
      0.17000000 -0.126288839824199E-003 -0.104276114036593E-003  0.175594022976009E-002  0.397365861121701E-003 -0.399201375798293E-003 -0.108109761844607E-001  0.473900478281348E+000  0.152852968366245E+001  0.153133820905026E+002 -0.167202330976203E+000 -0.138058195453609E+000  0.232480795515645E+001
      0.18000000 -0.973885530448422E-004 -0.576983940589753E-004  0.180685992675691E-002  0.411497549460585E-003 -0.443492690778732E-003 -0.116553367367215E-001  0.485457770869665E+000  0.155454939650414E+001  0.155739943133046E+002 -0.121775994149075E+000 -0.721468702189423E-001  0.225932265127335E+001
      0.19000000 -0.743028306430214E-004  0.423071126456750E-005  0.186670255353314E-002  0.460593499834300E-003 -0.470881018193676E-003 -0.124743370319960E-001  0.454379751293359E+000  0.155780686950749E+001  0.157771318446671E+002 -0.880193249571208E-001  0.501171148357445E-002  0.221130066291966E+001
      0.20000000 -0.781537765031720E-004  0.709843217490395E-004  0.193373291987703E-002  0.539427552857838E-003 -0.476624862611620E-003 -0.132759832754692E-001  0.392943092178629E+000  0.153638049030849E+001  0.159404258510661E+002 -0.879521070943173E-001  0.798838002183505E-001  0.217616975750274E+001
      0.21000000 -0.125780436326585E-003  0.131992866486955E-003  0.201295517942722E-002  0.630783880702829E-003 -0.462822283793594E-003 -0.140590979261087E-001  0.323936378579496E+000  0.149604518889571E+001  0.160683061958402E+002 -0.134809369561021E+000  0.141467748382245E+000  0.215745171998436E+001
      0.22000000 -0.222895515629520E-003  0.180693282671677E-003  0.210371913080453E-002  0.708889510646851E-003 -0.436722680041446E-003 -0.148125876160031E-001  0.274759339295889E+000  0.144679606660947E+001  0.161542527686227E+002 -0.228036793597962E+000  0.184861129613872E+000  0.215224323317801E+001
      0.23000000 -0.360028594495539E-003  0.216588258578741E-003  0.219229891198121E-002  0.746773026063309E-003 -0.406967977502357E-003 -0.155248589935786E-001  0.269219311819049E+000  0.139825265279677E+001  0.161923901149019E+002 -0.352318488841569E+000  0.211949964891565E+000  0.214535026263811E+001
      0.24000000 -0.513448048440912E-003  0.244497261043028E-003  0.225477424613426E-002  0.725269333827813E-003 -0.379449746503234E-003 -0.161956422650942E-001  0.319834892874530E+000  0.135585190968570E+001  0.161884413726210E+002 -0.481516907695545E+000  0.229292068467210E+000  0.211455068501456E+001
      0.25000000 -0.651408976454384E-003  0.271386843162751E-003  0.226813153405251E-002  0.640276642426509E-003 -0.354593718782352E-003 -0.168418481224362E-001  0.423560243977199E+000  0.131924000220823E+001  0.161626815338411E+002 -0.586462173655706E+000  0.244329021698602E+000  0.204199419669900E+001
      0.26000000 -0.743797398014263E-003  0.302183778627532E-003  0.222252431183673E-002  0.505205574003789E-003 -0.327256637704143E-003 -0.174936375246707E-001  0.562658126486904E+000  0.128329661907502E+001  0.161437367346646E+002 -0.643883924287985E+000  0.261591769154234E+000  0.192397510337008E+001
      0.27000000 -0.771614222233376E-003  0.336398404211209E-003  0.212755306322217E-002  0.347354877244298E-003 -0.289320134354174E-003 -0.181830380237272E-001  0.710441770437656E+000  0.124117993259503E+001  0.161575482111693E+002 -0.643224732779217E+000  0.280424812582920E+000  0.177354785737837E+001
      0.28000000 -0.732626306692776E-003  0.367065065781719E-003  0.200942889327847E-002  0.199459590100136E-003 -0.233941764120425E-003 -0.189313909706186E-001  0.839666908585356E+000  0.118805115479076E+001  0.162177613399020E+002 -0.588912473673361E+000  0.295060652223122E+000  0.161525422906714E+001
      0.29000000 -0.641062794644555E-003  0.382580786693205E-003  0.190101450719096E-002  0.897130624813832E-004 -0.159715733795424E-003 -0.197418449635146E-001  0.930371993725053E+000  0.112395840480001E+001  0.163220196365927E+002 -0.497540971777757E+000  0.296928191723211E+000  0.147541334978866E+001
      0.30000000 -0.521771249925216E-003  0.370856428640886E-003  0.183000090193030E-002  0.341534943297115E-004 -0.729770661383398E-004 -0.205998013058670E-001  0.974376398895153E+000  0.105475091990526E+001  0.164549659371589E+002 -0.391457993931540E+000  0.278234405619674E+000  0.137295506807863E+001
      0.31000000 -0.401563968537707E-003  0.324236999955912E-003  0.181053311122720E-002  0.341213843463609E-004  0.128371799498543E-004 -0.214800423361262E-001  0.975226280021565E+000  0.990679607305429E+000  0.165955147821215E+002 -0.291554211546613E+000  0.235411217845629E+000  0.131453166887735E+001
      0.32000000 -0.301463577584394E-003  0.243272389551724E-003  0.184110183792776E-002  0.791196962377584E-004  0.807301829642465E-004 -0.223565338435410E-001  0.944350545903476E+000  0.943217797530815E+000  0.167246420682006E+002 -0.212036753429172E+000  0.171107528454457E+000  0.129495330605037E+001
      0.33000000 -0.232758622533552E-003  0.137785640827204E-003  0.190828555924680E-002  0.153029989204717E-003  0.115405804117901E-003 -0.232105900902107E-001  0.895626827771697E+000  0.921288174089656E+000  0.168306416251870E+002 -0.158751601065709E+000  0.939758572511326E-001  0.130153454477216E+001
      0.34000000 -0.197676585449691E-003  0.246721660158126E-004  0.199366374396852E-002  0.240425507058403E-003  0.108341956985715E-003 -0.240347411899757E-001  0.840842210355797E+000  0.928279380126731E+000  0.169106091914689E+002 -0.130858696273618E+000  0.163325740968810E-001  0.131977309174079E+001
      0.35000000 -0.193203717763825E-003 -0.768971483447093E-004  0.208066882400383E-002  0.330212918336587E-003  0.607740723828086E-004 -0.248319607900823E-001  0.787649987667672E+000  0.960918018940674E+000  0.169686883437886E+002 -0.124243509480090E+000 -0.494502470756628E-001  0.133801564355016E+001
