# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.362344556906060E-003  0.250466902956989E-003  0.133604910567937E-001  0.328143327272673E-004  0.628889407341391E-004  0.294037891301696E-002  0.261433078377207E+000 -0.415469628719141E+000 -0.651804285414265E+002  0.815545164928819E+001  0.563737105437534E+001  0.300710571602921E+003
      0.02000000  0.357217987009958E-003  0.216876412286011E-003  0.114400561451482E-001  0.652759774548033E-004  0.116053511892612E-003  0.524385806132741E-002  0.265402131967598E+000 -0.306034252386564E+000 -0.580129340427393E+002  0.402003281930223E+001  0.244066739869396E+001  0.128743240347732E+003
      0.03000000  0.348923845007657E-003  0.167639182990863E-003  0.876627189171042E-002  0.973673876583266E-004  0.151452839378716E-003  0.646693833254299E-002  0.269502828058349E+000 -0.136272354732563E+000 -0.475180949870100E+002  0.261779522005388E+001  0.125771012272775E+001  0.657688059562356E+002
      0.04000000  0.337264245926536E-003  0.111828183376328E-003  0.593845787871761E-002  0.129372204244551E-003  0.164316535030172E-003  0.647862253962912E-002  0.272040426460847E+000  0.754134903670155E-001 -0.354543166641469E+002  0.189773945700570E+001  0.629241784629469E+000  0.334148845195514E+002
      0.05000000  0.321337759422945E-003  0.599207454518921E-004  0.349464125118066E-002  0.161374571977861E-003  0.154371407610804E-003  0.546369493439951E-002  0.273574008988785E+000  0.305098682010079E+000 -0.235947670606285E+002  0.144649864893312E+001  0.269732624932961E+000  0.157310919744274E+002
      0.06000000  0.299768778976603E-003  0.215534216355276E-004  0.176171673864005E-002  0.192563734629613E-003  0.126270312030705E-003  0.381836391336690E-002  0.277646925996040E+000  0.526329564462071E+000 -0.133236051990353E+002  0.112450508607275E+001  0.808520898479322E-001  0.660862495281689E+001
      0.07000000  0.271514945974171E-003  0.310415062930857E-005  0.799864820691283E-003  0.220841117646358E-003  0.888123794277810E-004  0.198957622454313E-002  0.289918542679659E+000  0.714437127993742E+000 -0.539718364057458E+001  0.873015544280697E+000  0.998093029999495E-002  0.257184524145206E+001
      0.08000000  0.236890979862239E-003  0.584984374963098E-005  0.448775834652304E-003  0.243143281399612E-003  0.528709647157935E-004  0.326592108424095E-003  0.315933123076449E+000  0.851251181999036E+000  0.811555953694347E-001  0.666476457144583E+000  0.164581325104515E-001  0.126259990357213E+001
      0.09000000  0.198206410655086E-003  0.254583954273070E-004  0.440661730792238E-003  0.256519259317180E-003  0.284734717083755E-004 -0.100085437713757E-002  0.358489538142114E+000  0.928792754060809E+000  0.350296432103806E+001  0.495680076345918E+000  0.636670597451651E-001  0.110201904993842E+001
      0.10000000  0.159514171497972E-003  0.531932984287047E-004  0.523150070303842E-003  0.259534653853143E-003  0.219422946870476E-004 -0.199953566772509E-002  0.415853700442697E+000  0.950613492052250E+000  0.550044471439015E+001  0.359025708606199E+000  0.119724545362476E+000  0.117747735473527E+001
