# Units: Energy [eV], DOS [1/eV]
energy,dos
-8.0,1.1076097720676156e-210
-7.989995650282732,5.246320285807964e-208
-7.979991300565463,2.387589726228033e-205
-7.969986950848195,1.044003196797112e-202
-7.9599826011309265,4.386130433681005e-200
-7.9499782514136585,1.7705134012109654e-197
-7.93997390169639,6.866813396083001e-195
-7.929969551979122,2.5588806459700835e-192
-7.919965202261853,9.161867159728217e-190
-7.909960852544585,3.151792123617819e-187
-7.899956502827316,1.0417684717648122e-184
-7.889952153110048,3.308456234246154e-182
-7.8799478033927794,1.0095332064827157e-179
-7.8699434536755115,2.9597659056601726e-177
-7.859939103958243,8.337506508848389e-175
-7.849934754240975,2.2566158096655452e-172
-7.839930404523706,5.8684344090590045e-170
-7.829926054806438,1.4663264327041337e-167
-7.819921705089169,3.5203307321674267e-165
-7.809917355371901,8.120472573460448e-163
-7.799913005654632,1.799802441849513e-160
-7.7899086559373645,3.832787603856745e-158
-7.779904306220096,7.842450158876741e-156
-7.769899956502828,1.5418304543499913e-153
-7.759895606785559,2.9125277962792232e-151
-7.749891257068291,5.286313832182331e-149
-7.739886907351022,9.21904717263259e-147
-7.729882557633754,1.5447927465098543e-144
-7.719878207916485,2.487175237365485e-142
-7.7098738581992174,3.847649033579458e-140
-7.699869508481949,5.719240699558706e-138
-7.689865158764681,8.168384051389459e-136
-7.679860809047412,1.1209591870946583e-133
-7.669856459330144,1.4780883558080876e-131
-7.659852109612875,1.8727035651466635e-129
-7.649847759895607,2.279800626587624e-127
-7.639843410178338,2.666767010794779e-125
-7.62983906046107,2.9973322022572634e-123
-7.619834710743802,3.2370361912365047e-121
-7.609830361026534,3.359111458994076e-119
-7.599826011309265,3.3493984742517995e-117
-7.589821661591997,3.2090477069503624e-115
-7.579817311874728,2.9542955246783084e-113
-7.56981296215746,2.6133742834103943e-111
-7.559808612440191,2.221369273902457e-109
-7.549804262722923,1.814316239909133e-107
-7.5397999130056546,1.4239015391937432e-105
-7.529795563288387,1.0737999859185771e-103
-7.519791213571118,7.78117292409327e-102
-7.50978686385385,5.418097451364284e-100
-7.499782514136581,3.62518790656607e-98
-7.489778164419313,2.3307631976254055e-96
-7.479773814702044,1.439964271513606e-94
-7.469769464984776,8.548566515277148e-93
-7.4597651152675075,4.876688685920217e-91
-7.44976076555024,2.6733088610380317e-89
-7.439756415832971,1.4082115089652203e-87
-7.429752066115703,7.128261652477066e-86
-7.419747716398434,3.467358792672201e-84
-7.409743366681166,1.620749247718959e-82
-7.399739016963897,7.280099697467501e-81
-7.389734667246629,3.142432153412791e-79
-7.3797303175293605,1.3034797358801032e-77
