# Real time calculation: 
# Eall: Total energy
# Eall0: Initial total energy
# 1:Time[fs] 2:Eall[eV] 3:Eall-Eall0[eV] 
      0.00000000 -0.680672992727596E+004  0.000000000000000E+000 
      0.02000000 -0.680640095310508E+004  0.328974170880655E+000 
      0.04000000 -0.680640095592333E+004  0.328971352624124E+000 
      0.06000000 -0.680640092884324E+004  0.328998432713086E+000 
      0.08000000 -0.680640092541001E+004  0.329001865945520E+000 
      0.10000000 -0.680640092555797E+004  0.329001717984406E+000 
      0.12000000 -0.680640090531191E+004  0.329021964052380E+000 
      0.14000000 -0.680640087621938E+004  0.329051056581568E+000 
      0.16000000 -0.680640085431707E+004  0.329072958884564E+000 
      0.18000000 -0.680640084385219E+004  0.329083423765695E+000 
      0.20000000 -0.680640084652991E+004  0.329080746047242E+000 
      0.22000000 -0.680640085170545E+004  0.329075570503346E+000 
      0.24000000 -0.680640085601809E+004  0.329071257866159E+000 
      0.26000000 -0.680640085992166E+004  0.329067354301076E+000 
      0.28000000 -0.680640086450444E+004  0.329062771515791E+000 
      0.30000000 -0.680640086761813E+004  0.329059657828908E+000 
      0.32000000 -0.680640086677737E+004  0.329060498591798E+000 
      0.34000000 -0.680640086345517E+004  0.329063820791139E+000 
      0.36000000 -0.680640085891102E+004  0.329068364936109E+000 
      0.38000000 -0.680640085494814E+004  0.329072327822838E+000 
      0.40000000 -0.680640085291709E+004  0.329074358870152E+000 
      0.42000000 -0.680640085211362E+004  0.329075162335340E+000 
      0.44000000 -0.680640085134495E+004  0.329075931007075E+000 
      0.46000000 -0.680640085158649E+004  0.329075689464503E+000 
      0.48000000 -0.680640085404843E+004  0.329073227530732E+000 
      0.50000000 -0.680640085723104E+004  0.329070044913555E+000 
      0.52000000 -0.680640085961761E+004  0.329067658345490E+000 
      0.54000000 -0.680640086190654E+004  0.329065369414561E+000 
      0.56000000 -0.680640086502170E+004  0.329062254256683E+000 
      0.58000000 -0.680640086839122E+004  0.329058884741093E+000 
      0.60000000 -0.680640087108756E+004  0.329056188399310E+000 
      0.62000000 -0.680640087392084E+004  0.329053355113412E+000 
      0.64000000 -0.680640087702180E+004  0.329050254159689E+000 
      0.66000000 -0.680640088036024E+004  0.329046915714433E+000 
      0.68000000 -0.680640088358713E+004  0.329043688822766E+000 
      0.70000000 -0.680640088688299E+004  0.329040392967548E+000 
      0.72000000 -0.680640088989463E+004  0.329037381326921E+000 
      0.74000000 -0.680640089306065E+004  0.329034215306007E+000 
      0.76000000 -0.680640089600474E+004  0.329031271219033E+000 
      0.78000000 -0.680640089691784E+004  0.329030358113633E+000 
      0.80000000 -0.680640089795580E+004  0.329029320156908E+000 
      0.82000000 -0.680640090040480E+004  0.329026871158153E+000 
      0.84000000 -0.680640090357210E+004  0.329023703854952E+000 
      0.86000000 -0.680640090630264E+004  0.329020973319871E+000 
      0.88000000 -0.680640090847000E+004  0.329018805961077E+000 
      0.90000000 -0.680640091078256E+004  0.329016493399865E+000 
      0.92000000 -0.680640091355906E+004  0.329013716893466E+000 
      0.94000000 -0.680640091624154E+004  0.329011034416319E+000 
      0.96000000 -0.680640091868220E+004  0.329008593752432E+000 
      0.98000000 -0.680640092096934E+004  0.329006306618097E+000 
      1.00000000 -0.680640092331003E+004  0.329003965927769E+000 
      1.02000000 -0.680640092567271E+004  0.329001603242887E+000 
      1.04000000 -0.680640092757159E+004  0.328999704366301E+000 
      1.06000000 -0.680640092957814E+004  0.328997697817017E+000 
      1.08000000 -0.680640093125039E+004  0.328996025565778E+000 
      1.10000000 -0.680640093315042E+004  0.328994125535288E+000 
