# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000 -0.983829096937072E-009  0.392225580869350E-009  0.279052921716788E-001 -0.271254945385883E-010 -0.588607608771320E-011  0.110555767551131E-002  0.100000061052569E+001  0.100000013248056E+001 -0.238832830417526E+002 -0.221434832628473E-004  0.882799727338878E-005  0.628076941485252E+003
      0.02000000 -0.979591129920198E-009  0.392860325236512E-009  0.277075869732935E-001 -0.539370447656833E-010 -0.117286319714534E-010  0.219815876666832E-002  0.100000060699264E+001  0.100000013199079E+001 -0.237374732107127E+002 -0.110240487180921E-004  0.442114187494287E-005  0.311813550903879E+003
      0.03000000 -0.972587436462150E-009  0.393908996956821E-009  0.273804351714071E-001 -0.801249274277909E-010 -0.174849280930244E-010  0.326501462086883E-002  0.100000060113591E+001  0.100000013118038E+001 -0.234957167307636E+002 -0.729682072086303E-005  0.295529555839658E-005  0.205421249766211E+003
      0.04000000 -0.962906500318349E-009  0.395357942176491E-009  0.269273353028564E-001 -0.105387797573474E-009 -0.231137690251239E-010  0.429366968724572E-002  0.100000059300262E+001  0.100000013005799E+001 -0.231598879194873E+002 -0.541814224641956E-005  0.222462468397060E-005  0.151516406774361E+003
      0.05000000 -0.950670426199791E-009  0.397188439780339E-009  0.263531124798558E-001 -0.129436719239696E-009 -0.285762330380750E-010  0.527216121558015E-002  0.100000058265807E+001  0.100000012863562E+001 -0.227325799774956E+002 -0.427943323420236E-005  0.178793971348358E-005  0.118628267234293E+003
      0.06000000 -0.936033201153484E-009  0.399377084849797E-009  0.256638471077874E-001 -0.151999008957273E-009 -0.338363517864476E-010  0.618917087868072E-002  0.100000057018499E+001  0.100000012692833E+001 -0.222170746914008E+002 -0.351128659570049E-005  0.149815989746403E-005  0.962712884891619E+002
      0.07000000 -0.919178506991236E-009  0.401896266512245E-009  0.248667854261145E-001 -0.172821834584135E-009 -0.388617253233619E-010  0.703416586579515E-002  0.100000055568266E+001  0.100000012495404E+001 -0.216173042513544E+002 -0.295548048632435E-005  0.129223710538184E-005  0.799554151076303E+002
      0.08000000 -0.900317118455163E-009  0.404714729308722E-009  0.239702334540503E-001 -0.191675516060633E-009 -0.436240591647084E-010  0.779752719364383E-002  0.100000053926586E+001  0.100000012273329E+001 -0.209378057430910E+002 -0.253298020787268E-005  0.113863701817927E-005  0.674386009913692E+002
      0.09000000 -0.879683928256559E-009  0.407798205334283E-009  0.229834362085353E-001 -0.208356479645183E-009 -0.480996119477560E-010  0.847066322252559E-002  0.100000052106365E+001  0.100000012028884E+001 -0.201836689790452E+002 -0.219993790956276E-005  0.101983303610487E-005  0.574776132461384E+002
      0.10000000 -0.857534645855117E-009  0.411110102837185E-009  0.219164443108956E-001 -0.222689822940175E-009 -0.522695443141959E-010  0.904610664262814E-002  0.100000050121798E+001  0.100000011764541E+001 -0.193604784264457E+002 -0.193009173411539E-005  0.925303968921435E-006  0.493283253453605E+002
      0.11000000 -0.834142221760762E-009  0.414612235736437E-009  0.207799703055212E-001 -0.234531454452234E-009 -0.561201619456701E-010  0.951759350441578E-002  0.100000047988225E+001  0.100000011482924E+001 -0.184742500708106E+002 -0.170676486799462E-005  0.848351251543061E-006  0.425185566084521E+002
      0.12000000 -0.809793053159587E-009  0.418265577660157E-009  0.195852371751070E-001 -0.243769778430618E-009 -0.596430481343871E-010  0.988012320037870E-002  0.100000045721966E+001  0.100000011186774E+001 -0.175313641196743E+002 -0.151886465637472E-005  0.784507597845459E-006  0.367344773037018E+002
      0.13000000 -0.784783029723640E-009  0.422031023638942E-009  0.183438216495808E-001 -0.250326903166072E-009 -0.628350838229456E-010  0.101299986566521E-001  0.100000043340154E+001  0.100000010878903E+001 -0.165384945026443E+002 -0.135872800373357E-005  0.730680135201834E-006  0.317594331512961E+002
      0.14000000 -0.759413480516004E-009  0.425870142518320E-009  0.170674949679288E-001 -0.254159358676105E-009 -0.656983556343125E-010  0.102648463548600E-001  0.100000040860563E+001  0.100000010562160E+001 -0.155025361592771E+002 -0.122089001518511E-005  0.684660752154134E-006  0.274389838015619E+002
      0.15000000 -0.733987083919794E-009  0.429745903482160E-009  0.157680637629447E-001 -0.255258317613132E-009 -0.682399549727448E-010  0.102836161696556E-001  0.100000038301424E+001  0.100000010239382E+001 -0.144305311253248E+002 -0.110134512579635E-005  0.644832268169374E-006  0.236599261063603E+002
      0.16000000 -0.708803802494833E-009  0.433623360794501E-009  0.144572136987758E-001 -0.253649321169106E-009 -0.704716737479939E-010  0.101865613684567E-001  0.100000035681245E+001  0.100000009913360E+001 -0.133295944304908E+002 -0.997085341476664E-006  0.609984730962551E-006  0.203371875361095E+002
      0.17000000 -0.684156903609597E-009  0.437470281951166E-009  0.131463584013971E-001 -0.249391519575100E-009 -0.724096045996019E-010  0.997519946960872E-002  0.100000033018629E+001  0.100000009586797E+001 -0.122068408070970E+002 -0.905801567234500E-006  0.579196475134898E-006  0.174053524572881E+002
      0.18000000 -0.660329124638645E-009  0.441257705856168E-009  0.118464960851834E-001 -0.242576444371097E-009 -0.740736556206058E-010  0.965225498675323E-002  0.100000030332094E+001  0.100000009262272E+001 -0.110693131794558E+002 -0.825684673448573E-006  0.551754740434774E-006  0.148130226074114E+002
      0.19000000 -0.637589038505181E-009  0.444960419364925E-009  0.105680760979626E-001 -0.233326336820721E-009 -0.754869914510097E-010  0.922158539410771E-002  0.100000027639898E+001  0.100000008942208E+001 -0.992391385899427E+001 -0.755289620645921E-006  0.527101261233263E-006  0.125189702221057E+002
      0.20000000 -0.616187671449158E-009  0.448557342522648E-009  0.932087738654095E-002 -0.221792063546811E-009 -0.766754141878715E-010  0.868809192382063E-002  0.100000024959868E+001  0.100000008628840E+001 -0.877733931127605E+001 -0.693440630694216E-006  0.504794076405164E-006  0.104894586390304E+002
      0.21000000 -0.596355420193949E-009  0.452031815022324E-009  0.811390062972814E-002 -0.208150656556619E-009 -0.776666988053373E-010  0.805761704744613E-002  0.100000022309240E+001  0.100000008324187E+001 -0.763601928927919E+001 -0.639163772829522E-006  0.484480144801368E-006  0.869634309213494E+001
      0.22000000 -0.578299310262672E-009  0.455371778757790E-009  0.695527550203863E-002 -0.192602520212588E-009 -0.784898986672917E-010  0.733683069455961E-002  0.100000019704506E+001  0.100000008030034E+001 -0.650606104404241E+001 -0.591638284331405E-006  0.465875322927199E-006  0.711570495079665E+001
      0.23000000 -0.562200631164196E-009  0.458569853795605E-009  0.585218422471517E-002 -0.175368352303131E-009 -0.791746372293892E-010  0.653310741922078E-002  0.100000017161279E+001  0.100000007747909E+001 -0.539319923075729E+001 -0.550160958951277E-006  0.448749461536363E-006  0.572685818292598E+001
      0.24000000 -0.548212977643703E-009  0.461623307574940E-009  0.481080223811517E-002 -0.156685830110552E-009 -0.797504021573075E-010  0.565439683693886E-002  0.100000014694160E+001  0.100000007479075E+001 -0.430275202734478E+001 -0.514119819045219E-006  0.432915127944545E-006  0.451162025888702E+001
      0.25000000 -0.536460719295198E-009  0.464533919607429E-009  0.383625649764506E-002 -0.136806115209606E-009 -0.802458578349106E-010  0.470908971957369E-002  0.100000012316627E+001  0.100000007224518E+001 -0.323958387542165E+001 -0.482974492048309E-006  0.418218940906559E-006  0.345377390492146E+001
      0.26000000 -0.527037913689956E-009  0.467307746329703E-009  0.293260156124277E-002 -0.115990232627359E-009 -0.806881916098416E-010  0.370588215281090E-002  0.100000010040939E+001  0.100000006984944E+001 -0.220807514233188E+001 -0.456241499393809E-006  0.404534818702301E-006  0.253866846895027E+001
      0.27000000 -0.520007670914415E-009  0.469954793003986E-009  0.210281330673487E-002 -0.945053809377743E-010 -0.811025081440644E-010  0.265364013108091E-002  0.100000007878056E+001  0.100000006760780E+001 -0.121209888960610E+001 -0.433483190860501E-006  0.391758650162456E-006  0.175292456817888E+001
      0.28000000 -0.515401970161343E-009  0.472488601614025E-009  0.134879979885053E-002 -0.726212298551241E-010 -0.815112849308616E-010  0.156126688964613E-002  0.100000005837567E+001  0.100000006552182E+001 -0.255004819846555E+000 -0.414299413508670E-006  0.379804040091162E-006  0.108421581203785E+001
      0.29000000 -0.513221921904572E-009  0.474925765517936E-009  0.671428524527410E-003 -0.506062609488705E-010 -0.819339004432131E-010  0.437575155582318E-003  0.100000003927648E+001  0.100000006359045E+001  0.660389637406827E+000 -0.398321250110343E-006  0.368598878100710E-006  0.521108389635837E+000
      0.30000000 -0.513438462330402E-009  0.477285383155403E-009  0.705689371458128E-004 -0.287242052651760E-010 -0.823862445335022E-010 -0.708833658078404E-003  0.100000002155029E+001  0.100000006181014E+001  0.153180124788841E+001 -0.385206334193309E-006  0.358082547954950E-006  0.529442252192702E-001
      0.31000000 -0.515993460210403E-009  0.479588464330747E-009 -0.454850999359987E-003 -0.723062895841747E-011 -0.828804186590036E-010 -0.186968148353414E-002  0.100000000524977E+001  0.100000006017506E+001  0.235747615195688E+001 -0.374635371302559E-006  0.348203642607622E-006 -0.330243086730372E+000
      0.32000000 -0.520801210384378E-009  0.481857303480727E-009 -0.906775792516127E-003  0.136302854241427E-010 -0.834245313136393E-010 -0.303711524645549E-002  0.999999990413033E+000  0.100000005867729E+001  0.313617864489245E+001 -0.366309584450454E-006  0.338918084449475E-006 -0.637787810633469E+000
      0.33000000 -0.527750282570650E-009  0.484114834869625E-009 -0.128794263602572E-002  0.336287185217916E-010 -0.840225917592771E-010 -0.420379677133954E-002  0.999999977063737E+000  0.100000005730710E+001  0.386717398797465E+001 -0.359948866379350E-006  0.330187575002236E-006 -0.878433431699828E+000
      0.34000000 -0.536705689413621E-009  0.486383984826981E-009 -0.160179270519589E-002  0.525519158928681E-010 -0.846745028259300E-010 -0.536297985168294E-002  0.999999965211483E+000  0.100000005605315E+001  0.455020575621749E+001 -0.355290469225422E-006  0.321978316238290E-006 -0.106036081423448E+001
      0.35000000 -0.547511333581242E-009  0.488687035956510E-009 -0.185237548150748E-002  0.702065784744929E-010 -0.853761512464223E-010 -0.650857367357611E-002  0.999999954852257E+000  0.100000005490284E+001  0.518546829364495E+001 -0.352088098260159E-006  0.314259958801000E-006 -0.119120705005633E+001
      0.36000000 -0.559992690389320E-009  0.491045017708675E-009 -0.204424811324079E-002  0.864209140383031E-010 -0.861195917627760E-010 -0.763519206926636E-002  0.999999945969047E+000  0.100000005384256E+001  0.577357490015244E+001 -0.350111303927964E-006  0.307004742004384E-006 -0.127807806202154E+001
      0.37000000 -0.573959679891308E-009  0.493477136842969E-009 -0.218237183561548E-002  0.101046327906198E-009 -0.868933191414044E-010 -0.873818836603861E-002  0.999999938532566E+000  0.100000005285803E+001  0.631552241475136E+001 -0.349145087725874E-006  0.300186797557590E-006 -0.132755737500714E+001
      0.38000000 -0.589209680652200E-009  0.496000260135849E-009 -0.227200744940750E-002  0.113958737375210E-009 -0.876826203108886E-010 -0.981367587935832E-002  0.999999932502093E+000  0.100000005193453E+001  0.681265288801098E+001 -0.348989654232495E-006  0.293781594172779E-006 -0.134571294433707E+001
      0.39000000 -0.605530636528770E-009  0.498628460250302E-009 -0.231861179324515E-002  0.125059500564525E-009 -0.884699971330377E-010 -0.108585343718498E-001  0.999999927826402E+000  0.100000005105728E+001  0.726661305173370E+001 -0.349460254961588E-006  0.287765504069414E-006 -0.133810350714749E+001
      0.40000000 -0.622704207696077E-009  0.501372634013261E-009 -0.232773704434008E-002  0.134275956631761E-009 -0.892356488723648E-010 -0.118704030559522E-001  0.999999924444769E+000  0.100000005021167E+001  0.767931229649182E+001 -0.350387080534391E-006  0.282115475245809E-006 -0.130978557256858E+001
      0.41000000 -0.640508917868072E-009  0.504240200492374E-009 -0.230493454858194E-002  0.141561580404765E-009 -0.899580022712328E-010 -0.128476609531511E-001  0.999999922288047E+000  0.100000004938354E+001  0.805287985803136E+001 -0.351615166542296E-006  0.276808795517763E-006 -0.126532187540231E+001
      0.42000000 -0.658723251121145E-009  0.507234884272864E-009 -0.225566471764904E-002  0.146895760340924E-009 -0.906142762901332E-010 -0.137893956322558E-001  0.999999921279790E+000  0.100000004855943E+001  0.838962189233154E+001 -0.353004285850366E-006  0.271822935923975E-006 -0.120879187339499E+001
      0.43000000 -0.677128653894459E-009  0.510356587259624E-009 -0.218521434253538E-002  0.150283214266558E-009 -0.911810680491731E-010 -0.146953615297130E-001  0.999999921337400E+000  0.100000004772682E+001  0.869197908712627E+001 -0.354428806295034E-006  0.267135462318553E-006 -0.114380466174205E+001
      0.44000000 -0.695512400549406E-009  0.513601350221591E-009 -0.209862246454359E-002  0.151753062482410E-009 -0.916349463136999E-010 -0.155659292035903E-001  0.999999922373311E+000  0.100000004687429E+001  0.896248541594596E+001 -0.355777497992659E-006  0.262724004925213E-006 -0.107351450394948E+001
      0.45000000 -0.713670284253907E-009  0.516961403207206E-009 -0.200061572150427E-002  0.151357582475322E-009 -0.919530390016507E-010 -0.164020269875942E-001  0.999999924296154E+000  0.100000004599174E+001  0.920372859037988E+001 -0.356953278973787E-006  0.258566276401177E-006 -0.100063903109547E+001
      0.46000000 -0.731409098838082E-009  0.520425301941706E-009 -0.189555385409906E-002  0.149170673589972E-009 -0.921136016418739E-010 -0.172050765910956E-001  0.999999927011928E+000  0.100000004507048E+001  0.941831270856649E+001 -0.357872891719438E-006  0.254640129615165E-006 -0.927480038536591E+000
