folder,tau_x_drude,tau_z_coh,tau_z_norm_coh,tau_autocorr_iters_coh,tau_autocorr_1_e,tau_autocorr_1_e_3,spectrum_width,normalized_fid_spectrum_width
c333_s0.025_r18_k16_a1_i804_t9_p1.5d11_1d12,2.6899589209975487,1.9735800266556653,2.2898551657121327,5.075724318696574,2.1860000000000017,4.63,2.1831962579569044,1.90094221039972
c333_s0.050_r18_k16_a1_i804_t9_p1.5d11_1d12,3.957579573059576,1.9076807752383216,3.081338275120461,4.406011542718369,1.6540000000000017,3.2466666666666666,2.262225047268432,1.6924801134380316
c333_s0.075_r18_k16_a1_i804_t9_p1.5d11_1d12,3.0810770128717633,1.609331564875965,3.0130210451322967,3.871509146720376,1.0099999999999998,2.8859999999999997,2.2020520145558904,1.8107952533944693
c333_s0.100_r18_k16_a1_i804_t9_p1.5d11_1d12,2.1837360736924336,1.2830377024747228,2.7893527717321356,3.6537443527113047,1.1560000000000006,1.9693333333333332,2.6205769067673117,1.678302857026131
c333_s0.125_r18_k16_a1_i804_t9_p1.5d11_1d12,1.4792072563516803,0.9920924395074573,1.6789878602135624,3.6150291544300424,1.3420000000000005,2.8173333333333335,2.752932001472659,2.7338237873659197
c333_s0.150_r18_k16_a1_i804_t9_p1.5d11_1d12,1.0021942240206356,0.907714515895291,1.8859781216865619,3.904356329112334,0.32399999999999984,3.0386666666666673,2.698350185749507,2.3737536626397486
c333_s0.175_r18_k16_a1_i804_t9_p1.5d11_1d12,0.8913038961548047,0.9276166097800479,1.2603407264328197,2.7141015097063135,1.645999999999999,4.1546666666666665,2.626924275160139,2.847958187074373
c333_s0.200_r18_k16_a1_i804_t9_p1.5d11_1d12,0.7092560980814948,1.0636469217115188,1.0976527334916364,4.81273339124531,1.2840000000000007,4.880666666666667,2.425251808851288,2.4754439493136386
