##############################################################################
# SALMON: Scalable Ab-initio Light-Matter simulator for Optics and Nanoscience
#
#                             Version 2.2.1
##############################################################################
  Libxc: [enabled] 6.2.2
   theory= tddft_pulse
 
 Total time step      =       15000
 Time step[fs]        =  2.000000000000000E-003
 Energy range         =        3000
 Energy resolution[eV]=  1.000000000000000E-002
Laser frequency     = 0.17 1.50[eV]
Pulse width of laser=     12.00000000      5.80000000[fs]
Laser intensity     =  0.56000000E+09  0.60000000E+12[W/cm^2]
delay time          =      0.00000000[fs]
   use of real value orbitals =  F
 ======
 MPI distribution:
   nproc_k     :         125
   nproc_ob    :           4
   nproc_rgrid :           3           2           3
 OpenMP parallelization:
   number of threads :           1
 hpsi stencil:
   enables hand-coding vectorization : F
   enables openmp parallelization    : F
 current:
   k,orbital parallelized of openmp  : T
 force:
   k,orbital parallelized of openmp  : T
 ===================pseudopotential data===================
 ik ,atom_symbol=           1 Si
 ps_format =KY              
 ps_file =./Si_rps.dat
 Zps(ik), Mlps(ik) =           4           2
 Rps(ik), NRps(ik) =   2.26767135054939              122
 Lref(ik) =           2
 nproj(ik,l) =           1           1           1
 anorm(ik,l) =  0.6193218      0.3646551      0.0000000E+00
 inorm(ik,l) =           1           1           0
 Mass(ik) =   28.0000000000000     
 flag_nlcc_element(ik) = F
 ==========================================================
 flag_nlcc =  F
 
 ============init_ps==============
 end init_ps
 Maximal rho_NLCC= 0.000000000000000E+000
 Maximal tau_NLCC= 0.000000000000000E+000
 == Ewald ==
 cutoff length in real-space in ewald =  4.00 [A]
 (buffer length in bookkeeping =  2.00 [A])
 cutoff length in G-space in ewald =  0.1870828864+102 [1/A]
 number of ion-ion pair(/atom) used for allocation of bookkeeping=    68
 ===========
   Static dipole moment(xyz) =   -0.7045581630E+04   -0.7054251567E+04   -0.7056981012E+04
 
 
  time-step  time[fs]                               Current(xyz)[a.u.]      electrons Total energy[eV] 
#----------------------------------------------------------------------
      10    0.02000000 -0.39981610E-09 -0.31114218E-12 -0.35648081E-12   864.00000000   -23329.57087453
      20    0.04000000 -0.18455478E-08 -0.13564173E-12 -0.68948370E-12   864.00000000   -23329.57087453
     230    0.46000000 -0.52879654E-06 -0.40016966E-09  0.20027157E-09   863.99999999   -23329.57086482
     240    0.48000000 -0.57292341E-06 -0.55829977E-09  0.43187717E-09   863.99999999   -23329.57086256
     250    0.50000000 -0.61746412E-06 -0.74516411E-09  0.71443118E-09   863.99999999   -23329.57085991
     260    0.52000000 -0.66221741E-06 -0.96238261E-09  0.10511106E-08   863.99999999   -23329.57085684
     270    0.54000000 -0.70698843E-06 -0.12112704E-08  0.14447127E-08   863.99999999   -23329.57085332
     280    0.56000000 -0.75158896E-06 -0.14928521E-08  0.18974861E-08   863.99999999   -23329.57084929
     290    0.58000000 -0.79583808E-06 -0.18080537E-08  0.24109899E-08   863.99999999   -23329.57084472
     300    0.60000000 -0.83956306E-06 -0.21573224E-08  0.29861048E-08   863.99999999   -23329.57083956
     310    0.62000000 -0.88260240E-06 -0.25406391E-08  0.36231736E-08   863.99999999   -23329.57083378
     320    0.64000000 -0.92480610E-06 -0.29577834E-08  0.43215359E-08   863.99999999   -23329.57082733
     330    0.66000000 -0.96603725E-06 -0.34081312E-08  0.50802195E-08   863.99999999   -23329.57082018
     340    0.68000000 -0.10061726E-05 -0.38907700E-08  0.58974051E-08   863.99999999   -23329.57081228
     350    0.70000000 -0.10451039E-05 -0.44043492E-08  0.67707692E-08   863.99999998   -23329.57080361
     360    0.72000000 -0.10827384E-05 -0.49472139E-08  0.76974079E-08   863.99999998   -23329.57079411
     370    0.74000000 -0.11189991E-05 -0.55172896E-08  0.86740848E-08   863.99999998   -23329.57078375
     380    0.76000000 -0.11538246E-05 -0.61123628E-08  0.96970351E-08   863.99999998   -23329.57077251
     390    0.78000000 -0.11871680E-05 -0.67299337E-08  0.10762071E-07   863.99999998   -23329.57076034
     400    0.80000000 -0.12189956E-05 -0.73675498E-08  0.11864574E-07   863.99999998   -23329.57074723
     410    0.82000000 -0.12492867E-05 -0.80223855E-08  0.12999919E-07   863.99999998   -23329.57073313
     420    0.84000000 -0.12780339E-05 -0.86914575E-08  0.14163004E-07   863.99999998   -23329.57071802
     430    0.86000000 -0.13052415E-05 -0.93717154E-08  0.15348720E-07   863.99999998   -23329.57070188
     440    0.88000000 -0.13309254E-05 -0.10060243E-07  0.16551737E-07   863.99999998   -23329.57068469
     450    0.90000000 -0.13551123E-05 -0.10754094E-07  0.17766698E-07   863.99999998   -23329.57066641
     460    0.92000000 -0.13778395E-05 -0.11450211E-07  0.18988036E-07   863.99999998   -23329.57064704
     470    0.94000000 -0.13991535E-05 -0.12145742E-07  0.20210202E-07   863.99999998   -23329.57062654
     480    0.96000000 -0.14191098E-05 -0.12837706E-07  0.21427769E-07   863.99999998   -23329.57060491
     490    0.98000000 -0.14377714E-05 -0.13523285E-07  0.22635261E-07   863.99999998   -23329.57058212
     500    1.00000000 -0.14552074E-05 -0.14199819E-07  0.23827013E-07   863.99999998   -23329.57055817
     510    1.02000000 -0.14714918E-05 -0.14864719E-07  0.24997678E-07   863.99999998   -23329.57053303
     520    1.04000000 -0.14867027E-05 -0.15515381E-07  0.26141847E-07   863.99999998   -23329.57050670
     530    1.06000000 -0.15009204E-05 -0.16149518E-07  0.27254542E-07   863.99999998   -23329.57047915
     540    1.08000000 -0.15142264E-05 -0.16765015E-07  0.28331170E-07   863.99999998   -23329.57045038
     550    1.10000000 -0.15267025E-05 -0.17359910E-07  0.29367355E-07   863.99999998   -23329.57042037
     560    1.12000000 -0.15384298E-05 -0.17932538E-07  0.30359075E-07   863.99999998   -23329.57038910
     570    1.14000000 -0.15494872E-05 -0.18481457E-07  0.31302590E-07   863.99999997   -23329.57035658
     580    1.16000000 -0.15599521E-05 -0.19005526E-07  0.32194724E-07   863.99999997   -23329.57032278
     590    1.18000000 -0.15698994E-05 -0.19503608E-07  0.33032634E-07   863.99999997   -23329.57028768
     600    1.20000000 -0.15794004E-05 -0.19975082E-07  0.33813679E-07   863.99999997   -23329.57025128
     610    1.22000000 -0.15885228E-05 -0.20419392E-07  0.34535707E-07   863.99999997   -23329.57021355
     620    1.24000000 -0.15973295E-05 -0.20836146E-07  0.35197089E-07   863.99999997   -23329.57017449
     630    1.26000000 -0.16058787E-05 -0.21225204E-07  0.35796346E-07   863.99999997   -23329.57013408
     640    1.28000000 -0.16142236E-05 -0.21586574E-07  0.36332539E-07   863.99999997   -23329.57009229
     650    1.30000000 -0.16224122E-05 -0.21920584E-07  0.36805150E-07   863.99999997   -23329.57004912
     660    1.32000000 -0.16304871E-05 -0.22227764E-07  0.37214139E-07   863.99999997   -23329.57000454
     670    1.34000000 -0.16384853E-05 -0.22508643E-07  0.37559779E-07   863.99999997   -23329.56995854
     680    1.36000000 -0.16464381E-05 -0.22763904E-07  0.37842822E-07   863.99999997   -23329.56991109
     690    1.38000000 -0.16543715E-05 -0.22994611E-07  0.38064525E-07   863.99999997   -23329.56986217
     700    1.40000000 -0.16623061E-05 -0.23201739E-07  0.38226381E-07   863.99999997   -23329.56981177
     710    1.42000000 -0.16702570E-05 -0.23386487E-07  0.38330281E-07   863.99999997   -23329.56975987
     720    1.44000000 -0.16782338E-05 -0.23550107E-07  0.38378421E-07   863.99999997   -23329.56970643
     730    1.46000000 -0.16862405E-05 -0.23693871E-07  0.38373336E-07   863.99999997   -23329.56965145
     740    1.48000000 -0.16942763E-05 -0.23819089E-07  0.38317788E-07   863.99999997   -23329.56959489
     750    1.50000000 -0.17023355E-05 -0.23927311E-07  0.38214656E-07   863.99999997   -23329.56953675
     760    1.52000000 -0.17104084E-05 -0.24019872E-07  0.38067073E-07   863.99999997   -23329.56947700
     770    1.54000000 -0.17184815E-05 -0.24098108E-07  0.37878181E-07   863.99999997   -23329.56941561
     780    1.56000000 -0.17265377E-05 -0.24163414E-07  0.37651230E-07   863.99999997   -23329.56935257
     790    1.58000000 -0.17345567E-05 -0.24217226E-07  0.37389821E-07   863.99999997   -23329.56928787
     800    1.60000000 -0.17425150E-05 -0.24260951E-07  0.37097666E-07   863.99999996   -23329.56922149
     810    1.62000000 -0.17503861E-05 -0.24295822E-07  0.36778403E-07   863.99999996   -23329.56915340
     820    1.64000000 -0.17581412E-05 -0.24323266E-07  0.36435597E-07   863.99999996   -23329.56908361
     830    1.66000000 -0.17657496E-05 -0.24344441E-07  0.36072898E-07   863.99999996   -23329.56901209
     840    1.68000000 -0.17731788E-05 -0.24360493E-07  0.35693891E-07   863.99999996   -23329.56893883
     850    1.70000000 -0.17803948E-05 -0.24372406E-07  0.35302210E-07   863.99999996   -23329.56886384
     860    1.72000000 -0.17873625E-05 -0.24381291E-07  0.34901397E-07   863.99999996   -23329.56878709
     870    1.74000000 -0.17940458E-05 -0.24388281E-07  0.34494857E-07   863.99999996   -23329.56870860
     880    1.76000000 -0.18004086E-05 -0.24394068E-07  0.34085706E-07   863.99999996   -23329.56862836
     890    1.78000000 -0.18064141E-05 -0.24399620E-07  0.33677093E-07   863.99999996   -23329.56854637
     900    1.80000000 -0.18120266E-05 -0.24405777E-07  0.33271969E-07   863.99999996   -23329.56846264
     910    1.82000000 -0.18172113E-05 -0.24413275E-07  0.32872877E-07   863.99999996   -23329.56837717
     920    1.84000000 -0.18219343E-05 -0.24422819E-07  0.32482193E-07   863.99999996   -23329.56828998
     930    1.86000000 -0.18261630E-05 -0.24435140E-07  0.32102106E-07   863.99999996   -23329.56820109
     940    1.88000000 -0.18298668E-05 -0.24450626E-07  0.31734491E-07   863.99999996   -23329.56811051
     950    1.90000000 -0.18330168E-05 -0.24469980E-07  0.31381282E-07   863.99999996   -23329.56801825
     960    1.92000000 -0.18355860E-05 -0.24493635E-07  0.31044119E-07   863.99999996   -23329.56792436
     970    1.94000000 -0.18375499E-05 -0.24522009E-07  0.30724273E-07   863.99999996   -23329.56782884
     980    1.96000000 -0.18388861E-05 -0.24555326E-07  0.30422706E-07   863.99999996   -23329.56773174
     990    1.98000000 -0.18395753E-05 -0.24593921E-07  0.30140433E-07   863.99999996   -23329.56763309
    1000    2.00000000 -0.18396006E-05 -0.24637888E-07  0.29878050E-07   863.99999996   -23329.56753292
    1010    2.02000000 -0.18389482E-05 -0.24687358E-07  0.29636140E-07   863.99999996   -23329.56743128
    1020    2.04000000 -0.18376076E-05 -0.24742411E-07  0.29415151E-07   863.99999996   -23329.56732820
    1030    2.06000000 -0.18355706E-05 -0.24803142E-07  0.29215133E-07   863.99999995   -23329.56722373
    1040    2.08000000 -0.18328323E-05 -0.24869536E-07  0.29035926E-07   863.99999995   -23329.56711792
    1050    2.10000000 -0.18293905E-05 -0.24941490E-07  0.28877395E-07   863.99999995   -23329.56701082
    1060    2.12000000 -0.18252460E-05 -0.25018834E-07  0.28739193E-07   863.99999995   -23329.56690248
    1070    2.14000000 -0.18204017E-05 -0.25101303E-07  0.28620929E-07   863.99999995   -23329.56679295
    1080    2.16000000 -0.18148636E-05 -0.25188481E-07  0.28521709E-07   863.99999995   -23329.56668230
    1090    2.18000000 -0.18086395E-05 -0.25279931E-07  0.28440668E-07   863.99999995   -23329.56657057
    1100    2.20000000 -0.18017397E-05 -0.25375313E-07  0.28376866E-07   863.99999995   -23329.56645782
    1110    2.22000000 -0.17941763E-05 -0.25474066E-07  0.28329106E-07   863.99999995   -23329.56634412
    1120    2.24000000 -0.17859630E-05 -0.25575553E-07  0.28296149E-07   863.99999995   -23329.56622953
    1130    2.26000000 -0.17771150E-05 -0.25679197E-07  0.28276589E-07   863.99999995   -23329.56611410
    1140    2.28000000 -0.17676486E-05 -0.25784231E-07  0.28269052E-07   863.99999995   -23329.56599791
    1150    2.30000000 -0.17575814E-05 -0.25889763E-07  0.28271996E-07   863.99999995   -23329.56588101
    1160    2.32000000 -0.17469317E-05 -0.25995069E-07  0.28283837E-07   863.99999995   -23329.56576347
    1170    2.34000000 -0.17357183E-05 -0.26099184E-07  0.28302960E-07   863.99999995   -23329.56564535
    1180    2.36000000 -0.17239605E-05 -0.26201309E-07  0.28327602E-07   863.99999995   -23329.56552672
    1190    2.38000000 -0.17116774E-05 -0.26300358E-07  0.28356147E-07   863.99999995   -23329.56540764
    1200    2.40000000 -0.16988882E-05 -0.26395572E-07  0.28386753E-07   863.99999995   -23329.56528818
    1210    2.42000000 -0.16856118E-05 -0.26486026E-07  0.28417484E-07   863.99999995   -23329.56516840
    1220    2.44000000 -0.16718662E-05 -0.26570701E-07  0.28446691E-07   863.99999995   -23329.56504836
    1230    2.46000000 -0.16576690E-05 -0.26648643E-07  0.28472537E-07   863.99999995   -23329.56492813
    1240    2.48000000 -0.16430365E-05 -0.26718975E-07  0.28493247E-07   863.99999995   -23329.56480778
    1250    2.50000000 -0.16279841E-05 -0.26780703E-07  0.28507191E-07   863.99999995   -23329.56468736
    1260    2.52000000 -0.16125255E-05 -0.26833037E-07  0.28512824E-07   863.99999994   -23329.56456694
    1270    2.54000000 -0.15966733E-05 -0.26875209E-07  0.28508662E-07   863.99999994   -23329.56444659
    1280    2.56000000 -0.15804384E-05 -0.26906489E-07  0.28493225E-07   863.99999994   -23329.56432637
    1290    2.58000000 -0.15638298E-05 -0.26926243E-07  0.28465014E-07   863.99999994   -23329.56420633
    1300    2.60000000 -0.15468553E-05 -0.26933985E-07  0.28422732E-07   863.99999994   -23329.56408655
    1310    2.62000000 -0.15295211E-05 -0.26929167E-07  0.28365269E-07   863.99999994   -23329.56396709
    1320    2.64000000 -0.15118315E-05 -0.26911552E-07  0.28291466E-07   863.99999994   -23329.56384801
    1330    2.66000000 -0.14937895E-05 -0.26880769E-07  0.28200239E-07   863.99999994   -23329.56372938
    1340    2.68000000 -0.14753966E-05 -0.26836620E-07  0.28090704E-07   863.99999994   -23329.56361126
    1350    2.70000000 -0.14566532E-05 -0.26779166E-07  0.27962023E-07   863.99999994   -23329.56349371
    1360    2.72000000 -0.14375580E-05 -0.26708364E-07  0.27813497E-07   863.99999994   -23329.56337680
    1370    2.74000000 -0.14181087E-05 -0.26624216E-07  0.27644378E-07   863.99999994   -23329.56326060
    1380    2.76000000 -0.13983014E-05 -0.26527027E-07  0.27454199E-07   863.99999994   -23329.56314517
    1390    2.78000000 -0.13781316E-05 -0.26417003E-07  0.27242633E-07   863.99999994   -23329.56303059
    1400    2.80000000 -0.13575935E-05 -0.26294481E-07  0.27009311E-07   863.99999994   -23329.56291691
    1410    2.82000000 -0.13366809E-05 -0.26159837E-07  0.26754036E-07   863.99999994   -23329.56280420
    1420    2.84000000 -0.13153870E-05 -0.26013503E-07  0.26476534E-07   863.99999994   -23329.56269255
    1430    2.86000000 -0.12937045E-05 -0.25855802E-07  0.26176852E-07   863.99999994   -23329.56258201
    1440    2.88000000 -0.12716257E-05 -0.25687376E-07  0.25854829E-07   863.99999994   -23329.56247265
    1450    2.90000000 -0.12491427E-05 -0.25508708E-07  0.25510531E-07   863.99999994   -23329.56236455
    1460    2.92000000 -0.12262477E-05 -0.25320322E-07  0.25144046E-07   863.99999994   -23329.56225779
    1470    2.94000000 -0.12029327E-05 -0.25122681E-07  0.24755386E-07   863.99999994   -23329.56215242
    1480    2.96000000 -0.11791906E-05 -0.24916400E-07  0.24344558E-07   863.99999994   -23329.56204854
    1490    2.98000000 -0.11550145E-05 -0.24701748E-07  0.23911600E-07   863.99999993   -23329.56194621
    1500    3.00000000 -0.11303979E-05 -0.24479201E-07  0.23456555E-07   863.99999993   -23329.56184551
    1510    3.02000000 -0.11053357E-05 -0.24249147E-07  0.22979594E-07   863.99999993   -23329.56174651
    1520    3.04000000 -0.10798230E-05 -0.24011984E-07  0.22480897E-07   863.99999993   -23329.56164929
    1530    3.06000000 -0.10538566E-05 -0.23767898E-07  0.21960660E-07   863.99999993   -23329.56155393
    1540    3.08000000 -0.10274341E-05 -0.23517182E-07  0.21419174E-07   863.99999993   -23329.56146050
    1550    3.10000000 -0.10005548E-05 -0.23260163E-07  0.20856761E-07   863.99999993   -23329.56136907
    1560    3.12000000 -0.97321889E-06 -0.22997117E-07  0.20281762E-07   863.99999993   -23329.56127973
    1570    3.14000000 -0.94542832E-06 -0.22728087E-07  0.19774516E-07   863.99999993   -23329.56119255
    1580    3.16000000 -0.91718613E-06 -0.22453044E-07  0.19460631E-07   863.99999993   -23329.56110760
    1590    3.18000000 -0.88849694E-06 -0.22172041E-07  0.19367069E-07   863.99999993   -23329.56102497
    1600    3.20000000 -0.85936688E-06 -0.21884982E-07  0.19279435E-07   863.99999993   -23329.56094471
    1610    3.22000000 -0.82980374E-06 -0.21591916E-07  0.18611778E-07   863.99999993   -23329.56086690
    1620    3.24000000 -0.79981733E-06 -0.21293230E-07  0.16293794E-07   863.99999993   -23329.56079162
    1630    3.26000000 -0.76941951E-06 -0.20989768E-07  0.10681612E-07   863.99999993   -23329.56071893
    1640    3.28000000 -0.73862486E-06 -0.20683181E-07 -0.50773327E-09   863.99999993   -23329.56064889
    1650    3.30000000 -0.70745095E-06 -0.20376160E-07 -0.20234479E-07   863.99999993   -23329.56058157
    1660    3.32000000 -0.67591854E-06 -0.20073346E-07 -0.52148446E-07   863.99999993   -23329.56051700
    1670    3.34000000 -0.64405183E-06 -0.19779928E-07 -0.10057698E-06   863.99999993   -23329.56045519
    1680    3.36000000 -0.61187779E-06 -0.19502599E-07 -0.17048785E-06   863.99999993   -23329.56039608
    1690    3.38000000 -0.57942633E-06 -0.19248936E-07 -0.26742942E-06   863.99999993   -23329.56033950
    1700    3.40000000 -0.54672931E-06 -0.19026975E-07 -0.39744703E-06   863.99999993   -23329.56028512
    1710    3.42000000 -0.51381954E-06 -0.18844278E-07 -0.56697768E-06   863.99999992   -23329.56023231
    1720    3.44000000 -0.48072952E-06 -0.18707180E-07 -0.78272299E-06   863.99999992   -23329.56018006
    1730    3.46000000 -0.44748987E-06 -0.18619572E-07 -0.10515045E-05   863.99999992   -23329.56012679
    1740    3.48000000 -0.41412788E-06 -0.18581655E-07 -0.13801014E-05   863.99999992   -23329.56007016
    1750    3.50000000 -0.38066571E-06 -0.18588578E-07 -0.17750759E-05   863.99999992   -23329.56000681
    1760    3.52000000 -0.34711850E-06 -0.18629427E-07 -0.22425866E-05   863.99999992   -23329.55993207
    1770    3.54000000 -0.31349248E-06 -0.18685345E-07 -0.27881958E-05   863.99999992   -23329.55983967
    1780    3.56000000 -0.27978351E-06 -0.18728874E-07 -0.34166726E-05   863.99999992   -23329.55972139
    1790    3.58000000 -0.24597542E-06 -0.18722449E-07 -0.41317975E-05   863.99999992   -23329.55956675
    1800    3.60000000 -0.21203872E-06 -0.18617875E-07 -0.49361707E-05   863.99999992   -23329.55936262
    1810    3.62000000 -0.17792953E-06 -0.18355550E-07 -0.58310278E-05   863.99999992   -23329.55909302
    1820    3.64000000 -0.14358873E-06 -0.17863781E-07 -0.68160671E-05   863.99999992   -23329.55873882
    1830    3.66000000 -0.10894178E-06 -0.17058985E-07 -0.78892919E-05   863.99999992   -23329.55827769
    1840    3.68000000 -0.73898188E-07 -0.15845450E-07 -0.90468693E-05   863.99999992   -23329.55768408
    1850    3.70000000 -0.38352322E-07 -0.14116436E-07 -0.10283012E-04   863.99999992   -23329.55692938
    1860    3.72000000 -0.21838911E-08 -0.11754438E-07 -0.11589879E-04   863.99999992   -23329.55598229
    1870    3.74000000  0.34740742E-07 -0.86327512E-08 -0.12957507E-04   863.99999992   -23329.55480942
    1880    3.76000000  0.72566724E-07 -0.46169103E-08 -0.14373761E-04   863.99999992   -23329.55337607
    1890    3.78000000  0.11144856E-06  0.43315612E-09 -0.15824320E-04   863.99999992   -23329.55164730
    1900    3.80000000  0.15154721E-06  0.66612003E-08 -0.17292692E-04   863.99999992   -23329.54958924
    1910    3.82000000  0.19302734E-06  0.14211587E-07 -0.18760257E-04   863.99999992   -23329.54717059
    1920    3.84000000  0.23605347E-06  0.23225763E-07 -0.20206351E-04   863.99999992   -23329.54436435
    1930    3.86000000  0.28078600E-06  0.33839503E-07 -0.21608372E-04   863.99999992   -23329.54114968
    1940    3.88000000  0.32737659E-06  0.46179231E-07 -0.22941927E-04   863.99999991   -23329.53751387
    1950    3.90000000  0.37596413E-06  0.60358063E-07 -0.24181012E-04   863.99999991   -23329.53345428
    1960    3.92000000  0.42666965E-06  0.76471878E-07 -0.25298217E-04   863.99999991   -23329.52898023
    1970    3.94000000  0.47959234E-06  0.94595244E-07 -0.26264972E-04   863.99999991   -23329.52411463
    1980    3.96000000  0.53480390E-06  0.11477744E-06 -0.27051809E-04   863.99999991   -23329.51889538
    1990    3.98000000  0.59234416E-06  0.13703871E-06 -0.27628658E-04   863.99999991   -23329.51337619
    2000    4.00000000  0.65221708E-06  0.16136646E-06 -0.27965166E-04   863.99999991   -23329.50762695
    2010    4.02000000  0.71438640E-06  0.18771113E-06 -0.28031034E-04   863.99999991   -23329.50173329
    2020    4.04000000  0.77877182E-06  0.21598287E-06 -0.27796371E-04   863.99999991   -23329.49579533
    2030    4.06000000  0.84524568E-06  0.24604901E-06 -0.27232067E-04   863.99999991   -23329.48992550
    2040    4.08000000  0.91363035E-06  0.27773114E-06 -0.26310169E-04   863.99999991   -23329.48424532
    2050    4.10000000  0.98369528E-06  0.31080280E-06 -0.25004273E-04   863.99999991   -23329.47888103
    2060    4.12000000  0.10551553E-05  0.34498843E-06 -0.23289908E-04   863.99999991   -23329.47395820
    2070    4.14000000  0.11276694E-05  0.37996181E-06 -0.21144925E-04   863.99999991   -23329.46959511
    2080    4.16000000  0.12008404E-05  0.41534596E-06 -0.18549881E-04   863.99999991   -23329.46589515
    2090    4.18000000  0.12742151E-05  0.45071322E-06 -0.15488406E-04   863.99999991   -23329.46293821
    2100    4.20000000  0.13472851E-05  0.48558682E-06 -0.11947561E-04   863.99999991   -23329.46077130
    2110    4.22000000  0.14194891E-05  0.51944214E-06 -0.79181718E-05   863.99999991   -23329.45939853
    2120    4.24000000  0.14902156E-05  0.55170976E-06 -0.33951464E-05   863.99999991   -23329.45877075
    2130    4.26000000  0.15588069E-05  0.58177836E-06  0.16222446E-05   863.99999991   -23329.45877513
    2140    4.28000000  0.16245628E-05  0.60899932E-06  0.71301122E-05   863.99999991   -23329.45922506
    2150    4.30000000  0.16867463E-05  0.63269132E-06  0.13119731E-04   863.99999991   -23329.45985061
    2160    4.32000000  0.17445896E-05  0.65214620E-06  0.19577359E-04   863.99999991   -23329.46029018
    2170    4.34000000  0.17973006E-05  0.66663517E-06  0.26484099E-04   863.99999990   -23329.46008350
    2180    4.36000000  0.18440703E-05  0.67541591E-06  0.33815802E-04   863.99999990   -23329.45866669
    2190    4.38000000  0.18840802E-05  0.67774027E-06  0.41543021E-04   863.99999990   -23329.45536942
    2200    4.40000000  0.19165105E-05  0.67286252E-06  0.49631006E-04   863.99999990   -23329.44941500
    2210    4.42000000  0.19405488E-05  0.66004799E-06  0.58039756E-04   863.99999990   -23329.43992329
    2220    4.44000000  0.19553988E-05  0.63858207E-06  0.66724118E-04   863.99999990   -23329.42591712
    2230    4.46000000  0.19602893E-05  0.60777981E-06  0.75633935E-04   863.99999990   -23329.40633218
    2240    4.48000000  0.19544837E-05  0.56699566E-06  0.84714254E-04   863.99999990   -23329.38003056
    2250    4.50000000  0.19372890E-05  0.51563328E-06  0.93905578E-04   863.99999990   -23329.34581812
    2260    4.52000000  0.19080651E-05  0.45315576E-06  0.10314417E-03   863.99999990   -23329.30246547
    2270    4.54000000  0.18662339E-05  0.37909560E-06  0.11236243E-03   863.99999990   -23329.24873237
