t,j,j_drude,delta
0.0,0.002443938273216202,0.0009302670763549681,0.0015136711968612338
0.0019999999999997797,0.002450619515145718,0.0009313280042174839,0.001519291510928234
0.0039999999999995595,0.002457066944661265,0.0009323898167550574,0.0015246771279062077
0.006000000000000227,0.002463279063805667,0.0009334525120305527,0.0015298265517751143
0.008000000000000007,0.002469254414863174,0.0009345160881054182,0.0015347383267577557
0.009999999999999787,0.00247499158144223,0.000935580543039688,0.001539411038402542
0.011999999999999567,0.002480489189967393,0.0009366458748919856,0.0015438433150754076
0.014000000000000234,0.002485745911208499,0.0009377120817195328,0.001548033829488966
0.016000000000000014,0.002490760461472393,0.0009387791615781474,0.0015519812998942457
0.017999999999999794,0.002495531603196171,0.0009398471125222513,0.0015556844906739198
0.019999999999999574,0.002500058144882758,0.000940915932604873,0.001559142212277885
0.02200000000000024,0.0025043389405334368,0.0009419856198776518,0.001562353320655785
0.02400000000000002,0.002508372888892881,0.0009430561723908434,0.0015653167165020378
0.0259999999999998,0.002512158932865027,0.0009441275881933214,0.0015680313446717056
0.02799999999999958,0.002515696059368966,0.0009451998653325818,0.001570496194036384
0.03000000000000025,0.002518983299715978,0.0009462730018547502,0.0015727102978612278
0.03200000000000003,0.0025220197303705612,0.0009473469958045811,0.0015746727345659801
0.03399999999999981,0.002524804473795812,0.0009484218452254661,0.0015763826285703458
0.03599999999999959,0.002527336699045171,0.0009494975481594362,0.0015778391508857346
0.038000000000000256,0.002529615621864787,0.0009505741026471652,0.0015790415192176218
0.040000000000000036,0.002531640504280218,0.0009516515067279731,0.001579988997552245
0.041999999999999815,0.002533410653879955,0.0009527297584398352,0.0015806808954401197
0.043999999999999595,0.002534925423175439,0.0009538088558193791,0.00158111656735606
0.04600000000000026,0.002536184209446048,0.0009548887969018927,0.0015812954125441554
0.04800000000000004,0.002537186455341036,0.00095596957972133,0.001581216875619706
0.04999999999999982,0.002537931650249813,0.0009570512023103103,0.0015808804479395025
0.0519999999999996,0.002538419332160279,0.000958133662700127,0.001580285669460152
0.05400000000000027,0.002538649089504418,0.0009592169589207487,0.001579432130583669
0.05600000000000005,0.002538620562431975,0.0009603010890008244,0.0015783194734311505
0.05799999999999983,0.0025383334430859957,0.0009613860509676865,0.0015769473921183092
0.05999999999999961,0.002537787474740307,0.0009624718428473579,0.0015753156318929493
0.06200000000000028,0.002536982450011259,0.0009635584626645512,0.0015734239873467077
0.06400000000000006,0.0025359182086495523,0.0009646459084426785,0.001571272300206874
0.06599999999999984,0.002534594635559196,0.000965734178203851,0.0015688604573553448
0.06799999999999962,0.002533011659626807,0.0009668232699688845,0.0015661883896579227
0.07000000000000028,0.00253116925369484,0.0009679131817573055,0.0015632560719375346
0.07200000000000006,0.002529067435661509,0.0009690039115873519,0.0015600635240741569
0.07399999999999984,0.002526706270350791,0.0009700954574759793,0.0015566108128748117
0.07599999999999962,0.002524085871577244,0.000971187817438865,0.0015528980541383791
0.07800000000000029,0.002521206403799717,0.0009722809894904106,0.0015489254143093065
0.08000000000000007,0.002518068082917057,0.0009733749716437488,0.001544693111273308
0.08199999999999985,0.002514671176046447,0.000974469761910745,0.001540201414135702
0.08399999999999963,0.002511016000441866,0.0009755653583020032,0.001535450642139863
0.0860000000000003,0.002507102921950645,0.0009766617588268676,0.0015304411631237773
0.08800000000000008,0.002502932353495446,0.0009777589614934296,0.0015251733920020162
0.08999999999999986,0.00249850475399165,0.0009788569643085338,0.001519647789683116
0.09199999999999964,0.002493820627903086,0.000979955765277774,0.0015138648626253123
0.0940000000000003,0.002488880525388532,0.0009810553624055047,0.0015078251629830272
0.09600000000000009,0.00248368504278694,0.0009821557536948443,0.0015015292890920957
0.09799999999999986,0.002478234823103926,0.0009832569371476772,0.0014949778859562487
0.09999999999999964,0.0024725305562169403,0.0009843589107646578,0.0014881716454522825
0.10200000000000031,0.00246657297867886,0.0009854616725452172,0.0014811113061336428
0.10400000000000009,0.0024603628732044937,0.0009865652204875644,0.0014737976527169293
0.10599999999999987,0.002453901068081672,0.0009876695525886923,0.0014662315154929796
0.10799999999999965,0.0024471884368021347,0.0009887746668443833,0.0014584137699577514
0.11000000000000032,0.0024402258981324493,0.000989880561249209,0.0014503453368832403
0.1120000000000001,0.002433014416675182,0.0009909872337965377,0.0014420271828786443
0.11399999999999988,0.0024255550037692577,0.0009920946824785392,0.0014334603212907185
0.11599999999999966,0.002417848718426245,0.000993202905286186,0.001424645813140059
0.11800000000000033,0.002409896667952605,0.0009943119002092592,0.0014155847677433458
0.1200000000000001,0.002401700007987325,0.0009954216652363545,0.0014062783427509704
0.12199999999999989,0.002393259941856933,0.0009965321983548825,0.0013967277435020507
0.12399999999999967,0.002384577719355997,0.0009976434975510738,0.0013869342218049234
0.12600000000000033,0.002375654635226058,0.0009987555608099888,0.0013768990744160692
0.1280000000000001,0.002366492027670405,0.0009998683861155136,0.0013666236415548914
0.1299999999999999,0.002357091277196412,0.0010009819714503693,0.0013561093057460427
0.13199999999999967,0.002347453805938367,0.0010020963147961142,0.0013453574911422529
0.13400000000000034,0.0023375810774457877,0.001003211414133149,0.0013343696633126387
0.13600000000000012,0.002327474596780156,0.0010043272674407206,0.0013231473293394355
0.1379999999999999,0.002317135910702732,0.0010054438726969281,0.001311692038005804
0.13999999999999968,0.0023065666077601503,0.0010065612278787224,0.0013000053798814279
0.14200000000000035,0.002295768318166668,0.0010076793309619152,0.0012880889872047528
0.14400000000000013,0.002284742713492605,0.0010087981799211804,0.0012759445335714247
0.1459999999999999,0.0022734915062475112,0.0010099177727300613,0.00126357373351745
0.1479999999999997,0.00226201644946737,0.0010110381073609707,0.0012509783421063992
0.15000000000000036,0.002250319336374484,0.001012159181785198,0.0012381601545892861
0.15200000000000014,0.0022384020001053433,0.0010132809939729132,0.00122512100613243
0.15399999999999991,0.002226266313439166,0.0010144035418931689,0.001211862771545997
0.1559999999999997,0.0022139141884380733,0.0010155268235139089,0.0011983873649241644
0.15800000000000036,0.00220134757594851,0.0010166508368019676,0.0011846967391465424
0.16000000000000014,0.002188568464988243,0.0010177755797230775,0.0011707928852651654
0.16199999999999992,0.002175578882123648,0.0010189010502418714,0.0011566778318817766
0.1639999999999997,0.002162380890979995,0.0010200272463218901,0.0011423536446581047
0.16600000000000037,0.002148976592003939,0.0010211541659255821,0.0011278224260783567
0.16800000000000015,0.002135368122506547,0.00102228180701431,0.0011130863154922368
0.16999999999999993,0.0021215576568979393,0.0010234101675483556,0.0010981474893495837
0.1719999999999997,0.002107547406923127,0.0010245392454869234,0.0010830081614362037
0.17400000000000038,0.002093339621672869,0.001025669038788143,0.0010676705828847261
0.17600000000000016,0.002078936587193774,0.0010267995454090791,0.001052137041784695
0.17799999999999994,0.002064340625643283,0.0010279307633057264,0.0010364098623375565
0.17999999999999972,0.002049554094088726,0.0010290626904330225,0.0010204914036557034
0.18200000000000038,0.00203457938316984,0.0010301953247448515,0.0010043840584249885
