# k-point distribution
# ik: k-point index
# kx,ky,kz: Reduced coordinate of k-points
# wk: Weight of k-point
# 1:ik[none] 2:kx[none] 3:ky[none] 4:kz[none] 5:wk[none]
     1 -0.472222222222222E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
     2 -0.416666666666667E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
     3 -0.361111111111111E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
     4 -0.305555555555556E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
     5 -0.250000000000000E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
     6 -0.194444444444444E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
     7 -0.138888888888889E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
     8 -0.833333333333333E-001 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
     9 -0.277777777777778E-001 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    10  0.277777777777778E-001 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    11  0.833333333333334E-001 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    12  0.138888888888889E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    13  0.194444444444444E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    14  0.250000000000000E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    15  0.305555555555556E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    16  0.361111111111111E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    17  0.416666666666667E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    18  0.472222222222222E+000 -0.472222222222222E+000 -0.472222222222222E+000  0.171467764060357E-003
    19 -0.472222222222222E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    20 -0.416666666666667E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    21 -0.361111111111111E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    22 -0.305555555555556E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    23 -0.250000000000000E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    24 -0.194444444444444E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    25 -0.138888888888889E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    26 -0.833333333333333E-001 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    27 -0.277777777777778E-001 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    28  0.277777777777778E-001 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    29  0.833333333333334E-001 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    30  0.138888888888889E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    31  0.194444444444444E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    32  0.250000000000000E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    33  0.305555555555556E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    34  0.361111111111111E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    35  0.416666666666667E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    36  0.472222222222222E+000 -0.416666666666667E+000 -0.472222222222222E+000  0.171467764060357E-003
    37 -0.472222222222222E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    38 -0.416666666666667E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    39 -0.361111111111111E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    40 -0.305555555555556E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    41 -0.250000000000000E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    42 -0.194444444444444E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    43 -0.138888888888889E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    44 -0.833333333333333E-001 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    45 -0.277777777777778E-001 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    46  0.277777777777778E-001 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    47  0.833333333333334E-001 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    48  0.138888888888889E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
    49  0.194444444444444E+000 -0.361111111111111E+000 -0.472222222222222E+000  0.171467764060357E-003
