# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.148323033440466E-007  0.672010847661559E-008  0.358951510617276E-001  0.395156596247186E-008  0.185272290249945E-008  0.995996582450203E-002  0.999911060330474E+000  0.999958299933688E+000 -0.223173423229724E+003  0.333837311653913E-003  0.151252499077056E-003  0.807908283285488E+003
      0.02000000  0.122000504327351E-007  0.526891680096680E-008  0.299942383845240E-001  0.694672473724497E-008  0.314240159250834E-008  0.179372070011737E-001  0.999921823473493E+000  0.999964636278148E+000 -0.200860386244564E+003  0.137296006696803E-003  0.592949381954526E-004  0.337546895958517E+003
      0.03000000  0.862934282282219E-008  0.334266536784337E-008  0.218086791887760E-001  0.832682676200712E-008  0.348620390541280E-008  0.225560352911645E-001  0.999937528123665E+000  0.999973844814419E+000 -0.168226271616035E+003  0.647414979428948E-004  0.250782901408988E-004  0.163619245153089E+003
      0.04000000  0.505592070680593E-008  0.150614481668632E-008  0.132120992046338E-001  0.792041600809310E-008  0.279750837095136E-008  0.234215537484311E-001  0.999955432910082E+000  0.999984258805726E+000 -0.130789856854436E+003  0.284489694139939E-004  0.847486942690284E-005  0.743426623881401E+002
      0.05000000  0.232716566178356E-008  0.269746892184261E-009  0.588154198771482E-002  0.606105734901507E-008  0.129950202773436E-008  0.211294840027743E-001  0.999972716212118E+000  0.999994150304867E+000 -0.941141568844976E+002  0.104757125077941E-004  0.121426288587789E-005  0.264757013123850E+002
      0.06000000  0.956272670290022E-009 -0.633708251394224E-010  0.826061474193016E-003  0.343915334100714E-008 -0.561941923841794E-009  0.169372318539379E-001  0.999987098905240E+000  0.100000210797987E+001 -0.625356471369991E+002  0.358720973239654E-005 -0.237719269568994E-006  0.309875608897650E+001
      0.07000000  0.100925875710063E-008  0.527201303695607E-009 -0.178825342911656E-002  0.854818098890997E-009 -0.226854489781631E-008  0.122568848830223E-001  0.999997251460743E+000  0.100000729416553E+001 -0.384101731267329E+002  0.324512000615276E-005  0.169513663949497E-005 -0.574986041792534E+001
      0.08000000  0.214716586576709E-008  0.179721825832289E-008 -0.249201734438130E-002 -0.103255528454666E-008 -0.338791224965234E-008  0.818575540642235E-002  0.100000290502318E+001  0.100000953165779E+001 -0.220300590824400E+002  0.604090328787712E-005  0.505634979524826E-005 -0.701111917301348E+001
      0.09000000  0.378723894995039E-008  0.333242725368014E-008 -0.215412975058194E-002 -0.187464731232980E-008 -0.368967070295750E-008  0.524622867718368E-002  0.100000468816987E+001  0.100000922723059E+001 -0.121199138445617E+002  0.947123196291772E-005  0.833382628776749E-005 -0.538710728728932E+001
      0.10000000  0.531157091954800E-008  0.468132189523894E-008 -0.158998644993712E-002 -0.168282114242074E-008 -0.319065701505711E-008  0.339413279781119E-002  0.100000378760111E+001  0.100000718135502E+001 -0.663932709798889E+001  0.119549911791195E-004  0.105364613994390E-004 -0.357865389953887E+001
      0.11000000  0.624951358335090E-008  0.548314908641199E-008 -0.129675564271428E-002 -0.762189716425437E-009 -0.212645591704482E-008  0.223319032654047E-002  0.100000155954056E+001  0.100000435100893E+001 -0.356940158818369E+001  0.127873280453338E-004  0.112192453307427E-004 -0.265333286772922E+001
      0.12000000  0.638448651393666E-008  0.555761445349943E-008 -0.139046847553998E-002  0.426413931947194E-009 -0.867167524638110E-009  0.129926361703641E-002  0.999999200209180E+000  0.100000162647741E+001 -0.143692580410575E+001  0.119748754046281E-004  0.104239770077579E-004 -0.260799152951576E+001
      0.13000000  0.577041815953854E-008  0.493831125263689E-008 -0.171676074312024E-002  0.142226777576293E-008  0.194126224891226E-009  0.278597007711600E-003  0.999997537567732E+000  0.999999663901068E+000  0.517653234337356E+000  0.999056866632135E-005  0.854990683536213E-005 -0.297230037990162E+001
      0.14000000  0.467217826142887E-008  0.384735841129304E-008 -0.203792061438128E-002  0.189268199111295E-008  0.749982992527573E-009 -0.914048748991601E-003  0.999996957182610E+000  0.999998794271144E+000  0.246949325982207E+001  0.751134386588389E-005  0.618530166990777E-005 -0.327631388390342E+001
      0.15000000  0.346011291785763E-008  0.262142108268154E-008 -0.218975762512065E-002  0.170596865656226E-008  0.657844183347143E-009 -0.218928534500822E-002  0.999997440199827E+000  0.999999012907038E+000  0.428501522237367E+001  0.519188767796343E-005  0.393343342862774E-005 -0.328572387707786E+001
      0.16000000  0.249210653888310E-008  0.160934941887970E-008 -0.214491719838534E-002  0.941203002628061E-009 -0.293778124759981E-010 -0.340185264680755E-002  0.999998675995086E+000  0.100000004132623E+001  0.578543906798542E+001  0.350568505780073E-005  0.226389687700728E-005 -0.301728840853221E+001
      0.17000000  0.201285085346489E-008  0.106910707858991E-008 -0.198228515408236E-002 -0.159185976550717E-009 -0.108987119340971E-008 -0.445503951847578E-002  0.100000021075707E+001  0.100000144295414E+001  0.689832793710976E+001  0.266494929461123E-005  0.141546312288743E-005 -0.262448129924607E+001
      0.18000000  0.209346764296105E-008  0.109429741366126E-008 -0.180908331213636E-002 -0.127758816687357E-008 -0.221041931165821E-008 -0.534192276956504E-002  0.100000159751392E+001  0.100000276393889E+001  0.767961413937258E+001  0.261770090498336E-005  0.136832462622176E-005 -0.226210280311352E+001
      0.19000000  0.262582187838885E-008  0.159491425334099E-008 -0.169294066085789E-002 -0.212545113463762E-008 -0.309212466393572E-008 -0.612184946922451E-002  0.100000251781490E+001  0.100000366293886E+001  0.825195868188445E+001  0.311055537444902E-005  0.188933954101988E-005 -0.200546187637293E+001
      0.20000000  0.337313868727841E-008  0.234125910478433E-008 -0.163882642230705E-002 -0.253335170381944E-008 -0.354924548840260E-008 -0.686593560850362E-002  0.100000285096422E+001  0.100000399422310E+001  0.872673479082983E+001  0.379603735534718E-005  0.263478849945504E-005 -0.184429010922967E+001
      0.21000000  0.406197924129830E-008  0.305745951862245E-008 -0.161044218818784E-002 -0.249763494142615E-008 -0.356461342819353E-008 -0.761274387220844E-002  0.100000267692339E+001  0.100000382049310E+001  0.915921165496090E+001  0.435356146537421E-005  0.327693401455244E-005 -0.172604502293483E+001
      0.22000000  0.448463930350284E-008  0.353001845768659E-008 -0.157013881625545E-002 -0.216559723822561E-008 -0.327854474878690E-008 -0.835763367710837E-002  0.100000221554861E+001  0.100000335416722E+001  0.955040973081709E+001  0.458808139017915E-005  0.361144138839671E-005 -0.160635542689749E+001
      0.23000000  0.457327691601951E-008  0.368744819684515E-008 -0.150763367769182E-002 -0.176225668342329E-008 -0.291362553299454E-008 -0.907277883433492E-002  0.100000172451750E+001  0.100000285122949E+001  0.987848292435078E+001  0.447533900567998E-005  0.360848053809279E-005 -0.147534731177476E+001
      0.24000000  0.441410355538980E-008  0.361585782204900E-008 -0.144255720457673E-002 -0.148593099758386E-008 -0.266554687909867E-008 -0.973703638530163E-002  0.100000139352151E+001  0.100000249977752E+001  0.101314937598969E+002  0.413959211782613E-005  0.339098898598725E-005 -0.135284511535475E+001
      0.25000000  0.419230971743572E-008  0.350104328465720E-008 -0.140588928093013E-002 -0.141624143195392E-008 -0.260759120808081E-008 -0.103541292474703E-001  0.100000127503927E+001  0.100000234760905E+001  0.103218014554161E+002  0.377432789291239E-005  0.315198213257436E-005 -0.126571925382621E+001
