# Units: Energy [eV], Spectral intensity [normalized] 
energies,F_fid,F_fid_normalized
0.0,0.12283742627998322,0.012461160641066628
0.052350223999999994,0.2430386439474124,0.026912118648070114
0.10470044799999999,0.3803608953471296,0.05207671641293919
0.157050672,0.5025173262505114,0.0942694375147757
0.20940089599999998,0.5963501801247649,0.15503436993480924
0.26175112,0.6662785740850592,0.2227516142874215
0.314101344,0.717409537413205,0.2747463277153359
0.36645156799999995,0.7461161055602785,0.29023299012329284
0.41880179199999995,0.7455248270152156,0.2665249535988827
0.47115201599999995,0.7172268986199489,0.22875568082478165
0.52350224,0.6751172187602917,0.2177022356517882
0.5758524639999999,0.635595792676913,0.25426656734131026
0.628202688,0.6033413968003123,0.31656825768467023
0.6805529119999999,0.5682414458762809,0.3592348873217929
0.7329031359999999,0.5177460540629991,0.3508747105829639
0.7852533599999999,0.4516939577205027,0.29610630355875617
0.8376035839999999,0.38354455938569965,0.23594541658427126
0.8899538079999999,0.3263787139929234,0.22275593333377652
0.9423040319999999,0.27924546570237835,0.2764898078093939
0.9946542559999999,0.2304727609659122,0.36569310330663446
1.04700448,0.17527317769423412,0.4367643219228258
1.0993547039999998,0.12596741396152072,0.4519923784128893
1.1517049279999998,0.09940619529885235,0.4043134410871666
1.2040551519999998,0.09707670256454627,0.3190553074191828
1.256405376,0.1071527066829834,0.24585032588349356
1.3087556,0.12334475257370188,0.22694152533941564
1.3611058239999998,0.14814193983465312,0.2596728728919129
1.4134560479999998,0.1785005438553737,0.2999043285480499
1.4658062719999998,0.20184845642553198,0.3067314333491826
1.518156496,0.20990121860614128,0.27676021284712243
1.5705067199999998,0.2097727512705408,0.23781782957592248
1.6228569439999998,0.21683365392074672,0.21572543729620497
1.6752071679999998,0.237986211392717,0.2082944929722823
1.7275573919999998,0.2662420580114856,0.1945509375524996
1.7799076159999998,0.2922796121655168,0.1679767171720756
1.8322578399999998,0.31626570102152696,0.14955932706473177
1.8846080639999998,0.34543532347952155,0.161472524147637
1.9369582879999998,0.383858028294008,0.20179088966739195
1.9893085119999998,0.429577884839843,0.2606534929648552
2.0416587359999996,0.48121428643760755,0.3476032868429328
2.09400896,0.5416302571564607,0.48119951055722776
2.1463591839999996,0.6107949288249812,0.6547186490236886
2.1987094079999996,0.6761672803763332,0.825538796291449
2.251059632,0.7142031035085021,0.9392583176216454
2.3034098559999996,0.7053304760205097,0.9627457850807488
2.35576008,0.6517319302429119,0.9037582253997535
2.4081103039999996,0.5831150131953793,0.8082033606559919
2.4604605279999996,0.5408417063997768,0.7320890668960465
2.512810752,0.5482113938119864,0.7017063226605734
2.5651609759999996,0.5940476992060624,0.6961816664626425
2.6175112,0.6470681045492129,0.6719623788929324
2.6698614239999996,0.683812007944978,0.6048587598291062
2.7222116479999996,0.7013458158181237,0.5087857157937693
2.774561872,0.7088856670339431,0.41651000809631483
2.8269120959999996,0.7139814147575761,0.345614445890756
2.8792623199999996,0.7184785896958917,0.29273566591317773
2.9316125439999996,0.7251600252492684,0.2683126440382038
2.9839627679999996,0.743596201134408,0.31612050739741965
3.036312992,0.7851156255103061,0.4669880334938255
3.0886632159999996,0.8503901135462979,0.6842191388809183
3.1410134399999996,0.9232808537628877,0.8807812886014839
3.1933636639999996,0.9789376852608079,0.9776228258520478
3.2457138879999996,1.0,0.9412740900368048
3.2980641119999996,0.9880561542624903,0.7988829831894508
3.3504143359999996,0.9617916794159469,0.6365367584251234
3.4027645599999996,0.9424218719392374,0.5563437126019205
3.4551147839999996,0.936619990053191,0.597646171488371
3.5074650079999996,0.9310498966420453,0.702103132569639
3.5598152319999996,0.9042451280978943,0.77178673862595
3.6121654559999996,0.8468235646674301,0.7532761511360917
3.6645156799999996,0.7737231010207674,0.6706876637423047
3.7168659039999996,0.7170773370448874,0.6003428088038494
3.7692161279999996,0.7026031938541138,0.6105018859480603
3.8215663519999996,0.7285770791351103,0.7086463216939892
3.8739165759999996,0.7667535789440058,0.8433749320081588
3.9262667999999996,0.7826735244295178,0.952102449969199
3.9786170239999996,0.7552499986330363,1.0
4.030967248,0.6830544938600362,0.9849032543915208
4.083317471999999,0.5811479815880521,0.9248441795127772
4.135667696,0.4761614241284612,0.8462898797264113
4.18801792,0.3993599135132998,0.775420774398107
4.240368144,0.3729681469523719,0.7286857377713744
4.292718367999999,0.3951924768537796,0.7041067269666973
4.345068592,0.43987719345098014,0.6807796666968636
4.397418815999999,0.4747603397454533,0.6305062842666209
4.44976904,0.4820502327905562,0.5362823284673343
4.502119264,0.4653532881733289,0.40841843843451203
4.554469487999999,0.44128139371661157,0.28738126284576937
4.606819711999999,0.4240112369701501,0.21962645053178495
4.659169936,0.4147448230475207,0.2153224637568532
4.71152016,0.404213163812756,0.2363683075208007
4.763870384,0.38438652393194545,0.23594922622480646
4.816220607999999,0.35694723385870575,0.2015542472674678
4.868570832,0.330632783682959,0.15893169717916156
4.920921055999999,0.31142804686102565,0.142506682472618
4.97327128,0.29640204207028786,0.1611785352620539
5.025621504,0.2774183580445539,0.19289853972804288
5.077971727999999,0.25031488347551645,0.21076420140913313
5.130321951999999,0.22008375711884007,0.20602005861754377
5.182672176,0.19705986541062276,0.18753074903286993
5.2350224,0.18768418262000833,0.16838367595875758
5.287372624,0.18889394212883137,0.15497941044577962
5.339722847999999,0.1918724727058644,0.1465960223718616
5.392073072,0.19112750675438905,0.14398237044306336
5.444423295999999,0.18966821262204905,0.1551557260262128
5.49677352,0.19524176141616734,0.1885206767706904
5.549123744,0.2110938523844736,0.2404098770547261
5.601473967999999,0.23039634553218763,0.29304885914316364
5.653824191999999,0.24039634412945834,0.3258399353803151
5.706174416,0.2329512515460293,0.3287881028931019
5.758524639999999,0.2124748401934122,0.3083736749213806
5.810874864,0.19383563581444496,0.28261902054624494
5.863225087999999,0.1898934982824614,0.26724720027370125
5.915575312,0.1994895386284045,0.26289175929896397
5.967925535999999,0.20925914521237562,0.25596908351899633
6.02027576,0.20769711997763785,0.23323991071446998
6.072625984,0.19591288263140072,0.19565413239461257
6.124976207999999,0.18449111541853955,0.15788553637997804
6.177326431999999,0.18120217978672815,0.13385944023980897
6.229676656,0.18358611400261157,0.12435840063238325
6.282026879999999,0.18442182387509404,0.12238326375401086
6.334377103999999,0.18228981228065944,0.12791549334401542
6.386727327999999,0.18345634105373315,0.14875743628670424
6.439077552,0.1929429696496984,0.18542628890699073
6.491427775999999,0.20650286572363274,0.22273915422497303
6.543778,0.21364154315442033,0.23967909518169372
6.596128223999999,0.2078410617078747,0.22480189201690165
6.648478447999999,0.19252935597955242,0.18334664434990078
6.700828671999999,0.17721114338521296,0.13365492677981944
6.753178896,0.16842776984676444,0.09491454108965801
6.805529119999999,0.16507744619275205,0.07360034124417442
6.857879343999999,0.1623831585668221,0.06288826175930386
6.910229567999999,0.15850282886949804,0.05672862569623029
6.962579791999999,0.15502863769356226,0.057896345958221296
7.014930015999999,0.15057064587782298,0.06753021036227125
7.06728024,0.13631788833827393,0.07446061652671293
7.119630463999999,0.10419648039552024,0.0650658214754211
