# Units: Time [fs], Current Jm [1/fs*Angstrom^2]
time,fid_signal,fid_exp_fit,normalized_fid
12.496,0.026340449122419663,0.004433265629156594,5.390481825750452
12.506,0.025593846742094622,0.0044251710536761905,5.24229279469173
12.516,0.02480192427918001,0.004417091257854325,5.084184918385094
12.526,0.02396815408143164,0.004409026214705234,4.916843491913712
12.536,0.02309604513156719,0.004400975897292423,4.740966033063855
12.546,0.02218913088210247,0.004392940278728588,4.557259780431705
12.556,0.021250957039932152,0.0043849193321755095,4.366439155051754
12.566,0.020285069742936545,0.004376913030843971,4.169223279836594
12.576,0.019295003983727126,0.0043689213479936794,3.966333526634317
12.586,0.018284272111281294,0.004360944256933156,3.7584910552282236
12.596,0.017256352872057616,0.0043529817310196586,3.546414443385105
12.606,0.0162146806425929,0.004345033743659098,3.330817334423967
12.616,0.015162634983844722,0.004337100268305936,3.1124061310018347
12.626,0.014103530902794993,0.004329181278463104,2.8918778189113103
12.636,0.013040609326669436,0.004321276747681914,2.6699178155706553
12.646,0.011977028021096238,0.004313386649561972,2.447197894006538
12.656,0.010915853258994935,0.004305510957751084,2.22437424994967
12.666,0.009860051796750808,0.004297649645945179,2.0020856174240427
12.676,0.00881248340213855,0.004289802687888206,1.7809514869304555
12.686,0.007775894559542065,0.004281970057372057,1.5615705639476254
12.696,0.00675291529927573,0.004274151728236476,1.344519895749438
12.706,0.005746056941857786,0.0042663476743689715,1.1303541915033088
12.716,0.004757708829200828,0.004258557869704736,0.9196049155874418
12.726,0.0037901355686010036,0.004250782288226544,0.7127794863578525
12.736,0.0028454748129858663,0.004243020903964683,0.5103605868348821
12.746,0.0019257351258500119,0.00423527369099685,0.3128054891508893
12.756,0.0010327944373263512,0.00422754062344808,0.12054550462634077
12.766,0.00016839917844376406,0.0042198216754906455,-0.06601441972843664
12.776,-0.000665836487389181,0.004212116821343979,-0.24649608506786255
12.786,-0.001468431142408424,0.00420442603527459,-0.42054836196311507
12.796,-0.0022380361465034436,0.00419674929159597,-0.5878474139246049
12.806,-0.0029734351932145984,0.004189086564668511,-0.7480968153411869
12.816,-0.003673543493991032,0.004181437828899416,-0.9010275857877699
12.826,-0.004337406918073027,0.0041738030587426264,-1.0463982129359355
12.836,-0.004964200753981994,0.004166182228698717,-1.1839945894331079
12.846,-0.005553227946431148,0.004158575313314833,-1.313629830034668
12.856,-0.0061039171271623244,0.004150982287184582,-1.4351440390679835
12.866,-0.0066158205002915275,0.004143403124947965,-1.5484040414492033
12.876,-0.007088611429038557,0.0041358378012912875,-1.6533030425207738
12.886,-0.007522081730318868,0.004128286290947074,-1.7497602173694204
12.896,-0.007916138787581128,0.004120748568693984,-1.8377202538898265
12.906,-0.008270802451597333,0.004113224609356731,-1.917152842369299
12.916,-0.008586201732085873,0.004105714387805991,-1.9880521117394456
12.926,-0.008862571342174008,0.004098217878958324,-2.0504360260139367
12.936,-0.00910024812121238,0.004090735057776091,-2.1043457464548463
12.946,-0.009299667311955513,0.004083265899267364,-2.1498449538356654
12.956,-0.009461358789448548,0.004075810378485854,-2.1870191526023657
12.966,-0.009585943027920422,0.004068368470530817,-2.2159749079263835
12.976,-0.009674126881686554,0.00406094015054697,-2.2368390324282257
12.986,-0.009726699564391364,0.004053525393724423,-2.249757810421397
12.996,-0.00974452854839304,0.004046124175298578,-2.2548961962854346
13.006,-0.009728555159287076,0.004038736470550054,-2.252436934945531
13.016,-0.009679790203266442,0.004031362254804606,-2.2425796814816
13.026,-0.009599309658067583,0.0040240015034330445,-2.225540127113696
13.036,-0.009488250193030796,0.004016654191851146,-2.201549077699598
13.046,-0.009347804687741572,0.004009320295519573,-2.1708515234353087
13.056,-0.009179217868165028,0.004001999789943796,-2.1337057272427855
13.066,-0.008983781881534638,0.00399469265067401,-2.090382290810224
13.076,-0.00876283164242516,0.0039873988533050495,-2.041163159084655
13.086,-0.008517740371618586,0.003980118373476316,-1.9863406608077148
13.096,-0.008249915263707573,0.003972851186871684,-1.9262165707336243
13.106,-0.007960792946266197,0.003965597269219428,-1.8611011149971928
13.116,-0.0076518350289876405,0.0039583565962921395,-1.791311988977082
13.126,-0.007324523682357353,0.003951129143906645,-1.7171733735665844
13.136,-0.006980357349239514,0.0039439148879239294,-1.6390149743194413
13.146,-0.006620846436104442,0.003936713804249049,-1.5571710477800633
13.156,-0.006247508917150611,0.003929525868831059,-1.47197939903462
13.166,-0.005861866258326151,0.003922351057662924,-1.3837804463689933
13.176,-0.005465439253711617,0.003915189346781444,-1.2929162573458168
13.186,-0.005059743884413083,0.003908040712267173,-1.199729582241009
13.196,-0.004646287436677672,0.0039009051302443354,-1.1045629411274225
13.206,-0.004226564536878501,0.0038937825768807573,-1.0077576835510607
13.216,-0.003802053416315122,0.0038866730283877737,-0.9096530951513401
13.226,-0.0033742123376075905,0.0038795764610201535,-0.8105855355940423
13.236,-0.0029444759370112843,0.0038724928510760264,-0.7108875492892271
13.246,-0.002514251782539993,0.003865422174896796,-0.6108870204480871
13.256,-0.002084917259056582,0.00385836440886706,-0.5109063997561454
13.266,-0.0016578164602013994,0.0038513195294145428,-0.41126192634290454
13.276,-0.001234257093358075,0.0038442875130100013,-0.31226284633106843
13.286,-0.0008155077471615845,0.003837268336167158,-0.2142107124456609
13.296,-0.00040279533717999785,0.0038302619754426157,-0.11739872103107664
13.306,2.6973974404828323e-06,0.0038232684074357825,-0.022111055838376328
13.316,0.0003998342540998697,0.0038162876087887944,0.07137773900585748
13.326,0.0007875276082709138,0.0038093195561864374,0.1628033139074132
13.336,0.0011647402656365024,0.003802364226356064,0.25191202725341627
13.346,0.0015304873501195244,0.003795421596067521,0.338461471897614
13.356,0.0018838378601346009,0.0037884916421330713,0.42222092524743615
13.366,0.0022239160281032995,0.0037815743414073132,0.5029717551970736
