# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.977278826814484E-004  0.232811446521739E-003  0.163937301944516E-001  0.653921773495925E-004  0.461263504453850E-004  0.356830935549823E-002 -0.471811099275163E+000 -0.381864820256919E-001 -0.793135409758983E+002  0.219960533918685E+001  0.523999176839058E+001  0.368981046918247E+003
      0.02000000  0.436172829710595E-004  0.218157699431726E-003  0.142157843048169E-001  0.107866311294377E-003  0.890151972746908E-004  0.642655129924943E-002 -0.213897752266261E+000 -0.175250819870931E-002 -0.713226379336601E+002  0.490856886855374E+000  0.245508665126250E+001  0.159980520398298E+003
      0.03000000 -0.252462511688143E-004  0.196208397125293E-003  0.111692126920668E-001  0.113042977916220E-003  0.126632483186848E-003  0.807768045045993E-002  0.151896978427358E+000  0.499419459773253E-001 -0.596026603652514E+002 -0.189409570539816E+000  0.147205016647043E+001  0.837968284925212E+002
      0.04000000 -0.857136377289833E-004  0.169158796746529E-003  0.791917186161763E-002  0.800550441851309E-004  0.158541705672297E-003  0.836940165990379E-002  0.549541293162898E+000  0.107907659738001E+000 -0.460934703377603E+002 -0.482298833292918E+000  0.951833249337139E+000  0.445600892775175E+002
      0.05000000 -0.119067006274083E-003  0.138121854807068E-003  0.506574948039959E-002  0.210225289138250E-004  0.185216878205810E-003  0.749895388435707E-002  0.905367300358310E+000  0.166248110507041E+000 -0.327564644802827E+002 -0.535978915198956E+000  0.621754121661106E+000  0.228034196553511E+002
      0.06000000 -0.117356289156883E-003  0.102951359990870E-003  0.297805873441218E-002 -0.444427857445279E-004  0.206734431521347E-003  0.589944944986262E-002  0.116671562255275E+001  0.224489219638656E+000 -0.211302596422737E+002 -0.440231782943075E+000  0.386195414756237E+000  0.111714175335492E+002
      0.07000000 -0.849921873743592E-004  0.631865954762089E-004  0.173126469777964E-002 -0.970666322003120E-004  0.221759016005312E-003  0.406345520596547E-002  0.131210318252576E+001  0.286967178317152E+000 -0.120654301389127E+002 -0.273279618011496E+000  0.203167011093947E+000  0.556662170844118E+001
      0.08000000 -0.354288655071842E-004  0.195589741768304E-004  0.115557416065059E-002 -0.124653998786123E-003  0.227612326720850E-003  0.237877297379885E-002  0.135070544065542E+001  0.359628394447247E+000 -0.569251393552725E+001 -0.996766731160958E-001  0.550278268186361E-001  0.325112831651972E+001
      0.09000000  0.151080324232261E-004 -0.249359140569556E-004  0.959642188727138E-003 -0.125136827486124E-003  0.221564289373767E-003  0.103636017712665E-002  0.131294564084482E+001  0.445905894217353E+000 -0.159175820813354E+001  0.377825855391381E-001 -0.623604238765819E-001  0.239989973987668E+001
      0.10000000  0.538609210127142E-004 -0.652272858842683E-004  0.866438499810864E-003 -0.105223255824580E-003  0.202699306076924E-003  0.313816876867415E-004  0.123683070682376E+001  0.543775569814009E+000  0.929367826361847E+000  0.121227193491195E+000 -0.146809981302234E+000  0.195013203803176E+001
      0.11000000  0.751927505694353E-004 -0.957453393634117E-004  0.705745055320137E-003 -0.759392173073251E-004  0.173269756505691E-003 -0.763875147631916E-003  0.115538164214918E+001  0.645467253215349E+000  0.256298917798490E+001  0.153854272870750E+000 -0.195907576953420E+000  0.144404735158796E+001
      0.12000000  0.806259324237952E-004 -0.112683431244492E-003  0.437028266932285E-003 -0.474985874316697E-004  0.138639163771982E-003 -0.150228513921058E-002  0.108908933633871E+001  0.739965507210751E+000  0.381771718445980E+001  0.151223672107281E+000 -0.211351382193891E+000  0.819699287231761E+000
      0.13000000  0.760076886229071E-004 -0.115779641189466E-003  0.112115249478916E-003 -0.258048847665315E-004  0.105650189371405E-003 -0.228647374034787E-002  0.104467708683475E+001  0.817083365131846E+000  0.495866855314916E+001  0.131595321406699E+000 -0.200454182606051E+000  0.194109866476373E+000
      0.14000000  0.676791023269946E-004 -0.108631012260244E-003 -0.188796611532698E-003 -0.117198287386514E-004  0.801172795220163E-004 -0.314156545682545E-002  0.101884167486331E+001  0.871197458141299E+000  0.605061603025864E+001  0.108805996190079E+000 -0.174643355182299E+000 -0.303523579492471E+000
      0.15000000  0.595898086795234E-004 -0.972898265962664E-004 -0.410957312575072E-003 -0.274706285484117E-005  0.646492010180664E-004 -0.403348490251962E-002  0.100412195848090E+001  0.902994093509612E+000  0.705223039299228E+001  0.894143054750290E-001 -0.145983054278212E+000 -0.616640051345074E+000
      0.16000000  0.524402078202654E-004 -0.877765016620449E-004 -0.546721835130431E-003  0.426034614691197E-005  0.578673341631046E-004 -0.490967667302196E-002  0.994006904762995E+000  0.918597120329664E+000  0.790651859489114E+001  0.737684565708261E-001 -0.123476571126274E+000 -0.769082115184826E+000
      0.17000000  0.447296860618677E-004 -0.836920053221669E-004 -0.624884030555756E-003  0.109283835696740E-004  0.553817857609653E-004 -0.573487785790701E-002  0.985531174336583E+000  0.926676310545346E+000  0.859279241966817E+001  0.592206546816735E-001 -0.110805502635220E+000 -0.827326204312053E+000
      0.18000000  0.346965572940200E-004 -0.850362736234729E-004 -0.683807029391208E-003  0.166651976649002E-004  0.520100369602008E-004 -0.650508331767414E-002  0.979161606268042E+000  0.934965930198775E+000  0.913404618166556E+001  0.433850552855442E-001 -0.106330533060319E+000 -0.855041770380328E+000
      0.19000000  0.219334836138062E-004 -0.887018738033590E-004 -0.748151897134167E-003  0.194309508017781E-004  0.441429724136603E-004 -0.723924485630723E-002  0.976982045528461E+000  0.947708120944702E+000  0.957562814144709E+001  0.259824612997649E-001 -0.105076468649134E+000 -0.886262668343222E+000
      0.20000000  0.790840256662315E-005 -0.902769349163270E-004 -0.821174490999949E-003  0.172353784015487E-004  0.311674219802635E-004 -0.796048602892608E-002  0.980603779947568E+000  0.964925041904397E+000  0.995851168126862E+001  0.889989838758953E-002 -0.101595175603386E+000 -0.924127150434218E+000
      0.21000000 -0.465063504829753E-005 -0.862028690169779E-004 -0.892261904631498E-003  0.943037067907675E-005  0.153995089124155E-004 -0.868108719209647E-002  0.989892686310356E+000  0.983495063710530E+000  0.103042441706288E+002 -0.498447292146070E-002 -0.923907943549866E-001 -0.956311397540158E+000
      0.22000000 -0.129724707166225E-004 -0.752697801091533E-004 -0.950547111932287E-003 -0.281534621701881E-005  0.743841271725224E-006 -0.939921958946062E-002  0.100288028461400E+001  0.999239001385600E+000  0.106160207236574E+002 -0.132716919804657E-001 -0.770059427280904E-001 -0.972472303700913E+000
      0.23000000 -0.153620015868543E-004 -0.588733182020648E-004 -0.994274610664866E-003 -0.169261895827548E-004 -0.913775753048308E-005 -0.101060978151146E-001  0.101656371084635E+001  0.100894207008488E+001  0.108896731113683E+002 -0.150330203417478E-001 -0.576125308355121E-001 -0.972981962207242E+000
      0.24000000 -0.117466943793192E-004 -0.401191200428296E-004 -0.103093886700040E-002 -0.298472680781379E-004 -0.122513523659686E-004 -0.107960596135184E-001  0.102799107771816E+001  0.101148944537673E+001  0.111246567324258E+002 -0.110161718801923E-001 -0.376241270779955E-001 -0.966825167158678E+000
      0.25000000 -0.356675033858108E-005 -0.223826381676773E-004 -0.107035214455208E-002 -0.389939260546956E-004 -0.873136281247757E-005 -0.114720345407417E-001  0.103510615214098E+001  0.100786082814187E+001  0.113282493121859E+002 -0.321113805928335E-002 -0.201510435171051E-001 -0.963635853911228E+000
      0.26000000  0.677148421653994E-005 -0.807282671647197E-005 -0.111694323919734E-002 -0.428788827314438E-004 -0.330169712235866E-006 -0.121435823718917E-001  0.103711901030565E+001  0.100028581838356E+001  0.115123485150698E+002  0.586187830481800E-002 -0.698841292020651E-002 -0.966905501392363E+000
      0.27000000  0.165744856061922E-004  0.189997548697864E-005 -0.116680256299713E-002 -0.413287417980226E-004  0.106149969058791E-004 -0.128201945598619E-001  0.103445202036607E+001  0.991151240669886E+000  0.116870324345196E+002  0.138166440791335E-001  0.158383709071821E-002 -0.972657378732112E+000
      0.28000000  0.234645347736907E-004  0.789447435690923E-005 -0.121078726478241E-002 -0.353822823494476E-004  0.221440135957135E-004 -0.135052053102663E-001  0.102844160417428E+001  0.982199812230907E+000  0.118559900102943E+002  0.188616721661942E-001  0.634587426005156E-002 -0.973276166418392E+000
      0.29000000  0.258384137982868E-004  0.108664941591775E-004 -0.124074426625276E-002 -0.269955251398534E-004  0.331480367961532E-004 -0.141943211763860E-001  0.102095173815099E+001  0.974273181070776E+000  0.120164813974900E+002  0.200536821319094E-001  0.843369184569849E-002 -0.962965115299442E+000
      0.30000000  0.231794461176597E-004  0.117069576950499E-004 -0.125435009045549E-002 -0.186170509443391E-004  0.432837577022341E-004 -0.148790691177204E-001  0.101396741084649E+001  0.967526434309357E+000  0.121629963307222E+002  0.173903400752031E-001  0.878312512428094E-002 -0.941074024618892E+000
      0.31000000  0.161923769171309E-004  0.109151981905094E-004 -0.125571570133086E-002 -0.126505792896078E-004  0.525553123983277E-004 -0.155522184497179E-001  0.100918491189292E+001  0.961842386594898E+000  0.122916375550822E+002  0.117564225254846E-001  0.792494409769276E-002 -0.911708295346831E+000
      0.32000000  0.668097299705695E-005  0.866951855983128E-005 -0.125211348343517E-002 -0.108576583853853E-004  0.609015937450419E-004 -0.162114722838286E-001  0.100763681852490E+001  0.957164390073803E+000  0.124024651963394E+002  0.469911435203923E-002  0.609777334943873E-002 -0.880683763126109E+000
      0.33000000 -0.289214239190422E-005  0.512493887029322E-005 -0.124958785670002E-002 -0.138460639551909E-004  0.680331012372773E-004 -0.168594983408519E-001  0.100944362360208E+001  0.953598437603203E+000  0.124989181738652E+002 -0.197256810608002E-002  0.349543334707463E-002 -0.852273788030347E+000
      0.34000000 -0.101069543978700E-004  0.681822806435567E-006 -0.125038836003251E-002 -0.208477346148553E-004  0.735609431197585E-004 -0.175010684880592E-001  0.101380086248329E+001  0.951303847689340E+000  0.125854237391488E+002 -0.669064003100550E-002  0.451355649111437E-003 -0.827736832145984E+000
      0.35000000 -0.133398513161343E-004 -0.395974388023802E-005 -0.125339882300185E-002 -0.299339439183590E-004  0.772815716790462E-004 -0.181397691200849E-001  0.101924962049407E+001  0.950302541821275E+000  0.126651408302242E+002 -0.857845781976688E-002 -0.254639238839324E-002 -0.806023146709456E+000
      0.36000000 -0.122806266262328E-004 -0.798916602370439E-005 -0.125654195738080E-002 -0.386446954802512E-004  0.794123120199340E-004 -0.187764990705426E-001  0.102416093094909E+001  0.950350873169605E+000  0.127391971102686E+002 -0.767793272118190E-002 -0.499488186517492E-002 -0.785598724213592E+000
      0.37000000 -0.798974056124504E-005 -0.108055442441262E-004 -0.125904984163941E-002 -0.448119065250947E-004  0.806249856981867E-004 -0.194103037974478E-001  0.102725950547228E+001  0.950955060624082E+000  0.128074709070664E+002 -0.486023455461391E-002 -0.657311449779141E-002 -0.765891895914508E+000
      0.38000000 -0.246770762173779E-005 -0.122951409061644E-004 -0.126203739637276E-002 -0.472513031587019E-004  0.818456088981207E-004 -0.200403818669601E-001  0.102798700783928E+001  0.951522740226898E+000  0.128699440421549E+002 -0.146162640896173E-002 -0.728242782574874E-002 -0.747506378546060E+000
      0.39000000  0.207167755239748E-005 -0.129231750250501E-004 -0.126733327843494E-002 -0.460561728837291E-004  0.839059781685711E-004 -0.206675149932438E-001  0.102657966574700E+001  0.951576678776026E+000  0.129275138585301E+002  0.119559428043014E-002 -0.745814623857215E-002 -0.731395876420099E+000
      0.40000000  0.391201878969115E-005 -0.135868814011791E-004 -0.127579463088433E-002 -0.424189235683083E-004  0.871973009810364E-004 -0.212939227666120E-001  0.102386854401306E+001  0.950935279794776E+000  0.129817970379920E+002  0.220123908875941E-002 -0.764515101855503E-002 -0.717872065986084E+000
