folder,tau_x_drude,tau_z_coh,tau_z_norm_coh,tau_autocorr_iters_coh,tau_autocorr_1_e,tau_autocorr_1_e_3,spectrum_width,normalized_fid_spectrum_width
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№856_amorphous_0.992,6.329854812525099,2.155800625667844,3.127622775063138,4.098363304579272,1.2260000000000009,3.223333333333333,1.860256806369948,1.664258723542416
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№1162_amorphous_0.976,4.033887583692629,1.3287349387772431,2.3982024234444,4.209159639877157,2.9739999999999984,4.506666666666667,1.795804914331206,1.5426423577246848
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№941_amorphous_0.961,2.012534089557613,0.9415569825819361,2.4429438718160537,5.331936406851182,0.35599999999999987,2.2113333333333327,2.1556256422234004,1.960781060193759
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№1142_amorphous_0.950,1.6390848610539897,0.8967313630101543,1.9142278752506598,4.172415284278587,0.8239999999999998,4.043333333333334,2.224338927250663,1.8928353600566556
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№854_amorphous_0.940,1.2582019453649782,0.9074770358098401,1.8556875997084477,4.357624137768213,0.4239999999999995,1.450666666666666,2.0959615977279316,2.0281445905615643
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№889_amorphous_0.930,0.749584261718947,0.9685174562715181,2.8598455155095004,4.376735581125148,0.7780000000000005,1.561333333333333,2.0614848834611825,1.546830350120717
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№852_amorphous_0.920,0.7157402417865848,0.6609327151081638,2.2848894789388923,4.699387607408617,0.5340000000000007,5.226,1.7637270300968222,1.8141032246468485
