folder,tau_x_drude,tau_z_coh,tau_z_norm_coh,tau_autocorr_coh,tau_autocorr_1_e,tau_autocorr_1_e_3
c333_s0.025_r18_k16_a1_i804_t9_p4d10_5d11_1.5eV,6.102265734888925,1.7879077924968017,2.3184885258899817,5.682515349846288,3.4160000000000004,4.89
c333_s0.050_r18_k16_a1_i804_t9_p4d10_5d11_1.5eV,5.636074400441967,1.5323355785466806,2.0968052059430695,3.911758118250926,1.2219999999999995,3.3753333333333337
c333_s0.075_r18_k16_a1_i804_t9_p4d10_5d11_1.5eV,3.582439916002768,1.238948230231874,1.9793392573574244,3.2862366692594476,1.154,2.6846666666666663
c333_s0.100_r18_k16_a1_i804_t9_p4d10_5d11_1.5eV,2.136539718520702,0.8704612202283541,2.3535868180675927,3.088107400465894,0.7839999999999989,1.445333333333333
c333_s0.125_r18_k16_a1_i804_t9_p4d10_5d11_1.5eV,1.2957627075682765,0.5747322772948983,1.0218797567600144,3.4855966659754807,0.23199999999999932,1.140666666666667
c333_s0.150_r18_k16_a1_i804_t9_p4d10_5d11_1.5eV,0.9798290988339332,0.5754673812240809,0.004020255360267227,4.279159888629734,0.2519999999999989,1.5946666666666662
c333_s0.175_r18_k16_a1_i804_t9_p4d10_5d11_1.5eV,0.6444246894331638,0.7004492900612058,2.100842804801485,4.067488532304938,0.29800000000000004,1.6340000000000003
c333_s0.200_r18_k16_a1_i804_t9_p4d10_5d11_1.5eV,0.6011823216319273,0.7569122913110434,0.8202863467619992,4.608529772118137,0.3200000000000003,1.53
