# Units: Time [fs], Current Jm [1/fs*Angstrom^2]
time,fid_signal,fid_exp_fit
12.852,0.014335303517228106,0.004693841050862493
12.862,0.013969393197681855,0.0046719506136332625
12.872,0.013586006941410326,0.0046501623944351575
12.882,0.013186169441696946,0.004628475915958118
12.892,0.012770921749365218,0.0046068907031209
12.902,0.012341319171219068,0.004585406283060659
12.912,0.011898429087160857,0.0045640221851226005
12.922,0.01144332873766901,0.004542737940849675
12.932,0.010977102988057572,0.004521553083972294
12.942,0.010500842075040945,0.004500467150398134
12.952,0.010015639412734739,0.004479479678201964
12.962,0.009522589407184569,0.004458590207615524
12.972,0.009022785085976434,0.004437798281017458
12.982,0.00851731575129442,0.004417103442923284
12.992,0.008007264809313696,0.0043965052399754165
13.002,0.007493707656943093,0.004376003220933246
13.012,0.006977709411716309,0.004355596936663234
13.022,0.006460322712972492,0.004335285940129084
13.032,0.00594258556687585,0.004315069786381956
13.042,0.005425519265431665,0.004294948032550699
13.052,0.004910126338993866,0.004274920237832181
13.062,0.004397388675787523,0.004254985963481596
13.072,0.0038882656093582133,0.0042351447728028735
13.082,0.003383691893503895,0.00421539623113911
13.092,0.002884576015690491,0.00419573990586305
13.102,0.0023917986462700567,0.004176175366367595
13.112,0.0019062110420189628,0.004156702184056381
13.122,0.001428633285439587,0.004137319932334389
13.132,0.0009598529554296341,0.004118028186598598
13.142,0.0005006240545387816,0.004098826524228682
13.152,5.1665791015044265e-05,0.004079714524577751
13.162,-0.00038633882597491895,0.004060691768963138
13.172,-0.0008127438557683425,0.004041757840657236
13.182,-0.0012269411174171642,0.004022912324878347
13.192,-0.0016283610085192134,0.004004154808781617
13.202,-0.0020164732623973564,0.0039854848814499765
13.212,-0.002390787371147681,0.003966902133885149
13.222,-0.0027508529888454186,0.003948406158998686
13.232,-0.0030962603871620272,0.003929996551603052
13.242,-0.003426640594320266,0.003911672908402742
13.252,-0.003741665384576336,0.0038934348279854596
13.262,-0.004041047378034781,0.0038752819108133075
13.272,-0.0043245399321803655,0.0038572137592140427
13.282,-0.004591936874215425,0.0038392299773723666
13.292,-0.004843072248791011,0.003821330171321251
13.302,-0.005077819957816981,0.0038035139489333075
13.312,-0.005296093311277167,0.0037857809199121975
13.322,-0.005497844463639073,0.003768130695784085
13.332,-0.005683063791179471,0.003750562889889118
13.342,-0.005851779151541397,0.0037330771173729738
13.352,-0.006004055219769585,0.00371567299517841
13.362,-0.006139992768341129,0.0036983501420368827
13.372,-0.0062597276952184484,0.003681108178460191
13.382,-0.006363429993814938,0.0036639467267321722
13.392,-0.006451302913557161,0.0036468654109004135
13.402,-0.006523582070437088,0.003629863856768024
13.412,-0.006580534057356529,0.0036129416918854337
13.422,-0.006622454013848812,0.003596098545542246
13.432,-0.006649663538694153,0.003579334048759097
13.442,-0.006662509147803368,0.003562647834279588
13.452,-0.006661360461261011,0.0035460395365622312
13.462,-0.006646608489633741,0.003529508791772449
13.472,-0.006618664119109362,0.0035130552377745975
13.482,-0.006577956455241798,0.0034966785141240363
13.492,-0.006524931240348527,0.003480378262059229
13.502,-0.0064600493604448465,0.003464154124493896
13.512,-0.0063837852337554025,0.003448005746009172
13.522,-0.00629662515292638,0.0034319327728458355
13.532,-0.006199065994282324,0.003415934852896551
13.542,-0.006091613772933621,0.003400011635698161
13.552,-0.005974782010346368,0.003384162772424005
13.562,-0.005849090213178682,0.003368387915876279
13.572,-0.0057150627958746075,0.003352686720478428
13.582,-0.005573227634177611,0.0033370588422675755
13.592,-0.00542411443376214,0.003321503938886997
13.602,-0.005268253297509131,0.0033060216695786054
13.612,-0.005106173664703999,0.003290611695175494
13.622,-0.0049384029614017695,0.003275273678094509
13.632,-0.004765465075907759,0.003260007282328847
13.642,-0.004587879059689294,0.003244812173440702
13.652,-0.004406158058306375,0.0032296880185539315
13.662,-0.004220808114731943,0.0032146344863467685
13.672,-0.004032326883929041,0.0031996512470445675
13.682,-0.0038412023906512693,0.00318473797241257
13.692,-0.003647911974581261,0.00316989433574872
13.702,-0.0034529213423622994,0.003155120011876504
13.712,-0.0032566836152088923,0.0031404146771378378
13.722,-0.0030596383272772057,0.0031257780093859604
13.732,-0.002862210554849452,0.0031112096879783863
13.742,-0.002664810167634032,0.003096709393769878
13.752,-0.0024678310833540383,0.003082276809105461
13.762,-0.002271650722139503,0.003067911617813457
13.772,-0.0020766294775684787,0.0030536135051985576
13.782,-0.0018831102658478207,0.0030393821580349365
13.792,-0.001691418152944084,0.003025217264559385
13.802,-0.0015018601424890852,0.003011118514464479
13.812,-0.0013147250641737135,0.0029970855988917856
13.822,-0.0011302834711483817,0.002983118210425096
13.832,-0.0009487876975370496,0.0029692160430836866
13.842,-0.0007704719860200412,0.0029553787923156274
13.852,-0.0005955526516187467,0.002941606154991095
13.862,-0.0004242285087709341,0.002927897829395742
13.872,-0.0002566812646239251,0.002914253515224085
13.882,-9.307593815177163e-05,0.0029006729135729256
13.892,6.64386818897512e-05,0.0028871557269348033
13.902,0.00022172937420299448,0.0028737016591914764
13.912,0.00037267780394500765,0.0028603104156074335
13.922,0.0005191798256437811,0.0028469817028234467
13.932,0.0006611448146855118,0.0028337152288501304
13.942,0.0007984948922143814,0.0028205107030615543
13.952,0.0009311641867563842,0.0028073678361888745
13.962,0.0010590980128553091,0.0027942863403139953
13.972,0.0011822521662765728,0.0027812659288632643
13.982,0.0013005921152815065,0.002768306316601192
13.992,0.0014140922432627464,0.002755407219624203
14.002,0.0015227351482706097,0.0027425683553544238
14.012,0.0016265109796603627,0.00272978944253348
14.022,0.001725416714742091,0.002717070201216344
14.032,0.0018194556230313394,0.002704410352765196
14.042,0.0019086367948896199,0.0026918096198433323
14.052,0.0019929746520449656,0.002679267726409073
14.062,0.002072488461343452,0.0026667843977097247
14.072,0.0021472019671537326,0.0026543593602755614
14.082,0.0022171431566505367,0.0026419923419138272
14.092,0.0022823439670010457,0.002629683071702787
14.102,0.002342840159227718,0.002617431279985775
14.112,0.002398671259697452,0.0026052366983652974
14.122,0.0024498804675090044,0.00259309905969715
14.132,0.0024965145913829704,0.0025810180980845665
14.142,0.002538624147404304,0.0025689935488723936
14.152,0.0025762636047818145,0.002557025148641292
14.162,0.0026094913399415188,0.0025451126352019652
14.172,0.0026383697549985166,0.0025332557475894234
14.182,0.0026629656669266604,0.002521454226057254
14.192,0.0026833504747090214,0.0025097078120719396
14.202,0.0026996002824319033,0.002498016248307194
14.212,0.0027117960234470983,0.002486379278638321
14.222,0.002720023740537514,0.0024747966481366086
14.232,0.0027243747811822993,0.00246326810306374
14.242,0.002724946047161343,0.0024517933908662364
14.252,0.0027218400097969025,0.002440372260169929
14.262,0.002715164720825199,0.002429004460774444
14.272,0.002705033838688282,0.002417689743647726
14.282,0.0026915667084616173,0.002406427860920582
14.292,0.002674888360475715,0.002395218565881252
14.302,0.0026551293485412904,0.002384061612970004
14.312,0.0026324255172174723,0.0023729567577737533
14.322,0.0026069177133356933,0.00236190375702071
14.332,0.0025787515628499257,0.002350902368575046
14.342,0.002548077206904935,0.0023399523514316006
14.352,0.0025150488390732486,0.0023290534657105875
14.362,0.002479824055260537,0.0023182054726523446
14.372,0.00244256336981738,0.002307408134612113
14.382,0.0024034298541064985,0.0022966612150548153
14.392,0.002362588531808196,0.002285964478549884
14.402,0.0023202055490080414,0.0022753176907661017
14.412,0.002276447415920646,0.0022647206184664656
14.422,0.0022314804087876735,0.002254173029503085
14.432,0.0021854698682933185,0.0022436746928120852
14.442,0.0021385794701987565,0.002233225378408553
14.452,0.0020909703797924463,0.0022228248573814956
14.462,0.002042800424153438,0.002212472901888828
14.472,0.0019942233377977315,0.0022021692851523795
14.482,0.0019453881147730035,0.0021919137814529264
14.492,0.0018964382513851946,0.0021817061661252466
14.502,0.0018475109406787067,0.0021715462155532032
14.512,0.0017987363710609047,0.002161433707164837
14.522,0.0017502370426399425,0.002151368419427496
14.532,0.0017021271819728603,0.0021413501318429816
14.542,0.001654512134174558,0.0021313786249427184
14.552,0.0016074878195866502,0.0021214536802829443
14.562,0.0015611401704903774,0.0021115750804399282
14.572,0.0015155447543248692,0.0021017426090052054
14.582,0.001470766436569023,0.002091956050580834
14.592,0.001426859039327467,0.0020822151907746857
14.602,0.0013838649523211018,0.0020725198161957352
14.612,0.001341814927747389,0.002062869714449397
14.622,0.0013007280818638674,0.0020532646741328662
14.632,0.001260611884076124,0.0020437044848304908
14.642,0.0012214620274265766,0.002034188937109159
14.652,0.0011832625261235959,0.002024717822513716
14.662,0.001145986070521074,0.0020152909335623896
14.672,0.001109594202422626,0.0020059080637422565
14.682,0.0010740375014542068,0.0019965690075047044
14.692,0.0010392560039293745,0.0019872735602609434
14.702,0.0010051798200839176,0.00197802151837751
14.712,0.0009717296608083297,0.001968812679171817
14.722,0.0009388174337415008,0.0019596468409077087
14.732,0.0009063470705275366,0.0019505238027910413
14.742,0.0008742152797466863,0.001941443364965285
14.752,0.0008423122546263605,0.0019324053285071489
14.762,0.0008105226150607685,0.0019234094954222168
14.772,0.000778726517193345,0.0019144556686406145
14.782,0.0007468006876782112,0.001905543652012691
14.792,0.0007146193197000905,0.0018966732503047212
14.802,0.0006820553045414986,0.001887844269194631
14.812,0.0006489815547752398,0.0018790565152677378
14.822,0.0006152721190889898,0.0018703097960125145
14.832,0.0005808031758010401,0.0018616039198163707
14.842,0.0005454543374431204,0.001852938695961462
