# Units: Energy [eV], DOS [1/eV]
energy,dos
-8.0,5.072388824697182e-299
-7.989995650282732,7.974155205283802e-296
-7.979991300565463,1.2044469743378755e-292
-7.969986950848195,1.747920378245526e-289
-7.9599826011309265,2.437174790126754e-286
-7.9499782514136585,3.264997814498459e-283
-7.93997390169639,4.202526094597213e-280
-7.929969551979122,5.197199326775927e-277
-7.919965202261853,6.175325994958749e-274
-7.909960852544585,7.049886090337697e-271
-7.899956502827316,7.732788763574936e-268
-7.889952153110048,8.149335083150231e-265
-7.8799478033927794,8.251641240273878e-262
-7.8699434536755115,8.027693662827118e-259
-7.859939103958243,7.503669558819747e-256
-7.849934754240975,6.738903478220853e-253
-7.839930404523706,5.814837397117726e-250
-7.829926054806438,4.820797640096623e-247
-7.819921705089169,3.840019310693899e-244
-7.809917355371901,2.9388762153577124e-241
-7.799913005654632,2.1610398041138446e-238
-7.7899086559373645,1.5267855470132913e-235
-7.779904306220096,1.0363998461194978e-232
-7.769899956502828,6.759442811795967e-230
-7.759895606785559,4.235736708596588e-227
-7.749891257068291,2.5502441928815967e-224
-7.739886907351022,1.4752634781830406e-221
-7.729882557633754,8.199600620123779e-219
-7.719878207916485,4.378762348032508e-216
-7.7098738581992174,2.246704268960125e-213
-7.699869508481949,1.1075838400536137e-210
-7.689865158764681,5.2461873013916235e-208
-7.679860809047412,2.387524203475557e-205
-7.669856459330144,1.0439721790438234e-202
-7.659852109612875,4.385989356975845e-200
-7.649847759895607,1.770451752076152e-197
-7.639843410178338,6.866554559706563e-195
-7.62983906046107,2.55877623401684e-192
-7.619834710743802,9.161462489135012e-190
-7.609830361026534,3.151641435322815e-187
-7.599826011309265,1.0417145599726802e-184
-7.589821661591997,3.308270917646582e-182
-7.579817311874728,1.009472003709643e-179
-7.56981296215746,2.95957170351493e-177
-7.559808612440191,8.336914452546811e-175
-7.549804262722923,2.2564423901505033e-172
-7.5397999130056546,5.86794636524695e-170
-7.529795563288387,1.4661944717506438e-167
-7.519791213571118,3.51998791878081e-165
-7.50978686385385,8.119616924373375e-163
-7.499782514136581,1.799597250476605e-160
-7.489778164419313,3.8323148360672624e-158
-7.479773814702044,7.841403604193636e-156
-7.469769464984776,1.5416078666733875e-153
-7.4597651152675075,2.912072949284657e-151
-7.44976076555024,5.285420826057874e-149
