# Fourier-transform spectra:
# Units: energy[eV], Jm[1/Angstrom^2], |Jm|^2 [1/Angstrom^4]
Energy_eV,Re_Jm_x,Re_Jm_y,Re_Jm_z,Im_Jm_x,Im_Jm_y,Im_Jm_z,Abs2_Jm_x,Abs2_Jm_y,Abs2_Jm_z
0.01,0.0397566032723348,9.03952443085037e-05,-0.005190839364846211,0.010810749306235,3.0118493333907202e-05,-0.000789289040277316,0.00169745980431608,9.07842383429868e-09,2.75677905007389e-05
0.02,0.0355906444276632,7.57782246080626e-05,-0.0050269714247715295,0.0208555705926085,5.6888595249481204e-05,-0.00156675151147639,0.00170164879551963,8.978651594209291e-09,2.7725152004183098e-05
0.03,0.0290039021797858,5.32697978946057e-05,-0.00475400381183607,0.0294330382054534,7.735237057444549e-05,-0.0023199473594456396,0.0017075300796582599,8.82106060121848e-09,2.7982707993550702e-05
0.04,0.020496887202418,2.54166718957029e-05,-0.00437268069952686,0.0359643474619517,8.928473533550171e-05,-0.00303533105335612,0.0017135566733526401,8.617771174184399e-09,2.8333571103482598e-05
0.05,0.0107054992916867,-4.6518314377674005e-06,-0.00388501642207075,0.0400393836032935,9.14459670149521e-05,-0.0036979863819115296,0.00171775995441599,8.38400441902511e-09,2.87684558805625e-05
0.06,0.000344468363155659,-3.35931739793438e-05,-0.00329509416812071,0.0414464221021644,8.37141335452713e-05,-0.00429166306515121,0.001717924563524,8.13655749324197e-09,2.92760174415662e-05
0.07,-0.009854667097070509,-5.82412843179682e-05,-0.00260987022100467,0.0401829513638996,6.70826827307871e-05,-0.00479914984815794,0.00171178404390761,7.89213352136585e-09,2.9843261835561305e-05
0.08,-0.0192047887521754,-7.59685525488713e-05,-0.0018398578910444102,0.0364471610667249,4.35256003852346e-05,-0.00520297355960447,0.00169721946083947,7.665698865265749e-09,3.0456010921181603e-05
0.09,-0.0271176692729925,-8.49764660791478e-05,-0.000999576132662853,0.0306116867635264,1.57491448759272e-05,-0.00548636947270837,0.00167244335330766,7.4690353516235e-09,3.1099402436055605e-05
0.1,-0.0331466674769994,-8.448107236943001e-05,-0.00010767345482483,0.0231830029650523,-1.3136989669047999e-05,-0.0056344308595064,0.0016361531913084,7.30963208625354e-09,3.1758404683432e-05
