folder,tau_x_drude,tau_z_coh,tau_z_norm_coh,tau_autocorr_coh,tau_autocorr_1_e,tau_autocorr_1_e_3
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№856_amorphous_0.992_2eV,5.816438718480478,1.6540495811577842,3.0840292573750565,3.100916666747466,0.8599999999999994,2.7086666666666672
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№1162_amorphous_0.976_2eV,4.045256460775503,1.8370300592416506,4.334004577624252,3.5597152883785297,0.8379999999999992,2.196
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№941_amorphous_0.961_2eV,2.053405756271524,0.9451673694842467,2.769658104610765,4.596957074285756,0.6939999999999991,1.4973333333333336
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№1142_amorphous_0.950_2eV,1.6388148647751177,0.8305025442553922,1.5745156232479787,3.9567500609656214,0.39400000000000013,1.5080000000000002
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№854_amorphous_0.940_2eV,1.2969773226420982,0.8331678639508747,2.2934263820725524,4.881078839357725,0.38400000000000034,1.5199999999999996
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№889_amorphous_0.930_2eV,0.789241093897529,0.8829677739064995,1.839431776164881,5.183090053903457,0.44200000000000017,1.5380000000000003
c333_s0.00_r18_k16_a1_i804_t9_p4d10_6d11_load_№852_amorphous_0.920_2eV,0.7117084496377443,0.8012433678767705,1.7998935951074502,5.309353419501294,0.38400000000000034,1.5166666666666668
