# Real time calculation: 
# Eall: Total energy
# Eall0: Initial energy
# 1:Time[fs] 2:Eall[eV] 3:Eall-Eall0[eV] 
      0.00000000 -0.850763852755470E+003  0.000000000000000E+000 
      0.02000000 -0.850763852755510E+003 -0.397331208132456E-010 
      0.04000000 -0.850763852755045E+003  0.425850114798898E-009 
      0.06000000 -0.850763852749619E+003  0.585130625387471E-008 
      0.08000000 -0.850763852722298E+003  0.331729022116251E-007 
      0.10000000 -0.850763852630696E+003  0.124774857030156E-006 
      0.12000000 -0.850763852390912E+003  0.364558924053800E-006 
      0.14000000 -0.850763851860064E+003  0.895406855840886E-006 
      0.16000000 -0.850763850819348E+003  0.193612266488307E-005 
      0.18000000 -0.850763848959426E+003  0.379604474463860E-005 
      0.20000000 -0.850763845869677E+003  0.688579334035242E-005 
      0.22000000 -0.850763841032370E+003  0.117231007803214E-004 
      0.24000000 -0.850763833822668E+003  0.189328022918395E-004 
      0.26000000 -0.850763823515416E+003  0.292400546885641E-004 
      0.28000000 -0.850763809299087E+003  0.434563839546318E-004 
      0.30000000 -0.850763790296884E+003  0.624585863774615E-004 
      0.32000000 -0.850763765594939E+003  0.871605313730241E-004 
      0.34000000 -0.850763734277151E+003  0.118478319405861E-003 
      0.36000000 -0.850763695465331E+003  0.157290139936149E-003 
      0.38000000 -0.850763648362608E+003  0.204392862356833E-003 
      0.40000000 -0.850763592298421E+003  0.260457049593527E-003 
      0.42000000 -0.850763526773317E+003  0.325982153742051E-003 
      0.44000000 -0.850763451501747E+003  0.401253723400644E-003 
      0.46000000 -0.850763366450936E+003  0.486304534720352E-003 
      0.48000000 -0.850763271873394E+003  0.580882076661189E-003 
      0.50000000 -0.850763168330445E+003  0.684425025891028E-003 
      0.52000000 -0.850763056705290E+003  0.796050180872687E-003 
      0.54000000 -0.850762938205106E+003  0.914550364129164E-003 
      0.56000000 -0.850762814350861E+003  0.103840460919709E-002 
      0.58000000 -0.850762686953627E+003  0.116580184369359E-002 
      0.60000000 -0.850762558077572E+003  0.129467789873646E-002 
      0.62000000 -0.850762429989710E+003  0.142276576012781E-002 
      0.64000000 -0.850762305096534E+003  0.154765893630127E-002 
      0.66000000 -0.850762185868287E+003  0.166688718375310E-002 
      0.68000000 -0.850762074752584E+003  0.177800288636347E-002 
      0.70000000 -0.850761974079940E+003  0.187867553060699E-002 
      0.72000000 -0.850761885963122E+003  0.196679234819425E-002 
      0.74000000 -0.850761812192286E+003  0.204056318473203E-002 
      0.76000000 -0.850761754128402E+003  0.209862706849698E-002 
      0.78000000 -0.850761712598418E+003  0.214015705251039E-002 
      0.80000000 -0.850761687796171E+003  0.216495929966079E-002 
      0.82000000 -0.850761679192565E+003  0.217356290527231E-002 
      0.84000000 -0.850761685457578E+003  0.216729789254411E-002 
      0.86000000 -0.850761704396508E+003  0.214835896265098E-002 
      0.88000000 -0.850761732903238E+003  0.211985223278430E-002 
      0.90000000 -0.850761766933242E+003  0.208582222866880E-002 
      0.92000000 -0.850761801498411E+003  0.205125705905240E-002 
      0.94000000 -0.850761830684882E+003  0.202207058887593E-002 
      0.96000000 -0.850761847694335E+003  0.200506113519564E-002 
      0.98000000 -0.850761844909137E+003  0.200784633386734E-002 
      1.00000000 -0.850761813981332E+003  0.203877413812914E-002 
      1.02000000 -0.850761745944861E+003  0.210681060975480E-002 
      1.04000000 -0.850761631349884E+003  0.222140558678595E-002 
      1.06000000 -0.850761460417918E+003  0.239233755237747E-002 
      1.08000000 -0.850761223216058E+003  0.262953941279664E-002 
      1.10000000 -0.850760909848373E+003  0.294290709717971E-002 
      1.12000000 -0.850760510661693E+003  0.334209377708904E-002 
      1.14000000 -0.850760016462257E+003  0.383629321388957E-002 
      1.16000000 -0.850759418739696E+003  0.443401577483278E-002 
      1.18000000 -0.850758709894428E+003  0.514286104262984E-002 
      1.20000000 -0.850757883463838E+003  0.596929163296955E-002 
      1.22000000 -0.850756934341680E+003  0.691841379035203E-002 
      1.24000000 -0.850755858986209E+003  0.799376926165159E-002 
      1.26000000 -0.850754655612636E+003  0.919714283487329E-002 
      1.28000000 -0.850753324364095E+003  0.105283913750747E-001 
      1.30000000 -0.850751867456889E+003  0.119852985815378E-001 
      1.32000000 -0.850750289297745E+003  0.135634577251789E-001 
      1.34000000 -0.850748596569138E+003  0.152561863325472E-001 
      1.36000000 -0.850746798277266E+003  0.170544782040697E-001 
      1.38000000 -0.850744905758784E+003  0.189469966868761E-001 
      1.40000000 -0.850742932643425E+003  0.209201120453939E-001 
      1.42000000 -0.850740894770698E+003  0.229579847725190E-001 
      1.44000000 -0.850738810059034E+003  0.250426964367759E-001 
      1.46000000 -0.850736698325121E+003  0.271544303498818E-001 
      1.48000000 -0.850734581051895E+003  0.292717035752062E-001 
      1.50000000 -0.850732481106623E+003  0.313716488471206E-001 
      1.52000000 -0.850730422414180E+003  0.334303412905540E-001 
      1.54000000 -0.850728429588431E+003  0.354231670392689E-001 
      1.56000000 -0.850726527524294E+003  0.373252311768761E-001 
      1.58000000 -0.850724740958484E+003  0.391117969861957E-001 
      1.60000000 -0.850723094008749E+003  0.407587467216910E-001 
      1.62000000 -0.850721609700148E+003  0.422430553226229E-001 
      1.64000000 -0.850720309486326E+003  0.435432691446617E-001 
      1.66000000 -0.850719212774541E+003  0.446399809296130E-001 
      1.68000000 -0.850718336464559E+003  0.455162909109917E-001 
      1.70000000 -0.850717694511125E+003  0.461582443456747E-001 
      1.72000000 -0.850717297519456E+003  0.465552360139882E-001 
      1.74000000 -0.850717152384289E+003  0.467003711819630E-001 
