 # Mr=        2000
 # Rps(ik), NRps(ik)   2.26767135054939              122
 # Mlps(ik), Lref(ik) =           2           2
   0.000000000000E+00   0.716902873589E+00   0.150735127398E+01   0.000000000000E+00  -0.100800019080E-01  -0.104960276104E+01   0.000000000000E+00
   0.188972612546E-01   0.716902873589E+00   0.150735127398E+01   0.000000000000E+00  -0.100800019080E-01  -0.104960276104E+01   0.000000000000E+00
   0.377945225092E-01   0.716521905181E+00   0.146768209397E+01   0.000000000000E+00  -0.123729417058E-03  -0.933199671475E+00   0.000000000000E+00
   0.566917837637E-01   0.716898194814E+00   0.147208135830E+01   0.000000000000E+00   0.197466864421E-01   0.130389790062E+00   0.000000000000E+00
   0.755890450183E-01   0.717268218448E+00   0.147261013006E+01   0.000000000000E+00   0.233042430921E-01   0.750632133871E-02   0.000000000000E+00
   0.944863062729E-01   0.717778957026E+00   0.147236507072E+01   0.000000000000E+00   0.285788931412E-01  -0.763539844545E-01   0.000000000000E+00
   0.113383567527E+00   0.718348327109E+00   0.146972450811E+01   0.000000000000E+00   0.363649211998E-01  -0.110410478238E+00   0.000000000000E+00
   0.132280828782E+00   0.719153307666E+00   0.146819214400E+01   0.000000000000E+00   0.409817569161E-01  -0.675465620012E-01   0.000000000000E+00
   0.151178090037E+00   0.719897175928E+00   0.146717160321E+01   0.000000000000E+00   0.421912087459E-01  -0.998598568102E-01   0.000000000000E+00
   0.170075351291E+00   0.720747823565E+00   0.146441838242E+01   0.000000000000E+00   0.483496516208E-01  -0.124184232282E+00   0.000000000000E+00
   0.188972612546E+00   0.721724402608E+00   0.146247804772E+01   0.000000000000E+00   0.515394810504E-01  -0.126149691265E+00   0.000000000000E+00
   0.207869873800E+00   0.722695600817E+00   0.145965105373E+01   0.000000000000E+00   0.521485726996E-01  -0.148130805840E+00   0.000000000000E+00
   0.226767135055E+00   0.723695141628E+00   0.145687966729E+01   0.000000000000E+00   0.556646835491E-01  -0.171322028276E+00   0.000000000000E+00
   0.245664396310E+00   0.724799119849E+00   0.145317677545E+01   0.000000000000E+00   0.567478342951E-01  -0.201081920185E+00   0.000000000000E+00
   0.264561657564E+00   0.725839623185E+00   0.144928028820E+01   0.000000000000E+00   0.553484900375E-01  -0.219907610211E+00   0.000000000000E+00
   0.283458918819E+00   0.726890576107E+00   0.144486622846E+01   0.000000000000E+00   0.547156031691E-01  -0.244046069063E+00   0.000000000000E+00
   0.302356180073E+00   0.727907096119E+00   0.144005742558E+01   0.000000000000E+00   0.530257336192E-01  -0.270520662665E+00   0.000000000000E+00
   0.321253441328E+00   0.728894054123E+00   0.143464314695E+01   0.000000000000E+00   0.503182333560E-01  -0.299586396243E+00   0.000000000000E+00
   0.340150702582E+00   0.729808167381E+00   0.142873579270E+01   0.000000000000E+00   0.454239712134E-01  -0.329835604865E+00   0.000000000000E+00
   0.359047963837E+00   0.730610068361E+00   0.142217866678E+01   0.000000000000E+00   0.405254366438E-01  -0.366973126070E+00   0.000000000000E+00
   0.377945225092E+00   0.731338796419E+00   0.141486813173E+01   0.000000000000E+00   0.345066412091E-01  -0.399289614580E+00   0.000000000000E+00
   0.396842486346E+00   0.731913204637E+00   0.140708909422E+01   0.000000000000E+00   0.253770714209E-01  -0.432181789735E+00   0.000000000000E+00
   0.415739747601E+00   0.732296789999E+00   0.139853635368E+01   0.000000000000E+00   0.169521668602E-01  -0.470855110009E+00   0.000000000000E+00
   0.434637008855E+00   0.732552366869E+00   0.138929560289E+01   0.000000000000E+00   0.731630544450E-02  -0.509426320168E+00   0.000000000000E+00
   0.453534270110E+00   0.732571869733E+00   0.137928553115E+01   0.000000000000E+00  -0.530139230556E-02  -0.548439460194E+00   0.000000000000E+00
   0.472431531364E+00   0.732350337743E+00   0.136857020266E+01   0.000000000000E+00  -0.182787360727E-01  -0.587706709368E+00   0.000000000000E+00
   0.491328792619E+00   0.731879119264E+00   0.135707650005E+01   0.000000000000E+00  -0.325012338491E-01  -0.633118396412E+00   0.000000000000E+00
   0.510226053874E+00   0.731119930394E+00   0.134464586995E+01   0.000000000000E+00  -0.487037654019E-01  -0.678004448418E+00   0.000000000000E+00
   0.529123315128E+00   0.730036222309E+00   0.133145498193E+01   0.000000000000E+00  -0.661144396212E-01  -0.722013193572E+00   0.000000000000E+00
   0.548020576383E+00   0.728618729607E+00   0.131736209441E+01   0.000000000000E+00  -0.847120946049E-01  -0.768053952352E+00   0.000000000000E+00
   0.566917837637E+00   0.726832008303E+00   0.130243092480E+01   0.000000000000E+00  -0.104526493009E+00  -0.813200042001E+00   0.000000000000E+00
   0.585815098892E+00   0.724665344599E+00   0.128663217362E+01   0.000000000000E+00  -0.126115118130E+00  -0.861539049623E+00   0.000000000000E+00
   0.604712360147E+00   0.722062755857E+00   0.126987505962E+01   0.000000000000E+00  -0.149398294280E+00  -0.908603884810E+00   0.000000000000E+00
   0.623609621401E+00   0.719015818536E+00   0.125229661170E+01   0.000000000000E+00  -0.173695987828E+00  -0.954214085773E+00   0.000000000000E+00
