# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_both_y,Jm_both_x,En_both_z,En_both_x
0.002,0.0,3.73336887697226e-07,-1.16959160408349e-09,8.375135683828559e-10,-1.18931472206591e-10,0.0,0.0
0.022,0.0,1.05992721524563e-05,-7.19483707760008e-10,1.3744133020296399e-09,-3.5896017989245794e-07,0.0,3.627283996380917e-12
0.042,0.0,2.61634792217965e-05,1.92922390526394e-10,1.74912663346737e-09,-1.51854559547995e-06,-0.0,6.379910555171976e-11
0.062,0.0,4.7061743362833896e-05,1.80012745422111e-09,1.93375120618098e-09,-3.7389150460352095e-06,-0.0,3.9141356728258655e-10
0.082,0.0,7.32884003671915e-05,4.48183011738172e-09,1.8559701523729504e-09,-7.25249732925121e-06,-0.0,1.5025674099009707e-09
0.102,0.0,0.000104836337950704,8.968977141392909e-09,1.32210270186037e-09,-1.22513287486407e-05,-0.0,4.396685318705169e-09
0.122,0.0,0.00014169699751098602,1.61085870308721e-08,1.27045405533598e-10,-1.88852891444662e-05,-0.0,1.0753923535860196e-08
0.142,0.0,0.00018386037624308602,2.66375454139321e-08,-1.99845135818344e-09,-2.7269073428792e-05,-0.0,2.3143339660137245e-08
0.162,0.0,0.000231315029611945,4.08838411005017e-08,-5.3269179439074895e-09,-3.7482491042660795e-05,-0.0,4.5233826439346193e-08
0.182,0.0,0.00028404807418118,5.8646141912417104e-08,-1.00721481920922e-08,-4.95748527496163e-05,-0.0,8.199968049422027e-08
0.202,0.0,0.00034204519079754304,7.93174200091921e-08,-1.65376514514108e-08,-6.35712125749442e-05,-0.0,1.3991868316888488e-07
0.222,0.0,0.000405290628131675,1.01870443967249e-07,-2.50263643896807e-08,-7.947071915159809e-05,-0.0,2.2715578414616984e-07
0.242,0.0,0.00047376720657083,1.2470870772160198e-07,-3.57118745792252e-08,-9.72460752103e-05,-0.0,3.537227313828441e-07
0.262,0.0,0.0005474563224668469,1.4573634234858e-07,-4.870629201850441e-08,-0.000116846100115198,-0.0,5.316105794585473e-07
0.282,0.0,0.0006263379527344231,1.6242808829786001e-07,-6.407282253764009e-08,-0.000138196016201611,-0.0,7.748900968812954e-07
0.302,0.0,0.000710390659802945,1.71838287790292e-07,-8.180151506741981e-08,-0.000161198658956632,-0.0,1.0997739331350158e-06
0.322,0.0,0.000799591596915108,1.70742664963247e-07,-1.0193289341601e-07,-0.000185737748464397,-0.0,1.5246404347198115e-06
0.342,0.0,0.000893916513776111,1.55814439522427e-07,-1.24474804472711e-07,-0.000211681125127173,-0.0,2.0700200639996536e-06
0.362,0.0,0.000993339762549348,1.23435461802092e-07,-1.49253606428983e-07,-0.00023888313792179902,-0.0,2.7585439682945195e-06
0.382,0.0,0.00109783430419902,6.99629215300073e-08,-1.7616336210598e-07,-0.000267186681693038,-0.0,3.614853731920479e-06
