# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_both_y,Jm_both_x,En_both_z,En_both_x
0.002,0.0,3.73336887697226e-07,-1.8268992238900303e-11,1.4015119834189001e-11,-2.65333076096642e-09,0.0,0.0
0.022,0.0,1.05992721524563e-05,-6.61661101574121e-12,6.95308838623631e-11,-3.62270586511054e-07,0.0,3.683376107963061e-12
0.042,0.0,2.61634792217965e-05,-8.16715911237344e-12,3.37361336655669e-10,-1.52230600422153e-06,0.0,6.406970666065183e-11
0.062,0.0,4.7061743362833896e-05,-5.7366832718689195e-12,9.7969533766523e-10,-3.7431479909584297e-06,0.0,3.9216733668376354e-10
0.082,0.0,7.32884003671915e-05,-5.12114939911869e-11,2.2545990608953895e-09,-7.2568168000433305e-06,0.0,1.5041682993613019e-09
0.102,0.0,0.000104836337950704,-1.8908854540262e-10,4.63228356118624e-09,-1.22549170447257e-05,0.0,4.399434654337851e-09
0.122,0.0,0.00014169699751098602,-4.3646898985174803e-10,8.58831590805005e-09,-1.88870603406573e-05,0.0,1.0757727318294226e-08
0.142,0.0,0.00018386037624308602,-8.418053094261611e-10,1.4561030303914199e-08,-2.7267524471559198e-05,0.0,2.314715766090479e-08
0.162,0.0,0.000231315029611945,-1.4640442749530099e-09,2.27539276340578e-08,-3.74753963371435e-05,0.0,4.523462613640005e-08
0.182,0.0,0.00028404807418118,-2.28364639688042e-09,3.31737284933885e-08,-4.95592996629276e-05,0.0,8.199081994625222e-08
0.202,0.0,0.00034204519079754304,-3.3188799795123803e-09,4.55894521196649e-08,-6.35431762174468e-05,0.0,1.3988736782502464e-07
0.222,0.0,0.000405290628131675,-4.56405669018924e-09,5.95295112650066e-08,-7.94249160830741e-05,0.0,2.2707918157821824e-07
0.242,0.0,0.00047376720657083,-6.00484045458396e-09,7.42008356150832e-08,-9.71760567966006e-05,0.0,3.535627407609923e-07
0.262,0.0,0.0005474563224668469,-7.576606349818578e-09,8.85802249175449e-08,-0.00011674410947271202,0.0,5.313069493110928e-07
0.282,0.0,0.0006263379527344231,-9.2188109508891e-09,1.0131438268465301e-07,-0.000138053146258603,0.0,7.743517459993671e-07
0.302,0.0,0.000710390659802945,-1.0835172878728001e-08,1.1082035814727302e-07,-0.000161005143406354,0.0,1.098868813429577e-06
0.322,0.0,0.000799591596915108,-1.23394101235831e-08,1.1537303672074302e-07,-0.000185483122654131,0.0,1.5231839981118556e-06
0.342,0.0,0.000893916513776111,-1.36004150061849e-08,1.1313145112169499e-07,-0.00021135443684803,0.0,2.06776243670308e-06
0.362,0.0,0.000993339762549348,-1.4526148696814999e-08,1.02079939163043e-07,-0.00023847304926684102,0.0,2.7551559256522768e-06
0.382,0.0,0.00109783430419902,-1.49664925656541e-08,8.02094732656251e-08,-0.000266681402828985,0.0,3.609910969564799e-06
0.402,0.0,0.00120737171517243,-1.48278667818966e-08,4.56143961339354e-08,-0.00029581433601753,0.0,4.658441462591687e-06
0.422,0.0,0.0013219221944320801,-1.40110622771831e-08,-3.63101271458451e-09,-0.000325703712750115,0.0,5.928877159341326e-06
0.442,0.0,0.00144145457082039,-1.2397307054165e-08,-6.931551839997459e-08,-0.00035617946594083,0.0,7.450887073077658e-06
