# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_both_y,Jm_both_x,En_both_z,En_both_x
0.002,0.0,3.73336887697226e-07,-1.8945128018839202e-11,-1.00596628115037e-10,-2.40450279877242e-09,0.0,0.0
0.022,0.0,1.05992721524563e-05,-2.2783097669909198e-11,-8.7747945277624e-11,-3.63067897630643e-07,0.0,3.690536830000652e-12
0.042,0.0,2.61634792217965e-05,2.3910200851989e-10,-9.71114081730461e-10,-1.5180243717451799e-06,-0.0,6.400598069199828e-11
0.062,0.0,4.7061743362833896e-05,6.0819784237763e-10,-3.3171491575488697e-09,-3.7134144420148e-06,-0.0,3.900094844788344e-10
0.082,0.0,7.32884003671915e-05,1.63600833869353e-09,-8.33203521757182e-09,-7.1796519103495e-06,-0.0,1.4910644544803642e-09
0.102,0.0,0.000104836337950704,3.3924561667551303e-09,-1.7618831322170298e-08,-1.21167601265586e-05,-0.0,4.354022610253898e-09
0.122,0.0,0.00014169699751098602,6.4882960932070605e-09,-3.35244813069345e-08,-1.8683962404053302e-05,-0.0,1.0642304261043768e-08
0.142,0.0,0.00018386037624308602,1.1363157794573202e-08,-5.85551039907154e-08,-2.69998374889018e-05,-0.0,2.2905299484035074e-08
0.162,0.0,0.000231315029611945,1.85034337699025e-08,-9.484192619701381e-08,-3.71450264082145e-05,-0.0,4.478915777552258e-08
0.182,0.0,0.00028404807418118,2.82775669039322e-08,-1.44122702744462e-07,-4.916722779290421e-05,-0.0,8.124131308701105e-08
0.202,0.0,0.00034204519079754304,4.08585224845401e-08,-2.07657669831244e-07,-6.308955633490439e-05,-0.0,1.3870657329848548e-07
0.222,0.0,0.000405290628131675,5.6278997364596795e-08,-2.8627981290074e-07,-7.89107156767197e-05,-0.0,2.2531039706329772e-07
0.242,0.0,0.00047376720657083,7.444999182257401e-08,-3.80189826721845e-07,-9.66013542454552e-05,-0.0,3.5101722458571536e-07
0.262,0.0,0.0005474563224668469,9.509905778959839e-08,-4.89081331568396e-07,-0.000116107356803227,-0.0,5.277586842569515e-07
0.282,0.0,0.0006263379527344231,1.1772654633909302e-07,-6.11692066669496e-07,-0.000137352778195546,-0.0,7.695324705739452e-07
0.302,0.0,0.000710390659802945,1.41804882739972e-07,-7.46349482181565e-07,-0.000160238412081608,-0.0,1.0924629152024288e-06
