# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_both_y,Jm_both_x,En_both_z,En_both_x
0.002,0.0,3.73336887697226e-07,-1.83966475228845e-10,1.2194098454342699e-09,-2.52935208854976e-09,0.0,0.0
0.022,0.0,1.05992721524563e-05,-4.7397419635806796e-11,1.3795644669282799e-09,-3.6252507672900895e-07,0.0,3.685876339394833e-12
0.042,0.0,2.61634792217965e-05,1.13384048027e-10,1.1900912323032001e-09,-1.52263649729642e-06,-0.0,6.409313223455135e-11
0.062,0.0,4.7061743362833896e-05,3.85664603325088e-10,3.91805231998482e-10,-3.74316772802165e-06,-0.0,3.922105993421169e-10
0.082,0.0,7.32884003671915e-05,9.59339364395402e-10,-1.16101960462059e-09,-7.25658602836391e-06,-0.0,1.5041812843775974e-09
0.102,0.0,0.000104836337950704,1.9174250889741198e-09,-4.05031364907211e-09,-1.2255343751179699e-05,-0.0,4.399457069587299e-09
0.122,0.0,0.00014169699751098602,3.4779984118452897e-09,-8.860511992050742e-09,-1.88900577395176e-05,-0.0,1.0758436540107511e-08
0.142,0.0,0.00018386037624308602,5.82421958528511e-09,-1.603761268565e-08,-2.72758117443233e-05,-0.0,2.315090196293433e-08
0.162,0.0,0.000231315029611945,8.930369056739999e-09,-2.59229020367044e-08,-3.74926783977988e-05,-0.0,4.52471320105334e-08
0.182,0.0,0.00028404807418118,1.2634576800198402e-08,-3.83785322093585e-08,-4.9590269127647296e-05,-0.0,8.20238073172566e-08
0.202,0.0,0.00034204519079754304,1.6703758161771597e-08,-5.2902152385687e-08,-6.35937712344077e-05,-0.0,1.399622920830891e-07
0.222,0.0,0.000405290628131675,2.08790441282181e-08,-6.90699681694296e-08,-7.950258466711e-05,-0.0,2.2723269378349256e-07
0.242,0.0,0.00047376720657083,2.44924967733521e-08,-8.57850999146458e-08,-9.728953868209009e-05,-0.0,3.538537438643877e-07
0.262,0.0,0.0005474563224668469,2.6779172021407004e-08,-1.0169681949523599e-07,-0.000116904000185324,-0.0,5.318260360151805e-07
0.282,0.0,0.0006263379527344231,2.6710755923608198e-08,-1.15166706118895e-07,-0.000138271695573769,-0.0,7.752333113242769e-07
0.302,0.0,0.000710390659802945,2.3253483181280898e-08,-1.24340600172513e-07,-0.00016129618470473798,-0.0,1.1003055756595046e-06
0.322,0.0,0.000799591596915108,1.51404949588249e-08,-1.27041262601258e-07,-0.000185862111131928,-0.0,1.5254445334755509e-06
0.342,0.0,0.000893916513776111,9.08845062408827e-10,-1.2087270306944e-07,-0.000211838342994117,-0.0,2.0712116654024195e-06
0.362,0.0,0.000993339762549348,-2.0704034575687798e-08,-1.03478381003775e-07,-0.000239080342064348,-0.0,2.760278825907315e-06
0.382,0.0,0.00109783430419902,-5.13305439883797e-08,-7.25078276767115e-08,-0.000267432097721362,-0.0,3.617339925090401e-06
0.402,0.0,0.00120737171517243,-9.24382123417029e-08,-2.5625701236927597e-08,-0.000296729474090194,-0.0,4.668986645974507e-06
0.422,0.0,0.0013219221944320801,-1.4552217400666403e-07,3.94132538975165e-08,-0.00032680530538659904,-0.0,5.943558849079948e-06
0.442,0.0,0.00144145457082039,-2.1187507567886e-07,1.24863495436812e-07,-0.000357490641139135,-0.0,7.470972129839104e-06
0.462,0.0,0.00156593631077203,-2.9274022969141504e-07,2.32568677530341e-07,-0.00038861577574381297,-0.0,9.282516186913407e-06
0.482,0.0,0.0016953335263543401,-3.89269508958706e-07,3.6433993768217294e-07,-0.000420012960096641,-0.0,1.1410633827595954e-05
0.502,0.0,0.00182961098365065,-5.025407412289121e-07,5.21883204061345e-07,-0.00045151837023943203,-0.0,1.3888686311746205e-05
0.522,0.0,0.00196873211146871,-6.334494880923689e-07,7.067001543484659e-07,-0.000482973368597186,-0.0,1.67507082264163e-05
