# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_both_y,Jm_both_x,En_both_z,En_both_x
0.002,0.0,3.73336887697226e-07,-1.5059089535195798e-10,6.68344672939014e-11,-2.4305152755862102e-09,0.0,0.0
0.022,0.0,1.05992721524563e-05,-1.25810431115376e-10,1.09556746401119e-10,-3.62060176288881e-07,0.0,3.679563724401758e-12
0.042,0.0,2.61634792217965e-05,-6.92666295845657e-11,3.2354419755302997e-10,-1.5221509532088301e-06,0.0,6.40550744032767e-11
0.062,0.0,4.7061743362833896e-05,3.35778354898516e-10,6.58081423629652e-10,-3.74304434596148e-06,-0.0,3.921384087280604e-10
0.082,0.0,7.32884003671915e-05,1.0763994080613699e-09,1.27057053119227e-09,-7.25664070820255e-06,-0.0,1.5041146997605644e-09
0.102,0.0,0.000104836337950704,2.44325360139272e-09,2.55754049295964e-09,-1.22544938973121e-05,-0.0,4.399291474855635e-09
0.122,0.0,0.00014169699751098602,4.72390651452521e-09,4.79259585759793e-09,-1.88861425310911e-05,-0.0,1.0757315758509717e-08
0.142,0.0,0.00018386037624308602,7.99022837228711e-09,8.242905434049301e-09,-2.7265781269109303e-05,-0.0,2.314602985920903e-08
0.162,0.0,0.000231315029611945,1.24493755381273e-08,1.29298338737026e-08,-3.74723247309197e-05,-0.0,4.5231853429534187e-08
0.182,0.0,0.00028404807418118,1.7994441083393898e-08,1.8940320203710602e-08,-4.95540916710369e-05,-0.0,8.198454530998594e-08
0.202,0.0,0.00034204519079754304,2.44911330582617e-08,2.61425915059877e-08,-6.353490167576451e-05,-0.0,1.3987417632619445e-07
0.222,0.0,0.000405290628131675,3.16773476396819e-08,3.42345397111069e-08,-7.941231965673579e-05,-0.0,2.270532155447941e-07
0.242,0.0,0.00047376720657083,3.90383261355358e-08,4.2719504046258596e-08,-9.71575742748285e-05,-0.0,3.535144131916378e-07
0.262,0.0,0.0005474563224668469,4.61887614972862e-08,5.10537476434743e-08,-0.00011671794022488702,-0.0,5.312213644321557e-07
0.282,0.0,0.0006263379527344231,5.2299079018105706e-08,5.84382181972008e-08,-0.000138017214471762,-0.0,7.742066929114969e-07
0.302,0.0,0.000710390659802945,5.6536443485814294e-08,6.40802705286338e-08,-0.000160956920982387,-0.0,1.098632063113108e-06
0.322,0.0,0.000799591596915108,5.7976958101148e-08,6.69322032104043e-08,-0.00018541979755711799,-0.0,1.5228101195997248e-06
0.342,0.0,0.000893916513776111,5.5719156765728294e-08,6.60074125236997e-08,-0.000211272851825583,-0.0,2.0671889221256422e-06
0.362,0.0,0.000993339762549348,4.8614463580738e-08,6.01251368155867e-08,-0.000238369662402338,-0.0,2.754298627314062e-06
0.382,0.0,0.00109783430419902,3.56557929485942e-08,4.82842924967339e-08,-0.000266552441946973,-0.0,3.6086590424077343e-06
0.402,0.0,0.00120737171517243,1.578681564293e-08,2.9374781840105802e-08,-0.00029565562780684,-0.0,4.656651275310816e-06
0.422,0.0,0.0013219221944320801,-1.20218811278977e-08,2.4577194041944897e-09,-0.000325510870770703,-0.0,5.9263657548328e-06
0.442,0.0,0.00144145457082039,-4.8744895077390595e-08,-3.35519090210447e-08,-0.000355947801261354,-0.0,7.4474247014884676e-06
0.462,0.0,0.00156593631077203,-9.518738991549561e-08,-7.94105705703751e-08,-0.00038679579573048,-0.0,9.250777274259079e-06
0.482,0.0,0.0016953335263543401,-1.52234396126634e-07,-1.3606290081742197e-07,-0.000417886451538009,-0.0,1.1368475676836477e-05
0.502,0.0,0.00182961098365065,-2.2064990643123303e-07,-2.04197339904465e-07,-0.000449055518709316,-0.0,1.3833438620313242e-05
0.522,0.0,0.00196873211146871,-3.0108509869706996e-07,-2.8447944829948504e-07,-0.000480144036083264,-0.0,1.6679203472187257e-05
0.542,0.0,0.00211265901039054,-3.9408771331461294e-07,-3.77472355810278e-07,-0.000510999464682123,-0.0,1.9939669727927792e-05
0.562,0.0,0.00226135246214289,-4.99976434816737e-07,-4.83565274246519e-07,-0.0005414751763009309,-0.0,2.3648832934578807e-05
0.582,0.0,0.00241477193928998,-6.190210175924561e-07,-6.02885346851839e-07,-0.000571431022922513,-0.0,2.784050818599647e-05
0.602,0.0,0.00257287561526484,-7.51403686264735e-07,-7.355135805345191e-07,-0.000600735057238065,-0.0,3.2548057517402205e-05
0.622,0.0,0.0027356203747144698,-8.970550675983351e-07,-8.81341887109358e-07,-0.000629265336866699,-0.0,3.7804127973708215e-05
