# Units: Time [fs], Current Jm [1/fs*Angstrom^2]
time,fid_signal,fid_exp_fit
14.202,0.004410747111385125,0.00588887252276244
14.212,0.00431986241252663,0.005877947407374482
14.222,0.004224891603389758,0.005867042560407309
14.232,0.004125425523301364,0.005856157944258676
14.242,0.004021083495467773,0.005845293521396094
14.252,0.003911516063764619,0.00583444925435671
14.262,0.0037964053121020015,0.0058236251057471695
14.272,0.0036754650258980013,0.005812821038243491
14.282,0.0035484422526868577,0.00580203701459094
14.292,0.0034151209513108858,0.005791272997603888
14.302,0.0032753263215458918,0.005780528950165706
14.312,0.0031289245094733853,0.005769804835228616
14.322,0.0029758175474311754,0.005759100615813579
14.332,0.0028159395350304166,0.005748416255010146
14.342,0.002649257656461614,0.005737751715976362
14.352,0.002475776376650023,0.005727106961938614
14.362,0.0022955394885517118,0.005716481956191509
14.372,0.0021086282470091423,0.005705876662097749
14.382,0.0019151578231101827,0.005695291043088017
14.392,0.001715273957241324,0.005684725062660834
14.402,0.0015091512421060776,0.00567417868438243
14.412,0.0012969938387378372,0.005663651871886636
14.422,0.0010790372875793567,0.0056531445888747586
14.432,0.000855548085495082,0.0056426567991154294
14.442,0.0006268203227979563,0.005632188466444505
14.452,0.00039317232710277543,0.005621739554764935
14.462,0.00015494588769160108,0.005611310028046638
14.472,-8.749365425774424e-05,0.005600899850326369
14.482,-0.00033375903825004255,0.0055905089857076085
14.492,-0.000583442553418085,0.005580137398360431
14.502,-0.0008361156588601001,0.005569785052521385
14.512,-0.0010913284881427093,0.005559451912493364
14.522,-0.0013486121610647478,0.005549137942645491
14.532,-0.0016074840942776653,0.005538843107412993
14.542,-0.0018674511697558468,0.0055285673712970685
14.552,-0.0021280057797897116,0.005518310698864783
14.562,-0.002388619755195795,0.005508073054748934
14.572,-0.002648745812043409,0.005497854403647938
14.582,-0.002907824575045158,0.005487654710325689
14.592,-0.003165286592741896,0.0054774739396114686
14.602,-0.003420547397009778,0.005467312056399802
14.612,-0.003673005361760447,0.005457169025650335
14.622,-0.00392204649089405,0.005447044812387728
14.632,-0.004167047871189923,0.005436939381701528
14.642,-0.0044073743044725,0.005426852698746047
14.652,-0.004642373255082714,0.005416784728740246
14.662,-0.0048713763689191,0.005406735436967601
14.672,-0.005093706105746152,0.00539670478877601
14.682,-0.005308678609522603,0.005386692749577654
14.692,-0.005515601810911293,0.005376699284848869
14.702,-0.005713775220952033,0.005366724360130057
14.712,-0.005902493586453464,0.005356767941025539
14.722,-0.006081051109356158,0.005346829993203455
14.732,-0.006248744171388786,0.00533691048239563
14.742,-0.006404872665563565,0.005327009374397464
14.752,-0.006548741103907658,0.0053171266350678275
14.762,-0.006679661953216129,0.005307262230328912
14.772,-0.00679696207268587,0.005297416126166141
14.782,-0.006899988744160422,0.005287588288628039
14.792,-0.006988111676600382,0.005277778683826123
14.802,-0.00706072340183388,0.00526798727793477
14.812,-0.007117242942487794,0.005258214037191119
14.822,-0.007157121809474953,0.005248458927894942
14.832,-0.00717984914130166,0.00523872191640854
14.842,-0.007184956879296251,0.005229002969156607
14.852,-0.007172023995519351,0.005219302052626137
14.862,-0.007140676692561705,0.005209619133366292
14.872,-0.0070905879154898824,0.005199954177988292
14.882,-0.007021481514740548,0.005190307153165303
14.892,-0.0069331391595460305,0.005180678025632321
14.902,-0.006825405653203066,0.005171066762186052
14.912,-0.006698191190286015,0.005161473329684798
14.922,-0.0065514724065342915,0.0051518976950483564
14.932,-0.006385294718483071,0.005142339825257888
14.942,-0.006199773901724638,0.005132799687355811
14.952,-0.005995095527318086,0.005123277248445687
14.962,-0.005771516108601951,0.005113772475692109
14.972,-0.005529367446955346,0.0051042853363205895
14.982,-0.005269059956166456,0.005094815797617436
14.992,-0.004991081882938434,0.005085363826929652
15.002,-0.0046959969333237265,0.005075929391664827
15.012,-0.004384442857480463,0.0050665124592910015
15.022,-0.004057130414952826,0.0050571129973365795
15.032,-0.0037148442984093646,0.005047730973390205
15.042,-0.0033584449993750544,0.005038366355100649
15.052,-0.002988866343167952,0.005029019110176708
15.062,-0.002607108975715716,0.005019689206387076
15.072,-0.002214234533863789,0.005010376611560247
15.082,-0.0018113618076862786,0.005001081293584405
15.092,-0.0013996648812107469,0.004991803220407302
15.102,-0.0009803723390294267,0.004982542360036156
15.112,-0.0005547632777476364,0.004973298680537537
