# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_pump_z,Jm_probe_z,Jm_both_y,Jm_pump_y,Jm_probe_y,Jm_both_x,Jm_pump_x,Jm_probe_x,En_both_z,En_pump_z,En_probe_z,En_both_x,En_pump_x,En_probe_x
0.002,0.0,1.30095221696666e-07,3.14980368016361e-13,3.2162086798492306e-13,3.14980368016361e-13,2.9027462561979197e-11,2.9046726963840197e-11,2.9027462561979197e-11,-9.14968402352101e-10,-2.8761149849936697e-11,-9.14968402352101e-10,-0.0,-0.0,-0.0,0.0,0.0,0.0
0.022,0.0,3.69348624777574e-06,2.9720320639062404e-12,8.57371762486486e-12,2.9720320639062404e-12,4.1390543891818795e-11,5.3624658963503104e-11,4.1390543891818795e-11,-1.26203184639634e-07,-2.4303502005270897e-11,-1.26203184639634e-07,-0.0,-0.0,-0.0,4.47143918218518e-13,1.5654640090162735e-16,4.47143918218518e-13
0.042,0.0,9.11708363647193e-06,-4.16268071486902e-11,2.4438207911146803e-11,-4.16268071486902e-11,4.77436501993096e-12,9.59124406867029e-11,4.77436501993096e-12,-5.30080488244104e-07,-3.6859861317624896e-11,-5.30080488244104e-07,-0.0,-0.0,-0.0,7.775229340692343e-12,8.053481025120904e-16,7.775229340692343e-12
0.062,0.0,1.63994186965656e-05,-2.79777076423795e-10,-2.9027196792610398e-11,-2.79777076423795e-10,-1.22037535977314e-10,1.46870287142922e-10,-1.22037535977314e-10,-1.30304319747045e-06,-3.97396256106934e-11,-1.30304319747045e-06,-0.0,-0.0,-0.0,4.757860339311951e-11,2.4504637500321146e-15,4.757860339311951e-11
0.082,0.0,2.55385176438719e-05,-7.00371868081923e-10,-6.66688868878513e-11,-7.00371868081923e-10,-5.59257496630889e-10,6.25160714315039e-11,-5.59257496630889e-10,-2.52578106885417e-06,-2.6554660509872895e-11,-2.52578106885417e-06,-0.0,-0.0,-0.0,1.8245625730064558e-10,5.055272969303759e-15,1.8245625730064558e-10
0.102,0.0,3.65319020889903e-05,-1.37894130835434e-09,-7.145952163559309e-11,-1.37894130835434e-09,-1.3050223544168399e-09,-1.59891629495956e-11,-1.3050223544168399e-09,-4.26498818406667e-06,5.964655980401899e-11,-4.26498818406667e-06,-0.0,-0.0,-0.0,5.335868185848003e-10,2.708368522317591e-15,5.335868185848003e-10
0.122,0.0,4.9376589649758e-05,-2.45440942052467e-09,-9.02423767631234e-11,-2.45440942052467e-09,-2.44734698507501e-09,-3.21285851031812e-12,-2.44734698507501e-09,-6.57315427332908e-06,9.726711891192009e-11,-6.57315427332908e-06,-0.0,-0.0,-0.0,1.3046794881734558e-09,-9.55463944818253e-15,1.3046794881734558e-09
0.142,0.0,6.40690946884819e-05,-4.02986086220188e-09,-1.4945765335826402e-10,-4.02986086220188e-09,-4.214180896107421e-09,2.9780957222983e-11,-4.214180896107421e-09,-9.49060732990257e-06,8.067187914047571e-11,-9.49060732990257e-06,-0.0,-0.0,-0.0,2.8072733043904085e-09,-2.5685721435867113e-14,2.8072733043904085e-09
0.162,0.0,8.06054291735088e-05,-6.04270070166667e-09,-1.7504331933508002e-10,-6.04270070166667e-09,-6.783009512526159e-09,2.2932716778406198e-11,-6.783009512526159e-09,-1.30459878206021e-05,8.464597565185709e-11,-1.30459878206021e-05,-0.0,-0.0,-0.0,5.4864405420728876e-09,-4.440727619827046e-14,5.4864405420728876e-09
0.182,0.0,9.89811036649582e-05,-8.38397428992619e-09,-1.19801001072466e-10,-8.38397428992619e-09,-1.01774770524148e-08,2.0470346154507397e-11,-1.01774770524148e-08,-1.7257885425113902e-05,1.00411045297533e-10,-1.7257885425113902e-05,-0.0,-0.0,-0.0,9.946035122710857e-09,-7.202251605001097e-14,9.946035122710857e-09
