folder,tau_x_drude,tau_z_coh,tau_z_norm_coh,tau_autocorr_iters_coh,tau_autocorr_1_e,tau_autocorr_1_e_3,spectrum_width,normalized_fid_spectrum_width
c333_s0.025_r18_k16_a1_i804_t9_p4d10_1d12,8.0624798091816,1.9083501494966442,2.3218920584461094,5.279076552469228,2.208,4.502666666666667,2.038068598015965,1.9326900276786112
c333_s0.050_r18_k16_a1_i804_t9_p4d10_1d12,5.88323652097904,1.5105055284627553,2.0204894884341766,4.003805700654946,1.104000000000001,3.6726666666666663,2.305650035024444,1.8903221908464332
c333_s0.075_r18_k16_a1_i804_t9_p4d10_1d12,3.67338892529095,1.3903053133873922,2.6827847920244055,3.358888740217232,1.581999999999999,2.8640000000000003,2.2281904685801233,1.6305376094129602
c333_s0.100_r18_k16_a1_i804_t9_p4d10_1d12,2.0558617241876167,1.1288591427061778,2.664803969685325,4.127193697758376,1.0619999999999994,2.4819999999999998,2.50667122710112,1.820225108947896
c333_s0.125_r18_k16_a1_i804_t9_p4d10_1d12,1.3587519585019325,1.04650101392039,1.6727377169677464,4.069393614473248,0.9319999999999986,1.9159999999999997,2.166475185309085,2.8535924975127913
c333_s0.150_r18_k16_a1_i804_t9_p4d10_1d12,1.1017699452347847,1.1928955041729778,2.0734660057389873,4.539201667124567,1.0459999999999976,4.556,2.423717697069907,2.0349474697034533
c333_s0.175_r18_k16_a1_i804_t9_p4d10_1d12,0.612762606405266,1.5340668546500498,1.8843137247065203,3.948548945365505,1.6019999999999985,4.687333333333333,2.3070486734078193,1.9890714952266424
c333_s0.200_r18_k16_a1_i804_t9_p4d10_1d12,0.6973945965690581,1.3314850867571681,1.469144640126387,4.033597766788428,2.8499999999999996,4.858666666666666,2.2361796047752867,2.165555049015031
