# Real time calculation: 
# Eall: Total energy
# Eall0: Initial total energy
# 1:Time[fs] 2:Eall[eV] 3:Eall-Eall0[eV] 
      0.00000000 -0.233289392198860E+005  0.000000000000000E+000 
      0.02000000 -0.233289392225474E+005 -0.266143154715115E-005 
      0.04000000 -0.233289392225977E+005 -0.271176094024200E-005 
      0.06000000 -0.233289392226432E+005 -0.275723032493986E-005 
      0.08000000 -0.233289392226846E+005 -0.279861618890012E-005 
      0.10000000 -0.233289392227224E+005 -0.283639494287551E-005 
      0.12000000 -0.233289392227569E+005 -0.287090069310818E-005 
      0.14000000 -0.233289392227883E+005 -0.290231905417713E-005 
      0.16000000 -0.233289392228167E+005 -0.293070571045605E-005 
      0.18000000 -0.233289392228420E+005 -0.295603900691072E-005 
      0.20000000 -0.233289392228641E+005 -0.297809001889373E-005 
      0.22000000 -0.233289392228825E+005 -0.299652464016292E-005 
      0.24000000 -0.233289392228968E+005 -0.301084171135503E-005 
      0.26000000 -0.233289392229064E+005 -0.302044417224101E-005 
      0.28000000 -0.233289392229105E+005 -0.302449675721544E-005 
      0.30000000 -0.233289392229080E+005 -0.302204045762026E-005 
      0.32000000 -0.233289392228979E+005 -0.301193065021839E-005 
      0.34000000 -0.233289392228789E+005 -0.299293918521226E-005 
      0.36000000 -0.233289392228495E+005 -0.296354711663053E-005 
      0.38000000 -0.233289392228082E+005 -0.292221074989133E-005 
      0.40000000 -0.233289392227531E+005 -0.286710796854433E-005 
      0.42000000 -0.233289392226824E+005 -0.279640118825761E-005 
      0.44000000 -0.233289392225940E+005 -0.270806721012027E-005 
      0.46000000 -0.233289392224859E+005 -0.259995290501613E-005 
      0.48000000 -0.233289392223558E+005 -0.246979068150529E-005 
      0.50000000 -0.233289392222013E+005 -0.231531294814787E-005 
      0.52000000 -0.233289392220200E+005 -0.213405412461972E-005 
      0.54000000 -0.233289392218096E+005 -0.192358884708881E-005 
      0.56000000 -0.233289392215674E+005 -0.168140513158627E-005 
      0.58000000 -0.233289392212909E+005 -0.140493530976952E-005 
      0.60000000 -0.233289392209776E+005 -0.109165502336440E-005 
      0.62000000 -0.233289392206250E+005 -0.739012071909917E-006 
      0.64000000 -0.233289392202305E+005 -0.344537781505619E-006 
      0.66000000 -0.233289392197917E+005  0.942860189700127E-007 
      0.68000000 -0.233289392193061E+005  0.579853757585840E-006 
      0.70000000 -0.233289392187714E+005  0.111454130095283E-005 
      0.72000000 -0.233289392181854E+005  0.170061933408718E-005 
      0.74000000 -0.233289392175457E+005  0.234030285763142E-005 
      0.76000000 -0.233289392168503E+005  0.303565219341224E-005 
      0.78000000 -0.233289392160973E+005  0.378870291464580E-005 
      0.80000000 -0.233289392152846E+005  0.460134210288508E-005 
      0.82000000 -0.233289392144106E+005  0.547535165808830E-005 
      0.84000000 -0.233289392134735E+005  0.641245160868737E-005 
      0.86000000 -0.233289392124718E+005  0.741415780707729E-005 
      0.88000000 -0.233289392114040E+005  0.848200466711098E-005 
      0.90000000 -0.233289392102686E+005  0.961735336236765E-005 
      0.92000000 -0.233289392090645E+005  0.108214506041028E-004 
      0.94000000 -0.233289392077905E+005  0.120955121678087E-004 
      0.96000000 -0.233289392064453E+005  0.134406238987724E-004 
      0.98000000 -0.233289392050281E+005  0.148578468936705E-004 
      1.00000000 -0.233289392035378E+005  0.163481710969242E-004 
      1.02000000 -0.233289392019735E+005  0.179124503355968E-004 
      1.04000000 -0.233289392003343E+005  0.195516838348385E-004 
      1.06000000 -0.233289391986193E+005  0.212666295208467E-004 
      1.08000000 -0.233289391968278E+005  0.230582185600928E-004 
      1.10000000 -0.233289391949588E+005  0.249272212530794E-004 
      1.12000000 -0.233289391930114E+005  0.268745285497858E-004 
      1.14000000 -0.233289391909850E+005  0.289009819029699E-004 
      1.16000000 -0.233289391888785E+005  0.310074475140003E-004 
      1.18000000 -0.233289391866911E+005  0.331948256135851E-004 
      1.20000000 -0.233289391844219E+005  0.354640288067376E-004 
      1.22000000 -0.233289391820699E+005  0.378160563186080E-004 
      1.24000000 -0.233289391796341E+005  0.402519197486518E-004 
      1.26000000 -0.233289391771133E+005  0.427726585385112E-004 
      1.28000000 -0.233289391745066E+005  0.453793863756602E-004 
      1.30000000 -0.233289391718127E+005  0.480732664447936E-004 
      1.32000000 -0.233289391690305E+005  0.508554681177592E-004 
      1.34000000 -0.233289391661587E+005  0.537272566672701E-004 
      1.36000000 -0.233289391631961E+005  0.566898726174294E-004 
      1.38000000 -0.233289391601413E+005  0.597446523932057E-004 
      1.40000000 -0.233289391569930E+005  0.628929324195677E-004 
      1.42000000 -0.233289391537499E+005  0.661360584022129E-004 
      1.44000000 -0.233289391504106E+005  0.694754069826022E-004 
      1.46000000 -0.233289391469736E+005  0.729123424278910E-004 
      1.48000000 -0.233289391434378E+005  0.764482197245060E-004 
      1.50000000 -0.233289391398016E+005  0.800843691102631E-004 
      1.52000000 -0.233289391360638E+005  0.838221455715890E-004 
      1.54000000 -0.233289391322232E+005  0.876627741647049E-004 
      1.56000000 -0.233289391282785E+005  0.916074954137137E-004 
      1.58000000 -0.233289391242286E+005  0.956573889767497E-004 
      1.60000000 -0.233289391200724E+005  0.998135345119475E-004 
      1.62000000 -0.233289391158090E+005  0.104076959086644E-003 
      1.64000000 -0.233289391114375E+005  0.108448467030681E-003 
      1.66000000 -0.233289391069572E+005  0.112928794615223E-003 
      1.68000000 -0.233289391023674E+005  0.117518541994074E-003 
      1.70000000 -0.233289390976677E+005  0.122218231981633E-003 
      1.72000000 -0.233289390928578E+005  0.127028152280496E-003 
      1.74000000 -0.233289390879375E+005  0.131948451382327E-003 
      1.76000000 -0.233289390829069E+005  0.136979123099972E-003 
      1.78000000 -0.233289390777660E+005  0.142119953976668E-003 
      1.80000000 -0.233289390725154E+005  0.147370563502525E-003 
      1.82000000 -0.233289390671556E+005  0.152730357710892E-003 
      1.84000000 -0.233289390616874E+005  0.158198587956300E-003 
      1.86000000 -0.233289390561117E+005  0.163774242639294E-003 
      1.88000000 -0.233289390504298E+005  0.169456180230212E-003 
      1.90000000 -0.233289390446430E+005  0.175242962216068E-003 
      1.92000000 -0.233289390387529E+005  0.181133044902280E-003 
      1.94000000 -0.233289390327613E+005  0.187124640201738E-003 
      1.96000000 -0.233289390266702E+005  0.193215762038445E-003 
      1.98000000 -0.233289390204818E+005  0.199404213973217E-003 
      2.00000000 -0.233289390141983E+005  0.205687644888054E-003 
      2.02000000 -0.233289390078224E+005  0.212063561360445E-003 
      2.04000000 -0.233289390013568E+005  0.218529185358858E-003 
      2.06000000 -0.233289389948043E+005  0.225081701728845E-003 
      2.08000000 -0.233289389881679E+005  0.231718078765616E-003 
      2.10000000 -0.233289389814508E+005  0.238435154834175E-003 
      2.12000000 -0.233289389746563E+005  0.245229625995017E-003 
      2.14000000 -0.233289389677879E+005  0.252098083127041E-003 
      2.16000000 -0.233289389608489E+005  0.259037079986231E-003 
      2.18000000 -0.233289389538430E+005  0.266042932123194E-003 
      2.20000000 -0.233289389467739E+005  0.273112054082978E-003 
      2.22000000 -0.233289389396454E+005  0.280240560333732E-003 
      2.24000000 -0.233289389324612E+005  0.287424778800367E-003 
      2.26000000 -0.233289389252252E+005  0.294660749705198E-003 
      2.28000000 -0.233289389179413E+005  0.301944655575051E-003 
      2.30000000 -0.233289389106134E+005  0.309272527351513E-003 
      2.32000000 -0.233289389032456E+005  0.316640423818355E-003 
      2.34000000 -0.233289388958415E+005  0.324044462537302E-003 
      2.36000000 -0.233289388884054E+005  0.331480606391259E-003 
      2.38000000 -0.233289388809410E+005  0.338944951286917E-003 
      2.40000000 -0.233289388734524E+005  0.346433568382353E-003 
      2.42000000 -0.233289388659435E+005  0.353942445309084E-003 
      2.44000000 -0.233289388584182E+005  0.361467804810429E-003 
      2.46000000 -0.233289388508803E+005  0.369005653079364E-003 
      2.48000000 -0.233289388433339E+005  0.376552113864763E-003 
      2.50000000 -0.233289388357826E+005  0.384103351131994E-003 
      2.52000000 -0.233289388282305E+005  0.391655497910663E-003 
      2.54000000 -0.233289388206813E+005  0.399204687230373E-003 
      2.56000000 -0.233289388131388E+005  0.406747151115171E-003 
      2.58000000 -0.233289388056070E+005  0.414278976191018E-003 
      2.60000000 -0.233289387980896E+005  0.421796379014077E-003 
      2.62000000 -0.233289387905905E+005  0.429295477146073E-003 
      2.64000000 -0.233289387831135E+005  0.436772443833101E-003 
      2.66000000 -0.233289387756626E+005  0.444223378075427E-003 
      2.68000000 -0.233289387682416E+005  0.451644385060469E-003 
      2.70000000 -0.233289387608545E+005  0.459031517384846E-003 
      2.72000000 -0.233289387535052E+005  0.466380796709417E-003 
      2.74000000 -0.233289387461977E+005  0.473688250882190E-003 
      2.76000000 -0.233289387389362E+005  0.480949728323750E-003 
      2.78000000 -0.233289387317248E+005  0.488161182636274E-003 
      2.80000000 -0.233289387245676E+005  0.495318381807362E-003 
      2.82000000 -0.233289387174688E+005  0.502417130947529E-003 
      2.84000000 -0.233289387104328E+005  0.509453123798541E-003 
      2.86000000 -0.233289387034639E+005  0.516422029353558E-003 
      2.88000000 -0.233289386965666E+005  0.523319377394800E-003 
      2.90000000 -0.233289386897453E+005  0.530140716265950E-003 
      2.92000000 -0.233289386830045E+005  0.536881479848363E-003 
      2.94000000 -0.233289386763489E+005  0.543537102023398E-003 
      2.96000000 -0.233289386697831E+005  0.550102908397240E-003 
      2.98000000 -0.233289386633118E+005  0.556574150330244E-003 
      3.00000000 -0.233289386569398E+005  0.562946156522171E-003 
      3.02000000 -0.233289386506719E+005  0.569214094806816E-003 
      3.04000000 -0.233289386445128E+005  0.575373167047312E-003 
      3.06000000 -0.233289386384675E+005  0.581418507048113E-003 
      3.08000000 -0.233289386325407E+005  0.587345298110895E-003 
      3.10000000 -0.233289386267373E+005  0.593148686414418E-003 
      3.12000000 -0.233289386210621E+005  0.598823858353932E-003 
      3.14000000 -0.233289386155200E+005  0.604365981763233E-003 
      3.16000000 -0.233289386101156E+005  0.609770397716387E-003 
      3.18000000 -0.233289386048536E+005  0.615032357573749E-003 
      3.20000000 -0.233289385997388E+005  0.620147168380047E-003 
      3.22000000 -0.233289385947760E+005  0.625110013436957E-003 
      3.24000000 -0.233289385899698E+005  0.629916122449798E-003 
      3.26000000 -0.233289385853250E+005  0.634561006639336E-003 
      3.28000000 -0.233289385808439E+005  0.639042092150075E-003 
      3.30000000 -0.233289385765230E+005  0.643362982998424E-003 
      3.32000000 -0.233289385723439E+005  0.647542110712076E-003 
      3.34000000 -0.233289385682565E+005  0.651629507700796E-003 
      3.36000000 -0.233289385641508E+005  0.655735218661308E-003 
      3.38000000 -0.233289385598115E+005  0.660074516288739E-003 
      3.40000000 -0.233289385548511E+005  0.665034874110290E-003 
      3.42000000 -0.233289385486153E+005  0.671270660856279E-003 
      3.44000000 -0.233289385400551E+005  0.679830846384058E-003 
      3.46000000 -0.233289385275623E+005  0.692323712961821E-003 
      3.48000000 -0.233289385087645E+005  0.711121439657565E-003 
      3.50000000 -0.233289384802807E+005  0.739605252794274E-003 
      3.52000000 -0.233289384374384E+005  0.782447612700769E-003 
      3.54000000 -0.233289383739604E+005  0.845925623928321E-003 
      3.56000000 -0.233289382816316E+005  0.938254405221652E-003 
      3.58000000 -0.233289381499607E+005  0.106992526690754E-002 
      3.60000000 -0.233289379658571E+005  0.125402883494104E-002 
      3.62000000 -0.233289377133472E+005  0.150653874422804E-002 
      3.64000000 -0.233289373733579E+005  0.184652805285002E-002 
      3.66000000 -0.233289369235977E+005  0.229628828597429E-002 
      3.68000000 -0.233289363385680E+005  0.288131798343444E-002 
      3.70000000 -0.233289355897349E+005  0.363015112380073E-002 
      3.72000000 -0.233289346458922E+005  0.457399380859032E-002 
      3.74000000 -0.233289334737395E+005  0.574614647501866E-002 
      3.76000000 -0.233289320386945E+005  0.718119148264233E-002 
      3.78000000 -0.233289303059471E+005  0.891393889060908E-002 
      3.80000000 -0.233289282417558E+005  0.109781301378126E-001 
      3.82000000 -0.233289258149676E+005  0.134049183235269E-001 
      3.84000000 -0.233289229987340E+005  0.162211519469508E-001 
      3.86000000 -0.233289197723734E+005  0.194475126206686E-001 
      3.88000000 -0.233289161233189E+005  0.230965670951413E-001 
      3.90000000 -0.233289120490690E+005  0.271708170217927E-001 
      3.92000000 -0.233289075590459E+005  0.316608400291887E-001 
      3.94000000 -0.233289026762518E+005  0.365436341523609E-001 
      3.96000000 -0.233288974386002E+005  0.417812857759679E-001 
      3.98000000 -0.233288918997952E+005  0.473200908173227E-001 
      4.00000000 -0.233288861296265E+005  0.530902594600009E-001 
      4.02000000 -0.233288802135482E+005  0.590063378206671E-001 
      4.04000000 -0.233288742514220E+005  0.649684640029308E-001 
      4.06000000 -0.233288683553151E+005  0.708645709123918E-001 
      4.08000000 -0.233288626462650E+005  0.765736210206861E-001 
      4.10000000 -0.233288572499516E+005  0.819699344086827E-001 
      4.12000000 -0.233288522912486E+005  0.869286374143908E-001 
      4.14000000 -0.233288478876658E+005  0.913322202197016E-001 
      4.16000000 -0.233288441417357E+005  0.950781503087557E-001 
      4.18000000 -0.233288411324508E+005  0.980874351716424E-001 
      4.20000000 -0.233288389058981E+005  0.100313987859211E+000 
      4.22000000 -0.233288374652987E+005  0.101754587259367E+000 
      4.24000000 -0.233288367607007E+005  0.102459185305582E+000 
      4.26000000 -0.233288366786266E+005  0.102541259394921E+000 
      4.28000000 -0.233288370320133E+005  0.102187872636351E+000 
      4.30000000 -0.233288375508216E+005  0.101669064407842E+000 
      4.32000000 -0.233288378737131E+005  0.101346172856232E+000 
      4.34000000 -0.233288375412136E+005  0.101678672393855E+000 
      4.36000000 -0.233288359907779E+005  0.103229108101249E+000 
      4.38000000 -0.233288325541665E+005  0.106665719482045E+000 
      4.40000000 -0.233288264575157E+005  0.112762370313023E+000 
      4.42000000 -0.233288168244426E+005  0.122395443405021E+000 
      4.44000000 -0.233288026824733E+005  0.136537412652500E+000 
      4.46000000 -0.233287829730081E+005  0.156246877826096E+000 
      4.48000000 -0.233287565649570E+005  0.182654928988439E+000 
      4.50000000 -0.233287222720787E+005  0.216947807305170E+000 
      4.52000000 -0.233286788739493E+005  0.260345936707328E+000 
      4.54000000 -0.233286251403744E+005  0.314079511555655E+000 
      4.56000000 -0.233285598589257E+005  0.379360960293991E+000 
      4.58000000 -0.233284818651766E+005  0.457354709350976E+000 
      4.60000000 -0.233283900750699E+005  0.549144816112158E+000 
      4.62000000 -0.233282835187521E+005  0.655701133854004E+000 
      4.64000000 -0.233281613750779E+005  0.777844808053996E+000 
      4.66000000 -0.233280230059283E+005  0.916213957659455E+000 
      4.68000000 -0.233278679893662E+005  0.107123051975762E+001 
      4.70000000 -0.233276961506389E+005  0.124306924711498E+001 
      4.72000000 -0.233275075899779E+005  0.143162990808162E+001 
      4.74000000 -0.233273027061688E+005  0.163651371720559E+001 
      4.76000000 -0.233270822148626E+005  0.185700502333070E+001 
      4.78000000 -0.233268471607013E+005  0.209205918465207E+001 
      4.80000000 -0.233265989223918E+005  0.234029749418061E+001 
      4.82000000 -0.233263392100039E+005  0.260000988209019E+001 
      4.84000000 -0.233260700539408E+005  0.286916594518650E+001 
      4.86000000 -0.233257937851944E+005  0.314543469154655E+001 
      4.88000000 -0.233255130067372E+005  0.342621314879562E+001 
      4.90000000 -0.233252305561222E+005  0.370866376380536E+001 
      4.92000000 -0.233249494596152E+005  0.398976027081262E+001 
      4.94000000 -0.233246728784532E+005  0.426634143278284E+001 
      4.96000000 -0.233244040480416E+005  0.453517184432847E+001 
      4.98000000 -0.233241462111949E+005  0.479300869104878E+001 
      5.00000000 -0.233239025467009E+005  0.503667318509484E+001 
      5.02000000 -0.233236760947308E+005  0.526312515517387E+001 
      5.04000000 -0.233234696807376E+005  0.546953914838120E+001 
      5.06000000 -0.233232858396333E+005  0.565338025270397E+001 
      5.08000000 -0.233231267420941E+005  0.581247779190848E+001 
      5.10000000 -0.233229941248552E+005  0.594509503078745E+001 
      5.12000000 -0.233228892268291E+005  0.604999305686136E+001 
      5.14000000 -0.233228127328093E+005  0.612648707668315E+001 
      5.16000000 -0.233227647263312E+005  0.617449355481372E+001 
      5.18000000 -0.233227446531569E+005  0.619456672907270E+001 
      5.20000000 -0.233227512965527E+005  0.618792333324336E+001 
      5.22000000 -0.233227827653393E+005  0.615645454664844E+001 
      5.24000000 -0.233228364953734E+005  0.610272451259310E+001 
      5.26000000 -0.233229092648865E+005  0.602995499947005E+001 
      5.28000000 -0.233229972237728E+005  0.594199611319812E+001 
      5.30000000 -0.233230959366784E+005  0.584328320755262E+001 
      5.32000000 -0.233232004394591E+005  0.573878042688942E+001 
      5.34000000 -0.233233053083275E+005  0.563391155845289E+001 
      5.36000000 -0.233234047407886E+005  0.553447909734134E+001 
      5.38000000 -0.233234926472497E+005  0.544657263623053E+001 
      5.40000000 -0.233235627520093E+005  0.537646787670393E+001 
      5.42000000 -0.233236087021521E+005  0.533051773389386E+001 
      5.44000000 -0.233236241827309E+005  0.531503715510549E+001 
      5.46000000 -0.233236030364611E+005  0.533618342487580E+001 
      5.48000000 -0.233235393860178E+005  0.539983386819881E+001 
      5.50000000 -0.233234277568912E+005  0.551146299472612E+001 
      5.52000000 -0.233232631986259E+005  0.567602126009106E+001 
      5.54000000 -0.233230414021444E+005  0.589781774160619E+001 
      5.56000000 -0.233227588107568E+005  0.618040912917203E+001 
      5.58000000 -0.233224127223545E+005  0.652649753148609E+001 
      5.60000000 -0.233220013802561E+005  0.693783962985498E+001 
      5.62000000 -0.233215240501341E+005  0.741516975186248E+001 
      5.64000000 -0.233209810805288E+005  0.795813935718377E+001 
      5.66000000 -0.233203739445616E+005  0.856527532442430E+001 
      5.68000000 -0.233197052606688E+005  0.923395921715142E+001 
      5.70000000 -0.233189787904767E+005  0.996042940930511E+001 
      5.72000000 -0.233181994123700E+005  0.107398075159747E+002 
      5.74000000 -0.233173730697541E+005  0.115661501319034E+002 
      5.76000000 -0.233165066936991E+005  0.124325261868841E+002 
      5.78000000 -0.233156081002667E+005  0.133311196192525E+002 
      5.80000000 -0.233146858636707E+005  0.142533562152659E+002 
      5.82000000 -0.233137491671455E+005  0.151900527404786E+002 
      5.84000000 -0.233128076343317E+005  0.161315855542363E+002 
      5.86000000 -0.233118711447015E+005  0.170680751845174E+002 
      5.88000000 -0.233109496373640E+005  0.179895825219668E+002 
      5.90000000 -0.233100529082334E+005  0.188863116526160E+002 
      5.92000000 -0.233091904060217E+005  0.197488138642770E+002 
      5.94000000 -0.233083710329071E+005  0.205681869788712E+002 
      5.96000000 -0.233076029557877E+005  0.213362640982302E+002 
      5.98000000 -0.233068934339798E+005  0.220457859062149E+002 
      6.00000000 -0.233062486688010E+005  0.226905510849509E+002 
      6.02000000 -0.233056736798931E+005  0.232655399928391E+002 
      6.04000000 -0.233051722122951E+005  0.237670075908797E+002 
      6.06000000 -0.233047466771821E+005  0.241925427038231E+002 
      6.08000000 -0.233043981279990E+005  0.245410918870035E+002 
      6.10000000 -0.233041262723569E+005  0.248129475290996E+002 
      6.12000000 -0.233039295186712E+005  0.250097012147704E+002 
      6.14000000 -0.233038050551931E+005  0.251341646929189E+002 
      6.16000000 -0.233037489577807E+005  0.251902621052821E+002 
      6.18000000 -0.233037563217266E+005  0.251828981594019E+002 
      6.20000000 -0.233038214120652E+005  0.251178078208014E+002 
      6.22000000 -0.233039378262487E+005  0.250013936373111E+002 
      6.24000000 -0.233040986628367E+005  0.248405570493218E+002 
      6.26000000 -0.233042966899431E+005  0.246425299428381E+002 
      6.28000000 -0.233045245076148E+005  0.244147122711648E+002 
      6.30000000 -0.233047746990430E+005  0.241645208430101E+002 
      6.32000000 -0.233050399664886E+005  0.238992533974115E+002 
      6.34000000 -0.233053132489567E+005  0.236259709292873E+002 
      6.36000000 -0.233055878199201E+005  0.233513999658386E+002 
      6.38000000 -0.233058573646392E+005  0.230818552467729E+002 
      6.40000000 -0.233061160378814E+005  0.228231820045431E+002 
      6.42000000 -0.233063585037892E+005  0.225807160968203E+002 
      6.44000000 -0.233065799605902E+005  0.223592592957852E+002 
      6.46000000 -0.233067761532736E+005  0.221630666123851E+002 
      6.48000000 -0.233069433777172E+005  0.219958421688225E+002 
      6.50000000 -0.233070784796187E+005  0.218607402672311E+002 
      6.52000000 -0.233071788513298E+005  0.217603685562076E+002 
      6.54000000 -0.233072424290704E+005  0.216967908155259E+002 
      6.56000000 -0.233072676922950E+005  0.216715275909259E+002 
      6.58000000 -0.233072536661002E+005  0.216855537857371E+002 
      6.60000000 -0.233071999266859E+005  0.217392932000479E+002 
      6.62000000 -0.233071066090235E+005  0.218326108625065E+002 
      6.64000000 -0.233069744151481E+005  0.219648047379028E+002 
      6.66000000 -0.233068046209110E+005  0.221345989749526E+002 
      6.68000000 -0.233065990786704E+005  0.223401412156037E+002 
      6.70000000 -0.233063602132516E+005  0.225790066343436E+002 
      6.72000000 -0.233060910086270E+005  0.228482112590212E+002 
      6.74000000 -0.233057949830668E+005  0.231442368191758E+002 
      6.76000000 -0.233054761510706E+005  0.234630688153769E+002 
      6.78000000 -0.233051389710205E+005  0.238002488654651E+002 
      6.80000000 -0.233047882783276E+005  0.241509415583541E+002 
      6.82000000 -0.233044292046256E+005  0.245100152603358E+002 
      6.84000000 -0.233040670844482E+005  0.248721354377340E+002 
      6.86000000 -0.233037073515271E+005  0.252318683588395E+002 
      6.88000000 -0.233033554275908E+005  0.255837922951520E+002 
      6.90000000 -0.233030166069928E+005  0.259226128931690E+002 
      6.92000000 -0.233026959409107E+005  0.262432789752354E+002 
      6.94000000 -0.233023981249756E+005  0.265410949103706E+002 
      6.96000000 -0.233021273942076E+005  0.268118256783672E+002 
      6.98000000 -0.233018874288869E+005  0.270517909990604E+002 
      7.00000000 -0.233016812746227E+005  0.272579452632476E+002 
      7.02000000 -0.233015112793530E+005  0.274279405329884E+002 
      7.04000000 -0.233013790493502E+005  0.275601705357443E+002 
      7.06000000 -0.233012854255885E+005  0.276537942975191E+002 
      7.08000000 -0.233012304810508E+005  0.277087388351553E+002 
      7.10000000 -0.233012135387737E+005  0.277256811122520E+002 
      7.12000000 -0.233012332096768E+005  0.277060102091352E+002 
      7.14000000 -0.233012874485316E+005  0.276517713543356E+002 
      7.16000000 -0.233013736258419E+005  0.275655940440842E+002 
      7.18000000 -0.233014886128811E+005  0.274506070048272E+002 
      7.20000000 -0.233016288768219E+005  0.273103430640559E+002 
      7.22000000 -0.233017905826259E+005  0.271486372600482E+002 
      7.24000000 -0.233019696982915E+005  0.269695215944798E+002 
