# Concentration of excited electrons in the conduction band [1/Å^3] 
folder,both_n_ex,pump_n_ex,probe_n_ex
c333_s0.025_r18_k16_a1_i804_t9_p4d10_2d11,5.370051893301325e-05,4.9833912969316157e-05,1.5059356680900373e-06
c333_s0.050_r18_k16_a1_i804_t9_p4d10_2d11,9.015551516028656e-05,8.005627788370276e-05,6.517562398363787e-06
c333_s0.075_r18_k16_a1_i804_t9_p4d10_2d11,0.000173730667083834,0.00014622872313449568,2.2133913018279866e-05
c333_s0.100_r18_k16_a1_i804_t9_p4d10_2d11,0.00038363711324134066,0.00030383366061643844,7.460036517595895e-05
c333_s0.125_r18_k16_a1_i804_t9_p4d10_2d11,0.0008556970069398186,0.0005726608601592605,0.00032630600633957513
c333_s0.150_r18_k16_a1_i804_t9_p4d10_2d11,0.001740817262624241,0.0009800621833878534,0.0009392463555660603
c333_s0.175_r18_k16_a1_i804_t9_p4d10_2d11,0.002783253553888106,0.0014392078223288162,0.0017505837381727352
c333_s0.200_r18_k16_a1_i804_t9_p4d10_2d11,0.0048540042170754204,0.0022409493318832963,0.003479497154354602
