# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000 -0.415765218226701E-003  0.643368565604492E-003  0.113073992220059E-001 -0.332789330398742E-003 -0.447009963608623E-003  0.190543331416044E-002  0.849023889482510E+001  0.110610539760511E+002 -0.418864432165520E+002 -0.935781446161666E+001  0.144805852039324E+002  0.254500711758106E+003
      0.02000000 -0.375402610801329E-003  0.727210250241186E-003  0.954371147507661E-002 -0.675276601249565E-003 -0.904526667414535E-003  0.315264155745462E-002  0.859937684508155E+001  0.111792939358318E+002 -0.344789595970439E+002 -0.422467756594523E+001  0.818382382413756E+001  0.107402299836289E+003
      0.03000000 -0.290965305811340E-003  0.893882150513940E-003  0.717867876062936E-002 -0.103003212730871E-002 -0.136979418416940E-002  0.329768554154530E-002  0.872779853813517E+001  0.112768575982463E+002 -0.237408297581630E+002 -0.218296226426637E+001  0.670633564999125E+001  0.538579154585020E+002
      0.04000000 -0.142779914883363E-003  0.117062276356182E-002  0.486391670820301E-002 -0.138494324855137E-002 -0.181546745043215E-002  0.224897069171859E-002  0.879288489732792E+001  0.112153852808491E+002 -0.116546483087728E+002 -0.803402914523868E+000  0.658693304882436E+001  0.273685893605121E+002
      0.05000000  0.809761794309899E-004  0.156759614071092E-002  0.316885210853003E-002 -0.170875907500019E-002 -0.218598670862521E-002  0.279347260687524E-003  0.869196156025567E+001  0.108401968890630E+002 -0.257478846847334E+000  0.364513446390605E+000  0.705651805030047E+001  0.142645554692638E+002
      0.06000000  0.367175855260093E-003  0.205352691660684E-002  0.239164633879392E-002 -0.195679440678352E-002 -0.241006601414402E-002 -0.209276278457531E-002  0.834040839856280E+001  0.100407396658461E+002  0.885045862091721E+001  0.137736530846433E+001  0.770327540444735E+001  0.897164301513514E+001
      0.07000000  0.665002149080560E-003  0.254083502982771E-002  0.247519692125124E-002 -0.209177025252590E-002 -0.243344654555204E-002 -0.430994842887068E-002  0.772577319442589E+001  0.882438201632257E+001  0.148579920893571E+002  0.213821456879441E+001  0.816967356450248E+001  0.795862408109802E+001
      0.08000000  0.890984850121014E-003  0.289721583187453E-002  0.306155448068522E-002 -0.211565806378371E-002 -0.226386535997029E-002 -0.599214710614538E-002  0.695225825694133E+001  0.736922927771573E+001  0.178584932035630E+002  0.250672451362850E+001  0.815111721152842E+001  0.861347268194341E+001
      0.09000000  0.960395386669931E-003  0.299267800633175E-002  0.366572088030295E-002 -0.209680294761457E-002 -0.200614587151454E-002 -0.707777566056268E-002  0.624374283213561E+001  0.601702510764811E+001  0.187002972214258E+002  0.240178335813380E+001  0.748417196877990E+001  0.916733621181070E+001
      0.10000000  0.839372197519258E-003  0.277206794584224E-002  0.390133653130081E-002 -0.217091583128343E-002 -0.185977999223197E-002 -0.783062601427073E-002  0.588617774415647E+001  0.518589033997649E+001  0.186247415963254E+002  0.188921269608027E+001  0.623921780249598E+001  0.878091331640294E+001
