t,j,j_drude,delta
0.0,4.5108172910201215e-06,0.0025767575145513324,-0.0025722466972603122
0.0019999999999997797,2.344884143843989e-05,0.0025873777785626064,-0.0025639289371241665
0.0039999999999995595,4.254854847424985e-05,0.002597996164040621,-0.002555447615566371
0.006000000000000227,6.180846330647001e-05,0.0026086126409175514,-0.0025468041776110814
0.008000000000000007,8.122710511318e-05,0.002619227179092042,-0.002538000073978862
0.009999999999999787,0.00010080298765297036,0.002629839748429114,-0.0025290367607761436
0.011999999999999567,0.00012053461960470982,0.0026404503187599914,-0.0025199156991552816
0.014000000000000234,0.00014042050492342993,0.0026510588598821277,-0.002510638354958698
0.016000000000000014,0.00016045914319501005,0.002661665341558981,-0.002501206198363971
0.017999999999999794,0.00018064902997104015,0.002672269733519968,-0.002491620703548928
0.019999999999999574,0.0002009886570697901,0.002682872005460352,-0.002481883348390562
0.02200000000000024,0.00022147651283551013,0.0026934721270411455,-0.0024719956142056354
0.02400000000000002,0.00024211108235829004,0.0027040700678890323,-0.0024619589855307423
0.0259999999999998,0.0002628908476659999,0.0027146657975962046,-0.0024517749499302047
0.02799999999999958,0.00028381428790647976,0.0027252592857203374,-0.0024414449978138577
0.03000000000000025,0.00030487987954167005,0.0027358505017844588,-0.0024309706222427887
0.03200000000000003,0.0003260860965722703,0.0027464394152768305,-0.0024203533187045602
0.03399999999999981,0.00034743141080433027,0.0027570259956509096,-0.0024095945848465793
0.03599999999999959,0.0003689142921581702,0.0027676102123251993,-0.002398695920167029
0.038000000000000256,0.00039053320900869987,0.0027781920346831857,-0.0023876588256744858
0.040000000000000036,0.00041228662853756964,0.002788771432073208,-0.0023764848035356385
0.041999999999999815,0.0004341730170742998,0.0027993483738084383,-0.0023651753567341385
0.043999999999999595,0.00045619084040651,0.0028099228291666974,-0.0023537319887601874
0.04600000000000026,0.00047833856404841,0.002820494767390427,-0.002342156203342017
0.04800000000000004,0.0005006146534685396,0.002831064157686593,-0.0023304495042180532
0.04999999999999982,0.0005230175742894001,0.0028416309692265614,-0.0023186133949371613
0.0519999999999996,0.0005455457924792599,0.0028521951711460635,-0.0023066493786668037
0.05400000000000027,0.0005681977745576501,0.002862756732545059,-0.002294558957987409
0.05600000000000005,0.0005909719878302699,0.002873315622487675,-0.0022823436346574052
0.05799999999999983,0.0006138669006585601,0.0028838718100021006,-0.0022700049093435405
0.05999999999999961,0.0006368809827564702,0.002894425264080545,-0.002257544281324075
0.06200000000000028,0.00066001270549681,0.002904975953679094,-0.002244963248182284
0.06400000000000006,0.0006832605422050302,0.002915523847717682,-0.0022322633055126516
0.06599999999999984,0.0007066229684212903,0.0029260689150799814,-0.002219445946658691
0.06799999999999962,0.0007300984621211701,0.002936611124613311,-0.002206512662492141
0.07000000000000028,0.0007536855038986,0.002947150445128606,-0.002193464941230006
0.07200000000000006,0.0007773825771274002,0.0029576868454002777,-0.0021803042682728775
0.07399999999999984,0.0008011881681258197,0.00296822029416617,-0.00216703212604035
0.07599999999999962,0.0008251007663477301,0.002978750760127485,-0.0021536499937797548
0.07800000000000029,0.0008491188646168901,0.0029892782119486944,-0.0021401593473318044
0.08000000000000007,0.0008732409594057401,0.0029998026182574762,-0.002126561658851736
0.08199999999999985,0.0008974655511455299,0.0030103239476446325,-0.0021128583964991027
0.08399999999999963,0.00092179114454246,0.003020842168664015,-0.0020990510241215552
0.0860000000000003,0.00094621624887096,0.0030313572498324717,-0.0020851410009615117
0.08800000000000008,0.0009707393782203001,0.003041869159629744,-0.0020711297814094438
0.08999999999999986,0.0009953590516836698,0.003052377866498471,-0.002057018814814801
0.09199999999999964,0.00102007379349551,0.003062883338844015,-0.002042809545348505
0.0940000000000003,0.0010448821331369299,0.0030733855450344747,-0.002028503411897545
0.09600000000000009,0.0010697826054369398,0.003083884453400596,-0.0020141018479636562
0.09799999999999986,0.00109477375069584,0.003094380032235714,-0.001999606281539874
0.09999999999999964,0.00111985411484733,0.003104872249795674,-0.001985018134948344
0.10200000000000031,0.00114502224966106,0.0031153610742987955,-0.0019703388246377356
0.10400000000000009,0.0011702767129733401,0.0031258464739257834,-0.0019555697609524433
0.10599999999999987,0.00119561606892423,0.0031363284168196923,-0.0019407123478954623
0.10799999999999965,0.0012210388881783302,0.0031468068710858816,-0.0019257679829075515
0.11000000000000032,0.00124654374811371,0.0031572818047919085,-0.0019107380566781985
0.1120000000000001,0.00127212923297581,0.0031677531859675184,-0.0018956239529917085
0.11399999999999988,0.00129779393400613,0.003178220982604584,-0.0018804270485984539
0.11599999999999966,0.0013235364495638399,0.0031886851626570347,-0.0018651487130931948
0.11800000000000033,0.0013493553852595604,0.0031991456940408214,-0.001849790308781261
0.1200000000000001,0.0013752493541137898,0.003209602544633882,-0.0018343531905200923
0.12199999999999989,0.0014012169767392002,0.0032200556822760597,-0.0018188387055368595
0.12399999999999967,0.00142725688153394,0.0032305050747690545,-0.0018032481932351145
0.12600000000000033,0.00145336770486375,0.003240950689876451,-0.001787582985012701
0.1280000000000001,0.0014795480912110199,0.003251392495323578,-0.001771844404112558
0.1299999999999999,0.0015057966932772201,0.0032618304587975337,-0.0017560337655203135
0.13199999999999967,0.00153211217204061,0.0032722645479470974,-0.0017401523759064874
