# Units: Time [fs], Current Jm [1/fs*Angstrom^2]
time,fid_signal,fid_exp_fit
15.002,-0.005555696743008763,0.003941025738205265
15.012,-0.005295681833533182,0.003930288666793391
15.022,-0.0050221396277530085,0.003919580847842731
15.032,-0.004735976653562356,0.00390890220165684
15.042,-0.004438153672936295,0.0038982526487563933
15.052,-0.0041296800204325525,0.0038876321098785995
15.062,-0.0038116194065097504,0.0038770405059766247
15.072,-0.00348508118613155,0.0038664777582189795
15.082,-0.0031512081768847846,0.003855943787988955
15.092,-0.0028111763641153475,0.003845438516884032
15.102,-0.0024661918369758215,0.00383496186671528
15.112,-0.0021181579903846856,0.003824513759506804
15.122,-0.0017676336785121148,0.0038140941174951387
15.132,-0.0014158684299680317,0.0038037028631286818
15.142,-0.0010641160005893861,0.0037933399190671234
15.152,-0.0007136198196415701,0.003783005208180851
15.162,-0.0003656108108768927,0.0037726986535503953
15.172,-2.1305315348836562e-05,0.003762420178465851
15.182,0.00031810690116597937,0.0037521697064262904
15.192,0.0006514716950120946,0.0037419471611392246
15.202,0.0009776738281580609,0.0037317524665200067
15.212,0.0012950015067526022,0.0037215855466912794
15.222,0.0016030808622386735,0.003711446325982417
15.232,0.001900955468698925,0.003701334728928938
15.242,0.0021877309462236785,0.003691250680271975
15.252,0.002462581732353599,0.0036811941049576928
15.262,0.002724761053838391,0.003671164928136728
15.272,0.002973595880894702,0.003661163075163652
15.282,0.0032084874568283238,0.003651188471596395
15.292,0.0034289243636104953,0.003641241043195697
15.302,0.003634477867596726,0.00363132071592457
15.312,0.0038241889724725292,0.0036214274159477207
15.322,0.003998397496937332,0.0036115610696310285
15.332,0.004156917245615158,0.0036017216035409724
15.342,0.0042996362948240895,0.003591908944444105
15.352,0.004426517437401554,0.0035821230193064982
15.362,0.004537598011721187,0.0035723637552931954
15.372,0.004632978867251199,0.0035626310797676726
15.382,0.004712820114775242,0.003552924920291309
15.392,0.004777343766192646,0.0035432452046228274
15.402,0.004826824686883139,0.003533591860717777
15.412,0.004861006761353543,0.0035239648167279774
15.422,0.004880826564512594,0.0035143640010010017
15.432,0.004886683759838644,0.0035047893420796362
15.442,0.004879011964265087,0.0034952407687013423
15.452,0.004858272273139098,0.0034857182097977296
15.462,0.00482494712517629,0.00347622159449404
15.472,0.004779540440970761,0.003466750852108596
15.482,0.004722575832878122,0.003457305912152301
15.492,0.004654586722732036,0.0034478867043280874
15.502,0.004576113226439878,0.0034384931585304183
15.512,0.004487162857815194,0.0034291252048447535
15.522,0.00438883925410454,0.003419782773547026
15.532,0.004281698313011097,0.003410465795103126
15.542,0.004166294329056522,0.0034011742001683947
15.552,0.004043185781780218,0.003391907919587086
15.562,0.003912928547495484,0.0033826668843918773
15.572,0.00377606697654299,0.0033734510258033295
15.582,0.0036331383201796477,0.003364260275229398
15.592,0.003484675205031944,0.0033550945642649137
15.602,0.00333119875325387,0.003345953824691066
15.612,0.0031727001270896826,0.003336837988474903
15.622,0.0030101890230938844,0.0033277469877688324
15.632,0.0028441469354155164,0.0033186807549100963
15.642,0.0026750388214912485,0.0033096392224202928
15.652,0.00250331367381349,0.003300622323004847
15.662,0.002329404249128384,0.0032916299895525336
15.672,0.0021537249095302264,0.003282662155134967
15.682,0.001976675236420298,0.003273718753006099
15.692,0.0017986394308677604,0.003264799716601725
15.702,0.0016199831286524626,0.0032559049795390007
15.712,0.001440570054457915,0.003247034475615924
15.722,0.001261228338217427,0.0032381881388108703
15.732,0.0010822856854827592,0.003229365903282072
15.742,0.0009040579032180533,0.0032205677033671537
15.752,0.0007268513333099358,0.003211793473582633
15.762,0.0005509672202679481,0.003203043148623427
15.772,0.0003767020436922905,0.003194316663362371
15.782,0.0002043447434195828,0.003185613952849745
15.792,3.4182231162475235e-05,0.00317693495231277
15.802,-0.00013349826008390245,0.0031682795971551456
15.812,-0.00029887383345182693,0.0031596478229565486
15.822,-0.00046120055777851146,0.0031510395654721778
15.832,-0.0006201983226745244,0.0031424547606322497
15.842,-0.0007755865314459489,0.0031338933445415476
15.852,-0.0009270880565427743,0.0031253552534789212
15.862,-0.0010744339544933787,0.0031168404238968357
15.872,-0.0012173608162127081,0.0031083487924208762
15.882,-0.0013556120785369564,0.0030998802958492984
15.892,-0.001488945199715915,0.0030914348711525365
15.902,-0.0016171326388010475,0.0030830124554727554
15.912,-0.001740398353587583,0.003074612986123361
15.922,-0.0018581136685413007,0.0030662364005885558
15.932,-0.0019701113409275155,0.003057882636522852
15.942,-0.0020762471124234744,0.003049551631750629
15.952,-0.002176402175418019,0.0030412433242656477
15.962,-0.002270488113981343,0.003032957652230613
15.972,-0.0023584522209425768,0.0030246945539766914
15.982,-0.0024402676980772673,0.00301645396800307
15.992,-0.002515933094283272,0.0030082358329764844
16.002,-0.0025854871174087277,0.003000040087730776
16.012,-0.0026494157301977556,0.0029918666712664193
16.022,-0.0027073988698542674,0.002983715522750091
16.032,-0.0027595568989905537,0.002975586581514191
16.042,-0.0028060412833315704,0.0029674797870564134
16.052,-0.0028470271346127994,0.002959395079039287
16.062,-0.0028827080508735765,0.002951332397289718
16.072,-0.002913294491914165,0.002943291681798563
16.082,-0.0029390108896885916,0.0029352728727201527
16.092,-0.002960096617107061,0.00292727591037188
16.102,-0.0029767998379564477,0.0029193007352337273
16.112,-0.0029897631511196666,0.002911347287947845
16.122,-0.0029988501671063227,0.002903415509318092
16.132,-0.0030043169574947588,0.0028955053403096082
16.142,-0.0030064166230846677,0.002887616722048372
16.152,-0.0030053986677279244,0.0028797495958207513
16.162,-0.003001504981179433,0.002871903903073087
16.172,-0.0029949688845632896,0.0028640795854112354
16.182,-0.002986016294052698,0.0028562765846001526
16.192,-0.002974858983147894,0.0028484948425634435
16.202,-0.002961693342368621,0.002840734301382946
16.212,-0.0029470766121379357,0.0028329949032982918
16.222,-0.002930806637946438,0.0028252765907064723
16.232,-0.002913032590535072,0.002817579306161417
16.242,-0.0028938891762460344,0.002809902992373561
16.252,-0.002873489701333749,0.002802247592209428
16.262,-0.0028519250354798915,0.00279461304869119
16.272,-0.002829266653096796,0.0027869993049962597
16.282,-0.0028055650204533676,0.00277940630445685
16.292,-0.0027808460037369504,0.002771833990559568
16.302,-0.0027551080045086045,0.00276428230694499
16.312,-0.0027286789292504236,0.002756751197407231
16.322,-0.002701163211637555,0.0027492406058935454
16.332,-0.0026724873964041737,0.00274175047650389
16.342,-0.002642554163220274,0.002734280753490527
16.352,-0.0026112451669098235,0.002726831381257591
16.362,-0.0025784180956971645,0.0027194023043606926
16.372,-0.0025439095693128434,0.0027119934675064908
16.382,-0.002507537165115702,0.002704604815552287
16.392,-0.002469103331058083,0.002697236293505622
16.402,-0.002428396492426442,0.0026898878465238534
16.412,-0.0023855219058084402,0.0026825594199137593
16.422,-0.002339913012838029,0.0026752509591311197
16.432,-0.0022913336894760067,0.002667962409780325
16.442,-0.0022395458345745496,0.0026606937176139535
16.452,-0.00218430936118774,0.0026534448285323842
16.462,-0.002125389187460688,0.002646215688583388
16.472,-0.00206256601708287,0.002639006243961717
16.482,-0.0019956334039317276,0.0026318164410087217
16.492,-0.0019243938738146126,0.0026246462262119337
16.502,-0.0018486705812627653,0.002617495546204684
16.512,-0.0017686339524984685,0.002610364347765689
16.522,-0.0016838499424495057,0.0026032525778186726
16.532,-0.0015942193770573736,0.0025961601834319542
16.542,-0.0014996791942876076,0.002589087111818062
16.552,-0.0014002050690419396,0.002582033310333348
16.562,-0.0012958069294993426,0.002574998726477579
16.572,-0.001186531187340813,0.002567983307893563
16.582,-0.001072462638299789,0.002560987002366745
16.592,-0.0009537296055555771,0.002554009757824833
16.602,-0.0008305023181261662,0.0025470515223373937
16.612,-0.0007032878478801461,0.0025401122441154837
16.622,-0.0005720418768391149,0.0025331918715112466
16.632,-0.0004370602930205559,0.002526290353017544
16.642,-0.0002986776976900277,0.0025194076372675664
16.652,-0.00015727012146551271,0.00251254367303444
16.662,-1.325567374872434e-05,0.0025056984092308686
16.672,0.0001329123661450559,0.002498871794908727
16.682,0.0002807465803697541,0.002492063779258709
16.692,0.00042972441061761395,0.0024852743116099184
16.702,0.0005792946637787841,0.0024785033414295218
16.712,0.000728596305368363,0.002471750818322357
16.722,0.0008773066050068127,0.002465016692030554
16.732,0.0010248045382553815,0.0024583009124331755
16.742,0.0011704544505279416,0.002451603429545828
16.752,0.0013136071052137599,0.0024449241935203033
16.762,0.00145360594428728,0.002438263154644195
16.772,0.0015897939271989085,0.0024316202633405436
16.782,0.0017215203228857787,0.0024249954701674485
16.792,0.0018481449172715386,0.0024183887258177185
16.802,0.0019690377615739973,0.0024117999811184964
16.812,0.002083319032355554,0.0024052291870308865
16.822,0.0021906715936121897,0.0023986762946496044
16.832,0.002290545281307817,0.002392141255202598
16.842,0.002382420146026093,0.0023856240200507
16.852,0.0024658093325661697,0.0023791245406872457
16.862,0.0025402750585428553,0.0023726427687377344
16.872,0.0026054318407203528,0.0023661786559594517
16.882,0.0026609376200948205,0.0023597321542411223
16.892,0.0027065021114026254,0.0023533032156025464
16.902,0.0027418960340310932,0.0023468917921942375
16.912,0.0027666947458008595,0.0023404978362970806
16.922,0.0027810355297756386,0.0023341213003219598
16.932,0.002784862292095135,0.00232776213680942
16.942,0.002778180766689042,0.0023214202984292993
16.952,0.0027610583768800314,0.00231509573798039
16.962,0.0027336170450631284,0.0023087884083900804
16.972,0.002696037930545136,0.002302498262713999
16.982,0.002648561754258523,0.00229622525413568
16.992,0.0025914770558599113,0.0022899693359661978
17.002,0.002525125709109448,0.0022837304616438367
17.012,0.002449661955723655,0.0022775085847337225
17.022,0.0023657572769879703,0.0022713036589275043
17.032,0.002273886976523748,0.0022651156380429837
17.042,0.0021745674105434452,0.0022589444760237904
17.052,0.0020683452484059105,0.0022527901269390306
17.062,0.0019557961731755174,0.00224665254498294
17.072,0.001837523333549093,0.0022405316844745595
17.082,0.00171415192496332,0.0022344274998573736
17.092,0.001586324028631376,0.002228339945698993
17.102,0.001454693160443813,0.0022222689766907963
17.112,0.001319698548342272,0.002216214547647613
17.122,0.0011822394872093923,0.0022101766135073655
17.132,0.0010429870925086427,0.002204155129330753
17.142,0.0009026105020282717,0.0021981500503009082
17.152,0.000761778610368702,0.00219216133172306
17.162,0.000621149591689351,0.002186188929024212
17.172,0.00048136453716706123,0.0021802327977527946
17.182,0.00034305554154046036,0.002174292893578353
17.192,0.00020683775469666071,0.0021683691722912016
17.202,7.32985329347912e-05,0.002162461589802105
17.212,-5.721048654009145e-05,0.0021565701021419464
17.222,-0.0001839337407387278,0.002150694665461395
17.232,-0.00030635988476610237,0.002144835236030592
17.242,-0.0004240111694786085,0.0021389917702388105
17.252,-0.0005364467211519973,0.0021331642245941444
17.262,-0.0006432572682635834,0.002127352555723173
17.272,-0.000744070716787583,0.002121556720370649
17.282,-0.0008385604020512021,0.0021157766753991665
17.292,-0.0009264407080819185,0.002110012377788847
17.302,-0.001007465159656198,0.00210426378463702
17.312,-0.001081633180181966,0.0020985308531578932
17.322,-0.0011485852876956652,0.002092813540682251
17.332,-0.001208208779452174,0.002087111804657114
17.342,-0.001260432036217189,0.00208142560264545
17.352,-0.0013052267998306098,0.0020757548923258334
17.362,-0.001342608641569542,0.0020700996314921482
17.372,-0.0013726306393915797,0.002064459778053259
17.382,-0.0013953833694794026,0.00205883529003271
17.392,-0.001410997692170363,0.002053226125568408
17.402,-0.0014196371984092526,0.002047632242912305
17.412,-0.0014216865563490403,0.0020420536004301004
17.422,-0.001417175545807723,0.0020364901566009156
17.432,-0.0014063542500276686,0.002030941870017001
17.442,-0.0013894963872934651,0.0020254086993834112
17.452,-0.0013668923017322197,0.002019890603517713
17.462,-0.0013388529817700543,0.002014387541349672
17.472,-0.0013057080336513589,0.0020088994719209413
17.482,-0.0012677960941081525,0.0020034263543847702
17.492,-0.0012254665526100642,0.001997968148005682
17.502,-0.0011790821986438138,0.001992524812159192
17.512,-0.0011291956736170737,0.0019870963063314865
17.522,-0.00107600231645245,0.001981682590119135
17.532,-0.0010198842527069998,0.0019762836232287777
17.542,-0.0009612282685431818,0.001970899365476836
17.552,-0.0009004293475717874,0.0019655297767892095
17.562,-0.000837884470332716,0.001960174817200971
17.572,-0.0007739890723319502,0.001954834446856082
17.582,-0.0007091457859235433,0.001949508626007084
17.592,-0.0006437591941856444,0.0019441973150148137
17.602,-0.0005782287932829044,0.001938900474348094
17.612,-0.0005131259232582885,0.0019336180645834575
17.622,-0.0004486769756635066,0.001928350046404834
17.632,-0.00038527297804330366,0.0019230963806032761
17.642,-0.00032329513805669577,0.0019178570280766532
17.652,-0.00026311545788135974,0.001912631949829365
17.662,-0.00020509277805569,0.0019074211069720585
17.672,-0.000149565472071057,0.0019022244607213243
17.682,-9.685177542187407e-05,0.001897041972399424
17.692,-4.72479558882642e-05,0.0018918736034339862
17.702,-1.0190702218182673e-06,0.0018867193153577332
17.712,4.144020347275417e-05,0.001881579069808189
17.722,8.009271809314054e-05,0.0018764528285273882
17.732,0.00011477626654742609,0.0018713405533616037
