# Units: Wave vector during the probe pulse $\Delta k$ [$\pi/a$], Effective mass $m^{*}$ [$m_e$]
delta_k,effective_mass
0.08275004718678017,0.4177139388426704
0.08427103861812317,0.41771398161436524
0.08579203004946617,0.4177140267657744
0.08731302148080916,0.41771407438357033
0.08883401291215216,0.41771412455597595
0.09035500434349517,0.4177141773727643
0.09187599577483817,0.41771423292525905
0.09339698720618117,0.41771429130633403
0.09491797863752417,0.4177143526104135
0.09643897006886717,0.4177144169334719
0.09795996150021016,0.4177144843730342
0.09948095293155317,0.4177145550281758
0.10100194436289617,0.4177146289995221
0.10252293579423917,0.4177147063892491
0.10404392722558217,0.41771478730108313
0.10556491865692516,0.41771487184030076
0.10708591008826816,0.417714960113729
0.10860690151961117,0.4177150522297452
0.11012789295095417,0.4177151482982769
0.11164888438229717,0.41771524843080216
0.11316987581364016,0.4177153527403494
0.11469086724498317,0.41771546134149723
0.11621185867632616,0.41771557435037476
0.11773285010766917,0.4177156918846613
0.11925384153901217,0.4177158140635866
0.12077483297035516,0.4177159410079308
0.12229582440169817,0.4177160728400241
0.12381681583304116,0.41771620968374745
0.12533780726438415,0.4177163516645319
0.12685879869572717,0.41771649890935897
0.12837979012707018,0.41771665154676035
0.12990078155841317,0.4177168097068182
0.13142177298975616,0.4177169735211649
0.13294276442109917,0.41771714312298347
0.13446375585244216,0.4177173186470069
0.13598474728378518,0.41771750022951876
0.13750573871512817,0.41771768800835296
0.13902673014647116,0.4177178821228937
0.14054772157781417,0.4177180827140753
0.14206871300915716,0.4177182899243829
0.14358970444050018,0.4177185038978517
0.14511069587184316,0.4177187247800672
0.14663168730318615,0.4177189527181653
0.14815267873452917,0.41771918786083223
0.14967367016587216,0.4177194303583048
0.15119466159721517,0.4177196803623697
0.15271565302855816,0.41771993802636437
0.15423664445990115,0.4177202035051764
0.15575763589124417,0.41772047695524384
0.15727862732258718,0.4177207585345549
0.15879961875393017,0.41772104840264834
0.16032061018527316,0.41772134672061306
0.16184160161661615,0.41772165365108865
0.16336259304795916,0.4177219693582646
0.16488358447930218,0.41772229400788097
0.16640457591064517,0.4177226277672283
0.16792556734198816,0.4177229708051471
0.16944655877333115,0.41772332329202866
0.17096755020467416,0.4177236853998143
0.17248854163601718,0.4177240573019957
0.17400953306736017,0.4177244391736151
0.17553052449870316,0.41772483119126497
0.17705151593004614,0.41772523353308805
0.17857250736138916,0.41772564637877735
0.18009349879273218,0.41772606990957667
0.18161449022407516,0.41772650430827957
0.18313548165541815,0.4177269497592303
0.18465647308676114,0.4177274064483234
0.18617746451810416,0.41772787456300375
0.18769845594944717,0.41772835429226646
0.18921944738079016,0.41772884582665726
0.19074043881213315,0.4177293493582718
0.19226143024347617,0.41772986508075644
0.19378242167481916,0.4177303931893078
0.19530341310616217,0.41773093388067284
0.19682440453750516,0.4177314873531487
0.19834539596884815,0.41773205380658307
0.19986638740019116,0.4177326334423738
0.20138737883153418,0.4177332264634695
0.20290837026287717,0.4177338330743684
0.20442936169422016,0.4177344534811197
0.20595035312556315,0.41773508789132285
0.20747134455690616,0.4177357365141273
0.20899233598824915,0.4177363995602332
0.21051332741959217,0.41773707724189085
0.21203431885093516,0.41773776977290106
0.21355531028227817,0.4177384773686148
0.21507630171362116,0.4177392002459335
0.21659729314496415,0.41773993862330877
0.21811828457630716,0.4177406927207429
0.21963927600765015,0.41774146275978824
0.22116026743899317,0.41774224896354756
0.22268125887033616,0.41774305155667385
0.22420225030167917,0.41774387076537084
0.22572324173302216,0.4177447068173922
0.22724423316436515,0.41774555994204193
0.22876522459570817,0.4177464303701748
0.23028621602705115,0.4177473183341955
0.23180720745839417,0.41774822406805917
0.23332819888973716,0.41774914780727135
0.23484919032108015,0.41775008978888806
0.23637018175242316,0.4177510502515153
0.23789117318376615,0.4177520294353098
0.23941216461510917,0.4177530275819784
0.24093315604645216,0.4177540449347783
0.24245414747779515,0.4177550817385171
0.24397513890913816,0.4177561382395528
0.24549613034048115,0.41775721468579363
0.24701712177182417,0.4177583113266983
0.24853811320316715,0.4177594284132756
0.2500591046345102,0.41776056619808494
0.2515800960658532,0.41776172493523595
0.2531010874971962,0.41776290488038875
0.25462207892853916,0.41776410629075356
0.25614307035988215,0.41776532942509104
0.25766406179122514,0.4177665745437122
0.25918505322256813,0.4177678419084786
0.2607060446539111,0.41776913178280173
0.26222703608525416,0.41777044443164385
0.26374802751659715,0.4177717801215173
0.2652690189479402,0.41777313912048475
0.2667900103792832,0.4177745216981594
0.26831100181062617,0.4177759281257045
0.26983199324196916,0.41777735867583404
0.27135298467331215,0.41777881362281216
0.27287397610465514,0.4177802932424532
0.2743949675359981,0.417781797812122
0.27591595896734117,0.4177833276107337
0.27743695039868416,0.41778488291875393
0.27895794183002715,0.4177864640181984
0.2804789332613702,0.41778807119263334
0.2819999246927132,0.41778970472717536
0.28352091612405617,0.4177913649084912
0.28504190755539915,0.41779305202479816
0.28656289898674214,0.4177947663658638
0.28808389041808513,0.417796508223006
0.2896048818494281,0.4177982778890931
0.29112587328077116,0.4178000756585436
0.29264686471211415,0.41780190182732646
0.2941678561434572,0.41780375669296105
0.2956888475748002,0.4178056405545169
0.2972098390061432,0.4178075537126141
0.29873083043748616,0.4178094964694228
0.30025182186882915,0.4178114691286638
0.30177281330017214,0.4178134719956081
0.3032938047315151,0.4178155053770769
0.3048147961628581,0.41781756958144206
0.30633578759420116,0.41781966491862566
0.30785677902554415,0.4178217917000998
0.3093777704568872,0.4178239502388875
0.3108987618882302,0.41782614084956166
0.31241975331957317,0.4178283638482459
0.31394074475091616,0.41783061955261375
0.31546173618225914,0.41783290828188935
0.31698272761360213,0.4178352303568472
0.3185037190449451,0.4178375860998122
0.32002471047628817,0.4178399758346593
0.32154570190763115,0.417842399886814
0.32306669333897414,0.41784485858325227
0.3245876847703172,0.4178473522525
0.3261086762016602,0.417849881224634
0.32762966763300316,0.4178524458312811
0.32915065906434615,0.4178550464056184
0.33067165049568914,0.4178576832823732
0.33219264192703213,0.41786035679782385
0.3337136333583751,0.41786306728979833
0.3352346247897181,0.4178658150976752
0.3367556162210612,0.4178686005623834
0.3382766076524042,0.4178714240264023
0.3397975990837472,0.41787428583376135
0.34131859051509017,0.4178771863300406
0.34283958194643316,0.41788012586237033
0.34436057337777615,0.4178831047794312
0.34588156480911914,0.4178861234314541
0.3474025562404621,0.4178891821702204
0.3489235476718051,0.41789228134906187
0.3504445391031481,0.4178954213228604
0.3519655305344912,0.4178986024480484
0.3534865219658342,0.4179018250826086
0.3550075133971772,0.417905089586074
0.35652850482852017,0.417908396319528
0.35804949625986315,0.4179117456456043
0.35957048769120614,0.417915137928487
0.36109147912254913,0.4179185735339106
0.3626124705538921,0.4179220528291598
0.3641334619852351,0.4179255761830697
0.3656544534165782,0.41792914396602576
0.3671754448479212,0.4179327565499638
0.3686964362792642,0.41793641430837
0.37021742771060717,0.4179401176162808
0.37173841914195016,0.4179438668502829
0.37325941057329315,0.4179476623885138
0.37478040200463614,0.41795150461066066
0.3763013934359791,0.4179553938979616
0.3778223848673221,0.41795933063320473
0.3793433762986651,0.41796331520072866
0.3808643677300082,0.4179673479864221
0.3823853591613512,0.4179714293777246
0.3839063505926942,0.4179755597636254
0.38542734202403717,0.4179797395346647
0.38694833345538016,0.41798396908293256
0.38846932488672314,0.4179882488020698
0.38999031631806613,0.4179925790872673
0.3915113077494091,0.41799696033526623
0.3930322991807521,0.41800139294435845
0.3945532906120951,0.41800587731438577
0.3960742820434382,0.41801041384674054
0.3975952734747812,0.4180150029443657
0.3991162649061242,0.4180196450117539
0.40063725633746716,0.4180243404549488
0.40215824776881015,0.418029089681544
0.40367923920015314,0.4180338931006835
0.4052002306314961,0.41803875112306177
0.4067212220628391,0.4180436641609235
0.4082422134941821,0.4180486326280639
0.4097632049255252,0.41805365693982816
0.4112841963568682,0.41805873751311234
0.4128051877882112,0.4180638747663624
0.41432617921955417,0.41806906911957487
0.41584717065089716,0.4180743209942965
0.41736816208224015,0.41807963081362437
0.41888915351358313,0.41808499900220614
0.4204101449449261,0.4180904259862396
0.4219311363762691,0.4180959121934729
0.4234521278076121,0.41810145805320453
0.4249731192389552,0.41810706399628345
0.4264941106702982,0.41811273045510877
0.4280151021016412,0.41811845786363017
0.42953609353298416,0.41812424665734754
0.43105708496432715,0.418130097273311
0.43257807639567014,0.41813601015012125
0.43409906782701313,0.41814198572792927
0.4356200592583561,0.41814802444843613
0.4371410506896991,0.4181541267548938
0.4386620421210421,0.4181602930921039
0.4401830335523852,0.41816652390641884
0.4417040249837282,0.4181728196457414
0.44322501641507117,0.41817918075952454
0.44474600784641416,0.41818560769877144
0.44626699927775715,0.41819210091603604
0.44778799070910014,0.4181986608654221
0.4493089821404431,0.41820528800258433
0.4508299735717861,0.4182119827847271
0.4523509650031291,0.4182187456706057
0.4538719564344722,0.41822557712052544
0.4553929478658152,0.41823247759634213
0.4569139392971582,0.41823944756146175
0.45843493072850117,0.4182464874808409
0.45995592215984415,0.41825359782098637
0.46147691359118714,0.4182607790499551
0.46299790502253013,0.4182680316373547
0.4645188964538731,0.418275356054343
0.4660398878852161,0.41828275277362803
0.4675608793165591,0.4182902222694685
0.4690818707479022,0.4182977650176731
0.4706028621792452,0.41830538149560104
0.4721238536105882,0.41831307218216185
0.47364484504193116,0.41832083755781535
0.47516583647327415,0.4183286781045721
0.47668682790461714,0.4183365943059922
0.4782078193359601,0.4183445866471869
0.4797288107673031,0.4183526556148173
0.4812498021986461,0.41836080169709505
0.4827707936299891,0.41836902538378207
0.4842917850613322,0.41837732716619064
0.4858127764926752,0.41838570753718346
0.48733376792401817,0.4183941669911734
0.48885475935536116,0.4184027060241238
0.49037575078670415,0.41841132513354845
0.49189674221804713,0.41842002481851126
0.4934177336493901,0.4184288055796266
0.4949387250807331,0.4184376679190591
0.4964597165120761,0.41844661234052394
0.4979807079434192,0.4184556393492864
0.4995016993747622,0.4184647494521622
0.5010226908061052,0.41847394315751746
0.5025436822374482,0.4184832209752686
0.5040646736687912,0.41849258341688234
0.5055856651001341,0.4185020309953758
0.5071066565314771,0.41851156422531643
0.5086276479628201,0.418521183622822
0.5101486393941631,0.41853088970556074
0.5116696308255061,0.41854068299275093
0.5131906222568492,0.4185505640051617
0.5147116136881922,0.41856053326511194
0.5162326051195352,0.4185705912964713
0.5177535965508782,0.4185807386246596
0.5192745879822211,0.418590975776647
0.5207955794135641,0.41860130328095424
0.5223165708449071,0.41861172166765187
0.5238375622762501,0.41862223146836136
0.5253585537075931,0.41863283321625433
0.5268795451389361,0.41864352744605254
0.5284005365702792,0.4186543146940283
0.5299215280016222,0.4186651954980043
0.5314425194329652,0.41867617039735333
0.5329635108643082,0.41868723993299894
0.5344845022956511,0.4186984046474145
0.5360054937269941,0.41870966508462415
0.5375264851583371,0.4187210217902022
0.5390474765896801,0.4187324753112733
0.5405684680210231,0.4187440261965124
0.5420894594523662,0.418755674996145
0.5436104508837092,0.41876742226194674
0.5451314423150522,0.4187792685472437
0.5466524337463952,0.41879121440691214
0.5481734251777381,0.418803260397379
0.5496944166090811,0.4188154070766211
0.5512154080404241,0.41882765500416613
0.5527363994717671,0.4188400047410918
0.5542573909031101,0.4188524568500261
0.5557783823344531,0.4188650118951476
0.5572993737657962,0.418877670442185
0.5588203651971392,0.41889043305841756
0.5603413566284822,0.4189033003126747
0.5618623480598252,0.4189162727753363
0.5633833394911681,0.4189293510183324
0.5649043309225111,0.4189425356151437
0.5664253223538541,0.41895582714080093
0.5679463137851971,0.4189692261718854
0.5694673052165401,0.41898273328652863
0.5709882966478831,0.41899634906441247
0.5725092880792262,0.41901007408676927
0.5740302795105692,0.4190239089363816
0.5755512709419122,0.4190378541975821
0.5770722623732552,0.41905191045625445
0.5785932538045981,0.4190660782998321
0.5801142452359411,0.41908035831729895
0.5816352366672841,0.41909475109918937
0.5831562280986271,0.41910925723758796
0.5846772195299701,0.4191238773261298
0.5861982109613131,0.4191386119600002
0.5877192023926561,0.41915346173593476
0.5892401938239991,0.41916842725221964
0.5907611852553422,0.41918350910869107
0.5922821766866851,0.4191987079067358
0.5938031681180281,0.41921402424929094
0.5953241595493711,0.41922945874084383
0.5968451509807141,0.41924501198743236
0.5983661424120571,0.4192606845966444
0.5998871338434001,0.4192764771776186
0.6014081252747431,0.41929239034104354
0.6029291167060861,0.41930842469915847
0.6044501081374292,0.4193245808657528
0.6059710995687722,0.4193408594561664
0.6074920910001151,0.4193572610872893
0.6090130824314581,0.4193737863775621
0.6105340738628011,0.41939043594697567
0.6120550652941441,0.4194072104170711
0.6135760567254871,0.41942411041093997
0.6150970481568301,0.4194411365532241
0.6166180395881731,0.4194582894701158
0.6181390310195161,0.4194755697893576
0.6196600224508592,0.41949297814024233
0.6211810138822021,0.4195105151536134
0.6227020053135451,0.41952818146186416
0.6242229967448881,0.4195459776989388
0.6257439881762311,0.4195639045003315
0.6272649796075741,0.4195819625030868
0.6287859710389171,0.4196001523457998
0.6303069624702601,0.41961847466861574
0.6318279539016031,0.4196369301132303
0.6333489453329461,0.4196555193228895
0.6348699367642892,0.4196742429423897
0.6363909281956321,0.4196931016180774
0.6379119196269751,0.41971209599785
0.6394329110583181,0.4197312267311545
0.6409539024896611,0.4197504944689888
0.6424748939210041,0.419769899863901
0.6439958853523471,0.41978944356998943
0.6455168767836901,0.4198091262429029
0.6470378682150331,0.4198289485398405
0.6485588596463762,0.4198489111195516
0.6500798510777192,0.41986901464233617
0.6516008425090621,0.41988925977004404
0.6531218339404051,0.41990964716607593
0.6546428253717481,0.4199301774953826
0.6561638168030911,0.4199508514244652
0.6576848082344341,0.41997166962137517
0.6592057996657771,0.4199926327557144
0.6607267910971201,0.42001374149863524
0.6622477825284631,0.42003499652284
0.6637687739598062,0.42005639850258164
0.6652897653911491,0.4200779481136634
0.6668107568224921,0.42009964603343886
0.6683317482538351,0.4201214929408119
0.6698527396851781,0.4201434895162369
0.6713737311165211,0.4201656364417183
0.6728947225478641,0.4201879344008111
0.6744157139792071,0.4202103840786206
0.6759367054105501,0.4202329861618024
0.677457696841893,0.42025574133856247
0.6789786882732362,0.4202786502986573
0.6804996797045791,0.42030171373339337
0.6820206711359221,0.4203249323356277
0.6835416625672651,0.4203483067997677
0.6850626539986081,0.4203718378217712
0.6865836454299511,0.42039552609914593
0.6881046368612941,0.4204193723309505
0.6896256282926371,0.42044337721779357
0.6911466197239801,0.4204675414618343
0.6926676111553232,0.420491865766782
0.6941886025866661,0.4205163508378965
0.6957095940180091,0.4205409973819878
0.6972305854493521,0.42056580610741645
0.6987515768806951,0.4205907777240933
0.7002725683120381,0.42061591294347933
0.7017935597433811,0.42064121247858616
0.7033145511747241,0.4206666770439755
0.7048355426060671,0.42069230735575963
0.70635653403741,0.420718104131601
0.7078775254687532,0.42074406809071246
0.7093985169000961,0.4207701999538573
0.7109195083314391,0.4207965004433489
0.7124404997627821,0.4208229702830514
0.7139614911941251,0.42084961019837874
0.7154824826254681,0.4208764209162957
0.7170034740568111,0.4209034031653171
0.7185244654881541,0.4209305576755083
0.7200454569194971,0.4209578851784848
0.72156644835084,0.4209853864074127
0.7230874397821832,0.42101306209700823
0.7246084312135261,0.4210409129835379
0.7261294226448691,0.42106893980481896
0.7276504140762121,0.42109714330021847
0.7291714055075551,0.42112552421065425
0.7306923969388981,0.4211540832785943
0.7322133883702411,0.421182821248057
0.7337343798015841,0.4212117388646111
0.7352553712329271,0.42124083687537556
0.7367763626642702,0.4212701160290197
0.7382973540956131,0.42129957707576343
0.7398183455269561,0.4213292207673768
0.7413393369582991,0.4213590478571802
0.7428603283896421,0.42138905910004426
0.7443813198209851,0.4214192552523904
0.7459023112523281,0.4214496370721898
0.7474233026836711,0.42148020531896435
0.7489442941150141,0.42151096075378636
0.750465285546357,0.42154190413927817
0.7519862769777002,0.4215730362396125
0.7535072684090431,0.4216043578205127
0.7550282598403861,0.4216358696492523
0.7565492512717291,0.4216675724946551
0.7580702427030721,0.42169946712709533
0.7595912341344151,0.42173155431849746
0.7611122255657581,0.42176383484233654
0.7626332169971011,0.4217963094736377
0.7641542084284441,0.4218289789889767
0.765675199859787,0.4218618441664792
0.7671961912911301,0.4218949057858216
0.7687171827224731,0.42192816462823063
0.7702381741538161,0.4219616214764831
0.7717591655851591,0.42199527711490636
0.7732801570165021,0.42202913232937816
0.7748011484478451,0.4220631879073264
0.7763221398791881,0.4220974446377293
0.7778431313105311,0.4221319033111158
0.779364122741874,0.42216656471956476
0.7808851141732172,0.4222014296567056
0.7824061056045601,0.422236498917718
0.7839270970359031,0.42227177329933197
0.7854480884672461,0.4223072535998281
0.7869690798985891,0.422342940619037
0.7884900713299321,0.42237883515833974
0.7900110627612751,0.4224149380206678
0.7915320541926181,0.422451250010503
0.7930530456239611,0.4224877719338774
0.794574037055304,0.4225245045983735
0.7960950284866471,0.4225614488131241
0.7976160199179901,0.4225986053888123
0.7991370113493331,0.4226359751376717
0.8006580027806761,0.4226735588734861
0.8021789942120191,0.42271135741158966
0.8036999856433621,0.42274937156886694
0.8052209770747051,0.42278760216375283
0.8067419685060481,0.42282605001623247
0.8082629599373911,0.42286471594784153
0.809783951368734,0.4229036007816659
0.8113049428000771,0.4229427053423418
0.8128259342314201,0.42298203045605576
0.8143469256627631,0.4230215769505448
0.8158679170941061,0.42306134565509623
0.8173889085254491,0.42310133740054756
0.8189098999567921,0.42314155301928696
0.8204308913881351,0.4231819933452525
0.8219518828194781,0.42322265921393304
0.823472874250821,0.42326355146236755
0.8249938656821642,0.4233046709291452
0.8265148571135071,0.4233460184544059
0.8280358485448501,0.42338759487983957
0.8295568399761931,0.4234294010486866
0.8310778314075361,0.4234714378057378
0.8325988228388791,0.42351370599733407
0.8341198142702221,0.423556206471367
0.8356408057015651,0.42359894007727816
0.8371617971329081,0.42364190766605997
0.838682788564251,0.42368511009025445
0.8402037799955941,0.4237285482039547
0.8417247714269371,0.4237722228628037
