# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_both_y,Jm_both_x,En_both_z,En_both_x
0.002,0.0,3.73336887697226e-07,-1.0495272086751401e-09,-1.9222364612694499e-10,-2.9984060999687894e-09,0.0,0.0
0.022,0.0,1.05992721524563e-05,-7.7607588029176e-10,-1.98847547363277e-10,-3.6303644380495205e-07,0.0,3.695964976187917e-12
0.042,0.0,2.61634792217965e-05,-4.919862127359471e-10,2.85376774641148e-10,-1.5229911912377702e-06,0.0,6.412421325544837e-11
0.062,0.0,4.7061743362833896e-05,-3.03840953943036e-11,8.675510571636141e-10,-3.7438677134717003e-06,0.0,3.923033979048756e-10
0.082,0.0,7.32884003671915e-05,5.97082193592999e-10,1.8508696295832299e-09,-7.25758917126552e-06,-0.0,1.5044625041299798e-09
0.102,0.0,0.000104836337950704,1.7245784245031901e-09,3.87489481997623e-09,-1.22550613642509e-05,-0.0,4.399851589007262e-09
0.122,0.0,0.00014169699751098602,3.2952436535013395e-09,6.82501977809827e-09,-1.8886527808267e-05,-0.0,1.0758054706845428e-08
0.142,0.0,0.00018386037624308602,5.601914611906729e-09,1.14987511162963e-08,-2.72658699453287e-05,-0.0,2.314688742473424e-08
0.162,0.0,0.000231315029611945,8.512068529311819e-09,1.7939556845943502e-08,-3.74717330702454e-05,-0.0,4.5232551675544064e-08
0.182,0.0,0.00028404807418118,1.21597994448244e-08,2.56932466569516e-08,-4.95526820124272e-05,-0.0,8.19843474165713e-08
0.202,0.0,0.00034204519079754304,1.62399661577646e-08,3.47210884557384e-08,-6.35322811484078e-05,-0.0,1.3987193154258256e-07
0.222,0.0,0.000405290628131675,2.09672381230782e-08,4.4284238652974904e-08,-7.940770636475409e-05,-0.0,2.2704651252919247e-07
0.242,0.0,0.00047376720657083,2.5711915203595e-08,5.39313125684419e-08,-9.715050473741421e-05,-0.0,3.534993037057597e-07
0.262,0.0,0.0005474563224668469,3.02446852623721e-08,6.23328983160518e-08,-0.000116707217747028,-0.0,5.311914253628206e-07
0.282,0.0,0.0006263379527344231,3.4067109989174196e-08,6.853214858239349e-08,-0.000138001543393107,-0.0,7.741514591281379e-07
0.302,0.0,0.000710390659802945,3.64547524954982e-08,7.087405034719781e-08,-0.000160934969730095,-0.0,1.0985357417895998e-06
0.322,0.0,0.000799591596915108,3.72716193118869e-08,6.79579324979928e-08,-0.00018538967296245402,-0.0,1.5226498009000594e-06
0.342,0.0,0.000893916513776111,3.57019816037376e-08,5.79139170787635e-08,-0.000211232388470596,-0.0,2.0669312206966937e-06
0.362,0.0,0.000993339762549348,3.08489430412728e-08,3.91347257022e-08,-0.00023831677116241,-0.0,2.753897575536767e-06
0.382,0.0,0.00109783430419902,2.2448861560709504e-08,9.70851088218124e-09,-0.00026648439276186897,-0.0,3.6080524272701007e-06
0.402,0.0,0.00120737171517243,9.71781955778227e-09,-3.17307257322975e-08,-0.000295569451609264,-0.0,4.655755926852736e-06
0.422,0.0,0.0013219221944320801,-8.201290691419522e-09,-8.72198537624213e-08,-0.00032540342969535497,-0.0,5.925072766331419e-06
0.442,0.0,0.00144145457082039,-3.16192064358489e-08,-1.58116128764298e-07,-0.000355815547464266,-0.0,7.44559450654336e-06
0.462,0.0,0.00156593631077203,-6.11727104659847e-08,-2.45818637471311e-07,-0.00038663508583342796,-0.0,9.248232678422675e-06
0.482,0.0,0.0016953335263543401,-9.786031767624919e-08,-3.5203487894423e-07,-0.000417693434262902,-0.0,1.1364996324808898e-05
0.502,0.0,0.00182961098365065,-1.41631842997933e-07,-4.775761804354689e-07,-0.000448826023513064,-0.0,1.3828753170371858e-05
0.522,0.0,0.00196873211146871,-1.9326716661153e-07,-6.23458433589323e-07,-0.00047987381461942803,-0.0,1.6672981663392033e-05
0.542,0.0,0.00211265901039054,-2.53244714710501e-07,-7.90855208850534e-07,-0.0005106837745373071,-0.0,1.9931513179450753e-05
0.562,0.0,0.00226135246214289,-3.21852060105928e-07,-9.803355764574622e-07,-0.0005411093870013981,-0.0,2.36382655836143e-05
0.582,0.0,0.00241477193928998,-3.99194038405721e-07,-1.19209333267876e-06,-0.0005710104081402401,-0.0,2.782696826653386e-05
0.602,0.0,0.00257287561526484,-4.85642226729165e-07,-1.42647211469918e-06,-0.000600254637981182,-0.0,3.2530886043675586e-05
0.622,0.0,0.0027356203747144698,-5.80954052888061e-07,-1.68316434431951e-06,-0.000628719976188094,-0.0,3.778255820169468e-05
0.642,0.0,0.00290296182415331,-6.85012002858801e-07,-1.96172438683408e-06,-0.000656295678850365,-0.0,4.361355494195761e-05
0.662,0.0,0.00307485430295453,-7.97946095975105e-07,-2.2615908002125e-06,-0.000682882690095889,-0.0,5.005425667588471e-05
0.682,0.0,0.0032512508946338603,-9.19304192550663e-07,-2.58173063345774e-06,-0.0007083947793179269,-0.0,5.713364818147932e-05
0.702,0.0,0.00343210343846583,-1.0482274422825e-06,-2.92075318275087e-06,-0.000732760048756749,-0.0,6.487915828155826e-05
0.722,0.0,0.00361736254138686,-1.1845736219130399e-06,-3.27740892084368e-06,-0.000755919878364381,-0.0,7.331652259078576e-05
0.742,0.0,0.0038069775902154295,-1.32759660463641e-06,-3.65001045479785e-06,-0.000777829960375343,-0.0,8.246967785532677e-05
0.762,0.0,0.00400089676417376,-1.47662167107398e-06,-4.03632410532504e-06,-0.0007984612678284981,-0.0,9.236071096704173e-05
0.782,0.0,0.00419906704771576,-1.63093114108006e-06,-4.43472830148493e-06,-0.0008177963746017871,-0.0,0.00010300982230626715
0.802,0.0,0.00440143424362371,-1.7896636167179501e-06,-4.84288274159655e-06,-0.0008358297457736719,-0.0,0.00011443530757655643
0.822,0.0,0.0046079429864278295,-1.95187710771712e-06,-5.258369263096521e-06,-0.0008525673461280231,-0.0,0.00012665357790824189
0.842,0.0,0.00481853675611089,-2.11660960104438e-06,-5.67888303586584e-06,-0.000868026179294849,-0.0,0.00013967921183617688
0.862,0.0,0.00503315789207877,-2.2830827428262697e-06,-6.1020429289554905e-06,-0.000882233932065359,-0.0,0.0001535250418074229
0.882,0.0,0.00525174760743561,-2.45041193372199e-06,-6.52518667323241e-06,-0.0008952278936246131,-0.0,0.0001682022717408196
0.902,0.0,0.0054742460035275,-2.61729360310119e-06,-6.94575017458745e-06,-0.0009070548386159119,-0.0,0.00018372062061220533
0.922,0.0,0.00570059208475918,-2.7831441756742098e-06,-7.36111987423979e-06,-0.000917769602968561,-0.0,0.0002000884963951541
0.942,0.0,0.00593072377370227,-2.94688798071922e-06,-7.76889160380558e-06,-0.000927435165886543,-0.0,0.00021731319757831413
0.962,0.0,0.00616457792644396,-3.10736097373726e-06,-8.16645957977288e-06,-0.00093612133455368,-0.0,0.00023540113630860591
0.982,0.0,0.00640209034821361,-3.26378971504203e-06,-8.5511463736886e-06,-0.000943903641061243,-0.0,0.000254358080460614
1.002,0.0,0.00664319580927838,-3.41507046064719e-06,-8.9210339391019e-06,-0.00095086181824589,-0.0,0.0002741893956426305
1.022,0.0,0.00688782806108741,-3.56023103034915e-06,-9.27342627272497e-06,-0.0009570793821941289,-0.0,0.00029490030190844243
1.042,0.0,0.00713591985266135,-3.69843793567812e-06,-9.606176248887371e-06,-0.000962640994521166,-0.0,0.00031649611322735006
1.062,0.0,0.00738740294724655,-3.82857907507971e-06,-9.91766118242342e-06,-0.00096763237334966,-0.0,0.00033898247647125545
1.082,0.0,0.007642208139201791,-3.9500202076672405e-06,-1.0205590914502302e-05,-0.0009721385006491991,-0.0,0.00036236559171621516
1.102,0.0,0.00790026527112651,-4.06192656659309e-06,-1.04685369422381e-05,-0.0009762428939965641,-0.0,0.00038665242162513354
1.122,0.0,0.0081615032512496,-4.16337378016793e-06,-1.0705126090192098e-05,-0.00098002672782599,-0.0,0.0004118508799693779
1.142,0.0,0.00842585007099406,-4.25403298087043e-06,-1.09138709437106e-05,-0.000983567233670247,-0.0,0.0004379699876766552
1.162,0.0,0.008693232822837479,-4.3331620674561205e-06,-1.10936162718431e-05,-0.0009869384961563562,-0.0,0.00046502001816915695
1.182,0.0,0.00896357771835898,-4.40021499520481e-06,-1.1244015782545099e-05,-0.0009902109598121538,-0.0,0.0004930126368749113
1.202,0.0,0.00923681010649807,-4.45480740463878e-06,-1.1364297869800599e-05,-0.000993450026271412,-0.0,0.0005219610148268405
1.222,0.0,0.00951285449204143,-4.49698384947378e-06,-1.14539871668062e-05,-0.000996715823504862,-0.0,0.0005518798846299666
1.242,0.0,0.00979163455433255,-4.52617512322018e-06,-1.15131377071409e-05,-0.00100006252671422,-0.0,0.0005827855904922333
1.262,0.0,0.0100730731661816,-4.54248971141397e-06,-1.15417555863056e-05,-0.00100353889502734,-0.0,0.0006146960986751225
1.282,0.0,0.0103570924129246,-4.54611904425618e-06,-1.15404708259161e-05,-0.00100718664159597,-0.0,0.0006476309774664604
1.302,0.0,0.0106436136117659,-4.53710189938421e-06,-1.1509900598949001e-05,-0.00101104129538365,-0.0,0.0006816113347440887
1.322,0.0,0.0109325573312532,-4.51567415668675e-06,-1.14507914508075e-05,-0.0010151324527616198,-0.0,0.0007166597559553547
1.342,0.0,0.0112238434109562,-4.48252828629152e-06,-1.13645758471035e-05,-0.00101948315436934,-0.0,0.0007528001999155085
1.362,0.0,0.011517390981342,-4.43784651283431e-06,-1.12520806165579e-05,-0.0010241101012964302,-0.0,0.0007900578696914554
1.382,0.0,0.0118131184837591,-4.38238021634981e-06,-1.11154478266664e-05,-0.00102902378651581,-0.0,0.0008284590493121884
1.402,0.0,0.0121109436907088,-4.31670260661722e-06,-1.09562243539642e-05,-0.00103422876642211,-0.0,0.0008680309330610892
1.422,0.0,0.0124107837261978,-4.24182743419823e-06,-1.0776049572278699e-05,-0.0010397240708868698,-0.0,0.0009088014295047979
1.442,0.0,0.0127125550862675,-4.158161995646891e-06,-1.0577362525513e-05,-0.0010455024148809699,-0.0,0.0009507989301060853
1.462,0.0,0.0130161736596851,-4.06678684786809e-06,-1.0362258738945698e-05,-0.0010515509339552,-0.0,0.000994052056477595
1.482,0.0,0.0133215547488149,-3.9686009537150804e-06,-1.01325265015399e-05,-0.00105785164446518,-0.0,0.001038589386274665
1.502,0.0,0.0136286130906062,-3.86454874453393e-06,-9.89134017694539e-06,-0.00106438157086927,-0.0,0.0010844391859591805
1.522,0.0,0.0139372628777111,-3.7554826021165298e-06,-9.64047770961758e-06,-0.0010711134158229699,-0.0,0.0011316291164419762
1.542,0.0,0.0142474177797803,-3.64247094527837e-06,-9.38235849473592e-06,-0.0010780170479557,-0.0,0.0011801859702309115
1.562,0.0,0.014558990964842,-3.5264374527966202e-06,-9.119879771779269e-06,-0.00108505866538601,-0.0,0.0012301354144547254
1.582,0.0,0.0148718951208822,-3.4083127892636e-06,-8.85518809591067e-06,-0.0010922014986043198,-0.0,0.0012815016945293028
1.602,0.0,0.0151860424774314,-3.2892183967041e-06,-8.5905700493504e-06,-0.00109940640377937,-0.0,0.0013343073564469898
1.622,0.0,0.0155013448273799,-3.17002916082536e-06,-8.32883365749025e-06,-0.00110663129608541,-0.0,0.0013885729624437506
1.642,0.0,0.0158177135488568,-3.051626977293e-06,-8.07178889348047e-06,-0.0011138326795331,-0.0,0.0014443168042671292
1.662,0.0,0.0161350596271668,-2.93506587231995e-06,-7.821719923525e-06,-0.00112096659522392,-0.0,0.001501554674677728
1.682,0.0,0.0164532936769343,-2.82125428105331e-06,-7.58105252588613e-06,-0.00112798761108836,-0.0,0.0015602996407870205
1.702,0.0,0.0167723259642267,-2.7108250653958402e-06,-7.35148323964648e-06,-0.00113484985615798,-0.0,0.0016205617843928861
1.722,0.0,0.0170920664288699,-2.60470434634807e-06,-7.13478403625242e-06,-0.00114150736226486,-0.0,0.0016823479995563516
1.742,0.0,0.0174124247067571,-2.5039152378623502e-06,-6.933042182963381e-06,-0.0011479151007000698,-0.0,0.0017456618178865004
1.762,0.0,0.0177333101523038,-2.40867718073195e-06,-6.7473171273356696e-06,-0.00115402870707765,-0.0,0.0018105032617455718
1.782,0.0,0.018054631860912,-2.3200150925132998e-06,-6.57886894063159e-06,-0.00115980479429857,-0.0,0.0018768686793917573
1.802,0.0,0.0183762986915892,-2.23831759933404e-06,-6.4294679017069e-06,-0.00116520218296742,-0.0,0.001944750671671019
1.822,0.0,0.0186982192895272,-2.16390017618259e-06,-6.29977856315608e-06,-0.0011701822926972801,-0.0,0.0020141380340281435
1.842,0.0,0.0190203021088354,-2.09743872649533e-06,-6.19045040255589e-06,-0.00117470901097155,-0.0,0.0020850157541666956
1.862,0.0,0.0193424554351971,-2.03942070585321e-06,-6.10213479001013e-06,-0.0011787495168104599,-0.0,0.002157365011676604
1.882,0.0,0.0196645874087381,-1.98968089261456e-06,-6.035393090731e-06,-0.00118227409373484,-0.0,0.002231163249024077
1.902,0.0,0.0199866060467721,-1.94846010212867e-06,-5.99024870945312e-06,-0.00118525569589409,-0.0,0.0023063842031756433
1.922,0.0,0.0203084192667312,-1.91622437825253e-06,-5.9668160145172e-06,-0.00118767113295049,-0.0,0.0023829980111345433
1.942,0.0,0.0206299349089205,-1.8929214490355899e-06,-5.9649836565979795e-06,-0.00118950046615528,-0.0,0.0024609713246367673
