# Real time calculation: 
# Eall: Total energy
# Eall0: Initial total energy
# 1:Time[fs] 2:Eall[eV] 3:Eall-Eall0[eV] 
      0.00000000 -0.865026927883626E+003  0.000000000000000E+000 
      0.02000000 -0.865026927887511E+003 -0.388504848204843E-008 
      0.04000000 -0.865026927887333E+003 -0.370755454089728E-008 
      0.06000000 -0.865026927885766E+003 -0.213988474258198E-008 
      0.08000000 -0.865026927879938E+003  0.368783299188049E-008 
      0.10000000 -0.865026927864080E+003  0.195456985380604E-007 
      0.12000000 -0.865026927828276E+003  0.553495907324896E-007 
      0.14000000 -0.865026927757140E+003  0.126486184778662E-006 
      0.16000000 -0.865026927628460E+003  0.255165618491364E-006 
      0.18000000 -0.865026927411884E+003  0.471741482641157E-006 
      0.20000000 -0.865026927067648E+003  0.815977833804451E-006 
      0.22000000 -0.865026926545390E+003  0.133823548420657E-005 
      0.24000000 -0.865026925783130E+003  0.210049636217949E-005 
      0.26000000 -0.865026924706406E+003  0.317721965940741E-005 
      0.28000000 -0.865026923227643E+003  0.465598307129260E-005 
      0.30000000 -0.865026921245744E+003  0.663788138492884E-005 
      0.32000000 -0.865026918645958E+003  0.923766743017241E-005 
      0.34000000 -0.865026915299978E+003  0.125836482514869E-004 
      0.36000000 -0.865026911066291E+003  0.168173348570998E-004 
      0.38000000 -0.865026905790793E+003  0.220928325911193E-004 
      0.40000000 -0.865026899307641E+003  0.285759849862893E-004 
      0.42000000 -0.865026891440272E+003  0.364433538505470E-004 
      0.44000000 -0.865026882002585E+003  0.458810408077954E-004 
      0.46000000 -0.865026870800293E+003  0.570833327948475E-004 
      0.48000000 -0.865026857632418E+003  0.702512081540890E-004 
      0.50000000 -0.865026842292863E+003  0.855907633565722E-004 
      0.52000000 -0.865026824572068E+003  0.103311558132036E-003 
      0.54000000 -0.865026804258703E+003  0.123624922509265E-003 
      0.56000000 -0.865026781141429E+003  0.146742196474494E-003 
      0.58000000 -0.865026755010721E+003  0.172872904471358E-003 
      0.60000000 -0.865026725660689E+003  0.202222936958060E-003 
      0.62000000 -0.865026692890803E+003  0.234992823321722E-003 
      0.64000000 -0.865026656507494E+003  0.271376131822711E-003 
      0.66000000 -0.865026616325631E+003  0.311557994925474E-003 
      0.68000000 -0.865026572169807E+003  0.355713819083868E-003 
      0.70000000 -0.865026523875416E+003  0.404008209723391E-003 
      0.72000000 -0.865026471289512E+003  0.456594114030517E-003 
      0.74000000 -0.865026414271427E+003  0.513612198370465E-003 
      0.76000000 -0.865026352693098E+003  0.575190527812027E-003 
      0.78000000 -0.865026286439181E+003  0.641444444898043E-003 
      0.80000000 -0.865026215407036E+003  0.712476589560304E-003 
      0.82000000 -0.865026139506565E+003  0.788377061242281E-003 
      0.84000000 -0.865026058659747E+003  0.869223879068604E-003 
      0.86000000 -0.865025972799929E+003  0.955083696944563E-003 
      0.88000000 -0.865025881870942E+003  0.104601268387192E-002 
      0.90000000 -0.865025785826031E+003  0.114205759461632E-002 
      0.92000000 -0.865025684626539E+003  0.124325708699080E-002 
      0.94000000 -0.865025578240441E+003  0.134964318502066E-002 
      0.96000000 -0.865025466640726E+003  0.146124289949411E-002 
      0.98000000 -0.865025349803640E+003  0.157807998550031E-002 
      1.00000000 -0.865025227706894E+003  0.170017673157991E-002 
      1.02000000 -0.865025100327862E+003  0.182755576366671E-002 
      1.04000000 -0.865024967641773E+003  0.196024185270300E-002 
      1.06000000 -0.865024829620035E+003  0.209826359039115E-002 
      1.08000000 -0.865024686228647E+003  0.224165497890518E-002 
      1.10000000 -0.865024537426703E+003  0.239045692238122E-002 
      1.12000000 -0.865024383165011E+003  0.254471861428981E-002 
      1.14000000 -0.865024223384987E+003  0.270449863855570E-002 
      1.16000000 -0.865024058017668E+003  0.286986595776221E-002 
      1.18000000 -0.865023886982737E+003  0.304090088907777E-002 
      1.20000000 -0.865023710187752E+003  0.321769587378315E-002 
      1.22000000 -0.865023527527677E+003  0.340035594875172E-002 
      1.24000000 -0.865023338884626E+003  0.358899899992944E-002 
      1.26000000 -0.865023144127851E+003  0.378375577499912E-002 
      1.28000000 -0.865022943113933E+003  0.398476969254551E-002 
      1.30000000 -0.865022735687218E+003  0.419219640779443E-002 
      1.32000000 -0.865022521680432E+003  0.440620319428428E-002 
      1.34000000 -0.865022300915449E+003  0.462696817656242E-002 
      1.36000000 -0.865022073204300E+003  0.485467932564290E-002 
      1.38000000 -0.865021838350418E+003  0.508953320755822E-002 
      1.40000000 -0.865021596149930E+003  0.533173369575483E-002 
      1.42000000 -0.865021346393160E+003  0.558149046606825E-002 
      1.44000000 -0.865021088866339E+003  0.583901728655542E-002 
      1.46000000 -0.865020823353513E+003  0.610453011330182E-002 
      1.48000000 -0.865020549638516E+003  0.637824511024257E-002 
      1.50000000 -0.865020267507109E+003  0.666037651720500E-002 
      1.52000000 -0.865019976749101E+003  0.695113452510511E-002 
      1.54000000 -0.865019677160339E+003  0.725072328677794E-002 
      1.56000000 -0.865019368544714E+003  0.755933891147011E-002 
      1.58000000 -0.865019050716177E+003  0.787716744850474E-002 
      1.60000000 -0.865018723500863E+003  0.820438276276796E-002 
      1.62000000 -0.865018386739271E+003  0.854114435451092E-002 
      1.64000000 -0.865018040288252E+003  0.888759537356393E-002 
      1.66000000 -0.865017684022781E+003  0.924386084449361E-002 
      1.68000000 -0.865017317837629E+003  0.961004599645847E-002 
      1.70000000 -0.865016941649089E+003  0.998623453718661E-002 
      1.72000000 -0.865016555396529E+003  0.103724870968102E-001 
      1.74000000 -0.865016159043664E+003  0.107688399617226E-001 
      1.76000000 -0.865015752579535E+003  0.111753040904346E-001 
      1.78000000 -0.865015336019574E+003  0.115918640520909E-001 
      1.80000000 -0.865014909406263E+003  0.120184773629946E-001 
      1.82000000 -0.865014472809325E+003  0.124550743007993E-001 
      1.84000000 -0.865014026325659E+003  0.129015579668643E-001 
      1.86000000 -0.865013570079222E+003  0.133578044041001E-001 
      1.88000000 -0.865013104220465E+003  0.138236631602895E-001 
      1.90000000 -0.865012628925677E+003  0.142989579486629E-001 
      1.92000000 -0.865012144396325E+003  0.147834873009326E-001 
      1.94000000 -0.865011650857930E+003  0.152770256959654E-001 
      1.96000000 -0.865011148558660E+003  0.157793249655222E-001 
      1.98000000 -0.865010637767837E+003  0.162901157891329E-001 
      2.00000000 -0.865010118774184E+003  0.168091094413863E-001 
      2.02000000 -0.865009591883881E+003  0.173359997452339E-001 
      2.04000000 -0.865009057418366E+003  0.178704652595351E-001 
      2.06000000 -0.865008515712150E+003  0.184121714754961E-001 
      2.08000000 -0.865007967110482E+003  0.189607731442960E-001 
      2.10000000 -0.865007411967143E+003  0.195159164832908E-001 
      2.12000000 -0.865006850642252E+003  0.200772413736116E-001 
      2.14000000 -0.865006283499971E+003  0.206443836551158E-001 
      2.16000000 -0.865005710906158E+003  0.212169774679338E-001 
      2.18000000 -0.865005133226338E+003  0.217946572877524E-001 
      2.20000000 -0.865004550823797E+003  0.223770598284608E-001 
      2.22000000 -0.865003964057873E+003  0.229638257527051E-001 
      2.24000000 -0.865003373282314E+003  0.235546013118704E-001 
      2.26000000 -0.865002778843990E+003  0.241490396354252E-001 
      2.28000000 -0.865002181081649E+003  0.247468019766663E-001 
      2.30000000 -0.865001580324929E+003  0.253475586967657E-001 
      2.32000000 -0.865000976893647E+003  0.259509899787101E-001 
      2.34000000 -0.865000371097319E+003  0.265567863070957E-001 
      2.36000000 -0.864999763234832E+003  0.271646487942098E-001 
      2.38000000 -0.864999153594296E+003  0.277742893298762E-001 
      2.40000000 -0.864998542453303E+003  0.283854303225618E-001 
      2.42000000 -0.864997930079374E+003  0.289978042522577E-001 
      2.44000000 -0.864997316730815E+003  0.296111528105618E-001 
      2.46000000 -0.864996702657750E+003  0.302252258761252E-001 
      2.48000000 -0.864996088103259E+003  0.308397803669352E-001 
      2.50000000 -0.864995473304640E+003  0.314545789857734E-001 
      2.52000000 -0.864994858494913E+003  0.320693887125808E-001 
      2.54000000 -0.864994243904624E+003  0.326839790019659E-001 
      2.56000000 -0.864993629763543E+003  0.332981200825115E-001 
      2.58000000 -0.864993016302494E+003  0.339115811313711E-001 
