# Units: Time [fs], Current Jm [1/fs*Angstrom^2]
time,delta_Jm_x,delta_Jm_x_drude_fit
0.002,-7.812612663320741e-11,
0.004,-7.045591200193709e-11,
0.006,-5.0644534348527497e-11,
0.008,-2.8873040429400797e-11,
0.01,-1.2623540749977199e-11,
0.012,-7.164264578005941e-12,
0.014,-1.2035332393489699e-11,
0.016,-2.00199524384928e-11,
0.018,-2.28853361964104e-11,
0.02,-1.69290806144282e-11,
0.022,-4.036531559977509e-12,
0.024,1.0071908462994599e-11,
0.026,1.96981425321883e-11,
0.028,2.33093500060745e-11,
0.03,2.37871280768745e-11,
0.032,2.49021387127871e-11,
0.034,2.8586374381262303e-11,
0.036,3.4799003514378805e-11,
0.038,4.2256118271444106e-11,
0.04,4.91768913839732e-11,
0.042,5.42836168733806e-11,
0.044,5.74976951728511e-11,
0.046,5.96807963660773e-11,
0.048,6.16905456696933e-11,
0.05,6.356107551285321e-11,
0.052,6.4644826132726e-11,
0.054,6.475116333462921e-11,
0.056,6.48960376382282e-11,
0.058,6.642074867409089e-11,
0.06,6.941589488905429e-11,
0.062,7.24155996517674e-11,
0.064,7.36001309797697e-11,
0.066,7.20433053341404e-11,
0.068,6.80932692225846e-11,
0.07,6.316392008157921e-11,
0.072,5.91729630435599e-11,
0.074,5.74826430613011e-11,
0.076,5.7775969041825295e-11,
0.078,5.79924642055911e-11,
0.08,5.57918933344229e-11,
0.082,5.0458083373598106e-11,
0.084,4.35679837915366e-11,
0.086,3.78823057516469e-11,
0.088,3.54738498128375e-11,
0.09,3.65341908236885e-11,
0.092,3.95216235368185e-11,
0.094,4.2323911319512203e-11,
0.096,4.35680344478861e-11,
0.098,4.32157080480745e-11,
0.1,4.2137438505070204e-11,
0.102,4.1173507954526e-11,
0.104,4.05281104238026e-11,
0.106,3.98406541293074e-11,
0.108,3.8593973413144106e-11,
0.11,3.6444172067257794e-11,
0.112,3.33973780103831e-11,
0.114,2.98385731589916e-11,
0.116,2.6276219822673105e-11,
0.118,2.28595669506779e-11,
0.12,1.9150429700075502e-11,
0.122,1.45438079558572e-11,
0.124,9.01457106172264e-12,
0.126,3.40523286917187e-12,
0.128,-1.0844827477357e-12,
0.13,-3.7200077492982406e-12,
0.132,-4.64585081431558e-12,
0.134,-4.673312820701519e-12,
0.136,-4.76460539256785e-12,
0.138,-5.59518373571504e-12,
0.14,-7.33914184079847e-12,
0.142,-9.6799340576262e-12,
0.144,-1.20308118420683e-11,
0.146,-1.38694906524216e-11,
0.148,-1.49743907422244e-11,
0.15,-1.54060635265027e-11,
0.152,-1.53160304348423e-11,
0.154,-1.48149161226416e-11,
0.156,-1.40106983705297e-11,
0.158,-1.3102451316935599e-11,
0.16,-1.23615581523187e-11,
0.162,-1.1978345730802699e-11,
0.164,-1.1898434287166902e-11,
0.166,-1.17878749779064e-11,
0.168,-1.11905647198971e-11,
0.17,-9.833473853075241e-12,
0.172,-7.90497045432663e-12,
0.174,-6.05697432041325e-12,
0.176,-5.015094447381799e-12,
0.178,-5.01460192961442e-12,
0.18,-5.5193251090587e-12,
0.182,-5.51956441338802e-12,
0.184,-4.22100599395493e-12,
0.186,-1.57730312279788e-12,
0.188,1.7583526274111002e-12,
0.19,4.99648382567718e-12,
0.192,7.81502324067837e-12,
0.194,1.0533404542808001e-11,
0.196,1.3745524165878699e-11,
0.198,1.7704952682858e-11,
0.2,2.19376729405587e-11,
0.202,2.541884194161e-11,
0.204,2.72648632195383e-11,
0.206,2.74792832099866e-11,
0.208,2.71589047741162e-11,
0.21,2.7895077461764e-11,
0.212,3.07179878141883e-11,
0.214,3.5349200973263904e-11,
0.216,4.0365867937119104e-11,
0.218,4.42242592309065e-11,
0.22,4.64435237002656e-11,
0.222,4.81025634761577e-11,
0.224,5.12506755406646e-11,
0.226,5.75589255449513e-11,
0.228,6.70742608361059e-11,
0.23,7.79405021182629e-11,
0.232,8.73769036434108e-11,
0.234,9.33640966581039e-11,
0.236,9.59279197161615e-11,
0.238,9.70925621766667e-11,
0.24,9.94688672398877e-11,
0.242,1.04442889104029e-10,
0.244,1.11257875728836e-10,
0.246,1.17641184104607e-10,
0.248,1.21488859096937e-10,
0.25,1.22361332495338e-10,
0.252,1.2172807523872899e-10,
0.254,1.2184661955718702e-10,
0.256,1.24138705197908e-10,
0.258,1.28237380869953e-10,
