      0.30000000 -0.691462574966914E+004 -0.505976902563575E-002   0.515465566796823E-002  0.623097057748941E+000 -0.515465575357028E-002 
      0.32000000 -0.691462644627222E+004 -0.575637210437102E-002   0.586470111181120E-002  0.708927665150305E+000 -0.586470120623128E-002 
      0.34000000 -0.691462718766207E+004 -0.649776195162849E-002   0.662051248320954E-002  0.800290478123054E+000 -0.662051258670319E-002 
      0.36000000 -0.691462797380470E+004 -0.728390458137874E-002   0.742208138707057E-002  0.897184481864669E+000 -0.742208150001285E-002 
      0.38000000 -0.691462880466284E+004 -0.811476272066752E-002   0.826939835603304E-002  0.999608531956334E+000 -0.826939847883973E-002 
      0.40000000 -0.691462968019605E+004 -0.899029593490560E-002   0.916245277344161E-002  0.110756134505206E+001 -0.916245290659068E-002 
      0.42000000 -0.691463060036098E+004 -0.991046086298053E-002   0.101012329749823E-001  0.122104151116440E+001 -0.101012331189765E-001 
      0.44000000 -0.691463156511173E+004 -0.108752116116877E-001   0.110857264807748E-001  0.134004752171991E+001 -0.110857266361276E-001 
      0.46000000 -0.691463257440033E+004 -0.118845002174464E-001   0.121159202372773E-001  0.146457779880068E+001 -0.121159204044241E-001 
      0.48000000 -0.691463362817675E+004 -0.129382766300589E-001   0.131918007809845E-001  0.159463071493223E+001 -0.131918009603466E-001 
      0.50000000 -0.691463472638937E+004 -0.140364892571795E-001   0.143133542927903E-001  0.173020459965489E+001 -0.143133544847685E-001 
      0.52000000 -0.691463586898509E+004 -0.151790849797828E-001   0.154805665451297E-001  0.187129773313434E+001 -0.154805667500945E-001 
      0.54000000 -0.691463705590938E+004 -0.163660092627585E-001   0.166934227015931E-001  0.201790832193879E+001 -0.166934229199570E-001 
      0.56000000 -0.691463828710599E+004 -0.175972058741701E-001   0.179519070559104E-001  0.217003446748738E+001 -0.179519072880666E-001 
      0.58000000 -0.691463956251746E+004 -0.188726173477439E-001   0.192560028719560E-001  0.232767414670983E+001 -0.192560031183408E-001 
      0.60000000 -0.691464088208511E+004 -0.201921849906031E-001   0.206056923155810E-001  0.249082520380635E+001 -0.206056925767280E-001 
      0.62000000 -0.691464224574947E+004 -0.215558493565854E-001   0.220009565380693E-001  0.265948536033578E+001 -0.220009568144209E-001 
      0.64000000 -0.691464365345089E+004 -0.229635507767906E-001   0.234417759068854E-001  0.283365224310853E+001 -0.234417761989341E-001 
      0.66000000 -0.691464510512980E+004 -0.244152296867272E-001   0.249281301757269E-001  0.301332340474265E+001 -0.249281304839215E-001 
      0.68000000 -0.691464660072693E+004 -0.259108268196598E-001   0.264599985269556E-001  0.319849632879279E+001 -0.264599988517629E-001 
      0.70000000 -0.691464814018352E+004 -0.274502834069193E-001   0.280373595759555E-001  0.338916843027713E+001 -0.280373599178176E-001 
      0.72000000 -0.691464972344137E+004 -0.290335412521481E-001   0.296601913406301E-001  0.358533705199009E+001 -0.296601917000108E-001 
      0.74000000 -0.691465135044291E+004 -0.306605427954917E-001   0.313284711366321E-001  0.378699945183776E+001 -0.313284715139497E-001 
      0.76000000 -0.691465302113136E+004 -0.323312312481698E-001   0.330421754829641E-001  0.399415279142677E+001 -0.330421758786905E-001 
      0.78000000 -0.691465473545026E+004 -0.340455501408136E-001   0.348012799971008E-001  0.420679412338668E+001 -0.348012804116907E-001 
      0.80000000 -0.691465649334400E+004 -0.358034438841770E-001   0.366057593812413E-001  0.442492038970812E+001 -0.366057598151869E-001 
      0.82000000 -0.691465829475810E+004 -0.376048579872332E-001   0.384555875401385E-001  0.464852843598608E+001 -0.384555879938840E-001 
      0.84000000 -0.691466013963885E+004 -0.394497387323498E-001   0.403507377296637E-001  0.487761502937845E+001 -0.403507382036689E-001 
      0.86000000 -0.691466202793371E+004 -0.413380335991082E-001   0.422911825973569E-001  0.511217686350776E+001 -0.422911830920691E-001 
      0.88000000 -0.691466395959111E+004 -0.432696909920693E-001   0.442768941358633E-001  0.535221055283257E+001 -0.442768946517395E-001 
      0.90000000 -0.691466593456052E+004 -0.452446604047327E-001   0.463078436400049E-001  0.559771262745826E+001 -0.463078441774856E-001 
      0.92000000 -0.691466795279178E+004 -0.472628916662510E-001   0.483840016498600E-001  0.584867952625648E+001 -0.483840022094024E-001 
      0.94000000 -0.691467001423539E+004 -0.493243352794033E-001   0.505053379339079E-001  0.610510759482761E+001 -0.505053385159543E-001 
      0.96000000 -0.691467211884251E+004 -0.514289423935259E-001   0.526718215160721E-001  0.636699308876982E+001 -0.526718221210676E-001 
      0.98000000 -0.691467426656467E+004 -0.535766645500660E-001   0.548834207019331E-001  0.663433217684767E+001 -0.548834213303441E-001 
      1.00000000 -0.691467645735336E+004 -0.557674532471607E-001   0.571401030892188E-001  0.690712094226017E+001 -0.571401037414647E-001 
      1.02000000 -0.691467869116028E+004 -0.580012601677884E-001   0.594418355962966E-001  0.718535538608492E+001 -0.594418362728230E-001 
      1.04000000 -0.691468096793726E+004 -0.602780371418722E-001   0.617885844885446E-001  0.746903143046593E+001 -0.617885851898169E-001 
      1.06000000 -0.691468328763530E+004 -0.625977351849513E-001   0.641803153508530E-001  0.775814491528947E+001 -0.641803160773045E-001 
      1.08000000 -0.691468565020497E+004 -0.649603048578092E-001   0.666169930393640E-001  0.805269159235046E+001 -0.666169937914555E-001 
      1.10000000 -0.691468805559623E+004 -0.673656961156618E-001   0.690985816710235E-001  0.835266712408947E+001 -0.690985824491840E-001 
      1.12000000 -0.691469050375813E+004 -0.698138580196816E-001   0.716250446201979E-001  0.865806708318369E+001 -0.716250454248833E-001 
      1.14000000 -0.691469299463870E+004 -0.723047385885056E-001   0.741963444733832E-001  0.896888694707220E+001 -0.741963453050144E-001 
      1.16000000 -0.691469552818483E+004 -0.748382847108423E-001   0.768124430424430E-001  0.928512209955618E+001 -0.768124439014832E-001 
      1.18000000 -0.691469810434213E+004 -0.774144420194081E-001   0.794733014015965E-001  0.960676783527004E+001 -0.794733022884690E-001 
      1.20000000 -0.691470072305491E+004 -0.800331547950266E-001   0.821788799275899E-001  0.993381936453731E+001 -0.821788808427637E-001 
      1.22000000 -0.691470338426600E+004 -0.826943658892891E-001   0.849291383216351E-001  0.102662718160227E+002 -0.849291392655312E-001 
      1.24000000 -0.691470608791702E+004 -0.853980169016619E-001   0.877240356283672E-001  0.106041202390235E+002 -0.877240366014406E-001 
      1.26000000 -0.691470883394754E+004 -0.881440474223334E-001   0.905635302175131E-001  0.109473596012539E+002 -0.905635312202137E-001 
      1.28000000 -0.691471162229574E+004 -0.909323956277278E-001   0.934475797640980E-001  0.112959847864522E+002 -0.934475807968584E-001 
      1.30000000 -0.691471445289831E+004 -0.937629981954315E-001   0.963761412343509E-001  0.116499905926773E+002 -0.963761422976088E-001 
      1.32000000 -0.691471732569097E+004 -0.966357908502093E-001   0.993491708833360E-001  0.120093717320218E+002 -0.993491719775381E-001 
      1.34000000 -0.691472024060635E+004 -0.995507062340773E-001   0.102366624233789E+000  0.123741228280544E+002 -0.102366625359360E+000 
      1.36000000 -0.691472319757619E+004 -0.102507676070259E+000   0.105428456069964E+000  0.127442384150756E+002 -0.105428457227338E+000 
      1.38000000 -0.691472619653078E+004 -0.105506630668215E+000   0.108534620434088E+000  0.131197129376897E+002 -0.108534621623697E+000 
      1.40000000 -0.691472923739903E+004 -0.108547498918226E+000   0.111685070634038E+000  0.135005407517321E+002 -0.111685071856329E+000 
      1.42000000 -0.691473232010868E+004 -0.111630208563630E+000   0.114879759285901E+000  0.138867161294144E+002 -0.114879760541336E+000 
      1.44000000 -0.691473544458616E+004 -0.114754686042276E+000   0.118118638324650E+000  0.142782332606148E+002 -0.118118639613662E+000 
      1.46000000 -0.691473861075693E+004 -0.117920856815988E+000   0.121401659007885E+000  0.146750862533307E+002 -0.121401660330921E+000 
      1.48000000 -0.691474181854573E+004 -0.121128645610323E+000   0.124728771905312E+000  0.150772691324060E+002 -0.124728773262757E+000 
      1.50000000 -0.691474506787664E+004 -0.124377976525157E+000   0.128099926886086E+000  0.154847758380020E+002 -0.128099928278385E+000 
      1.52000000 -0.691474835867335E+004 -0.127668773237324E+000   0.131515073121627E+000  0.158976002259376E+002 -0.131515074549209E+000 
      1.54000000 -0.691475169085931E+004 -0.131000959192409E+000   0.134974159084450E+000  0.163157360675477E+002 -0.134974160547765E+000 
      1.56000000 -0.691475506435791E+004 -0.134374457790370E+000   0.138477132560350E+000  0.167391770511558E+002 -0.138477134059823E+000 
      1.58000000 -0.691475847909269E+004 -0.137789192571922E+000   0.142023940616080E+000  0.171679167781679E+002 -0.142023942152108E+000 
      1.60000000 -0.691476193498753E+004 -0.141245087412658E+000   0.145614529586684E+000  0.176019487615400E+002 -0.145614531159711E+000 
      1.62000000 -0.691476543196694E+004 -0.144742066829316E+000   0.149248845118897E+000  0.180412664310258E+002 -0.149248846729345E+000 
      1.64000000 -0.691476896995634E+004 -0.148280056221851E+000   0.152926832205726E+000  0.184858631373554E+002 -0.152926833854043E+000 
      1.66000000 -0.691477254888220E+004 -0.151858982086116E+000   0.156648435181651E+000  0.189357321516561E+002 -0.156648436868263E+000 
      1.68000000 -0.691477616867237E+004 -0.155478772257482E+000   0.160413597755359E+000  0.193908666694092E+002 -0.160413599480676E+000 
      1.70000000 -0.691477982925754E+004 -0.159139357425146E+000   0.164222263013060E+000  0.198512598108505E+002 -0.164222264777499E+000 
      1.72000000 -0.691478353056770E+004 -0.162840667585342E+000   0.168074373381246E+000  0.203169046164690E+002 -0.168074375185242E+000 
      1.74000000 -0.691478727253552E+004 -0.166582635407929E+000   0.171969870555329E+000  0.207877940383800E+002 -0.171969872399291E+000 
      1.76000000 -0.691479105509590E+004 -0.170365195788593E+000   0.175908695480331E+000  0.212639209379920E+002 -0.175908697364687E+000 
      1.78000000 -0.691479487818586E+004 -0.174188285743668E+000   0.179890788391131E+000  0.217452780908705E+002 -0.179890790316326E+000 
      1.80000000 -0.691479874174472E+004 -0.178051844608121E+000   0.183916088820271E+000  0.222318581876826E+002 -0.183916090786694E+000 
      1.82000000 -0.691480264571447E+004 -0.181955814357289E+000   0.187984535627100E+000  0.227236538377191E+002 -0.187984537635173E+000 
      1.84000000 -0.691480659003941E+004 -0.185900139293649E+000   0.192096067015425E+000  0.232206575710291E+002 -0.192096069065533E+000 
      1.86000000 -0.691481057466648E+004 -0.189884766369330E+000   0.196250620567830E+000  0.237228618425676E+002 -0.196250622660428E+000 
      1.88000000 -0.691481459954612E+004 -0.193909646001262E+000   0.200448133252207E+000  0.242302590329856E+002 -0.200448135387687E+000 
      1.90000000 -0.691481866462925E+004 -0.197974729133833E+000   0.204688541401226E+000  0.247428414461480E+002 -0.204688543580014E+000 
      1.92000000 -0.691482276987054E+004 -0.202079970422949E+000   0.208971780715706E+000  0.252606013095414E+002 -0.208971782938213E+000 
      1.94000000 -0.691482691522752E+004 -0.206225327399993E+000   0.213297786239275E+000  0.257835307712107E+002 -0.213297788505921E+000 
      1.96000000 -0.691483110066010E+004 -0.210410759981496E+000   0.217666492362643E+000  0.263116219002761E+002 -0.217666494673822E+000 
      1.98000000 -0.691483532613039E+004 -0.214636230272697E+000   0.222077832830021E+000  0.268448666877083E+002 -0.222077835186132E+000 
      2.00000000 -0.691483959160303E+004 -0.218901702918658E+000   0.226531740714190E+000  0.273832570433156E+002 -0.226531743115659E+000 
      2.02000000 -0.691484389704566E+004 -0.223207145546650E+000   0.231028148455692E+000  0.279267848004808E+002 -0.231028150902910E+000 
      2.04000000 -0.691484824242687E+004 -0.227552526759193E+000   0.235566987830506E+000  0.284754417122540E+002 -0.235566990323870E+000 
      2.06000000 -0.691485262771710E+004 -0.231937816985564E+000   0.240148189999496E+000  0.290292194573300E+002 -0.240148192539413E+000 
      2.08000000 -0.691485705288899E+004 -0.236362988873136E+000   0.244771685501690E+000  0.295881096392358E+002 -0.244771688088553E+000 
      2.10000000 -0.691486151791672E+004 -0.240828016602147E+000   0.249437404225769E+000  0.301521037828841E+002 -0.249437406859983E+000 
      2.12000000 -0.691486602277589E+004 -0.245332875778974E+000   0.254145275439772E+000  0.307211933381643E+002 -0.254145278121737E+000 
      2.14000000 -0.691487056744328E+004 -0.249877543166219E+000   0.258895227758437E+000  0.312953696759942E+002 -0.258895230488548E+000 
      2.16000000 -0.691487515189666E+004 -0.254461996548137E+000   0.263687189179204E+000  0.318746240926724E+002 -0.263687191957890E+000 
      2.18000000 -0.691487977611459E+004 -0.259086214477736E+000   0.268521087077658E+000  0.324589478093277E+002 -0.268521089905279E+000 
      2.20000000 -0.691488444007680E+004 -0.263750176688998E+000   0.273396848197340E+000  0.330483319706869E+002 -0.273396851074284E+000 
      2.22000000 -0.691488914376209E+004 -0.268453861976232E+000   0.278314398634435E+000  0.336427676432239E+002 -0.278314401561091E+000 
      2.24000000 -0.691489388715004E+004 -0.273197249929566E+000   0.283273663838621E+000  0.342422458152632E+002 -0.283273666815356E+000 
      2.26000000 -0.691489867022021E+004 -0.277980320092729E+000   0.288274568616623E+000  0.348467573974081E+002 -0.288274571643838E+000 
      2.28000000 -0.691490349295229E+004 -0.282803052175726E+000   0.293317037134913E+000  0.354562932228682E+002 -0.293317040213018E+000 
      2.30000000 -0.691490835532613E+004 -0.287665426015399E+000   0.298400992957597E+000  0.360708440520391E+002 -0.298400996086968E+000 
      2.32000000 -0.691491325731939E+004 -0.292567419276902E+000   0.303526359083567E+000  0.366904005769925E+002 -0.303526362264615E+000 
      2.34000000 -0.691491819890999E+004 -0.297509009875967E+000   0.308693057937828E+000  0.373149534204288E+002 -0.308693061170904E+000 
      2.36000000 -0.691492318007551E+004 -0.302490175394219E+000   0.313901011362554E+000  0.379444931345955E+002 -0.313901014648064E+000 
      2.38000000 -0.691492820079254E+004 -0.307510892426434E+000   0.319150140550695E+000  0.385790101932615E+002 -0.319150143888985E+000 
      2.40000000 -0.691493326103666E+004 -0.312571136541092E+000   0.324440366041880E+000  0.392184949912218E+002 -0.324440369433364E+000 
      2.42000000 -0.691493836078287E+004 -0.317670882756018E+000   0.329771607723567E+000  0.398629378444370E+002 -0.329771611168617E+000 
      2.44000000 -0.691494350000340E+004 -0.322810103285482E+000   0.335143784847507E+000  0.405123289920232E+002 -0.335143788346507E+000 
      2.46000000 -0.691494867867051E+004 -0.327988770393254E+000   0.340556816096096E+000  0.411666586042721E+002 -0.340556819649428E+000 
      2.48000000 -0.691495389675586E+004 -0.333206855746814E+000   0.346010619609332E+000  0.418259167859108E+002 -0.346010623217361E+000 
      2.50000000 -0.691495915423064E+004 -0.338464330523312E+000   0.351505112985354E+000  0.424900935761658E+002 -0.351505116648435E+000 
      2.52000000 -0.691496445106343E+004 -0.343761163313666E+000   0.357040213244989E+000  0.431591789444778E+002 -0.357040216963514E+000 
      2.54000000 -0.691496978722185E+004 -0.349097321732775E+000   0.362615836792715E+000  0.438331627857832E+002 -0.362615840567030E+000 
      2.56000000 -0.691497516267303E+004 -0.354472772914483E+000   0.368231899459349E+000  0.445120349256739E+002 -0.368231903289853E+000 
      2.58000000 -0.691498057738375E+004 -0.359887483632233E+000   0.373888316487107E+000  0.451957851185914E+002 -0.373888320374149E+000 
      2.60000000 -0.691498603131930E+004 -0.365341419185380E+000   0.379585002524951E+000  0.458844030472647E+002 -0.379585006468887E+000 
      2.62000000 -0.691499152444398E+004 -0.370834543861679E+000   0.385321871691320E+000  0.465778783302924E+002 -0.385321875692548E+000 
      2.64000000 -0.691499705672178E+004 -0.376366821662729E+000   0.391098837513215E+000  0.472762005147804E+002 -0.391098841572066E+000 
      2.66000000 -0.691500262811631E+004 -0.381938216196472E+000   0.396915812942358E+000  0.479793590782943E+002 -0.396915817059217E+000 
      2.68000000 -0.691500823859285E+004 -0.387548692736740E+000   0.402772710361774E+000  0.486873434296552E+002 -0.402772714536976E+000 
      2.70000000 -0.691501388811318E+004 -0.393198213063171E+000   0.408669441609539E+000  0.494001429118109E+002 -0.408669445843424E+000 
      2.72000000 -0.691501957663898E+004 -0.398886738860276E+000   0.414605917990246E+000  0.501177468032213E+002 -0.414605922283204E+000 
      2.74000000 -0.691502530413283E+004 -0.404614232716663E+000   0.420582050297364E+000  0.508401443205614E+002 -0.420582054649751E+000 
      2.76000000 -0.691503107055819E+004 -0.410380658079408E+000   0.426597748802927E+000  0.515673246174751E+002 -0.426597753215073E+000 
      2.78000000 -0.691503687587738E+004 -0.416185977263337E+000   0.432652923222884E+000  0.522992767803864E+002 -0.432652927695143E+000 
      2.80000000 -0.691504272005213E+004 -0.422030152013285E+000   0.438747482715457E+000  0.530359898283008E+002 -0.438747487248197E+000 
      2.82000000 -0.691504860304563E+004 -0.427913145511055E+000   0.444881335872272E+000  0.537774527117336E+002 -0.444881340465814E+000 
      2.84000000 -0.691505452482036E+004 -0.433834920242392E+000   0.451054390719269E+000  0.545236543128199E+002 -0.451054395373951E+000 
      2.86000000 -0.691506048533925E+004 -0.439795439132332E+000   0.457266554781825E+000  0.552745834531865E+002 -0.457266559497997E+000 
      2.88000000 -0.691506648456641E+004 -0.445794666293842E+000   0.463517735091514E+000  0.560302288947685E+002 -0.463517739869528E+000 
      2.90000000 -0.691507252246513E+004 -0.451832565011586E+000   0.469807838204340E+000  0.567905793420145E+002 -0.469807843044503E+000 
      2.92000000 -0.691507859899990E+004 -0.457909099786001E+000   0.476136770187348E+000  0.575556234402676E+002 -0.476136775090041E+000 
      2.94000000 -0.691508471413492E+004 -0.464024234805076E+000   0.482504436538650E+000  0.583253497660975E+002 -0.482504441504180E+000 
      2.96000000 -0.691509086783449E+004 -0.470177934371258E+000   0.488910742192535E+000  0.590997468279190E+002 -0.488910747221271E+000 
      2.98000000 -0.691509706006347E+004 -0.476370163350029E+000   0.495355591528060E+000  0.598788030670301E+002 -0.495355596620311E+000 
      3.00000000 -0.691510329078824E+004 -0.482600888124269E+000   0.501838888350568E+000  0.606625068553785E+002 -0.501838893506663E+000 
      3.02000000 -0.691510955997341E+004 -0.488870073294956E+000   0.508360535955310E+000  0.614508465032510E+002 -0.508360541175594E+000 
      3.04000000 -0.691511586758471E+004 -0.495177684593774E+000   0.514920437143057E+000  0.622438102611619E+002 -0.514920442427834E+000 
      3.06000000 -0.691512221358717E+004 -0.501523687055574E+000   0.521518494243808E+000  0.630413863227183E+002 -0.521518499593406E+000 
      3.08000000 -0.691512859794507E+004 -0.507908044952645E+000   0.528154609117554E+000  0.638435628247125E+002 -0.528154614532299E+000 
      3.10000000 -0.691513502062270E+004 -0.514330722585116E+000   0.534828683151317E+000  0.646503278467640E+002 -0.534828688631557E+000 
      3.12000000 -0.691514148158478E+004 -0.520791684667655E+000   0.541540617273392E+000  0.654616694130414E+002 -0.541540622819437E+000 
      3.14000000 -0.691514798079622E+004 -0.527290896104412E+000   0.548290311915927E+000  0.662775754877385E+002 -0.548290317528104E+000 
      3.16000000 -0.691515451821713E+004 -0.533828317010682E+000   0.555077666982935E+000  0.670980339712083E+002 -0.555077672661567E+000 
      3.18000000 -0.691516109380795E+004 -0.540403907831997E+000   0.561902581786452E+000  0.679230326922450E+002 -0.561902587531844E+000 
      3.20000000 -0.691516770752764E+004 -0.547017627523561E+000   0.568764955051557E+000  0.687525594086915E+002 -0.568764960864035E+000 
      3.22000000 -0.691517435933393E+004 -0.553669433810106E+000   0.575664684968546E+000  0.695866018137457E+002 -0.575664690848432E+000 
      3.24000000 -0.691518104918332E+004 -0.560359283202909E+000   0.582601669259801E+000  0.704251475440438E+002 -0.582601675207360E+000 
      3.26000000 -0.691518777702942E+004 -0.567087129300647E+000   0.589575805307993E+000  0.712681841951576E+002 -0.589575811323550E+000 
      3.28000000 -0.691519454281475E+004 -0.573852914637046E+000   0.596586990257247E+000  0.721156993338237E+002 -0.596586996341144E+000 
      3.30000000 -0.691520134645561E+004 -0.580656555496063E+000   0.603635121099584E+000  0.729676805083918E+002 -0.603635127252082E+000 
      3.32000000 -0.691520818780609E+004 -0.587497905972265E+000   0.610720094669547E+000  0.738241152481758E+002 -0.610720100890945E+000 
      3.34000000 -0.691521506659548E+004 -0.594376695364576E+000   0.617841807707293E+000  0.746849910710805E+002 -0.617841813997846E+000 
      3.36000000 -0.691522198231451E+004 -0.601292414390676E+000   0.625000156834460E+000  0.755502954806833E+002 -0.625000163194433E+000 
      3.38000000 -0.691522893403384E+004 -0.608244133721678E+000   0.632195038607460E+000  0.764200159726779E+002 -0.632195045037071E+000 
      3.40000000 -0.691523592014290E+004 -0.615230242788387E+000   0.639426349573553E+000  0.772941400416511E+002 -0.639426356073031E+000 
      3.42000000 -0.691524293797252E+004 -0.622248072405980E+000   0.646693986340497E+000  0.781726551895031E+002 -0.646693992910080E+000 
      3.44000000 -0.691524998329134E+004 -0.629293391224855E+000   0.653997845659483E+000  0.790555489354719E+002 -0.653997852299313E+000 
      3.46000000 -0.691525704965420E+004 -0.636359754087341E+000   0.661337824473311E+000  0.799428088219579E+002 -0.661337831183494E+000 
      3.48000000 -0.691526412759076E+004 -0.643437690640636E+000   0.668713819965333E+000  0.808344224204390E+002 -0.668713826746006E+000 
      3.50000000 -0.691527120363704E+004 -0.650513736924448E+000   0.676125729544968E+000  0.817303773297205E+002 -0.676125736396184E+000 
      3.52000000 -0.691527825921935E+004 -0.657569319238049E+000   0.683573450762338E+000  0.826306611656157E+002 -0.683573457684100E+000 
      3.54000000 -0.691528526941470E+004 -0.664579514586787E+000   0.691056881252763E+000  0.835352615542370E+002 -0.691056888245116E+000 
      3.56000000 -0.691529220163718E+004 -0.671511737063727E+000   0.698575918613638E+000  0.844441661171119E+002 -0.698575925676557E+000 
      3.58000000 -0.691529901430418E+004 -0.678324404068150E+000   0.706130460251240E+000  0.853573624526660E+002 -0.706130467384715E+000 
      3.60000000 -0.691530565556626E+004 -0.684965666146533E+000   0.713720403154024E+000  0.862748381088181E+002 -0.713720410358073E+000 
      3.62000000 -0.691531206219420E+004 -0.691372294085431E+000   0.721345643589843E+000  0.871965805463803E+002 -0.721345650864479E+000 
      3.64000000 -0.691531815873762E+004 -0.697468837508213E+000   0.729006076746078E+000  0.881225770955570E+002 -0.729006084091368E+000 
      3.66000000 -0.691532385707631E+004 -0.703167176198999E+000   0.736701596192007E+000  0.890528148909553E+002 -0.736701603608117E+000 
      3.68000000 -0.691532905648149E+004 -0.708366581372482E+000   0.744432093297846E+000  0.899872808013589E+002 -0.744432100785025E+000 
      3.70000000 -0.691533364432713E+004 -0.712954427010869E+000   0.752197456482589E+000  0.909259613388064E+002 -0.752197464041209E+000 
      3.72000000 -0.691533749755863E+004 -0.716807658514486E+000   0.759997570372454E+000  0.918688425568640E+002 -0.759997578003029E+000 
      3.74000000 -0.691534048501376E+004 -0.719795113645811E+000   0.767832314899412E+000  0.928159099416553E+002 -0.767832322602637E+000 
      3.76000000 -0.691534247067033E+004 -0.721780770216930E+000   0.775701564269697E+000  0.937671482871742E+002 -0.775701572046445E+000 
      3.78000000 -0.691534331785762E+004 -0.722627957505688E+000   0.783605185913214E+000  0.947225415682887E+002 -0.783605193764507E+000 
      3.80000000 -0.691534289441513E+004 -0.722204515015382E+000   0.791543039369030E+000  0.956820728060194E+002 -0.791543047296088E+000 
      3.82000000 -0.691534107873406E+004 -0.720388833948562E+000   0.799514975114493E+000  0.966457239260019E+002 -0.799514983118716E+000 
      3.84000000 -0.691533776656619E+004 -0.717076666078798E+000   0.807520833366492E+000  0.976134756135831E+002 -0.807520841449408E+000 
      3.86000000 -0.691533287839116E+004 -0.712188491041572E+000   0.815560442996025E+000  0.985853071826132E+002 -0.815560451159268E+000 
      3.88000000 -0.691532636711052E+004 -0.705677210401193E+000   0.823633620506215E+000  0.995611964519089E+002 -0.823633628751492E+000 
      3.90000000 -0.691531822572315E+004 -0.697535823030189E+000   0.831740169201165E+000  0.100541119644783E+003 -0.831740177530186E+000 
      3.92000000 -0.691530849461057E+004 -0.687804710454462E+000   0.839879878585181E+000  0.101525051316423E+003 -0.839879886999585E+000 
      3.94000000 -0.691529726798560E+004 -0.676578085488911E+000   0.848052524012617E+000  0.102512964311563E+003 -0.848052532513861E+000 
      3.96000000 -0.691528469902460E+004 -0.664009124480544E+000   0.856257866672229E+000  0.103504829762596E+003 -0.856257875261577E+000 
      3.98000000 -0.691527100317008E+004 -0.650313269964148E+000   0.864495654014240E+000  0.104500617141191E+003 -0.864495662692677E+000 
      4.00000000 -0.691525645908364E+004 -0.635769183527104E+000   0.872765620592980E+000  0.105500294360160E+003 -0.872765629361083E+000 
      4.02000000 -0.691524140673510E+004 -0.620716834988503E+000   0.881067489504844E+000  0.106503827947271E+003 -0.881067498362697E+000 
      4.04000000 -0.691522624215717E+004 -0.605552257057207E+000   0.889400974349531E+000  0.107511183282330E+003 -0.889400983296709E+000 
      4.06000000 -0.691521140843933E+004 -0.590718539212711E+000   0.897765781775975E+000  0.108522324904930E+003 -0.897765790811446E+000 
      4.08000000 -0.691519738262538E+004 -0.576692725269458E+000   0.906161614637853E+000  0.109537216895892E+003 -0.906161623759980E+000 
      4.10000000 -0.691518465831108E+004 -0.563968410962110E+000   0.914588175751285E+000  0.110555823331497E+003 -0.914588184957765E+000 
      4.12000000 -0.691517372382248E+004 -0.553033922364015E+000   0.923045172057788E+000  0.111578108786707E+003 -0.923045181345649E+000 
      4.14000000 -0.691516503606395E+004 -0.544346163834015E+000   0.931532319362575E+000  0.112604038907928E+003 -0.931532328728250E+000 
      4.16000000 -0.691515899026538E+004 -0.538300365261568E+000   0.940049347431768E+000  0.113633581029172E+003 -0.940049356871134E+000 
