# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000 -0.181131225234839E-002 -0.147712793422154E-001  0.287564520849811E-001 -0.101987663586984E-002  0.103118184865180E-002 -0.227158800797471E-003  0.239548214083745E+002 -0.222092729089447E+002  0.611276513281350E+001 -0.407680182142776E+002 -0.332463817042515E+003  0.647234379858332E+003
      0.02000000 -0.184111918035356E-002 -0.160598984121632E-001  0.284136032569646E-001 -0.218273266858832E-002  0.160487378716814E-002 -0.746299473522948E-003  0.255638721525061E+002 -0.170608074897246E+002  0.939864868424610E+001 -0.207194480636883E+002 -0.180733672545319E+003  0.319758863666756E+003
      0.03000000 -0.172889742715804E-002 -0.178552964645203E-001  0.281859013767881E-001 -0.356910156845261E-002  0.137180666547207E-002 -0.169053949451473E-002  0.277771238895324E+002 -0.929195620503390E+001  0.136832438406606E+002 -0.129710235787366E+002 -0.133959058419869E+003  0.211464246289751E+003
      0.04000000 -0.129098014574841E-002 -0.197196328517091E-001  0.284135843222794E-001 -0.515415804327353E-002  0.171789605113870E-003 -0.294978081376317E-002  0.300017373750731E+002  0.333635543477337E-001  0.175980103358365E+002 -0.726416746034617E+001 -0.110959657871667E+003  0.159879325290513E+003
      0.05000000 -0.370573822849925E-003 -0.211970883678303E-001  0.293077054034696E-001 -0.679870603838119E-002 -0.193323939589992E-002 -0.419932140840088E-002  0.316043059386242E+002  0.970245743685808E+001  0.199032025199777E+002 -0.166813428663038E+001 -0.954184772447666E+002  0.131928337166409E+003
      0.06000000  0.109975014745211E-002 -0.219208037900778E-001  0.308409447695785E-001 -0.827878665530497E-002 -0.468197330976375E-002 -0.502615254060829E-002  0.320557281254705E+002  0.185632126122685E+002  0.198543120287140E+002  0.412542839998581E+001 -0.822302290348562E+002  0.115691832121672E+003
      0.07000000  0.306087530296930E-002 -0.216929966143092E-001  0.327421147848097E-001 -0.934641402945311E-002 -0.768520187611441E-002 -0.509321843239494E-002  0.310519910670847E+002  0.257106127977990E+002  0.173764791877083E+002  0.984178498538821E+001 -0.697505736871005E+002  0.105277354280456E+003
      0.08000000  0.532952136072658E-002 -0.205175572697282E-001  0.345915321341601E-001 -0.980268870903756E-002 -0.105251669539702E-001 -0.426801725618170E-002  0.285791895710419E+002  0.306118323560342E+002  0.130077726116297E+002  0.149942413039072E+002 -0.577247343328214E+002  0.973208933382985E+002
      0.09000000  0.764149434909554E-002 -0.185784412610918E-001  0.359694147439784E-001 -0.955863758294030E-002 -0.128540434210332E-001 -0.266342726046612E-002  0.249045053649643E+002  0.331457474722098E+002  0.766077259280499E+001  0.191100605163973E+002 -0.464614799907322E+002  0.899533077032477E+002
      0.10000000  0.972216873876381E-002 -0.161736812295471E-001  0.365905970741416E-001 -0.866198233273055E-002 -0.144637264621523E-001 -0.582413846671237E-003  0.204959125934620E+002  0.335541586267555E+002  0.231086499738277E+001  0.218821217440740E+002 -0.364028306054473E+002  0.823560998969590E+002
      0.11000000  0.113596187171460E-001 -0.136282774396283E-001  0.363727121729807E-001 -0.727983859257854E-002 -0.153092480413262E-001  0.159881540396979E-002  0.158955087398129E+002  0.323247381929613E+002 -0.227138692985007E+001  0.232432763076217E+002 -0.278852509061846E+002  0.744233605145676E+002
      0.12000000  0.124541568940883E-001 -0.112145507977101E-001  0.354212469425647E-001 -0.564408204722489E-002 -0.154842573235298E-001  0.355302483912947E-002  0.115861574210362E+002  0.300425943852671E+002 -0.566412712521963E+001  0.233592751352591E+002 -0.210342442149896E+002  0.664368258728198E+002
      0.13000000  0.130272898033272E-001 -0.910353561919286E-002  0.339532791346991E-001 -0.398078562904704E-002 -0.151631653036862E-001  0.508056975958442E-002  0.789210228329104E+001  0.272526284884306E+002 -0.779620499655834E+001  0.225546970285108E+002 -0.157613356944520E+002  0.587847461420568E+002
      0.14000000  0.131897658839973E-001 -0.735756975257020E-002  0.322035602074595E-001 -0.245094745030161E-002 -0.145344761053321E-001  0.612373394634753E-002  0.494032677400381E+001  0.243667128754274E+002 -0.884497355204407E+001  0.212048559626038E+002 -0.118285804471595E+002  0.517728564470370E+002
      0.15000000  0.130850770329821E-001 -0.595796299798849E-002  0.303542232462396E-001 -0.112370309186960E-002 -0.137496460601787E-001  0.672828637277115E-002  0.268611267171577E+001  0.216312972006706E+002 -0.909577084386849E+001  0.196341136331486E+002 -0.893990323708021E+001  0.455464088564717E+002
      0.16000000  0.128337167005112E-001 -0.484934198819139E-002  0.285085157056088E-001  0.119581565397932E-004 -0.129020170208252E-001  0.698353186671675E-002  0.983178275067171E+000  0.191494681626529E+002 -0.882384297534747E+001  0.180533890389749E+002 -0.682164485463265E+001  0.401033727771614E+002
      0.17000000  0.125005998819415E-001 -0.397897837122149E-002  0.267036965251033E-001  0.100799489004639E-002 -0.120357173341672E-001  0.697240161664819E-002 -0.334552565867840E+000  0.169348996795348E+002 -0.823123376878499E+001  0.165503891062032E+002 -0.526803840702199E+001  0.353548287472894E+002
      0.18000000  0.120951282581742E-001 -0.331586850292485E-002  0.249422146700284E-001  0.191236793151553E-002 -0.111717325673734E-001  0.674824927058024E-002 -0.139125132018221E+001  0.149692889690339E+002 -0.743810425350808E+001  0.151239157164759E+002 -0.414620785284031E+001  0.311880903120494E+002
      0.19000000  0.115972465568264E-001 -0.284673608385687E-002  0.232193965911172E-001  0.273964149511422E-002 -0.103332158383178E-001  0.633639380604452E-002 -0.224538638619307E+001  0.132407541523505E+002 -0.650610845702555E+001  0.137381282039896E+002 -0.337225091243132E+001  0.275057571316600E+002
      0.20000000  0.109916382803356E-001 -0.255805094627539E-002  0.215365208563712E-001  0.346786072649356E-002 -0.955620576382925E-002  0.574695576950039E-002 -0.290263492887460E+001  0.117542907119982E+002 -0.546746570570251E+001  0.123696869227406E+002 -0.287876006568155E+001  0.242366072831001E+002
      0.21000000  0.102911016295197E-001 -0.241883749632251E-002  0.199011652360142E-001  0.405790032812133E-002 -0.888229846486936E-002  0.498551436035201E-002 -0.334918975439960E+001  0.105198990500621E+002 -0.434339097148141E+001  0.110298307374429E+002 -0.259246960396235E+001  0.213297363035917E+002
      0.22000000  0.953868664930349E-002 -0.237626743535125E-002  0.183237406240956E-001  0.448073637294149E-002 -0.834059648634108E-002  0.405620573191654E-002 -0.358408843514669E+001  0.953297956250026E+001 -0.314976562748499E+001  0.975870471193446E+001 -0.243107810024056E+001  0.187463935595036E+002
      0.23000000  0.879090814521657E-002 -0.236708074174803E-002  0.168174928633892E-001  0.473626420792646E-002 -0.793178509684579E-002  0.296059995853462E-002 -0.363483588249194E+001  0.876192386344306E+001 -0.189719794317130E+001  0.860264856908782E+001 -0.231638909422507E+001  0.164573418953993E+002
      0.24000000  0.809412114012599E-002 -0.233811146511627E-002  0.154024556311220E-001  0.485428601536055E-002 -0.762499153694210E-002  0.169888211568304E-002 -0.355239979640342E+001  0.815079618516767E+001 -0.593229276782620E+000  0.759075079502444E+001 -0.219270519373655E+001  0.144445827166664E+002
      0.25000000  0.746813201896221E-002 -0.226401941836432E-002  0.141081440495102E-001  0.487932245499376E-002 -0.737000148096021E-002  0.276408833407205E-003 -0.339284406011424E+001  0.763519731013772E+001  0.751149690721250E+000  0.672354403346951E+001 -0.203829206732715E+001  0.127015333294275E+002
      0.26000000  0.690524472908576E-002 -0.215229111619605E-002  0.129695823875994E-001  0.484952387301067E-002 -0.711835588844811E-002 -0.128756337605463E-002 -0.319809274759321E+001  0.716215509246049E+001  0.211460642583163E+001  0.597767091711096E+001 -0.186317625445619E+001  0.112273928712288E+002
      0.27000000  0.638343023551363E-002 -0.203312281982282E-002  0.120163205753439E-001  0.478181241870224E-002 -0.684197735052711E-002 -0.295585025577051E-002 -0.298616293815514E+001  0.670353542763392E+001  0.346402403703794E+001  0.532128632306516E+001 -0.169482993548598E+001  0.100169156663461E+002
      0.28000000  0.588484609003269E-002 -0.194035766011126E-002  0.112602222056352E-001  0.467039407784399E-002 -0.653980436708847E-002 -0.467890579669845E-002 -0.275423773933074E+001  0.625693976858106E+001  0.476107977784342E+001  0.473045976701662E+001 -0.155973218404559E+001  0.905138848093964E+001
      0.29000000  0.540930825446195E-002 -0.189430929631058E-002  0.106901463818271E-001  0.449765797104771E-002 -0.623007523361276E-002 -0.640856456785349E-002 -0.249071750276790E+001  0.583527933905274E+001  0.597380829058757E+001  0.419826654744906E+001 -0.147020930867870E+001  0.829682499701108E+001
      0.30000000  0.497652315543275E-002 -0.189559133501714E-002  0.102781504529972E-001  0.425015654097398E-002 -0.593408433381495E-002 -0.811241635879327E-002 -0.218867272518972E+001  0.545203669130623E+001  0.708632659274688E+001  0.373362804381954E+001 -0.142216417908456E+001  0.771116491802393E+001
