# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.210288872566536E-003 -0.121647746228841E-004  0.108498496269105E-001  0.158092849441539E-004  0.206454307108920E-004  0.253695973068422E-002  0.644173324769184E+000  0.535324020376934E+000 -0.561004918535326E+002  0.473306608285641E+001 -0.273798044901057E+000  0.244202437563472E+003
      0.02000000  0.217398244409111E-003 -0.243106728716043E-004  0.903429443196520E-002  0.366753510205061E-004  0.367156856591125E-004  0.446215651384366E-002  0.587265702950860E+000  0.586811788039380E+000 -0.492158801707113E+002  0.244653995365287E+001 -0.273585615386286E+000  0.101669460767459E+003
      0.03000000  0.223971900787200E-003 -0.405356887763146E-004  0.651769099060631E-002  0.653706855739835E-004  0.450688772880026E-004  0.535136727541112E-002  0.509557541923041E+000  0.661871513724896E+000 -0.391485420809133E+002  0.168034538107950E+001 -0.304118316470746E+000  0.488988659420024E+002
      0.04000000  0.224571664053499E-003 -0.561446624342176E-004  0.387851647973458E-002  0.101156600211014E-003  0.449787051740998E-004  0.508331581840900E-002  0.430805743936438E+000  0.746911021358284E+000 -0.276031179335781E+002  0.126363382109761E+001 -0.315918282143934E+000  0.218238780040812E+002
      0.05000000  0.215309628554658E-003 -0.667938315959636E-004  0.163440072238173E-002  0.140146041639566E-003  0.383600868012069E-004  0.384260725910099E-002  0.369134021943136E+000  0.827322460234529E+000 -0.162974574125735E+002  0.969214098479727E+000 -0.300671752159260E+000  0.735723819381206E+001
      0.06000000  0.195352258202928E-003 -0.698519050169792E-004  0.966559257536318E-004  0.177010867159198E-003  0.291732253209023E-004  0.201807800288986E-002  0.335989487997341E+000  0.890564186295527E+000 -0.657029796794915E+001  0.732813499374247E+000 -0.262031365413122E+000  0.362579720543587E+000
      0.07000000  0.166973029868335E-003 -0.652315391910894E-004 -0.683599061988763E-003  0.207157771366630E-003  0.221970518192969E-004  0.463208005998900E-004  0.333915288262550E+000  0.928628712478709E+000  0.851062420147296E+000  0.536876708675069E+000 -0.209742220586980E+000 -0.219801015016193E+001
      0.08000000  0.134257026048434E-003 -0.554426519433174E-004 -0.870249943694530E-003  0.228327259788146E-003  0.215524849535236E-004 -0.173301133651546E-002  0.357616979499898E+000  0.939363567904360E+000  0.587570804267812E+001  0.377722896496791E+000 -0.155984082903329E+000 -0.244838828241200E+001
      0.09000000  0.101205173054715E-003 -0.448590289696967E-004 -0.731784645337377E-003  0.240927348522506E-003  0.294240127720608E-004 -0.315724716971195E-002  0.397482220101990E+000  0.926415614666275E+000  0.889573108636280E+001  0.253096697228727E+000 -0.112184700943892E+000 -0.183006729030989E+001
      0.10000000  0.702170521112152E-004 -0.384246186314374E-004 -0.520871529036921E-003  0.247090610439306E-003  0.453605636639216E-004 -0.423808457989438E-002  0.443862067740872E+000  0.897904942493319E+000  0.105388472706886E+002  0.158040672209415E+000 -0.864840145707692E-001 -0.117234893959031E+001
      0.11000000  0.416562725075003E-004 -0.401880954354373E-004 -0.393198466811772E-003  0.249078452424981E-003  0.663595685731775E-004 -0.509582713104972E-002  0.490352675019785E+000  0.864219581096253E+000  0.114267335878173E+002  0.852342209669405E-001 -0.822301372732714E-001 -0.804535859469003E+000
      0.12000000  0.145931858805510E-004 -0.521009281686339E-004 -0.388251369964785E-003  0.247930635407380E-003  0.877056809117985E-004 -0.587252266138028E-002  0.534976154853992E+000  0.835497404700560E+000  0.120146253778400E+002  0.273712822941534E-001 -0.977215821386664E-001 -0.728212326998518E+000
      0.13000000 -0.117914936404203E-004 -0.734351613349149E-004 -0.463024484926476E-003  0.243056967283139E-003  0.104313437773976E-003 -0.666558635494796E-002  0.579185207322269E+000  0.819397739628580E+000  0.125404111693922E+002 -0.204151109392965E-001 -0.127141396265384E+000 -0.801653846038772E+000
      0.14000000 -0.369618867590005E-004 -0.100994553249794E-003 -0.548617040465127E-003  0.232928758799677E-003  0.112172529796545E-003 -0.750425935144671E-002  0.625526273678003E+000  0.819663035855511E+000  0.130644096379689E+002 -0.594226987593162E-001 -0.162366411466613E+000 -0.881997862889086E+000
      0.15000000 -0.586269465133577E-004 -0.130055594532362E-003 -0.597246742327104E-003  0.216448776478399E-003  0.109459098027424E-003 -0.836598067239756E-002  0.675219346250624E+000  0.835756995282847E+000  0.135531255766053E+002 -0.879695340658959E-001 -0.195147977748904E+000 -0.896166707793980E+000
      0.16000000 -0.734038077415399E-004 -0.155749537053444E-003 -0.600757137769261E-003  0.194253535612600E-003  0.969720175473410E-004 -0.921189356818579E-002  0.726740527904052E+000  0.863587953549986E+000  0.139585140651784E+002 -0.103258278877806E+000 -0.219095298009350E+000 -0.845094416464525E+000
      0.17000000 -0.782235050769668E-004 -0.174451937658526E-003 -0.581055017258769E-003  0.169269193061755E-003  0.777589529585421E-004 -0.100174635619104E-001  0.775893074306608E+000  0.897049666407293E+000  0.142627970955486E+002 -0.103565385541625E+000 -0.230968711569648E+000 -0.769298011180778E+000
      0.18000000 -0.718168740198277E-004 -0.184734624490135E-003 -0.566986887059046E-003  0.146230576727794E-003  0.560561901470693E-004 -0.107838545274838E-001  0.817151263682700E+000  0.929906564273259E+000  0.144842809014595E+002 -0.898008128985811E-001 -0.230994730363064E+000 -0.708968248140139E+000
      0.19000000 -0.556169973776480E-004 -0.187571452659327E-003 -0.574919192186038E-003  0.130360895912198E-003  0.358969363897985E-004 -0.115302242190607E-001  0.845574146237795E+000  0.957476396501786E+000  0.146587333696860E+002 -0.658840386423732E-001 -0.222197626946681E+000 -0.681050758943880E+000
      0.20000000 -0.337107598427043E-004 -0.185738720402201E-003 -0.603015578088765E-003  0.125756912734976E-003  0.198623250505066E-004 -0.122775612173944E-001  0.858476634762897E+000  0.977647486556029E+000  0.148168291714666E+002 -0.379371604620540E-001 -0.209025239205335E+000 -0.678617119691614E+000
      0.21000000 -0.118879119567263E-004 -0.182632691723697E-003 -0.638365802175521E-003  0.134093688153928E-003  0.840584817642702E-005 -0.130363681578095E-001  0.856280626064880E+000  0.990990752406459E+000  0.149721615224529E+002 -0.127412653595992E-001 -0.195742666757628E+000 -0.684189798142779E+000
      0.22000000  0.383190779070822E-005 -0.180938023958405E-003 -0.668711129507904E-003  0.154071582451064E-003 -0.200944384500217E-007 -0.138046318072771E-001  0.842374623161545E+000  0.100002055793406E+001  0.151230475868533E+002  0.392029406014854E-002 -0.185111516070185E+000 -0.684135530432620E+000
      0.23000000  0.868941654856564E-005 -0.181637319932970E-003 -0.689988652269583E-003  0.181710031573993E-003 -0.810020650913241E-005 -0.145743739371576E-001  0.822181335843044E+000  0.100792673848754E+001  0.152622599422862E+002  0.850333044128112E-002 -0.177747509654569E+000 -0.675212366467915E+000
      0.24000000  0.272479945018024E-006 -0.183723946738212E-003 -0.705930673559137E-003  0.211307806402248E-003 -0.183949635222547E-004 -0.153400698401556E-001  0.801833346490071E+000  0.101725098766916E+001  0.153860766745430E+002  0.255534519865314E-003 -0.172298223689102E+000 -0.662029110855110E+000
      0.25000000 -0.210213178501754E-004 -0.184711246020496E-003 -0.722127802856095E-003  0.236738956285183E-003 -0.321703535518556E-004 -0.161026968538232E-001  0.786864400230269E+000  0.102896290372599E+001  0.154972251534108E+002 -0.189254496102030E-001 -0.166295158272845E+000 -0.650130188910378E+000
      0.26000000 -0.521644088807051E-004 -0.181725056499297E-003 -0.740143011182111E-003  0.252745993427129E-003 -0.487660663839226E-004 -0.168676054816041E-001  0.781205093577372E+000  0.104221537515350E+001  0.156017988767265E+002 -0.451572220983050E-001 -0.157314132628868E+000 -0.640720427157403E+000
      0.27000000 -0.882031987367568E-004 -0.172745813262453E-003 -0.756030748421510E-003  0.255969504197546E-003 -0.657334000863522E-004 -0.176390931249734E-001  0.786621460319198E+000  0.105479596861607E+001  0.157041107263925E+002 -0.735270000253613E-001 -0.144002503288311E+000 -0.630234205272613E+000
      0.28000000 -0.123303695105571E-003 -0.157520606198196E-003 -0.763655671043108E-003  0.245549113660195E-003 -0.796707912168665E-004 -0.184163666496540E-001  0.802618422771751E+000  0.106404236690168E+001  0.158037654949666E+002 -0.991161297844834E-001 -0.126620964881087E+000 -0.613855039274856E+000
      0.29000000 -0.151930476827126E-003 -0.137810438406173E-003 -0.759669668091613E-003  0.223212260107117E-003 -0.874190835955569E-004 -0.191938222747019E-001  0.826760738988165E+000  0.106784760583114E+001  0.158966888524231E+002 -0.117916119473349E+000 -0.106957290328701E+000 -0.589594011772210E+000
      0.30000000 -0.169936188672347E-003 -0.116908614783507E-003 -0.746220505476890E-003  0.192842830173573E-003 -0.871578694873559E-004 -0.199650379169453E-001  0.855319994241447E+000  0.106539004352915E+001  0.159787357828832E+002 -0.127494336883420E+000 -0.877104896504477E-001 -0.559850666640660E+000
      0.31000000 -0.175340050364398E-003 -0.986461110212164E-004 -0.729548965182556E-003  0.159611771783545E-003 -0.790113043786911E-004 -0.207272502530057E-001  0.884114392918846E+000  0.105736590022079E+001  0.160489525418588E+002 -0.127305072521055E+000 -0.716216876371213E-001 -0.529686650181801E+000
