# Units: Time [fs], Current Jm [1/fs*Angstrom^2]
time,fid_signal,fid_exp_fit,normalized_fid
14.452,0.0031933204278987003,0.004991981095601927,0.5611488167945882
14.462,0.003066487704455436,0.004969173538071201,0.5390515401781898
14.472,0.0029334403418806968,0.004946470184597052,0.5154543896755659
14.482,0.0027943551362060465,0.004923870559087931,0.4903749750341587
14.492,0.002649451563892633,0.00490137418762747,0.4638401289892557
14.502,0.0024989887469953204,0.004878980598464559,0.43588549437459323
14.512,0.002343262094603734,0.004856689322003434,0.4065550315024974
14.522,0.0021825997276535545,0.0048344998907938405,0.37590046523314463
14.532,0.0020173588152242014,0.0048124118395212285,0.3439806958793773
14.542,0.0018479218890684198,0.004790424704996997,0.3108611864272369
14.552,0.001674693164505141,0.004768538026148777,0.2766133315467681
14.562,0.001498095041810303,0.0047467513440107665,0.24131384364876607
14.572,0.0013185648392736672,0.004725064201714104,0.2050441672075059
14.582,0.001136551713289816,0.004703476144477282,0.16788991347367027
14.592,0.0009525139282569556,0.004681986719596634,0.1299403501776895
14.602,0.0007669164659519324,0.004660595476436806,0.09128794608286989
14.612,0.0005802289066354038,0.00463930196642133,0.0520279582233463
14.622,0.00039292372807032765,0.004618105743023212,0.012258094175565892
14.632,0.00020547491838958615,0.004597006361755571,-0.027921769885016767
14.642,1.8356799779098714e-05,0.004576003380162307,-0.06840983522713466
14.652,-0.000167956802015457,0.00455509635780884,-0.10910256050683304
14.662,-0.0003529931792876032,0.004534284856272853,-0.1498948024964725
14.672,-0.0005362812022572062,0.0045135684391351275,-0.19067992625232089
14.682,-0.0007173517194424568,0.004492946671970358,-0.23134990546309414
14.692,-0.0008957379372030482,0.004472419122338065,-0.27179542077559804
14.702,-0.001070975647552966,0.004451985359773519,-0.31190592725448973
14.712,-0.0012426036434634714,0.004431644955778714,-0.35156976379448035
14.722,-0.001410164280915821,0.0044113974838133835,-0.39067429662661757
14.732,-0.001573204045674204,0.004391242519286053,-0.4291060663252837
14.742,-0.0017312743860613115,0.004371179639545136,-0.4667509960599488
14.752,-0.0018839327092990302,0.004351208423870084,-0.5034946398751147
14.762,-0.0020307435944945215,0.00433132845346254,-0.5392224837919527
14.772,-0.0021712802513846868,0.004311539311437576,-0.5738203078425583
14.782,-0.002305126094105392,0.004291840582814941,-0.6071745810149953
14.792,-0.0024318765305291054,0.004272231854510365,-0.6391729127078166
14.802,-0.002551140927048048,0.00425271271532689,-0.669704553290286
14.812,-0.0026625446766020593,0.004233282755946253,-0.6986609284798732
14.822,-0.0027657313199916985,0.0042139415689203,-0.7259361968906359
14.832,-0.002860364727388027,0.004194688748662439,-0.7514278330641463
14.842,-0.0029461312913498846,0.004175523891439144,-0.7750372254163673
14.852,-0.0030227420117920046,0.00415644659536148,-0.7966702614323936
14.862,-0.0030899345490307826,0.004137456460376675,-0.8162379175880137
14.872,-0.0031474751700744583,0.004118553088259734,-0.8336568365514507
14.882,-0.0031951604149632233,0.004099736082605091,-0.8488498502224788
14.892,-0.0032328187118363235,0.004081005048818287,-0.8617465012070393
14.902,-0.003260311774771232,0.0040623595941077124,-0.8722835230827586
14.912,-0.0032775356702812175,0.004043799327476351,-0.8804052508753809
14.922,-0.0032844217804107513,0.004025323859713589,-0.8860640143339238
14.932,-0.00328093750889893,0.0040069328033870534,-0.8892204763968239
14.942,-0.003267086711795578,0.003988625772834494,-0.8898439106741673
14.952,-0.0032429099784348804,0.003970402384155682,-0.8879124466147291
14.962,-0.003208484705700768,0.003952262255204368,-0.8834132674211439
14.972,-0.0031639249355487984,0.0039342050055802685,-0.8763427519615998
14.982,-0.0031093810479968526,0.003916230256621087,-0.8667065816191365
14.992,-0.003045039347650518,0.0038983376313945733,-0.8545198203860987
15.002,-0.0029711214073722954,0.0038805267546906256,-0.8398069336070275
15.012,-0.0028878831915178016,0.0038627972530134095,-0.8226017490492631
15.022,-0.002795613595450331,0.003845148754573536,-0.8029472673882453
15.032,-0.0026946329583288674,0.0038275808892802607,-0.7808954580500825
15.042,-0.0025852918046203963,0.0038100932887337254,-0.75650710479999
15.052,-0.002467969566654822,0.003792685586217231,-0.7298516399694513
15.062,-0.0023430731463968263,0.003775357416689548,-0.7010069308212574
15.072,-0.002211035259950671,0.0037581084167772603,-0.67005900234349
15.082,-0.002072312707076444,0.003740938224767147,-0.6371017315799861
15.092,-0.0019273845147231984,0.003723846480598602,-0.6022364996676527
15.102,-0.0017767498859373623,0.0037068328258560695,-0.5655717828083281
15.112,-0.0016209259846880928,0.0036898969037615415,-0.5272226886349861
15.122,-0.00146044558185307,0.003673038359167071,-0.48731044340907803
15.132,-0.0012958545416249397,0.0036562568385473215,-0.44596182352965247
15.142,-0.001127709113768752,0.003639551989992162,-0.40330852085991886
15.152,-0.000956573071031096,0.003622923463199278,-0.3594864508855378
15.162,-0.0007830147830907487,0.0036063709094668285,-0.31463502679060984
15.172,-0.0006076041988496005,0.0035898939816861445,-0.26889639124405273
15.182,-0.0004309096920957772,0.003573492334334431,-0.22241459313149464
15.192,-0.00025349492486188504,0.0035571656234675334,-0.1753347496209775
15.202,-7.591576215209932e-05,0.003540913506712723,-0.127802202608045
15.212,0.0001012828407478295,0.003524735643261518,-0.07996164844926829
15.222,0.00027756976933956024,0.0035086316938625337,-0.031956297763159544
15.232,0.000452430501829242,0.0034926013208143726,0.016072934295268848
15.242,0.0006253697763219845,0.003476644187958535,0.06398823212776565
15.252,0.0007959138668746724,0.003460759960672387,0.11165559262218169
15.262,0.0009636126428561787,0.0034449483058621197,0.15894549284950876
15.272,0.0011280413570510983,0.003429208891955781,0.20573349571592964
15.282,0.0012888019907066263,0.0034135413888963175,0.251900743209237
15.292,0.0014455243425131733,0.0033979454681346533,0.29733438699691656
15.302,0.0015978666915843409,0.0033824208026227987,0.34192790620556013
15.312,0.0017455161230488863,0.003366967066806997,0.38558133430815983
15.322,0.0018881885090289655,0.00335158393662089,0.42820139073564967
15.332,0.002025628160046599,0.003336271089478727,0.46970151877183824
15.342,0.002157607201508408,0.0033210282042686065,0.5100018430189268
15.352,0.002283924673848139,0.0033058549613457283,0.5490290439555509
15.362,0.0024044054107011355,0.0032907510425256984,0.5867161631897475
15.372,0.002518898770570938,0.0032757161310778583,0.6230023598764772
15.382,0.002627277282286771,0.0032607499117186397,0.6578326348605928
15.392,0.0027294351228863934,0.0032458520706049546,0.6911574978398372
15.402,0.0028252866675741754,0.0032310222953276127,0.7229326472919271
15.412,0.00291476507822712,0.0032162602749047703,0.7531186538735901
15.422,0.0029978208708302907,0.0032015656997754147,0.7816806297131759
15.432,0.0030744206673500693,0.0031869382617928624,0.808587945180743
15.442,0.0031445460235181577,0.0031723776542183033,0.8338139620229853
15.452,0.0032081924250828933,0.0031578835717143688,0.857335811489906
15.462,0.003265368481420934,0.003143455710338726,0.8791342276351676
15.472,0.0033160951446362247,0.0031290937675377073,0.899193384824038
15.482,0.0033604052127584696,0.0031147974421399625,0.9175008190449067
15.492,0.0033983429675277874,0.0031005664343501434,0.9340473892623424
15.502,0.0034299637850233092,0.0030864004457426255,0.9488272297636968
15.512,0.0034553339838787134,0.0030722991792552358,0.9618377754964359
15.522,0.003474530720228981,0.003058262339183032,0.9730798025648592
15.532,0.0034876418302504566,0.0030442896311721015,0.9825574531116728
15.542,0.003494765752387148,0.003030380762213386,0.9902782855822945
15.552,0.003496011406510828,0.0030165354406365397,0.9962533119403336
15.562,0.0034914979689073975,0.00300275337610381,1.0004970018740713
15.572,0.003481354680017491,0.002989034279603952,1.0030272965374316
15.582,0.003465720530332382,0.0029753778634461635,1.0038655824423635
15.592,0.00344474376388721,0.0029617838412540638,1.0030366047549721
15.602,0.003418581405397676,0.00294825192795967,1.0005683846867206
15.612,0.003387398676189905,0.0029347818397974343,0.9964920974175862
15.622,0.0033513682478535944,0.0029213732942982855,0.9908418928582099
15.632,0.0033106695222388455,0.0029080260102837094,0.9836547194033629
15.642,0.003265487849048758,0.002894739707859851,0.9749701217975348
15.652,0.0032160136691619526,0.0028815141084116446,0.9648300086826012
15.662,0.0031624416984264965,0.0028683489345969703,0.9532784273000844
15.672,0.0031049701568760506,0.0028552439103408465,0.940361347512284
15.682,0.0030437999917204838,0.002842198760829626,0.9261264384044025
15.692,0.0029791341999389027,0.002829213212505245,0.9106228732003663
15.702,0.002911177216429012,0.00281628699305948,0.8939011521333211
15.712,0.002840134442088932,0.002803419831428242,0.8760129692929436
15.722,0.0027662118471688552,0.0027906114577858883,0.857011102866448
15.732,0.002689615600390577,0.002777861603539568,0.8369493127322707
15.742,0.0026105519373498948,0.002765170001323584,0.8158823191492295
15.752,0.002529227017976616,0.002752536384993798,0.7938657783968326
15.762,0.0024458468057457017,0.002739960489622033,0.7709562666638963
15.772,0.002360617127541961,0.0027274420514905298,0.7472113276015441
15.782,0.002273743664617664,0.0027149808080864125,0.7226894977706508
15.792,0.0021854319307478,0.002702576498096185,0.6974503288988999
15.802,0.0020958872861776105,0.002690228861400249,0.6715544235120169
15.812,0.0020053148012592562,0.002677937639067453,0.6450634179143355
15.822,0.0019139191170228931,0.0026657025733496575,0.6180399630846533
15.832,0.001821904227925772,0.0026535234076763324,0.5905476761128108
15.842,0.0017294730341077353,0.0026413998866491838,0.56265100600604
15.852,0.0016368268703281868,0.002629331756036783,0.5344150857594063
15.862,0.0015441648959501919,0.0026173187627692484,0.5059055279480373
15.872,0.0014516833318516575,0.0026053606549329322,0.4771881568082755
15.882,0.0013595745805903446,0.0025934571817651368,0.4483286879446364
15.892,0.0012680262590773522,0.0025816080936488686,0.41939236468943636
15.902,0.0011772202090593038,0.002569813142107583,0.39044357410953917
15.912,0.0010873313936916097,0.0025580720797999906,0.3615454081372874
15.922,0.0009985267219148111,0.002546384660514862,0.3327591838645941
15.932,0.0009109639954665556,0.0025347506391658666,0.3041439950742561
15.942,0.0008247909083262773,0.00252316977178644,0.27575627001872555
15.952,0.0007401439590530923,0.002511641815524654,0.24764928357698024
15.962,0.000657147586725443,0.0025001665286381366,0.21987274072520263
15.972,0.0005759135055551885,0.002488743670488994,0.19247242459782563
15.982,0.0004965400325418294,0.0024773730015387714,0.1654898333230117
15.992,0.0004191116758227757,0.0024660542833434235,0.13896190865839775
16.002,0.00034369895102158974,0.002454787278548325,0.1129208472469976
16.012,0.00027035827848609253,0.002443571750883272,0.08739394067300493
16.022,0.0001991321215883855,0.002432407465157557,0.06240350807321157
16.032,0.00013004933351473365,0.0024212941872550054,0.03796691193018649
16.042,6.312565571747752e-05,0.002410231684129093,0.014096637516861965
16.052,-1.6356602242030473e-06,0.002399219723798049,-0.009199572919492001
16.062,-6.424309462809471e-05,0.002388258075339976,-0.03191852429636595
16.072,-0.0001247159379038588,0.0023773465088880383,-0.054061298385506454
16.082,-0.00018308334802730154,0.0023664847956256095,-0.0756329639747037
16.092,-0.00023938332967657664,0.002355672707781505,-0.0966422439478667
16.102,-0.000293661658770591,0.002344910018625174,-0.11710114803042737
16.112,-0.00034597080677625726,0.002334196502461976,-0.137024592519749
16.122,-0.0003963688664968797,0.0023235319346284196,-0.15643000775144428
16.132,-0.00044491853252224146,0.002312916091487474,-0.1753369553199917
16.142,-0.0004916860337334191,0.002302348750423872,-0.19376671389163455
16.152,-0.0005367401742056446,0.0022918296898394265,-0.2117418976601544
16.162,-0.0005801513877585353,0.0022813586891484126,-0.22928606999485165
16.172,-0.0006219907986000001,0.0022709355287729113,-0.24642334952483708
16.182,-0.0006623293903245301,0.0022605599901382345,-0.26317805194005134
16.192,-0.0007012371233770495,0.002250231855668311,-0.27957430216371176
16.202,-0.0007387821159099516,0.0022399509087811524,-0.29563566467320446
16.212,-0.0007750298250376184,0.0022297169338842977,-0.31138476676898846
16.222,-0.0008100422185372188,0.0022195297163702813,-0.3268429106073737
16.232,-0.0008438769703976915,0.00220938904261216,-0.34202968812527096
16.242,-0.0008765866314316541,0.002199294699959003,-0.35696257862931247
16.252,-0.0009082177748882168,0.002189246476731462,-0.371656528507835
16.262,-0.000938810173941683,0.0021792441622173033,-0.38612353731121546
16.272,-0.0009683960073297113,0.0021692875466670174,-0.40037224892912043
16.282,-0.0009969989928762996,0.002159376421289391,-0.41440750427021206
16.292,-0.0010246336045498393,0.002149510578247158,-0.4282299224024865
16.302,-0.0010513043589298996,0.002139689810652624,-0.4418355047611642
16.312,-0.0010770051288896,0.0021299139125633233,-0.4552152445047924
16.322,-0.001101718580357239,0.0021201826789777204,-0.46835478342252823
16.332,-0.0011254157019214013,0.0021104959058308856,-0.4812341042202595
16.342,-0.0011480554592195507,0.002100853389990242,-0.493827273592368
16.352,-0.0011695846357008843,0.00209125492925128,-0.5061022649185634
16.362,-0.0011899378743465477,0.0020817003223333433,-0.518020869377062
16.372,-0.0012090378237600893,0.00207218936887538,-0.5295386544636456
16.382,-0.0012267955120936298,0.002062721869431768,-0.540605027163272
16.392,-0.0012431109897784256,0.0020532976254681173,-0.5511634234353898
16.402,-0.001257874088608666,0.002043916439357101,-0.5611515577919618
16.412,-0.0012709654387329868,0.0020345781143743325,-0.5705017996758339
16.422,-0.001282257655122636,0.002025282454694214,-0.5791416395884188
16.432,-0.00129161666833778,0.0020160292653858573,-0.5869942357842918
16.442,-0.001298903298650472,0.002006818352408968,-0.5939790895946062
16.452,-0.0013039748625369616,0.0019976495226098007,-0.6000127542813737
16.462,-0.0013066869206694073,0.0019885225837170985,-0.6050096292381046
16.472,-0.0013068951758077492,0.001979437344338051,-0.6088828455757593
16.482,-0.001304457348614239,0.001970393613954303,-0.6115451640947939
16.492,-0.0012992350929320164,0.001961391202917935,-0.6129099149190071
16.502,-0.0012910959484075714,0.0019524299224475113,-0.6128919784233884
16.512,-0.0012799152340219077,0.001943509584624094,-0.6114087619519555
16.522,-0.0012655779226904318,0.0019346300023873311,-0.6083811911938412
16.532,-0.0012479804160503483,0.001925790989531505,-0.6037346768272954
16.542,-0.0012270322504229292,0.0019169923607016525,-0.5974000703861877
16.552,-0.0012026577172198419,0.001908233931389667,-0.5893146003596321
16.562,-0.0011747972735418203,0.0018995155179304204,-0.5794227263684099
16.572,-0.0011434089377667944,0.0018908369374979334,-0.5676770047252596
16.582,-0.0011084695255964428,0.0018821980081015165,-0.5540388935888684
16.592,-0.0010699756054294446,0.001873598548581979,-0.5384794353969001
16.602,-0.0010279444547784363,0.0018650383786078053,-0.5209799533164247
16.612,-0.0009824148387254507,0.0018565173186713972,-0.501532671883311
16.622,-0.0009334474913819718,0.0018480351900852854,-0.480141199545129
16.632,-0.0008811255252535478,0.001839591814978405,-0.4568209825866457
