# Real time calculation: 
# Ac_ext: External vector potential field
# E_ext: External electric field
# Ac_tot: Total vector potential field
# E_tot: Total electric field
# Jm: Matter current density (electrons)
# 1:Time[fs] 2:Ac_ext_x[fs*V/Angstrom] 3:Ac_ext_y[fs*V/Angstrom] 4:Ac_ext_z[fs*V/Angstrom] 5:E_ext_x[V/Angstrom] 6:E_ext_y[V/Angstrom] 7:E_ext_z[V/Angstrom] 8:Ac_tot_x[fs*V/Angstrom] 9:Ac_tot_y[fs*V/Angstrom] 10:Ac_tot_z[fs*V/Angstrom] 11:E_tot_x[V/Angstrom] 12:E_tot_y[V/Angstrom] 13:E_tot_z[V/Angstrom]  14:Jm_x[1/fs*Angstrom^2] 15:Jm_y[1/fs*Angstrom^2] 16:Jm_z[1/fs*Angstrom^2] 
      0.00200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.223136304087688E-009  0.000000000000000E+000  0.000000000000000E+000  0.111568156016748E-006 -0.000000000000000E+000 -0.000000000000000E+000 -0.223136304087688E-009  0.000000000000000E+000  0.000000000000000E+000  0.111568156016748E-006   0.343977984751741E-008 -0.669227313557206E-009  0.182110570991249E-008 
      0.00400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.165369814259045E-008 -0.000000000000000E+000 -0.000000000000000E+000  0.715280944722294E-006  0.000000000000000E+000  0.000000000000000E+000 -0.165369814259045E-008 -0.000000000000000E+000 -0.000000000000000E+000  0.715280944722294E-006   0.343439549129592E-008 -0.821040323355266E-009 -0.305460714896118E-008 
      0.00600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.543332992861903E-008 -0.000000000000000E+000 -0.000000000000000E+000  0.188981596031000E-005  0.000000000000000E+000  0.000000000000000E+000 -0.543332992861903E-008 -0.000000000000000E+000 -0.000000000000000E+000  0.188981596031000E-005   0.345120606259724E-008 -0.973796262157483E-009 -0.158222351802625E-007 
      0.00800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.127034931325088E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.363508173138890E-005  0.000000000000000E+000  0.000000000000000E+000 -0.127034931325088E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.363508173138890E-005   0.347583571818588E-008 -0.107647009378769E-008 -0.401893744724783E-007 
      0.01000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.246053792386029E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.595094326495813E-005  0.000000000000000E+000  0.000000000000000E+000 -0.246053792386029E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.595094326495813E-005   0.349793643694547E-008 -0.113051767588839E-008 -0.798386834520395E-007 
      0.01200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.422798227156206E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.883722205319937E-005  0.000000000000000E+000  0.000000000000000E+000 -0.422798227156206E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.883722205319937E-005   0.351296587607737E-008 -0.119610293640479E-008 -0.138413549122616E-006 
      0.01400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.668672140048877E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.122936960824079E-004  0.000000000000000E+000  0.000000000000000E+000 -0.668672140048877E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.122936960824079E-004   0.351378551022078E-008 -0.133870601978496E-008 -0.219492158302732E-006 
      0.01600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.995074125308448E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.163200998441318E-004  0.000000000000000E+000  0.000000000000000E+000 -0.995074125308448E-007 -0.000000000000000E+000 -0.000000000000000E+000  0.163200998441318E-004   0.348142805172044E-008 -0.156982557260995E-008 -0.326572952557235E-006 
      0.01800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.141339659738171E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.209161243484790E-004  0.000000000000000E+000  0.000000000000000E+000 -0.141339659738171E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.209161243484790E-004   0.338536939888759E-008 -0.184189830095112E-008 -0.463084570701131E-006 
      0.02000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.193502492159729E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.260814171395297E-004  0.000000000000000E+000  0.000000000000000E+000 -0.193502492159729E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.260814171395297E-004   0.319354449644071E-008 -0.210243743457637E-008 -0.632409653058729E-006 
      0.02200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.257133654519969E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.318155823130624E-004  0.000000000000000E+000  0.000000000000000E+000 -0.257133654519969E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.318155823130624E-004   0.288201536443950E-008 -0.235260581803694E-008 -0.837899050298769E-006 
      0.02400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.333370012877723E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.381181805362523E-004  0.000000000000000E+000  0.000000000000000E+000 -0.333370012877723E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.381181805362523E-004   0.243460772518369E-008 -0.265196605189313E-008 -0.108286397042848E-005 
      0.02600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.423347467813245E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.449887290697944E-004  0.000000000000000E+000  0.000000000000000E+000 -0.423347467813245E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.449887290697944E-004   0.183341314572707E-008 -0.306674373468726E-008 -0.137055666942721E-005 
      0.02800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.528200867663195E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.524267017918721E-004  0.000000000000000E+000  0.000000000000000E+000 -0.528200867663195E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.524267017918721E-004   0.105049566700164E-008 -0.361601671616281E-008 -0.170416179723899E-005 
      0.03000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.649063921808506E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.604315292246018E-004  0.000000000000000E+000  0.000000000000000E+000 -0.649063921808506E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.604315292246018E-004   0.494182698652157E-010 -0.427079415167837E-008 -0.208680924350971E-005 
      0.03200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.787069114019196E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.690025985625044E-004  0.000000000000000E+000  0.000000000000000E+000 -0.787069114019196E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.690025985625044E-004  -0.120563255379349E-008 -0.500558916750288E-008 -0.252159747783222E-005 
      0.03400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.943347615860351E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.781392537030899E-004  0.000000000000000E+000  0.000000000000000E+000 -0.943347615860351E-006 -0.000000000000000E+000 -0.000000000000000E+000  0.781392537030899E-004  -0.274354802688298E-008 -0.584837668354774E-008 -0.301160634942318E-005 
      0.03600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.111902920016372E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.878407952796662E-004  0.000000000000000E+000  0.000000000000000E+000 -0.111902920016372E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.878407952796662E-004  -0.458994495471118E-008 -0.687740636225006E-008 -0.355988971063743E-005 
      0.03800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.131524215456944E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.981064806963970E-004  0.000000000000000E+000  0.000000000000000E+000 -0.131524215456944E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.981064806963970E-004  -0.677660272387359E-008 -0.816837021067408E-008 -0.416945869121983E-005 
      0.04000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.153311319514186E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.108935524165368E-003  0.000000000000000E+000  0.000000000000000E+000 -0.153311319514186E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.108935524165368E-003  -0.934562036456297E-008 -0.974573398301211E-008 -0.484327500135776E-005 
      0.04200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.177376738006387E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.120327096745813E-003  0.000000000000000E+000  0.000000000000000E+000 -0.177376738006387E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.120327096745813E-003  -0.123424182279854E-007 -0.115865966244140E-007 -0.558426227344063E-005 
      0.04400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.203832802341427E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.132280326385655E-003  0.000000000000000E+000  0.000000000000000E+000 -0.203832802341427E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.132280326385655E-003  -0.158038054541629E-007 -0.136710961211132E-007 -0.639532464682373E-005 
      0.04600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.232791660903267E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.144794297965277E-003  0.000000000000000E+000  0.000000000000000E+000 -0.232791660903267E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.144794297965277E-003  -0.197533899123614E-007 -0.160265701683828E-007 -0.727935491552210E-005 
      0.04800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.264365270447491E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.157868053342749E-003  0.000000000000000E+000  0.000000000000000E+000 -0.264365270447491E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.157868053342749E-003  -0.242097652280019E-007 -0.187207603616080E-007 -0.823922601743999E-005 
      0.05000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.298665387506564E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.171500591402444E-003  0.000000000000000E+000  0.000000000000000E+000 -0.298665387506564E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.171500591402444E-003  -0.291998682044685E-007 -0.218126166564217E-007 -0.927777686340084E-005 
      0.05200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.335803559804962E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.185690868104379E-003  0.000000000000000E+000  0.000000000000000E+000 -0.335803559804962E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.185690868104379E-003  -0.347642919818013E-007 -0.253122830688751E-007 -0.103978086896437E-004 
      0.05400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.375891117684898E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.200437796537201E-003  0.000000000000000E+000  0.000000000000000E+000 -0.375891117684898E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.200437796537201E-003  -0.409493854005360E-007 -0.291911161515867E-007 -0.116020964728136E-004 
      0.05600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.419039165542764E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.215740246971768E-003  0.000000000000000E+000  0.000000000000000E+000 -0.419039165542764E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.215740246971768E-003  -0.477946340676622E-007 -0.334304539889865E-007 -0.128934040963669E-004 
      0.05800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.465358573276959E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.231597046918066E-003  0.000000000000000E+000  0.000000000000000E+000 -0.465358573276959E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.231597046918066E-003  -0.553289618745009E-007 -0.380585955204946E-007 -0.142744882493911E-004 
      0.06000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.514959967747482E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.248006981184062E-003  0.000000000000000E+000  0.000000000000000E+000 -0.514959967747482E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.248006981184062E-003  -0.635806419762818E-007 -0.431388137868872E-007 -0.157480877440615E-004 
      0.06200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.567953724247537E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.264968791935720E-003  0.000000000000000E+000  0.000000000000000E+000 -0.567953724247537E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.264968791935720E-003  -0.725914074346928E-007 -0.487222740017737E-007 -0.173169094439440E-004 
