      0.06400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.624449957987919E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.282481178760972E-003  0.000000000000000E+000  0.000000000000000E+000 -0.624449957987919E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.282481178760972E-003  -0.824207089092869E-007 -0.548154308969675E-007 -0.189836244143463E-004 
      0.06600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.684558515594223E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.300542798733747E-003  0.000000000000000E+000  0.000000000000000E+000 -0.684558515594223E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.300542798733747E-003  -0.931358287486256E-007 -0.613957667318431E-007 -0.207508763160213E-004 
      0.06800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.748388966617616E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.319152266481868E-003  0.000000000000000E+000  0.000000000000000E+000 -0.748388966617616E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.319152266481868E-003  -0.104797905051429E-006 -0.684597832801475E-007 -0.226212910332682E-004 
      0.07000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.816050595059373E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.338308154255826E-003  0.000000000000000E+000  0.000000000000000E+000 -0.816050595059373E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.338308154255826E-003  -0.117458151581597E-006 -0.760547203012343E-007 -0.245974755494833E-004 
      0.07200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.887652390909768E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.358008992000553E-003  0.000000000000000E+000  0.000000000000000E+000 -0.887652390909768E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.358008992000553E-003  -0.131168238662857E-006 -0.842631070920529E-007 -0.266820057664204E-004 
      0.07400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.963303041701747E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.378253267429370E-003  0.000000000000000E+000  0.000000000000000E+000 -0.963303041701747E-005 -0.000000000000000E+000 -0.000000000000000E+000  0.378253267429370E-003  -0.145994457926411E-006 -0.931577564924508E-007 -0.288774148041488E-004 
      0.07600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.104311092407947E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.399039426098276E-003  0.000000000000000E+000  0.000000000000000E+000 -0.104311092407947E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.399039426098276E-003  -0.162021550777834E-006 -0.102774009814413E-006 -0.311861930189243E-004 
      0.07800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.112718409538277E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.420365871485573E-003  0.000000000000000E+000  0.000000000000000E+000 -0.112718409538277E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.420365871485573E-003  -0.179342711817796E-006 -0.113126778400872E-006 -0.336107990836574E-004 
      0.08000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.121563028524722E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.442230965069932E-003  0.000000000000000E+000  0.000000000000000E+000 -0.121563028524722E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.442230965069932E-003  -0.198046300817956E-006 -0.124253160470931E-006 -0.361536703832109E-004 
      0.08200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.130855688722101E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.464633026414374E-003  0.000000000000000E+000  0.000000000000000E+000 -0.130855688722101E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.464633026414374E-003  -0.218212806511370E-006 -0.136235663497297E-006 -0.388172219191938E-004 
      0.08400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.140607095039821E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.487570333248216E-003  0.000000000000000E+000  0.000000000000000E+000 -0.140607095039821E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.487570333248216E-003  -0.239924699848353E-006 -0.149182082824664E-006 -0.416038346474959E-004 
      0.08600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.150827917106959E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.511041121554910E-003  0.000000000000000E+000  0.000000000000000E+000 -0.150827917106959E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.511041121554910E-003  -0.263278383802513E-006 -0.163183212943272E-006 -0.445158445137090E-004 
      0.08800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.161528788439108E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.535043585660182E-003  0.000000000000000E+000  0.000000000000000E+000 -0.161528788439108E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.535043585660182E-003  -0.288385416399856E-006 -0.178292048380451E-006 -0.475555422258990E-004 
      0.09000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.172720305607004E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.559575878321103E-003  0.000000000000000E+000  0.000000000000000E+000 -0.172720305607004E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.559575878321103E-003  -0.315361536713357E-006 -0.194545387555361E-006 -0.507251827220302E-004 
      0.09200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.184413027407047E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.584636110820870E-003  0.000000000000000E+000  0.000000000000000E+000 -0.184413027407047E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.584636110820870E-003  -0.344314866401320E-006 -0.212005086055907E-006 -0.540269939206376E-004 
      0.09400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.196617474033664E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.610222353060666E-003  0.000000000000000E+000  0.000000000000000E+000 -0.196617474033664E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.610222353060666E-003  -0.375345583959922E-006 -0.230776628804205E-006 -0.574631758298243E-004 
      0.09600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.209344126253661E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.636332633659408E-003  0.000000000000000E+000  0.000000000000000E+000 -0.209344126253661E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.636332633659408E-003  -0.408557458267541E-006 -0.250986677254255E-006 -0.610358912824415E-004 
      0.09800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.222603424582483E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.662964940049077E-003  0.000000000000000E+000  0.000000000000000E+000 -0.222603424582483E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.662964940049077E-003  -0.444069296685877E-006 -0.272743297604652E-006 -0.647472577357180E-004 
      0.10000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.236405768462550E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.690117218578180E-003  0.000000000000000E+000  0.000000000000000E+000 -0.236405768462550E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.690117218578180E-003  -0.482014457641030E-006 -0.296119289575059E-006 -0.685993477688379E-004 
      0.10200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.250761515443637E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.717787374614527E-003  0.000000000000000E+000  0.000000000000000E+000 -0.250761515443637E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.717787374614527E-003  -0.522528989096752E-006 -0.321174097894074E-006 -0.725941966639143E-004 
      0.10400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.265680980365313E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.745973272647669E-003  0.000000000000000E+000  0.000000000000000E+000 -0.265680980365313E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.745973272647669E-003  -0.565740758763541E-006 -0.347989747533433E-006 -0.767338085681815E-004 
      0.10600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.281174434541586E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.774672736399461E-003  0.000000000000000E+000  0.000000000000000E+000 -0.281174434541586E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.774672736399461E-003  -0.611770807872538E-006 -0.376682627455199E-006 -0.810201549464657E-004 
      0.10800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.297252104947659E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.803883548929669E-003  0.000000000000000E+000  0.000000000000000E+000 -0.297252104947659E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.803883548929669E-003  -0.660745268435271E-006 -0.407379098725344E-006 -0.854551673632408E-004 
      0.11000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.313924173408987E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.833603452750748E-003  0.000000000000000E+000  0.000000000000000E+000 -0.313924173408987E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.833603452750748E-003  -0.712804944436243E-006 -0.440181009677094E-006 -0.900407322068148E-004 
      0.11200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.331200775792514E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.863830149937053E-003  0.000000000000000E+000  0.000000000000000E+000 -0.331200775792514E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.863830149937053E-003  -0.768101858460534E-006 -0.475157595443811E-006 -0.947786923782833E-004 
      0.11400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.349092001200274E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.894561302243020E-003  0.000000000000000E+000  0.000000000000000E+000 -0.349092001200274E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.894561302243020E-003  -0.826785583342882E-006 -0.512372512037395E-006 -0.996708534763974E-004 
      0.11600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.367607891165331E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.925794531220065E-003  0.000000000000000E+000  0.000000000000000E+000 -0.367607891165331E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.925794531220065E-003  -0.888993009137529E-006 -0.551918040676090E-006 -0.104718987702819E-003 
      0.11800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.386758438850058E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.957527418333574E-003  0.000000000000000E+000  0.000000000000000E+000 -0.386758438850058E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.957527418333574E-003  -0.954852072703688E-006 -0.593920894371458E-006 -0.109924831681242E-003 
      0.12000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.406553588246924E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.989757505088232E-003  0.000000000000000E+000  0.000000000000000E+000 -0.406553588246924E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.989757505088232E-003  -0.102449589118741E-005 -0.638513330484455E-006 -0.115290080975440E-003 
      0.12200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.427003233381652E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.102248229314668E-002  0.000000000000000E+000  0.000000000000000E+000 -0.427003233381652E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.102248229314668E-002  -0.109807310077203E-005 -0.685799045139014E-006 -0.120816387159144E-003 
      0.12400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.448117217518953E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.105569924445811E-002  0.000000000000000E+000  0.000000000000000E+000 -0.448117217518953E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.105569924445811E-002  -0.117574392285142E-005 -0.735848743741061E-006 -0.126505359908903E-003 
      0.12600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.469905332370817E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.108940578138658E-002  0.000000000000000E+000  0.000000000000000E+000 -0.469905332370817E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.108940578138658E-002  -0.125766583640622E-005 -0.788729902037482E-006 -0.132358570875800E-003 
      0.12800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.492377317307295E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.112359928683492E-002  0.000000000000000E+000  0.000000000000000E+000 -0.492377317307295E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.112359928683492E-002  -0.134398306496892E-005 -0.844540366584569E-006 -0.138377554331822E-003 
      0.13000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.515542858570047E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.115827710438345E-002  0.000000000000000E+000  0.000000000000000E+000 -0.515542858570047E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.115827710438345E-002  -0.143482991444205E-005 -0.903411747091376E-006 -0.144563803574766E-003 
      0.13200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.539411588488427E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.119343653841687E-002  0.000000000000000E+000  0.000000000000000E+000 -0.539411588488427E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.119343653841687E-002  -0.153034369811204E-005 -0.965479619944887E-006 -0.150918767231363E-003 
      0.13400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.563993084698378E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.122907485426446E-002  0.000000000000000E+000  0.000000000000000E+000 -0.563993084698378E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.122907485426446E-002  -0.163067329805094E-005 -0.103085135854034E-005 -0.157443850214784E-003 
      0.13600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.589296869363983E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.126518927833324E-002  0.000000000000000E+000  0.000000000000000E+000 -0.589296869363983E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.126518927833324E-002  -0.173597421963832E-005 -0.109960453375796E-005 -0.164140419453560E-003 
      0.13800000 -0.000000000000000E+000 -0.000000000000000E+000 -0.615332408401916E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.130177699825248E-002  0.000000000000000E+000  0.000000000000000E+000 -0.615332408401916E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.130177699825248E-002  -0.184639532390672E-005 -0.117181736046024E-005 -0.171009809510030E-003 
      0.14000000 -0.000000000000000E+000 -0.000000000000000E+000 -0.642109110708580E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.133883516300869E-002  0.000000000000000E+000  0.000000000000000E+000 -0.642109110708580E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.133883516300869E-002  -0.196207136961453E-005 -0.124759993057682E-005 -0.178053323140934E-003 
      0.14200000 -0.000000000000000E+000 -0.000000000000000E+000 -0.669636327390222E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.137636088309381E-002  0.000000000000000E+000  0.000000000000000E+000 -0.669636327390222E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.137636088309381E-002  -0.208312979871461E-005 -0.132709420650594E-005 -0.185272226817535E-003 
      0.14400000 -0.000000000000000E+000 -0.000000000000000E+000 -0.697923350995925E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.141435123064971E-002  0.000000000000000E+000  0.000000000000000E+000 -0.697923350995925E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.141435123064971E-002  -0.220970553058986E-005 -0.141044240264988E-005 -0.192667746024572E-003 
      0.14600000 -0.000000000000000E+000 -0.000000000000000E+000 -0.726979414753483E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.145280323961175E-002  0.000000000000000E+000  0.000000000000000E+000 -0.726979414753483E-004 -0.000000000000000E+000 -0.000000000000000E+000  0.145280323961175E-002  -0.234194893235865E-005 -0.149775506708000E-005 -0.200241065066907E-003 
