# Real time calculation: 
# Ac_ext: External vector potential field
# E_ext: External electric field
# Ac_tot: Total vector potential field
# E_tot: Total electric field
# Jm: Matter current density (electrons)
# 1:Time[fs] 2:Ac_ext_x[fs*V/Angstrom] 3:Ac_ext_y[fs*V/Angstrom] 4:Ac_ext_z[fs*V/Angstrom] 5:E_ext_x[V/Angstrom] 6:E_ext_y[V/Angstrom] 7:E_ext_z[V/Angstrom] 8:Ac_tot_x[fs*V/Angstrom] 9:Ac_tot_y[fs*V/Angstrom] 10:Ac_tot_z[fs*V/Angstrom] 11:E_tot_x[V/Angstrom] 12:E_tot_y[V/Angstrom] 13:E_tot_z[V/Angstrom]  14:Jm_x[1/fs*Angstrom^2] 15:Jm_y[1/fs*Angstrom^2] 16:Jm_z[1/fs*Angstrom^2] 
      0.00200000 -0.746673748805651E-009  0.000000000000000E+000  0.000000000000000E+000  0.373336887697226E-006  0.000000000000000E+000  0.000000000000000E+000 -0.746673748805651E-009  0.000000000000000E+000  0.000000000000000E+000  0.373336887697226E-006  0.000000000000000E+000  0.000000000000000E+000  -0.264060371539437E-008 -0.885213277273249E-010 -0.203948814511353E-010 
      0.00400000 -0.305790972792448E-008  0.000000000000000E+000  0.000000000000000E+000  0.115561803071058E-005  0.000000000000000E+000  0.000000000000000E+000 -0.305790972792448E-008  0.000000000000000E+000  0.000000000000000E+000  0.115561803071058E-005  0.000000000000000E+000  0.000000000000000E+000  -0.105073498919142E-007 -0.131498570828681E-009 -0.441797316290127E-010 
      0.00600000 -0.704052682591118E-008  0.000000000000000E+000  0.000000000000000E+000  0.199130861990318E-005  0.000000000000000E+000  0.000000000000000E+000 -0.704052682591118E-008  0.000000000000000E+000  0.000000000000000E+000  0.199130861990318E-005  0.000000000000000E+000  0.000000000000000E+000  -0.238502498137888E-007 -0.166932420613235E-009 -0.663588911348158E-010 
      0.00800000 -0.128013394184824E-007  0.000000000000000E+000  0.000000000000000E+000  0.288040639885592E-005  0.000000000000000E+000  0.000000000000000E+000 -0.128013394184824E-007  0.000000000000000E+000  0.000000000000000E+000  0.288040639885592E-005  0.000000000000000E+000  0.000000000000000E+000  -0.429684697015100E-007 -0.192586681264499E-009 -0.815475512836715E-010 
      0.01000000 -0.204471570782634E-007  0.000000000000000E+000  0.000000000000000E+000  0.382290896602300E-005  0.000000000000000E+000  0.000000000000000E+000 -0.204471570782634E-007  0.000000000000000E+000  0.000000000000000E+000  0.382290896602300E-005  0.000000000000000E+000  0.000000000000000E+000  -0.681516092137530E-007 -0.208622522095033E-009 -0.872444342835060E-010 
      0.01200000 -0.300847842845945E-007  0.000000000000000E+000  0.000000000000000E+000  0.481881377476187E-005  0.000000000000000E+000  0.000000000000000E+000 -0.300847842845945E-007  0.000000000000000E+000  0.000000000000000E+000  0.481881377476187E-005  0.000000000000000E+000  0.000000000000000E+000  -0.996910071800041E-007 -0.218012402007360E-009 -0.869324563909299E-010 
      0.01400000 -0.418210201332941E-007  0.000000000000000E+000  0.000000000000000E+000  0.586811813331151E-005  0.000000000000000E+000  0.000000000000000E+000 -0.418210201332941E-007  0.000000000000000E+000  0.000000000000000E+000  0.586811813331151E-005  0.000000000000000E+000  0.000000000000000E+000  -0.137878556186468E-006 -0.217197559159183E-009 -0.766214389311279E-010 
      0.01600000 -0.557626580465106E-007  0.000000000000000E+000  0.000000000000000E+000  0.697081920483675E-005  0.000000000000000E+000  0.000000000000000E+000 -0.557626580465106E-007  0.000000000000000E+000  0.000000000000000E+000  0.697081920483675E-005  0.000000000000000E+000  0.000000000000000E+000  -0.182985343579150E-006 -0.204343312390654E-009 -0.458943291442649E-010 
      0.01800000 -0.720164854825025E-007  0.000000000000000E+000  0.000000000000000E+000  0.812691400739262E-005  0.000000000000000E+000  0.000000000000000E+000 -0.720164854825025E-007  0.000000000000000E+000  0.000000000000000E+000  0.812691400739262E-005  0.000000000000000E+000  0.000000000000000E+000  -0.235270050711693E-006 -0.218807212880925E-009 -0.174506839753236E-010 
      0.02000000 -0.906892836454944E-007  0.000000000000000E+000  0.000000000000000E+000  0.933639941396194E-005  0.000000000000000E+000  0.000000000000000E+000 -0.906892836454944E-007  0.000000000000000E+000  0.000000000000000E+000  0.933639941396194E-005  0.000000000000000E+000  0.000000000000000E+000  -0.295037193343488E-006 -0.348563436683435E-009 -0.466229140376537E-010 
      0.02200000 -0.111887827195534E-006  0.000000000000000E+000  0.000000000000000E+000  0.105992721524563E-004  0.000000000000000E+000  0.000000000000000E+000 -0.111887827195534E-006  0.000000000000000E+000  0.000000000000000E+000  0.105992721524563E-004  0.000000000000000E+000  0.000000000000000E+000  -0.362615725969683E-006 -0.716506620298885E-009 -0.134353330972013E-009 
      0.02400000 -0.135718883958316E-006  0.000000000000000E+000  0.000000000000000E+000  0.119155288056988E-004  0.000000000000000E+000  0.000000000000000E+000 -0.135718883958316E-006  0.000000000000000E+000  0.000000000000000E+000  0.119155288056988E-004  0.000000000000000E+000  0.000000000000000E+000  -0.438224328201055E-006 -0.171268391301030E-008 -0.281467820806805E-009 
      0.02600000 -0.162289214635166E-006  0.000000000000000E+000  0.000000000000000E+000  0.132851658115055E-004  0.000000000000000E+000  0.000000000000000E+000 -0.162289214635166E-006  0.000000000000000E+000  0.000000000000000E+000  0.132851658115055E-004  0.000000000000000E+000  0.000000000000000E+000  -0.522080860745903E-006 -0.469148276736465E-008 -0.844988291781565E-009 
      0.02800000 -0.191705572512814E-006  0.000000000000000E+000  0.000000000000000E+000  0.147081794625770E-004  0.000000000000000E+000  0.000000000000000E+000 -0.191705572512814E-006  0.000000000000000E+000  0.000000000000000E+000  0.147081794625770E-004  0.000000000000000E+000  0.000000000000000E+000  -0.614816885308904E-006 -0.131796384887198E-007 -0.272971515507710E-008 
      0.03000000 -0.224074703173416E-006  0.000000000000000E+000  0.000000000000000E+000  0.161845659066280E-004  0.000000000000000E+000  0.000000000000000E+000 -0.224074703173416E-006  0.000000000000000E+000  0.000000000000000E+000  0.161845659066280E-004  0.000000000000000E+000  0.000000000000000E+000  -0.717241343565650E-006 -0.361383642818667E-007 -0.737341652235357E-008 
      0.03200000 -0.259503344204464E-006  0.000000000000000E+000  0.000000000000000E+000  0.177143211463252E-004  0.000000000000000E+000  0.000000000000000E+000 -0.259503344204464E-006  0.000000000000000E+000  0.000000000000000E+000  0.177143211463252E-004  0.000000000000000E+000  0.000000000000000E+000  -0.829382762442019E-006 -0.988141283708307E-007 -0.186833310915941E-007 
      0.03400000 -0.298098224908683E-006  0.000000000000000E+000  0.000000000000000E+000  0.192974410392849E-004  0.000000000000000E+000  0.000000000000000E+000 -0.298098224908683E-006  0.000000000000000E+000  0.000000000000000E+000  0.192974410392849E-004  0.000000000000000E+000  0.000000000000000E+000  -0.951232894294806E-006 -0.272563230051144E-006 -0.493492904347908E-007 
