# Real time calculation: 
# Ac_ext: External vector potential field
# E_ext: External electric field
# Ac_tot: Total vector potential field
# E_tot: Total electric field
# Jm: Matter current density (electrons)
# 1:Time[fs] 2:Ac_ext_x[fs*V/Angstrom] 3:Ac_ext_y[fs*V/Angstrom] 4:Ac_ext_z[fs*V/Angstrom] 5:E_ext_x[V/Angstrom] 6:E_ext_y[V/Angstrom] 7:E_ext_z[V/Angstrom] 8:Ac_tot_x[fs*V/Angstrom] 9:Ac_tot_y[fs*V/Angstrom] 10:Ac_tot_z[fs*V/Angstrom] 11:E_tot_x[V/Angstrom] 12:E_tot_y[V/Angstrom] 13:E_tot_z[V/Angstrom]  14:Jm_x[1/fs*Angstrom^2] 15:Jm_y[1/fs*Angstrom^2] 16:Jm_z[1/fs*Angstrom^2] 
      0.03600000 -0.339966066014170E-006  0.000000000000000E+000  0.000000000000000E+000  0.209339212981934E-004  0.000000000000000E+000  0.000000000000000E+000 -0.339966066014170E-006  0.000000000000000E+000  0.000000000000000E+000  0.209339212981934E-004  0.000000000000000E+000  0.000000000000000E+000  -0.108432240316825E-005 -0.752177052220286E-006 -0.131910315306552E-006 
      0.03800000 -0.385213579384186E-006  0.000000000000000E+000  0.000000000000000E+000  0.226237574906325E-004  0.000000000000000E+000  0.000000000000000E+000 -0.385213579384186E-006  0.000000000000000E+000  0.000000000000000E+000  0.226237574906325E-004  0.000000000000000E+000  0.000000000000000E+000  -0.122452472866473E-005 -0.206996891583397E-005 -0.343861924399251E-006 
      0.04000000 -0.433947467727366E-006  0.000000000000000E+000  0.000000000000000E+000  0.243669450392884E-004  0.000000000000000E+000  0.000000000000000E+000 -0.433947467727366E-006  0.000000000000000E+000  0.000000000000000E+000  0.243669450392884E-004  0.000000000000000E+000  0.000000000000000E+000  -0.133838610516218E-005 -0.569931668777429E-005 -0.885276289003482E-006 
      0.04200000 -0.486274424307614E-006  0.000000000000000E+000  0.000000000000000E+000  0.261634792217965E-004  0.000000000000000E+000  0.000000000000000E+000 -0.486274424307614E-006  0.000000000000000E+000  0.000000000000000E+000  0.261634792217965E-004  0.000000000000000E+000  0.000000000000000E+000  -0.131340641926251E-005 -0.157173008762929E-004 -0.228252609971026E-005 
      0.04400000 -0.542301132654271E-006  0.000000000000000E+000  0.000000000000000E+000  0.280133551708749E-004  0.000000000000000E+000  0.000000000000000E+000 -0.542301132654271E-006  0.000000000000000E+000  0.000000000000000E+000  0.280133551708749E-004  0.000000000000000E+000  0.000000000000000E+000  -0.788936384511761E-006 -0.433648219543304E-004 -0.585889112357151E-005 
      0.04600000 -0.602134266272257E-006  0.000000000000000E+000  0.000000000000000E+000  0.299165678743117E-004  0.000000000000000E+000  0.000000000000000E+000 -0.602134266272257E-006  0.000000000000000E+000  0.000000000000000E+000  0.299165678743117E-004  0.000000000000000E+000  0.000000000000000E+000   0.145413105197435E-005 -0.119667195626560E-003 -0.148695644307980E-004 
      0.04800000 -0.665880488351951E-006  0.000000000000000E+000  0.000000000000000E+000  0.318731121748379E-004  0.000000000000000E+000  0.000000000000000E+000 -0.665880488351951E-006  0.000000000000000E+000  0.000000000000000E+000  0.318731121748379E-004  0.000000000000000E+000  0.000000000000000E+000   0.934922920869075E-005 -0.330446600203200E-003 -0.373512475277825E-004 
      0.05000000 -0.733646451479677E-006  0.000000000000000E+000  0.000000000000000E+000  0.338829827704247E-004  0.000000000000000E+000  0.000000000000000E+000 -0.733646451479677E-006  0.000000000000000E+000  0.000000000000000E+000  0.338829827704247E-004  0.000000000000000E+000  0.000000000000000E+000   0.349942731314344E-004 -0.913378795746488E-003 -0.930333464593245E-004 
      0.05200000 -0.805538797347499E-006  0.000000000000000E+000  0.000000000000000E+000  0.359461742139418E-004  0.000000000000000E+000  0.000000000000000E+000 -0.805538797347499E-006  0.000000000000000E+000  0.000000000000000E+000  0.359461742139418E-004  0.000000000000000E+000  0.000000000000000E+000   0.115373270834004E-003 -0.252831178712417E-002 -0.229973135259081E-003 
      0.05400000 -0.881664156463790E-006  0.000000000000000E+000  0.000000000000000E+000  0.380626809135448E-004  0.000000000000000E+000  0.000000000000000E+000 -0.881664156463790E-006  0.000000000000000E+000  0.000000000000000E+000  0.380626809135448E-004  0.000000000000000E+000  0.000000000000000E+000   0.365349700104286E-003 -0.702057039089568E-002 -0.569323623496644E-003 
      0.05600000 -0.962129147863197E-006  0.000000000000000E+000  0.000000000000000E+000  0.402324971323692E-004  0.000000000000000E+000  0.000000000000000E+000 -0.962129147863197E-006  0.000000000000000E+000  0.000000000000000E+000  0.402324971323692E-004  0.000000000000000E+000  0.000000000000000E+000   0.115700640948624E-002 -0.196506750484956E-001 -0.146495933311365E-002 
      0.05800000 -0.104704037881691E-005  0.000000000000000E+000  0.000000000000000E+000  0.424556169886884E-004  0.000000000000000E+000  0.000000000000000E+000 -0.104704037881691E-005  0.000000000000000E+000  0.000000000000000E+000  0.424556169886884E-004  0.000000000000000E+000  0.000000000000000E+000   0.384620869954918E-002 -0.562459334494997E-001 -0.435744606691315E-002 
      0.06000000 -0.113650444454314E-005  0.000000000000000E+000  0.000000000000000E+000  0.447320344560041E-004  0.000000000000000E+000  0.000000000000000E+000 -0.113650444454314E-005  0.000000000000000E+000  0.000000000000000E+000  0.447320344560041E-004  0.000000000000000E+000  0.000000000000000E+000   0.150637538492800E-001 -0.173263687265347E+000 -0.185103127980922E-001 
      0.06200000 -0.123062792791710E-005  0.000000000000000E+000  0.000000000000000E+000  0.470617433628339E-004  0.000000000000000E+000  0.000000000000000E+000 -0.123062792791710E-005  0.000000000000000E+000  0.000000000000000E+000  0.470617433628339E-004  0.000000000000000E+000  0.000000000000000E+000   0.109052002316920E+000 -0.758455797300866E+000 -0.158570617816305E+000 
