# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000 -0.296218851430941E-009  0.742721067553174E-010  0.405512105390942E-001 -0.357143648902150E-011  0.100562833588499E-010  0.180474655565469E-002  0.100000008038392E+001  0.999999773658715E+000 -0.396202411305356E+002 -0.666713070310873E-005  0.167167565784850E-005  0.912704304697001E+003
      0.02000000 -0.295859016790808E-009  0.730326180740351E-010  0.402678373779803E-001 -0.712524904532117E-011  0.200389257528344E-010  0.359086445763665E-002  0.100000008018559E+001  0.999999774487450E+000 -0.394105993939293E+002 -0.332951587164165E-005  0.821888964759778E-006  0.453163148857040E+003
      0.03000000 -0.295261588022448E-009  0.709784642466817E-010  0.397989554343720E-001 -0.106439246210261E-010  0.298749908886703E-010  0.533996920626170E-002  0.100000007985586E+001  0.999999775863388E+000 -0.390630282607370E+002 -0.221519504857491E-005  0.532514722310397E-006  0.298590987087598E+003
      0.04000000 -0.294429993071338E-009  0.681270068305100E-010  0.391496209034583E-001 -0.141101712622229E-010  0.394929437414220E-010  0.703416053765312E-002  0.100000007939599E+001  0.999999777778645E+000 -0.385802524591488E+002 -0.165671701618529E-005  0.383341283612130E-006  0.220289524349674E+003
      0.05000000 -0.293369000137632E-009  0.645022948201954E-010  0.383268058750306E-001 -0.175070269684417E-010  0.488233311047238E-010  0.865625443995484E-002  0.100000007880770E+001  0.999999780222273E+000 -0.379660411359734E+002 -0.132059756407091E-005  0.290356422718731E-006  0.172527726015492E+003
      0.06000000 -0.292084686942155E-009  0.601348112308714E-010  0.373392940645995E-001 -0.208179665323811E-010  0.577994383275701E-010  0.101900032662843E-001  0.100000007809322E+001  0.999999783180348E+000 -0.372251632046343E+002 -0.109568020109278E-005  0.225580199879379E-006  0.140068709721386E+003
      0.07000000 -0.290584401482680E-009  0.550611526044803E-010  0.361975500068731E-001 -0.240270056955387E-010  0.663579147746647E-010  0.116203003362649E-001  0.100000007725523E+001  0.999999786636088E+000 -0.363633310916688E+002 -0.934330515433269E-006  0.177040869471310E-006  0.116387787447562E+003
      0.08000000 -0.288876714485222E-009  0.493236453392991E-010  0.349135640600783E-001 -0.271188019634089E-010  0.744393609462787E-010  0.129333657162834E-001  0.100000007629688E+001  0.999999790569985E+000 -0.353871337209905E+002 -0.812734741245280E-006  0.138768679239323E-006  0.982269079835088E+002
      0.09000000 -0.286971363801677E-009  0.429699035037209E-010  0.335006759922265E-001 -0.300787514343467E-010  0.819888706823200E-010  0.141169102293691E-001  0.100000007522177E+001  0.999999794959963E+000 -0.343039597313479E+002 -0.717665927394451E-006  0.107460323704492E-006  0.837794175202709E+002
      0.10000000 -0.284879191052353E-009  0.360523334954210E-010  0.319733802869563E-001 -0.328930810093320E-010  0.889565224474565E-010  0.151602751611231E-001  0.100000007403393E+001  0.999999799781560E+000 -0.331219120613142E+002 -0.641190387501289E-006  0.811446058901740E-007  0.719639227427885E+002
      0.11000000 -0.282612070859453E-009  0.286275915367270E-010  0.303471166098806E-001 -0.355489353659907E-010  0.952978143420624E-010  0.160545455896210E-001  0.100000007273780E+001  0.999999805008118E+000 -0.318497151554593E+002 -0.578261525709534E-006  0.585758234213915E-007  0.620941982355802E+002
      0.12000000 -0.280182833065584E-009  0.207560005479928E-010  0.286380491106699E-001 -0.380344580996533E-010  0.100974038198893E-009  0.167926357649423E-001  0.100000007133822E+001  0.999999810610998E+000 -0.304966161431351E+002 -0.525516736412887E-006  0.389303853830762E-007  0.537141192456586E+002
      0.13000000 -0.277605178379323E-009  0.125009334057919E-010  0.268628383971677E-001 -0.403388664572639E-010  0.105952588898234E-009  0.173693454874838E-001  0.100000006984038E+001  0.999999816559808E+000 -0.290722814160218E+002 -0.480629569650947E-006  0.216433939674247E-007  0.465087666368809E+002
      0.14000000 -0.274893587937848E-009  0.392816996560998E-011  0.250384101030242E-001 -0.424525191168971E-010  0.110207205854453E-009  0.177813869725744E-001  0.100000006824985E+001  0.999999822822638E+000 -0.275866900811503E+002 -0.441939530127495E-006  0.631522037994977E-008  0.402536242444909E+002
      0.15000000 -0.272063227323987E-009 -0.489476449546904E-011  0.231817239786515E-001 -0.443669764967768E-010  0.113718144483434E-009  0.180273822309745E-001  0.100000006657250E+001  0.999999829366311E+000 -0.260500257918995E+002 -0.408229948300344E-006 -0.734457749612791E-008  0.347840980730856E+002
      0.16000000 -0.269129845621587E-009 -0.138992715854752E-010  0.213095473674045E-001 -0.460750531132517E-010  0.116472276341796E-009  0.181078315294835E-001  0.100000006481449E+001  0.999999836156636E+000 -0.244725684603090E+002 -0.378589142832820E-006 -0.195523216809795E-007  0.299764719641110E+002
      0.17000000 -0.266109670138208E-009 -0.230163549508902E-010  0.194382367870773E-001 -0.475708615473669E-010  0.118463117523039E-009  0.180250540122503E-001  0.100000006298228E+001  0.999999843158672E+000 -0.228645873302473E+002 -0.352320578796632E-006 -0.304729080077201E-007  0.257355955236508E+002
      0.18000000 -0.263019297467384E-009 -0.321772904054711E-010  0.175835311249094E-001 -0.488498476246073E-010  0.119690785790901E-009  0.177831020511281E-001  0.100000006108253E+001  0.999999850336985E+000 -0.212362368432917E+002 -0.328882968563402E-006 -0.402349291127215E-007  0.219866905959792E+002
      0.19000000 -0.259875581603434E-009 -0.413142832982665E-010  0.157603596776303E-001 -0.499088164621163E-010  0.120161887813812E-009  0.173876513429480E-001  0.100000005912211E+001  0.999999857655918E+000 -0.195974566588036E+002 -0.307849284712571E-006 -0.489410066282879E-007  0.186697627519892E+002
      0.20000000 -0.256695519859446E-009 -0.503611056205511E-010  0.139826679332752E-001 -0.507459490922256E-010  0.119889338724476E-009  0.168458691742314E-001  0.100000005710809E+001  0.999999865079841E+000 -0.179578770982196E+002 -0.288878066594686E-006 -0.566750009162662E-007  0.157357092971928E+002
      0.21000000 -0.253496137373000E-009 -0.592537056851212E-010  0.122632636063490E-001 -0.513608094303150E-010  0.118892117053483E-009  0.161662636220969E-001  0.100000005504766E+001  0.999999872573416E+000 -0.163267311729901E+002 -0.271692923505823E-006 -0.635071314812818E-007  0.131435609846354E+002
      0.22000000 -0.250294371013769E-009 -0.679307836379394E-010  0.106136850111732E-001 -0.517543414186878E-010  0.117194958864000E-009  0.153585167476791E-001  0.100000005294810E+001  0.999999880101838E+000 -0.147127742281842E+002 -0.256067627293438E-006 -0.694976659518809E-007  0.108584988413565E+002
      0.23000000 -0.247106953531701E-009 -0.763343265752638E-010  0.904409339943475E-002 -0.519288562459906E-010  0.114827995635474E-009  0.144333050604282E-001  0.100000005081679E+001  0.999999887631076E+000 -0.131242120921105E+002 -0.241815094083066E-006 -0.746996071893090E-007  0.885041179547294E+001
      0.24000000 -0.243950298803478E-009 -0.844100976316537E-010  0.756319040712479E-002 -0.518880096133346E-010  0.111826341097866E-009  0.134021106848266E-001  0.100000004866111E+001  0.999999895128097E+000 -0.115686384691630E+002 -0.228779121603328E-006 -0.791606654525056E-007  0.709283844433667E+001
      0.25000000 -0.240840389047721E-009 -0.921080740669474E-010  0.617816126356264E-002 -0.516367690932211E-010  0.108229632795331E-009  0.122770267435440E-001  0.100000004648848E+001  0.999999902561082E+000 -0.100529821514553E+002 -0.216828111325394E-006 -0.829247113273783E-007  0.556218599188762E+001
      0.26000000 -0.237792664885486E-009 -0.993828301037141E-010  0.489464392147355E-002 -0.511813717050730E-010  0.104081534651570E-009  0.110705604825952E-001  0.100000004430624E+001  0.999999909899622E+000 -0.858346445770199E+001 -0.205850241802578E-006 -0.860328455367874E-007  0.423715187034075E+001
      0.27000000 -0.234821919121502E-009 -0.106193861040179E-009  0.371672378237778E-002 -0.505292719109674E-010  0.994292072117408E-010  0.979543760595192E-002  0.100000004212167E+001  0.999999917114896E+000 -0.716556713833907E+001 -0.195749717702776E-006 -0.885241820616716E-007  0.309829522687445E+001
      0.28000000 -0.231942195112880E-009 -0.112505845975759E-009  0.264695322570572E-002 -0.496890803163623E-010  0.943227525424725E-010  0.846441116207344E-002  0.100000003994194E+001  0.999999924179838E+000 -0.580401081712103E+001 -0.186443826307258E-006 -0.904364141050190E-007  0.212772017276432E+001
      0.29000000 -0.229166690575413E-009 -0.118288847325153E-009  0.168639471231980E-002 -0.486704934424234E-010  0.888146409784253E-010  0.709007813711782E-002  0.100000003777409E+001  0.999999931069276E+000 -0.450274387437779E+001 -0.177860607229910E-006 -0.918062139002462E-007  0.130884286372240E+001
      0.30000000 -0.226507667652858E-009 -0.123518446149977E-009  0.834685831928644E-003 -0.474842150181446E-010  0.829591270086007E-010  0.568470666462246E-002  0.100000003562495E+001  0.999999937760056E+000 -0.326494151860861E+001 -0.169936992891441E-006 -0.926695044051219E-007  0.626221627536390E+000
      0.31000000 -0.223976370041567E-009 -0.128175813191573E-009  0.901243066608656E-004 -0.461418693209968E-010  0.768116615975318E-010  0.426007646576807E-002  0.100000003350115E+001  0.999999944231143E+000 -0.209301464378935E+001 -0.162617314024303E-006 -0.930616317258205E-007  0.654344593350301E-001
      0.32000000 -0.221582947921481E-009 -0.132247716332264E-009 -0.550229343853350E-003 -0.446559071733766E-010  0.704283081363974E-010  0.282733479548097E-002  0.100000003140908E+001  0.999999950463701E+000 -0.988627932086714E+000 -0.155852090886114E-006 -0.930174604979107E-007 -0.387008091149806E+000
      0.33000000 -0.219336391394963E-009 -0.135726466032421E-009 -0.109043402212639E-002 -0.430395052778241E-010  0.638651690194509E-010  0.139686979586718E-002  0.100000002935483E+001  0.999999956441150E+000  0.472734622654859E-001 -0.149597050055175E-006 -0.925714096221353E-007 -0.743723884360638E+000
      0.34000000 -0.217244473077270E-009 -0.138609801075346E-009 -0.153553789591660E-002 -0.413064596458691E-010  0.571778295459561E-010 -0.217972413468198E-004  0.100000002734421E+001  0.999999962149203E+000  0.101442942055336E+001 -0.143812320790900E-006 -0.917574421786116E-007 -0.101650120413234E+001
      0.35000000 -0.215313700417045E-009 -0.140900717689547E-009 -0.189143873464723E-002 -0.394710739425946E-010  0.504208254625677E-010 -0.142009961839521E-002  0.100000002538266E+001  0.999999967575881E+000  0.191322342262812E+001 -0.138461775418109E-006 -0.906090206577305E-007 -0.121632745518085E+001
      0.36000000 -0.213549278252331E-009 -0.142607245797994E-009 -0.216473767780066E-002 -0.375480436306776E-010  0.436471399927289E-010 -0.279049232037133E-002  0.100000002347530E+001  0.999999972711506E+000  0.274463510265992E+001 -0.133512486046595E-006 -0.891590365959952E-007 -0.135340897130259E+001
      0.37000000 -0.211955082027786E-009 -0.143742176756616E-009 -0.236258938094663E-002 -0.355523368529549E-010  0.369077356564368E-010 -0.412649821136941E-002  0.100000002162682E+001  0.999999977548676E+000  0.351018778929223E+001 -0.128934275875529E-006 -0.874397221127113E-007 -0.143718540791409E+001
      0.38000000 -0.210533642012591E-009 -0.144322747481221E-009 -0.249255143207437E-002 -0.334990730406528E-010  0.302511255750332E-010 -0.542273351185546E-002  0.100000001984154E+001  0.999999982082219E+000  0.421189205717497E+001 -0.124699347860261E-006 -0.854825495833727E-007 -0.147634142988532E+001
      0.39000000 -0.209286138766585E-009 -0.144370286315874E-009 -0.256243582105123E-002 -0.314034002746072E-010  0.237229882919706E-010 -0.667491312433633E-002  0.100000001812334E+001  0.999999986309129E+000  0.485218633304642E+001 -0.120781976998818E-006 -0.833181246683722E-007 -0.147881778613315E+001
      0.40000000 -0.208212410005246E-009 -0.143909826360946E-009 -0.258016508260151E-002 -0.292803724583535E-010  0.173658294330348E-010 -0.787983674074822E-002  0.100000001647566E+001  0.999999990228487E+000  0.543387559704102E+001 -0.117158255189396E-006 -0.809760770774067E-007 -0.145182335275107E+001
      0.41000000 -0.207310968912978E-009 -0.142969692251143E-009 -0.255363552350405E-002 -0.271448273843376E-010  0.112186927901369E-010 -0.903535699770769E-002  0.100000001490148E+001  0.999999993841362E+000  0.596006919949311E+001 -0.113805879710477E-006 -0.784849527446247E-007 -0.140184930269799E+001
      0.42000000 -0.206579033849741E-009 -0.141581066550348E-009 -0.249058969396378E-002 -0.250112667870906E-010  0.531692265388118E-011 -0.101403312389188E-001  0.100000001340333E+001  0.999999997150706E+000  0.643411877626644E+001 -0.110703978023656E-006 -0.758721104841451E-007 -0.133468620512118E+001
