# Concentration of excited electrons in the conduction band [1/Å^3] 
folder,both_n_ex,pump_n_ex,probe_n_ex
c333_s0.025_r18_k16_a1_i804_t9_p4d10_6d11_2eV,0.002141753582129174,0.0021523417203998508,1.3526962853099621e-06
c333_s0.050_r18_k16_a1_i804_t9_p4d10_6d11_2eV,0.002383238187629881,0.0023930137161237196,5.209165140351985e-06
c333_s0.075_r18_k16_a1_i804_t9_p4d10_6d11_2eV,0.0026974019706093436,0.002687310301780163,3.1340255622104316e-05
c333_s0.100_r18_k16_a1_i804_t9_p4d10_6d11_2eV,0.003152980559826065,0.003116956935042058,6.897849153629901e-05
c333_s0.125_r18_k16_a1_i804_t9_p4d10_6d11_2eV,0.003936893883504197,0.0037570553611596656,0.00029055216267757526
c333_s0.150_r18_k16_a1_i804_t9_p4d10_6d11_2eV,0.0048427429490619555,0.0042188762464379975,0.0009755043955759243
c333_s0.175_r18_k16_a1_i804_t9_p4d10_6d11_2eV,0.0061526541451293664,0.004618624926841723,0.0022587179321289217
c333_s0.200_r18_k16_a1_i804_t9_p4d10_6d11_2eV,0.007753430969058518,0.004858466991120586,0.004027611300080103
