##############################################################################
# SALMON: Scalable Ab-initio Light-Matter simulator for Optics and Nanoscience
#
#                             Version 2.2.1
##############################################################################
  Libxc: [enabled] 6.2.2
   theory= tddft_pulse
 
 Total time step      =       15000
 Time step[fs]        =  2.000000000000000E-003
 Energy range         =        3000
 Energy resolution[eV]=  1.000000000000000E-002
Laser frequency     = 0.17[eV]
Pulse width of laser=     12.00000000[fs]
Laser intensity     =  0.17000000E+10[W/cm^2]
   use of real value orbitals =  F
 ======
 MPI distribution:
   nproc_k     :         125
   nproc_ob    :           4
   nproc_rgrid :           3           2           3
 OpenMP parallelization:
   number of threads :           1
 hpsi stencil:
   enables hand-coding vectorization : F
   enables openmp parallelization    : F
 current:
   k,orbital parallelized of openmp  : T
 force:
   k,orbital parallelized of openmp  : T
 ===================pseudopotential data===================
 ik ,atom_symbol=           1 Si
 ps_format =KY              
 ps_file =./Si_rps.dat
 Zps(ik), Mlps(ik) =           4           2
 Rps(ik), NRps(ik) =   2.26767135054939              122
 Lref(ik) =           2
 nproj(ik,l) =           1           1           1
 anorm(ik,l) =  0.6193218      0.3646551      0.0000000E+00
 inorm(ik,l) =           1           1           0
 Mass(ik) =   28.0000000000000     
 flag_nlcc_element(ik) = F
 ==========================================================
 flag_nlcc =  F
 
 ============init_ps==============
 end init_ps
 Maximal rho_NLCC= 0.000000000000000E+000
 Maximal tau_NLCC= 0.000000000000000E+000
 == Ewald ==
 cutoff length in real-space in ewald =  4.00 [A]
 (buffer length in bookkeeping =  2.00 [A])
 cutoff length in G-space in ewald =  0.1870828864+102 [1/A]
 number of ion-ion pair(/atom) used for allocation of bookkeeping=    66
 ===========
   Static dipole moment(xyz) =   -0.7046890831E+04   -0.7048668587E+04   -0.7042895435E+04
 
 
  time-step  time[fs]                               Current(xyz)[a.u.]      electrons Total energy[eV] 
#----------------------------------------------------------------------
      10    0.02000000 -0.69554169E-09  0.29943130E-12 -0.11360782E-13   864.00000000   -23331.04763799
      20    0.04000000 -0.32141763E-08  0.60566986E-13 -0.18808370E-12   864.00000000   -23331.04763799
      30    0.06000000 -0.81739245E-08 -0.65763897E-12 -0.16747090E-11   864.00000000   -23331.04763799
      40    0.08000000 -0.16129545E-07 -0.33925777E-11 -0.44039416E-11   864.00000000   -23331.04763799
      50    0.10000000 -0.27542882E-07 -0.82330344E-11 -0.87734764E-11   864.00000000   -23331.04763798
      60    0.12000000 -0.42778403E-07 -0.15645490E-10 -0.15738136E-10   864.00000000   -23331.04763796
      70    0.14000000 -0.62117262E-07 -0.27117423E-10 -0.26098101E-10   864.00000000   -23331.04763793
      80    0.16000000 -0.85761114E-07 -0.43948552E-10 -0.39442038E-10   864.00000000   -23331.04763786
      90    0.18000000 -0.11384192E-06 -0.66384318E-10 -0.55125529E-10   864.00000000   -23331.04763775
     100    0.20000000 -0.14643522E-06 -0.94561921E-10 -0.72549054E-10   864.00000000   -23331.04763758
     110    0.22000000 -0.18355910E-06 -0.12804935E-09 -0.90702521E-10   864.00000000   -23331.04763731
     120    0.24000000 -0.22517230E-06 -0.16612315E-09 -0.10722450E-09   863.99999999   -23331.04763692
     130    0.26000000 -0.27117867E-06 -0.20782241E-09 -0.12006191E-09   863.99999999   -23331.04763637
     140    0.28000000 -0.32142992E-06 -0.25170835E-09 -0.12642541E-09   863.99999999   -23331.04763562
     150    0.30000000 -0.37572881E-06 -0.29502279E-09 -0.12274786E-09   863.99999999   -23331.04763460
     160    0.32000000 -0.43383471E-06 -0.33534963E-09 -0.10506743E-09   863.99999999   -23331.04763327
     170    0.34000000 -0.49547023E-06 -0.37020797E-09 -0.69574659E-10   863.99999999   -23331.04763155
     180    0.36000000 -0.56032771E-06 -0.39644646E-09 -0.12411384E-10   863.99999999   -23331.04762938
     190    0.38000000 -0.62807267E-06 -0.41126961E-09  0.70776845E-10   863.99999999   -23331.04762666
     200    0.40000000 -0.69835171E-06 -0.41201095E-09  0.18428521E-09   863.99999999   -23331.04762331
     210    0.42000000 -0.77080293E-06 -0.39521694E-09  0.33221544E-09   863.99999999   -23331.04761924
     220    0.44000000 -0.84505775E-06 -0.35857706E-09  0.51869651E-09   863.99999999   -23331.04761434
     230    0.46000000 -0.92074539E-06 -0.29941385E-09  0.74727437E-09   863.99999999   -23331.04760851
     240    0.48000000 -0.99749765E-06 -0.21499725E-09  0.10217591E-08   863.99999999   -23331.04760164
     250    0.50000000 -0.10749530E-05 -0.10276263E-09  0.13452065E-08   863.99999999   -23331.04759361
    2090    4.18000000  0.13980091E-05 -0.48094253E-08 -0.20170216E-07   863.99999991   -23331.01755289
    2100    4.20000000  0.14559233E-05 -0.50117011E-08 -0.20605437E-07   863.99999991   -23331.01778030
    2110    4.22000000  0.15137961E-05 -0.52003486E-08 -0.21024591E-07   863.99999991   -23331.01801566
    2120    4.24000000  0.15716285E-05 -0.53766344E-08 -0.21427886E-07   863.99999991   -23331.01825881
    2130    4.26000000  0.16294212E-05 -0.55412592E-08 -0.21815614E-07   863.99999991   -23331.01850962
    2140    4.28000000  0.16871723E-05 -0.56948240E-08 -0.22188165E-07   863.99999991   -23331.01876794
    2150    4.30000000  0.17448780E-05 -0.58389134E-08 -0.22546052E-07   863.99999991   -23331.01903360
    2160    4.32000000  0.18025337E-05 -0.59744553E-08 -0.22890247E-07   863.99999991   -23331.01930646
    2170    4.34000000  0.18601330E-05 -0.61019440E-08 -0.23221379E-07   863.99999991   -23331.01958634
    2180    4.36000000  0.19176679E-05 -0.62225992E-08 -0.23540030E-07   863.99999991   -23331.01987308
    2190    4.38000000  0.19751278E-05 -0.63380981E-08 -0.23847257E-07   863.99999990   -23331.02016649
    2200    4.40000000  0.20325009E-05 -0.64494751E-08 -0.24144467E-07   863.99999990   -23331.02046641
    2210    4.42000000  0.20897734E-05 -0.65573718E-08 -0.24432466E-07   863.99999990   -23331.02077263
    2220    4.44000000  0.21469296E-05 -0.66629267E-08 -0.24712110E-07   863.99999990   -23331.02108497
    2230    4.46000000  0.22039518E-05 -0.67672277E-08 -0.24984830E-07   863.99999990   -23331.02140323
    2240    4.48000000  0.22608207E-05 -0.68715170E-08 -0.25252473E-07   863.99999990   -23331.02172720
    2250    4.50000000  0.23175152E-05 -0.69764582E-08 -0.25516653E-07   863.99999990   -23331.02205667
    2260    4.52000000  0.23740132E-05 -0.70829360E-08 -0.25778297E-07   863.99999990   -23331.02239141
    2270    4.54000000  0.24302909E-05 -0.71920248E-08 -0.26038511E-07   863.99999990   -23331.02273121
    2280    4.56000000  0.24863238E-05 -0.73047007E-08 -0.26299352E-07   863.99999990   -23331.02307583
    2290    4.58000000  0.25420863E-05 -0.74217144E-08 -0.26562091E-07   863.99999990   -23331.02342503
    2300    4.60000000  0.25975520E-05 -0.75441944E-08 -0.26827786E-07   863.99999990   -23331.02377857
    2310    4.62000000  0.26526939E-05 -0.76731180E-08 -0.27097830E-07   863.99999990   -23331.02413619
    2320    4.64000000  0.27074846E-05 -0.78094069E-08 -0.27374014E-07   863.99999990   -23331.02449764
    2330    4.66000000  0.27618967E-05 -0.79540223E-08 -0.27657546E-07   863.99999990   -23331.02486265
    2340    4.68000000  0.28159023E-05 -0.81076361E-08 -0.27949268E-07   863.99999990   -23331.02523097
    2350    4.70000000  0.28694741E-05 -0.82710428E-08 -0.28250534E-07   863.99999990   -23331.02560230
    2360    4.72000000  0.29225848E-05 -0.84446612E-08 -0.28562485E-07   863.99999990   -23331.02597638
    2370    4.74000000  0.29752071E-05 -0.86292166E-08 -0.28885394E-07   863.99999990   -23331.02635292
    2380    4.76000000  0.30273143E-05 -0.88253304E-08 -0.29220118E-07   863.99999990   -23331.02673163
    2390    4.78000000  0.30788800E-05 -0.90332731E-08 -0.29566866E-07   863.99999990   -23331.02711223
    2400    4.80000000  0.31298789E-05 -0.92536757E-08 -0.29926107E-07   863.99999990   -23331.02749441
    2410    4.82000000  0.31802860E-05 -0.94870507E-08 -0.30298108E-07   863.99999990   -23331.02787788
    2420    4.84000000  0.32300764E-05 -0.97334917E-08 -0.30682772E-07   863.99999989   -23331.02826234
    2430    4.86000000  0.32792263E-05 -0.99930797E-08 -0.31079914E-07   863.99999989   -23331.02864748
    2440    4.88000000  0.33277130E-05 -0.10265889E-07 -0.31489365E-07   863.99999989   -23331.02903300
    2450    4.90000000  0.33755144E-05 -0.10551685E-07 -0.31910859E-07   863.99999989   -23331.02941859
    2460    4.92000000  0.34226091E-05 -0.10850117E-07 -0.32343884E-07   863.99999989   -23331.02980394
    2470    4.94000000  0.34689770E-05 -0.11160947E-07 -0.32787557E-07   863.99999989   -23331.03018874
    2480    4.96000000  0.35145994E-05 -0.11483763E-07 -0.33240937E-07   863.99999989   -23331.03057268
    2490    4.98000000  0.35594586E-05 -0.11818174E-07 -0.33702927E-07   863.99999989   -23331.03095546
    2500    5.00000000  0.36035385E-05 -0.12163618E-07 -0.34171870E-07   863.99999989   -23331.03133676
    2510    5.02000000  0.36468253E-05 -0.12519595E-07 -0.34646548E-07   863.99999989   -23331.03171627
    2520    5.04000000  0.36893064E-05 -0.12885846E-07 -0.35125981E-07   863.99999989   -23331.03209369
    2530    5.06000000  0.37309711E-05 -0.13261710E-07 -0.35608886E-07   863.99999989   -23331.03246871
    2540    5.08000000  0.37718109E-05 -0.13646242E-07 -0.36093535E-07   863.99999989   -23331.03284102
    2550    5.10000000  0.38118194E-05 -0.14038982E-07 -0.36578066E-07   863.99999989   -23331.03321034
    2560    5.12000000  0.38509920E-05 -0.14439145E-07 -0.37060894E-07   863.99999989   -23331.03357635
    2570    5.14000000  0.38893256E-05 -0.14845687E-07 -0.37539831E-07   863.99999989   -23331.03393877
    2580    5.16000000  0.39268190E-05 -0.15257805E-07 -0.38013202E-07   863.99999989   -23331.03429730
    2590    5.18000000  0.39634726E-05 -0.15674334E-07 -0.38479360E-07   863.99999989   -23331.03465167
    2600    5.20000000  0.39992881E-05 -0.16094612E-07 -0.38935993E-07   863.99999989   -23331.03500158
    2610    5.22000000  0.40342682E-05 -0.16517536E-07 -0.39380893E-07   863.99999989   -23331.03534676
    2620    5.24000000  0.40684163E-05 -0.16942272E-07 -0.39812324E-07   863.99999989   -23331.03568694
    2630    5.26000000  0.41017377E-05 -0.17367995E-07 -0.40228517E-07   863.99999989   -23331.03602185
    2640    5.28000000  0.41342372E-05 -0.17793362E-07 -0.40627952E-07   863.99999989   -23331.03635122
    2650    5.30000000  0.41659203E-05 -0.18217364E-07 -0.41008971E-07   863.99999988   -23331.03667481
    2660    5.32000000  0.41967922E-05 -0.18638976E-07 -0.41370299E-07   863.99999988   -23331.03699237
    2670    5.34000000  0.42268585E-05 -0.19057307E-07 -0.41710455E-07   863.99999988   -23331.03730363
    2680    5.36000000  0.42561244E-05 -0.19470987E-07 -0.42028207E-07   863.99999988   -23331.03760837
    2690    5.38000000  0.42845948E-05 -0.19878557E-07 -0.42322576E-07   863.99999988   -23331.03790636
    2700    5.40000000  0.43122736E-05 -0.20279206E-07 -0.42593000E-07   863.99999988   -23331.03819735
    2710    5.42000000  0.43391643E-05 -0.20672040E-07 -0.42838687E-07   863.99999988   -23331.03848114
    2720    5.44000000  0.43652697E-05 -0.21055681E-07 -0.43059344E-07   863.99999988   -23331.03875749
    2730    5.46000000  0.43905919E-05 -0.21429225E-07 -0.43254980E-07   863.99999988   -23331.03902621
    2740    5.48000000  0.44151315E-05 -0.21792065E-07 -0.43425539E-07   863.99999988   -23331.03928708
    2750    5.50000000  0.44388883E-05 -0.22143361E-07 -0.43571123E-07   863.99999988   -23331.03953992
    2760    5.52000000  0.44618614E-05 -0.22481812E-07 -0.43691956E-07   863.99999988   -23331.03978451
    2770    5.54000000  0.44840487E-05 -0.22806918E-07 -0.43788727E-07   863.99999988   -23331.04002068
    2780    5.56000000  0.45054464E-05 -0.23118185E-07 -0.43861856E-07   863.99999988   -23331.04024825
    2790    5.58000000  0.45260498E-05 -0.23414711E-07 -0.43911980E-07   863.99999988   -23331.04046703
    2800    5.60000000  0.45458532E-05 -0.23695777E-07 -0.43940018E-07   863.99999988   -23331.04067686
    2810    5.62000000  0.45648504E-05 -0.23960971E-07 -0.43946566E-07   863.99999988   -23331.04087759
    2820    5.64000000  0.45830333E-05 -0.24210111E-07 -0.43932482E-07   863.99999988   -23331.04106904
    2830    5.66000000  0.46003935E-05 -0.24442500E-07 -0.43898985E-07   863.99999988   -23331.04125108
    2840    5.68000000  0.46169227E-05 -0.24657823E-07 -0.43847170E-07   863.99999988   -23331.04142355
    2850    5.70000000  0.46326113E-05 -0.24856469E-07 -0.43777971E-07   863.99999988   -23331.04158633
    2860    5.72000000  0.46474500E-05 -0.25038140E-07 -0.43692772E-07   863.99999988   -23331.04173928
    2870    5.74000000  0.46614286E-05 -0.25202356E-07 -0.43592684E-07   863.99999988   -23331.04188228
    2880    5.76000000  0.46745374E-05 -0.25349265E-07 -0.43478792E-07   863.99999987   -23331.04201521
    2890    5.78000000  0.46867665E-05 -0.25479376E-07 -0.43352277E-07   863.99999987   -23331.04213797
    2900    5.80000000  0.46981059E-05 -0.25592824E-07 -0.43214392E-07   863.99999987   -23331.04225045
    2910    5.82000000  0.47085460E-05 -0.25689446E-07 -0.43066202E-07   863.99999987   -23331.04235257
    2920    5.84000000  0.47180775E-05 -0.25770062E-07 -0.42908854E-07   863.99999987   -23331.04244423
    2930    5.86000000  0.47266919E-05 -0.25835326E-07 -0.42743575E-07   863.99999987   -23331.04252537
    2940    5.88000000  0.47343812E-05 -0.25885691E-07 -0.42571605E-07   863.99999987   -23331.04259590
    2950    5.90000000  0.47411386E-05 -0.25921895E-07 -0.42393858E-07   863.99999987   -23331.04265578
    2960    5.92000000  0.47469578E-05 -0.25944932E-07 -0.42211664E-07   863.99999987   -23331.04270494
    2970    5.94000000  0.47518335E-05 -0.25956014E-07 -0.42026022E-07   863.99999987   -23331.04274335
    2980    5.96000000  0.47557615E-05 -0.25955555E-07 -0.41837657E-07   863.99999987   -23331.04277095
    2990    5.98000000  0.47587384E-05 -0.25944703E-07 -0.41647478E-07   863.99999987   -23331.04278774
    3000    6.00000000  0.47607615E-05 -0.25925039E-07 -0.41456401E-07   863.99999987   -23331.04279369
    3010    6.02000000  0.47618292E-05 -0.25897135E-07 -0.41265142E-07   863.99999987   -23331.04278878
    3020    6.04000000  0.47619408E-05 -0.25861603E-07 -0.41074240E-07   863.99999987   -23331.04277302
    3030    6.06000000  0.47610959E-05 -0.25819635E-07 -0.40884295E-07   863.99999987   -23331.04274642
    3040    6.08000000  0.47592954E-05 -0.25772326E-07 -0.40696050E-07   863.99999987   -23331.04270898
    3050    6.10000000  0.47565403E-05 -0.25720381E-07 -0.40510002E-07   863.99999987   -23331.04266073
    3060    6.12000000  0.47528327E-05 -0.25665018E-07 -0.40326341E-07   863.99999987   -23331.04260171
    3070    6.14000000  0.47481756E-05 -0.25606986E-07 -0.40145589E-07   863.99999987   -23331.04253195
    3080    6.16000000  0.47425724E-05 -0.25546946E-07 -0.39968033E-07   863.99999987   -23331.04245151
    3090    6.18000000  0.47360261E-05 -0.25485577E-07 -0.39793632E-07   863.99999987   -23331.04236044
    3100    6.20000000  0.47285410E-05 -0.25423425E-07 -0.39622202E-07   863.99999987   -23331.04225880
    3110    6.22000000  0.47201220E-05 -0.25361295E-07 -0.39454276E-07   863.99999987   -23331.04214668
    3120    6.24000000  0.47107734E-05 -0.25299694E-07 -0.39289550E-07   863.99999986   -23331.04202415
    3130    6.26000000  0.47004999E-05 -0.25238681E-07 -0.39127836E-07   863.99999986   -23331.04189131
    3140    6.28000000  0.46893068E-05 -0.25178622E-07 -0.38969032E-07   863.99999986   -23331.04174825
    3150    6.30000000  0.46771992E-05 -0.25119876E-07 -0.38813040E-07   863.99999986   -23331.04159508
    3160    6.32000000  0.46641824E-05 -0.25062510E-07 -0.38659623E-07   863.99999986   -23331.04143191
    3170    6.34000000  0.46502612E-05 -0.25006759E-07 -0.38508339E-07   863.99999986   -23331.04125887
    3180    6.36000000  0.46354410E-05 -0.24952857E-07 -0.38358555E-07   863.99999986   -23331.04107608
    3190    6.38000000  0.46197268E-05 -0.24901249E-07 -0.38210126E-07   863.99999986   -23331.04088368
    3200    6.40000000  0.46031240E-05 -0.24851641E-07 -0.38062142E-07   863.99999986   -23331.04068182
    3210    6.42000000  0.45856372E-05 -0.24803814E-07 -0.37914232E-07   863.99999986   -23331.04047064
    3220    6.44000000  0.45672715E-05 -0.24758017E-07 -0.37765859E-07   863.99999986   -23331.04025031
    3230    6.46000000  0.45480312E-05 -0.24714158E-07 -0.37616153E-07   863.99999986   -23331.04002098
    3240    6.48000000  0.45279215E-05 -0.24671978E-07 -0.37464159E-07   863.99999986   -23331.03978283
    3250    6.50000000  0.45069472E-05 -0.24630859E-07 -0.37309770E-07   863.99999986   -23331.03953604
    3260    6.52000000  0.44851129E-05 -0.24591075E-07 -0.37152418E-07   863.99999986   -23331.03928079
    3270    6.54000000  0.44624231E-05 -0.24552626E-07 -0.36990873E-07   863.99999986   -23331.03901728
    3280    6.56000000  0.44388829E-05 -0.24515151E-07 -0.36824612E-07   863.99999986   -23331.03874570
    3290    6.58000000  0.44144976E-05 -0.24478444E-07 -0.36652811E-07   863.99999986   -23331.03846626
    3300    6.60000000  0.43892718E-05 -0.24442768E-07 -0.36474852E-07   863.99999986   -23331.03817916
    3310    6.62000000  0.43632104E-05 -0.24407809E-07 -0.36289798E-07   863.99999986   -23331.03788462
    3320    6.64000000  0.43363188E-05 -0.24373139E-07 -0.36096825E-07   863.99999986   -23331.03758286
    3330    6.66000000  0.43086022E-05 -0.24339041E-07 -0.35895589E-07   863.99999986   -23331.03727411
    3340    6.68000000  0.42800659E-05 -0.24305280E-07 -0.35685351E-07   863.99999986   -23331.03695860
    3350    6.70000000  0.42507149E-05 -0.24271336E-07 -0.35465305E-07   863.99999985   -23331.03663657
    3360    6.72000000  0.42205556E-05 -0.24237256E-07 -0.35235002E-07   863.99999985   -23331.03630825
    3370    6.74000000  0.41895938E-05 -0.24202922E-07 -0.34993893E-07   863.99999985   -23331.03597390
    3380    6.76000000  0.41578353E-05 -0.24168167E-07 -0.34741780E-07   863.99999985   -23331.03563377
    3390    6.78000000  0.41252867E-05 -0.24132942E-07 -0.34478354E-07   863.99999985   -23331.03528810
    3400    6.80000000  0.40919546E-05 -0.24097180E-07 -0.34202910E-07   863.99999985   -23331.03493717
    3410    6.82000000  0.40578457E-05 -0.24060833E-07 -0.33915171E-07   863.99999985   -23331.03458123
    3420    6.84000000  0.40229676E-05 -0.24023643E-07 -0.33615301E-07   863.99999985   -23331.03422055
    3430    6.86000000  0.39873276E-05 -0.23985445E-07 -0.33303079E-07   863.99999985   -23331.03385540
    3440    6.88000000  0.39509330E-05 -0.23946474E-07 -0.32978111E-07   863.99999985   -23331.03348606
    3450    6.90000000  0.39137921E-05 -0.23906562E-07 -0.32640339E-07   863.99999985   -23331.03311280
    3460    6.92000000  0.38759134E-05 -0.23864866E-07 -0.32290084E-07   863.99999985   -23331.03273590
    3470    6.94000000  0.38373060E-05 -0.23821303E-07 -0.31927674E-07   863.99999985   -23331.03235565
    3480    6.96000000  0.37979781E-05 -0.23776103E-07 -0.31552933E-07   863.99999985   -23331.03197233
    3490    6.98000000  0.37579394E-05 -0.23728848E-07 -0.31166213E-07   863.99999985   -23331.03158622
    3500    7.00000000  0.37171997E-05 -0.23678932E-07 -0.30768039E-07   863.99999985   -23331.03119761
    3510    7.02000000  0.36757691E-05 -0.23626349E-07 -0.30359032E-07   863.99999985   -23331.03080680
    3520    7.04000000  0.36336577E-05 -0.23570933E-07 -0.29939212E-07   863.99999985   -23331.03041407
    3530    7.06000000  0.35908763E-05 -0.23512214E-07 -0.29509117E-07   863.99999985   -23331.03001972
    3540    7.08000000  0.35474361E-05 -0.23449788E-07 -0.29069609E-07   863.99999985   -23331.02962404
    3550    7.10000000  0.35033481E-05 -0.23383112E-07 -0.28620964E-07   863.99999985   -23331.02922733
    3560    7.12000000  0.34586238E-05 -0.23311796E-07 -0.28163771E-07   863.99999985   -23331.02882987
    3570    7.14000000  0.34132744E-05 -0.23235418E-07 -0.27698620E-07   863.99999985   -23331.02843197
    3580    7.16000000  0.33673115E-05 -0.23153445E-07 -0.27226064E-07   863.99999984   -23331.02803391
    3590    7.18000000  0.33207470E-05 -0.23065035E-07 -0.26747050E-07   863.99999984   -23331.02763599
    3600    7.20000000  0.32735923E-05 -0.22969866E-07 -0.26262338E-07   863.99999984   -23331.02723850
    3610    7.22000000  0.32258592E-05 -0.22867675E-07 -0.25772218E-07   863.99999984   -23331.02684173
    3620    7.24000000  0.31775592E-05 -0.22758072E-07 -0.25277513E-07   863.99999984   -23331.02644598
    3630    7.26000000  0.31287042E-05 -0.22640131E-07 -0.24779116E-07   863.99999984   -23331.02605154
    3640    7.28000000  0.30793064E-05 -0.22513330E-07 -0.24277437E-07   863.99999984   -23331.02565868
    3650    7.30000000  0.30293770E-05 -0.22377854E-07 -0.23772863E-07   863.99999984   -23331.02526771
    3660    7.32000000  0.29789280E-05 -0.22233241E-07 -0.23266081E-07   863.99999984   -23331.02487890
    3670    7.34000000  0.29279707E-05 -0.22078847E-07 -0.22757795E-07   863.99999984   -23331.02449253
    3680    7.36000000  0.28765171E-05 -0.21914449E-07 -0.22248394E-07   863.99999984   -23331.02410889
    3690    7.38000000  0.28245785E-05 -0.21740166E-07 -0.21738429E-07   863.99999984   -23331.02372825
    3700    7.40000000  0.27721659E-05 -0.21555853E-07 -0.21228675E-07   863.99999984   -23331.02335088
    3710    7.42000000  0.27192905E-05 -0.21360857E-07 -0.20719146E-07   863.99999984   -23331.02297706
    3720    7.44000000  0.26659640E-05 -0.21155543E-07 -0.20209971E-07   863.99999984   -23331.02260706
    3730    7.46000000  0.26121978E-05 -0.20940275E-07 -0.19701408E-07   863.99999984   -23331.02224114
    3740    7.48000000  0.25580032E-05 -0.20714794E-07 -0.19194058E-07   863.99999984   -23331.02187957
    3750    7.50000000  0.25033913E-05 -0.20479178E-07 -0.18687546E-07   863.99999984   -23331.02152259
    3760    7.52000000  0.24483740E-05 -0.20233817E-07 -0.18181748E-07   863.99999984   -23331.02117048
    3770    7.54000000  0.23929629E-05 -0.19978543E-07 -0.17676818E-07   863.99999984   -23331.02082347
    3780    7.56000000  0.23371694E-05 -0.19713916E-07 -0.17172909E-07   863.99999984   -23331.02048181
    3790    7.58000000  0.22810057E-05 -0.19440303E-07 -0.16669829E-07   863.99999984   -23331.02014574
    3800    7.60000000  0.22244839E-05 -0.19158162E-07 -0.16167440E-07   863.99999984   -23331.01981551
    3810    7.62000000  0.21676167E-05 -0.18868230E-07 -0.15665875E-07   863.99999983   -23331.01949134
    3820    7.64000000  0.21104166E-05 -0.18570473E-07 -0.15164901E-07   863.99999983   -23331.01917347
    3830    7.66000000  0.20528966E-05 -0.18265385E-07 -0.14664083E-07   863.99999983   -23331.01886210
    3840    7.68000000  0.19950702E-05 -0.17953698E-07 -0.14163124E-07   863.99999983   -23331.01855747
    3850    7.70000000  0.19369513E-05 -0.17635743E-07 -0.13662126E-07   863.99999983   -23331.01825978
    3860    7.72000000  0.18785538E-05 -0.17311901E-07 -0.13161045E-07   863.99999983   -23331.01796924
    3870    7.74000000  0.18198918E-05 -0.16982616E-07 -0.12659456E-07   863.99999983   -23331.01768604
    3880    7.76000000  0.17609797E-05 -0.16648511E-07 -0.12157176E-07   863.99999983   -23331.01741039
    3890    7.78000000  0.17018327E-05 -0.16310074E-07 -0.11654224E-07   863.99999983   -23331.01714246
    3900    7.80000000  0.16424659E-05 -0.15967360E-07 -0.11150271E-07   863.99999983   -23331.01688244
    3910    7.82000000  0.15828943E-05 -0.15620624E-07 -0.10645259E-07   863.99999983   -23331.01663050
    3920    7.84000000  0.15231340E-05 -0.15270565E-07 -0.10139247E-07   863.99999983   -23331.01638681
    3930    7.86000000  0.14632013E-05 -0.14917586E-07 -0.96319962E-08   863.99999983   -23331.01615154
    3940    7.88000000  0.14031119E-05 -0.14561683E-07 -0.91234704E-08   863.99999983   -23331.01592482
    3950    7.90000000  0.13428821E-05 -0.14203162E-07 -0.86136390E-08   863.99999983   -23331.01570682
    3960    7.92000000  0.12825289E-05 -0.13842130E-07 -0.81026485E-08   863.99999983   -23331.01549766
    3970    7.94000000  0.12220689E-05 -0.13478669E-07 -0.75909177E-08   863.99999983   -23331.01529748
    3980    7.96000000  0.11615185E-05 -0.13113148E-07 -0.70785436E-08   863.99999983   -23331.01510641
    3990    7.98000000  0.11008945E-05 -0.12745763E-07 -0.65659477E-08   863.99999983   -23331.01492456
    4000    8.00000000  0.10402141E-05 -0.12376655E-07 -0.60531310E-08   863.99999983   -23331.01475203
    4010    8.02000000  0.97949392E-06 -0.12006173E-07 -0.55409700E-08   863.99999983   -23331.01458893
    4020    8.04000000  0.91875031E-06 -0.11634294E-07 -0.50294959E-08   863.99999983   -23331.01443536
    4030    8.06000000  0.85800052E-06 -0.11260861E-07 -0.45191207E-08   863.99999983   -23331.01429139
    4040    8.08000000  0.79726085E-06 -0.10886191E-07 -0.40103062E-08   863.99999982   -23331.01415710
    4050    8.10000000  0.73654794E-06 -0.10510577E-07 -0.35036786E-08   863.99999982   -23331.01403256
    4060    8.12000000  0.67587786E-06 -0.10133990E-07 -0.29994989E-08   863.99999982   -23331.01391784
    4070    8.14000000  0.61526700E-06 -0.97567782E-08 -0.24984869E-08   863.99999982   -23331.01381299
    4080    8.16000000  0.55473127E-06 -0.93789355E-08 -0.20015637E-08   863.99999982   -23331.01371805
    4090    8.18000000  0.49428607E-06 -0.90007209E-08 -0.15091601E-08   863.99999982   -23331.01363306
    4100    8.20000000  0.43394626E-06 -0.86227943E-08 -0.10217754E-08   863.99999982   -23331.01355805
    4110    8.22000000  0.37372682E-06 -0.82450721E-08 -0.53983817E-09   863.99999982   -23331.01349304
    4120    8.24000000  0.31364213E-06 -0.78676451E-08 -0.64054348E-10   863.99999982   -23331.01343805
    4130    8.26000000  0.25370636E-06 -0.74908604E-08  0.40496780E-09   863.99999982   -23331.01339308
    4140    8.28000000  0.19393285E-06 -0.71147566E-08  0.86693269E-09   863.99999982   -23331.01335814
    4150    8.30000000  0.13433471E-06 -0.67397076E-08  0.13213956E-08   863.99999982   -23331.01333321
    4160    8.32000000  0.74924841E-07 -0.63659639E-08  0.17681841E-08   863.99999982   -23331.01331829
    4170    8.34000000  0.15715464E-07 -0.59934402E-08  0.22070808E-08   863.99999982   -23331.01331334
    4180    8.36000000 -0.43281350E-07 -0.56223711E-08  0.26376466E-08   863.99999982   -23331.01331834
    4190    8.38000000 -0.10205364E-06 -0.52529577E-08  0.30596942E-08   863.99999982   -23331.01333326
    4200    8.40000000 -0.16058987E-06 -0.48857609E-08  0.34730594E-08   863.99999982   -23331.01335805
    4210    8.42000000 -0.21887894E-06 -0.45212679E-08  0.38772055E-08   863.99999982   -23331.01339266
    4220    8.44000000 -0.27691002E-06 -0.41592600E-08  0.42723351E-08   863.99999982   -23331.01343704
    4230    8.46000000 -0.33467253E-06 -0.38000842E-08  0.46585859E-08   863.99999982   -23331.01349112
    4240    8.48000000 -0.39215572E-06 -0.34441933E-08  0.50360046E-08   863.99999982   -23331.01355483
    4250    8.50000000 -0.44934909E-06 -0.30915927E-08  0.54041382E-08   863.99999982   -23331.01362810
    4260    8.52000000 -0.50624268E-06 -0.27424116E-08  0.57630630E-08   863.99999982   -23331.01371086
    4270    8.54000000 -0.56282615E-06 -0.23971868E-08  0.61132503E-08   863.99999981   -23331.01380300
    4280    8.56000000 -0.61908900E-06 -0.20563970E-08  0.64545363E-08   863.99999981   -23331.01390444
    4290    8.58000000 -0.67502126E-06 -0.17196473E-08  0.67870913E-08   863.99999981   -23331.01401507
