# k-point distribution
# ik: k-point index
# kx,ky,kz: Reduced coordinate of k-points
# wk: Weight of k-point
# 1:ik[none] 2:kx[none] 3:ky[none] 4:kz[none] 5:wk[none]
     1 -0.400000000000000E+000 -0.400000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
     2 -0.200000000000000E+000 -0.400000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
     3  0.000000000000000E+000 -0.400000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
     4  0.200000000000000E+000 -0.400000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
     5  0.400000000000000E+000 -0.400000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
     6 -0.400000000000000E+000 -0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
     7 -0.200000000000000E+000 -0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
     8  0.000000000000000E+000 -0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
     9  0.200000000000000E+000 -0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    10  0.400000000000000E+000 -0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    11 -0.400000000000000E+000  0.000000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    12 -0.200000000000000E+000  0.000000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    13  0.000000000000000E+000  0.000000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    14  0.200000000000000E+000  0.000000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    15  0.400000000000000E+000  0.000000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    16 -0.400000000000000E+000  0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    17 -0.200000000000000E+000  0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    18  0.000000000000000E+000  0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    19  0.200000000000000E+000  0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    20  0.400000000000000E+000  0.200000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
    21 -0.400000000000000E+000  0.400000000000000E+000 -0.450000000000000E+000  0.400000000000000E-002
