# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.817990599798625E-009 -0.275094769995043E-008  0.410262285226810E-001  0.108221890131875E-009 -0.151504187259037E-009  0.181358505838630E-002  0.999997564201323E+000  0.100000340997277E+001 -0.398191732803524E+002  0.184108817397234E-004 -0.619168151668489E-004  0.923395747755408E+003
      0.02000000  0.805733895315520E-009 -0.273374155369331E-008  0.407432731073817E-001  0.215690743360116E-009 -0.301940956318497E-009  0.360864738899264E-002  0.999997572675793E+000  0.100000339796034E+001 -0.396107236045628E+002  0.906750729408910E-005 -0.307647743534007E-004  0.458513571582559E+003
      0.03000000  0.785438304650730E-009 -0.270524849070488E-008  0.402750515035620E-001  0.321662758036455E-009 -0.450255255207716E-009  0.536690417263929E-002  0.999997586730622E+000  0.100000337803240E+001 -0.392651073884447E+002  0.589273753852157E-005 -0.202960808478704E-004  0.302162889759325E+003
      0.04000000  0.757300204653327E-009 -0.266574172260393E-008  0.396265674928508E-001  0.425412454109779E-009 -0.595416582237098E-009  0.707054849614173E-002  0.999997606262717E+000  0.100000335032710E+001 -0.387850024894819E+002  0.426122394095150E-005 -0.149997614934664E-004  0.222973237113497E+003
      0.05000000  0.721590562205926E-009 -0.261559866878056E-008  0.388047226130955E-001  0.526241464422656E-009 -0.736430808829817E-009  0.870247760009590E-002  0.999997631129411E+000  0.100000331503578E+001 -0.381741142202369E+002  0.324823256124077E-005 -0.117740907490506E-004  0.174679063340912E+003
      0.06000000  0.678651056836996E-009 -0.255529597721807E-008  0.378182145889655E-001  0.623486890337473E-009 -0.872351468295372E-009  0.102465096827758E-001  0.999997661150098E+000  0.100000327240104E+001 -0.374371324195653E+002  0.254578401288885E-005 -0.958553233132801E-005  0.141865256270739E+003
      0.07000000  0.628889212696027E-009 -0.248540326026165E-008  0.366774098191833E-001  0.716529089185776E-009 -0.100229034686754E-008  0.116875857784031E-001  0.999997696108291E+000  0.100000322271413E+001 -0.365796773288147E+002  0.202209884374583E-005 -0.799144103183460E-005  0.117930704629227E+003
      0.08000000  0.572772624607499E-009 -0.240657564505473E-008  0.353941921450170E-001  0.804798771598809E-009 -0.112542722526853E-008  0.130119535046962E-001  0.999997735754083E+000  0.100000316631199E+001 -0.356082350513437E+002  0.161145633244375E-005 -0.677073483633382E-005  0.995791219995952E+002
      0.09000000  0.510822378301367E-009 -0.231954525676956E-008  0.339817905292704E-001  0.887783299571830E-009 -0.124101863355150E-008  0.142073298097859E-001  0.999997779806959E+000  0.100000310357374E+001 -0.345300835200591E+002  0.127747873864809E-005 -0.580078296238419E-005  0.849826020674551E+002
      0.10000000  0.443605778347944E-009 -0.222511176902938E-008  0.324545886287024E-001  0.965032090878585E-009 -0.134840549873957E-008  0.152630402355303E-001  0.999997827958939E+000  0.100000303491680E+001 -0.333532100288397E+002  0.998443444977553E-006 -0.500815897485274E-005  0.730469999657097E+002
      0.11000000  0.371728508549861E-009 -0.212413216977094E-008  0.308279195389161E-001  0.103616105188540E-008 -0.144701958350195E-008  0.161701326452095E-001  0.999997879877993E+000  0.100000296079269E+001 -0.320862214975756E+002  0.760605496609070E-006 -0.434625423310847E-005  0.630779843649700E+002
      0.12000000  0.295826358355529E-009 -0.201750990199062E-008  0.291178492238161E-001  0.110085597858404E-008 -0.153638863443441E-008  0.169214638298753E-001  0.999997935211680E+000  0.100000288168241E+001 -0.307382487353294E+002  0.554858057101297E-006 -0.378408344213802E-005  0.546140422953055E+002
