folder,tau_x_drude,tau_z_coh,tau_z_norm_coh,tau_autocorr_coh,tau_autocorr_1_e,tau_autocorr_1_e_3
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№856_amorphous_0.992,5.385213853999724,1.892327669417506,2.6372112044591245,3.5045328859349705,1.5099999999999998,3.046
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№1162_amorphous_0.976,4.2215759337823755,1.3673219184250436,3.2529017081871787,3.7275430696187537,0.8000000000000007,2.642
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№941_amorphous_0.961,2.0876744125419204,1.0308552372467965,1.6745439522862875,3.96431135569733,0.7840000000000007,2.783333333333333
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№1142_amorphous_0.950,1.5494003873100894,0.6469801987620989,1.4354547037499257,4.39304551868406,0.24399999999999977,2.5173333333333336
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№854_amorphous_0.940,1.2193976557697428,0.7562967589453892,1.5561824520502996,5.789460124737852,0.28200000000000003,2.2519999999999993
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№889_amorphous_0.930,0.9678558429057621,0.7091942390091195,2.3289668284859952,4.626719453459317,0.5980000000000008,4.54
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№852_amorphous_0.920,0.6454064761060675,0.7042342576933733,0.809402257534262,4.898897204915742,0.20400000000000063,2.739333333333334
