folder,tau_x_drude,tau_z_coh,tau_z_norm_coh,tau_autocorr_iters_coh,tau_autocorr_1_e,tau_autocorr_1_e_3,spectrum_width,normalized_fid_spectrum_width
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№856_amorphous_0.992,5.385213853999724,1.8882453373892505,2.7296206001276087,3.4044823239266884,1.0779999999999994,3.0406666666666666,1.5005965222925737,1.5054867895501465
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№1162_amorphous_0.976,4.2215759337823755,1.4425116699560836,3.412179776217769,3.7964105380608477,0.7739999999999991,2.6533333333333338,1.6235184322279843,1.8218577810825924
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№941_amorphous_0.961,2.0876744125419204,0.9687791892193434,1.6166809158887274,2.3814460100726906,1.2479999999999993,3.8639999999999994,2.272868061237285,2.1161326007760324
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№1142_amorphous_0.950,1.5494003873100894,0.8139096887664365,1.8323330112800988,4.210693765285463,0.2679999999999989,3.5333333333333337,1.4667116672067404,1.9003932404443968
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№854_amorphous_0.940,1.2193976557697428,1.0068320364092422,1.4913787219873533,5.724682609962228,1.2919999999999998,4.792000000000001,2.3006122114495735,2.6312553621790564
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№889_amorphous_0.930,0.9678558429057621,1.5899709985894037,2.491719637935699,3.2853373189851243,1.064,5.1306666666666665,1.7922113258786205,1.8812312137669878
c333_s0.00_r18_k16_a1_i800_t9_p4d10_1d12_load_№852_amorphous_0.920,0.6454064761060675,1.311763053207439,1.45225665459775,4.602725208721857,1.5419999999999998,4.788,2.8836877768608553,2.790865238665058
