# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.768531697857012E-002 -0.704702179600004E-002  0.639260939341846E-001  0.171631711146250E-002 -0.120945300190359E-002  0.642444930007183E-002 -0.376299199217923E+002  0.282217018059647E+002 -0.143597965227949E+003  0.172976880247250E+003 -0.158610483953422E+003  0.143881330151528E+004
      0.02000000  0.651273437218710E-002 -0.674709439020899E-002  0.605689599923287E-001  0.298684699371245E-002 -0.242323962016174E-002  0.117691332144816E-001 -0.326131532498208E+002  0.282704711305932E+002 -0.131446583031769E+003  0.732925184947644E+002 -0.759299415760214E+002  0.681626390200159E+003
      0.03000000  0.494142906557250E-002 -0.619649282465277E-002  0.558644175143991E-001  0.350034350117883E-002 -0.361479099045408E-002  0.152826266324333E-001 -0.252612676577937E+002  0.281199080019792E+002 -0.113657646706186E+003  0.370729876251568E+002 -0.464890821580801E+002  0.419121843441450E+003
      0.04000000  0.342120829534730E-002 -0.535550761342331E-002  0.508225009664543E-001  0.317234678959889E-002 -0.471099839807931E-002  0.167421770677685E-001 -0.168503584255964E+002  0.275081390924348E+002 -0.932059242905962E+002  0.192506678402252E+002 -0.301347036723888E+002  0.285971212640071E+003
      0.05000000  0.237325425606785E-002 -0.422434230482290E-002  0.463462696067620E-001  0.216621124448209E-002 -0.560053470899655E-002  0.164557023475428E-001 -0.875117783877638E+001  0.262107499112913E+002 -0.730751763991624E+002  0.106831798452249E+002 -0.190158338302057E+002  0.208627260268637E+003
      0.06000000  0.206384662334215E-002 -0.286665363060599E-002  0.429819154806822E-001  0.836759290787679E-003 -0.616440343690997E-002  0.150819621361848E-001 -0.213888618261614E+001  0.241241660358186E+002 -0.555760823658695E+002  0.774198711668854E+001 -0.107535100841070E+002  0.161235545383292E+003
      0.07000000  0.252977682529073E-002 -0.140948082186262E-002  0.408310525436611E-001 -0.384470394737143E-003 -0.631705963987549E-002  0.133593736682121E-001  0.223620683096094E+001  0.213115568462451E+002 -0.419550602909091E+002  0.813411756806190E+001 -0.453197396716666E+001  0.131286119193413E+003
      0.08000000  0.357870446121697E-002 -0.172450997488032E-004  0.396338206568975E-001 -0.112413328761117E-002 -0.604124850695167E-002  0.118612741678545E-001  0.416267158555837E+001  0.179966366131147E+002 -0.323708779845034E+002  0.100684385360153E+002 -0.485179004720701E-001  0.111507024834268E+003
      0.09000000  0.486241677586139E-002  0.115153833244975E-002  0.389587945708364E-001 -0.117729846599624E-002 -0.540156696826561E-002  0.108673256488309E-001  0.394422058084917E+001  0.145083881412732E+002 -0.261773086929175E+002  0.121600664212563E+002  0.287979892606615E+001  0.974292314935355E+002
      0.10000000  0.599600691884170E-002  0.198859290589639E-002  0.384014611882643E-001 -0.557074337517848E-003 -0.453005836040007E-002  0.103762148735188E-001  0.225383222628729E+001  0.111960057692476E+002 -0.223542127488193E+002  0.134954820166068E+002  0.447581534896911E+001  0.864318930735588E+002
      0.11000000  0.668047271215072E-002  0.246411953771733E-002  0.377087067346520E-001  0.530412421440054E-003 -0.358849667365470E-002  0.102188479845121E-001 -0.852936859506932E-001  0.834253691004985E+001 -0.199091091139432E+002  0.136691271934748E+002  0.504191317475509E+001  0.771569813794593E+002
      0.12000000  0.678625874600707E-002  0.262814173175675E-002  0.367978763696709E-001  0.177274880466698E-002 -0.272158378159176E-002  0.101956629669101E-001 -0.232500444840021E+001  0.610465902256602E+001 -0.181231970542683E+002  0.127284477411943E+002  0.492939717466569E+001  0.690188605958874E+002
      0.13000000  0.637115562838762E-002  0.258510214061322E-002  0.356951970352098E-001  0.286485501291754E-002 -0.201890385911099E-002  0.101691182608637E-001 -0.396004447759060E+001  0.449541351726969E+001 -0.166062239255857E+002  0.110306508175686E+002  0.447569651474202E+001  0.618006021710310E+002
      0.14000000  0.563166531735738E-002  0.245268747752708E-002  0.344509287164301E-001  0.360652539105100E-002 -0.149952753032054E-002  0.100820234714412E-001 -0.479812046061373E+001  0.341075281942530E+001 -0.152086163927203E+002  0.905388715269324E+001  0.394312417215413E+001  0.553858944605040E+002
      0.15000000  0.481213535336993E-002  0.232183392956595E-002  0.330851165432403E-001  0.394976415516859E-002 -0.112336209149785E-002  0.991838879127628E-002 -0.492660769602237E+001  0.268560100181646E+001 -0.138825086848789E+002  0.722059274912992E+001  0.348390392318603E+001  0.496441049707677E+002
      0.16000000  0.411038724076098E-002  0.223338856494696E-002  0.315865815544609E-001  0.398376117250287E-002 -0.822079525448780E-003  0.965070890523112E-002 -0.460401884846753E+001  0.215643206408877E+001 -0.125758024299459E+002  0.578214570961667E+001  0.314174245692827E+001  0.444333359167324E+002
      0.17000000  0.361652110609403E-002  0.217876626585222E-002  0.299505997975018E-001  0.387098223497624E-002 -0.534769712627784E-003  0.921482540877805E-002 -0.412505502272798E+001  0.170801776793033E+001 -0.112001301938574E+002  0.478815673503155E+001  0.288461592338585E+001  0.396536234496163E+002
      0.18000000  0.330458152035844E-002  0.212099501766511E-002  0.282191697776081E-001  0.376617793407995E-002 -0.232730806840505E-003  0.852754018850388E-002 -0.370928099582424E+001  0.129100982082637E+001 -0.966295423470459E+001  0.413209445367793E+001  0.265212151516901E+001  0.352856403169629E+002
