# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.145681430700338E-003 -0.389173096801190E-003  0.119548373682634E-001  0.504214355376658E-004 -0.125847217480876E-004  0.266411506362004E-002 -0.134857890860338E+000  0.128324998342084E+001 -0.589624340296810E+002  0.327891737748320E+001 -0.875929364378090E+001  0.269072892841199E+003
      0.02000000  0.113325229775150E-003 -0.396797925344569E-003  0.101229694512282E-001  0.902853935332111E-004 -0.285925606467472E-004  0.471289703886091E-002 -0.160469469780875E-001  0.132177280083214E+001 -0.520376449651876E+002  0.127533091702454E+001 -0.446545454182781E+001  0.113921109525756E+003
      0.03000000  0.676894345032694E-004 -0.406222959948998E-003  0.758237762984046E-002  0.111727778434934E-003 -0.498732251739104E-004  0.572013545927807E-002  0.161764240194619E+000  0.137417302467840E+001 -0.419152191161662E+002  0.507838832530693E+000 -0.304768085656997E+001  0.568866593671872E+002
      0.04000000  0.188374893788908E-004 -0.414402070766214E-003  0.491443692765379E-002  0.111494298501969E-003 -0.760514672894859E-004  0.556485176553261E-002  0.372636939569201E+000  0.142793113109853E+001 -0.303126543812160E+002  0.105995958056680E+000 -0.233178337240413E+001  0.276528596766998E+002
      0.05000000 -0.231491617811523E-004 -0.419665137667780E-003  0.263808587943502E-002  0.915511603168400E-004 -0.105166496079201E-003  0.443362652257738E-002  0.587883384933092E+000  0.147340591023220E+001 -0.189579246033801E+002 -0.104205715819092E+000 -0.188911833993895E+001  0.118753166986196E+002
      0.06000000 -0.507052707767731E-004 -0.422311435170307E-003  0.106353093967064E-002  0.582701063080196E-004 -0.135195808394204E-003  0.271728783603124E-002  0.781414758624740E+000  0.150715212796348E+001 -0.919320291583545E+001 -0.190207716340025E+000 -0.158419218431269E+001  0.398956140442067E+001
      0.07000000 -0.604893743283957E-004 -0.423911841534482E-003  0.238933549857241E-003  0.204960162988992E-004 -0.165521383702179E-003  0.852556282495158E-003  0.934098136805803E+000  0.153220915837391E+001 -0.174126672593281E+001 -0.194494501446439E+000 -0.136302488150860E+001  0.768254956746955E+000
      0.08000000 -0.538503819471222E-004 -0.425747264742457E-003 -0.260323701955871E-005 -0.128886681143064E-004 -0.197421386056638E-003 -0.823732867504319E-003  0.103626138009616E+001  0.155543147324612E+001  0.331751569218503E+001 -0.151504340928776E+000 -0.119781060810994E+001 -0.732402806941858E-002
      0.09000000 -0.360306276884727E-004 -0.427343973937264E-003  0.695863154971070E-004 -0.351943929131328E-004 -0.233244613874541E-003 -0.215426675003487E-002  0.108801511166300E+001  0.158330458450104E+001  0.638744989931212E+001 -0.901063907286655E-001 -0.106871363507917E+001  0.174023383321644E+000
      0.10000000 -0.144427786582989E-004 -0.426036181488923E-003  0.205685286465871E-003 -0.433690061169906E-004 -0.274711857144680E-003 -0.315676439745015E-002  0.109761256950701E+001  0.161830631252188E+001  0.810507138051850E+001 -0.325070104639836E-001 -0.958898764382727E+000  0.462945110329694E+000
