# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.01000000  0.103154101835841E-003 -0.106108464586837E-003  0.241045239717703E-001  0.267820145890094E-004 -0.552259421245684E-004  0.586259740796984E-002  0.397205171463846E+000  0.224299507802479E+001 -0.130952112398741E+003  0.232173569028126E+001 -0.238823085934338E+001  0.542531344915018E+003
      0.02000000  0.917951474406883E-004 -0.683105272979432E-004  0.207089014935112E-001  0.513093514321370E-004 -0.968167328961780E-004  0.106334008418518E-001  0.422578693696763E+000  0.208954884091378E+001 -0.118665363782055E+003  0.103303730154542E+001 -0.768747856008486E+000  0.233052272514181E+003
      0.03000000  0.737797173723073E-004 -0.166300877185054E-004  0.159352433128848E-001  0.712382381579144E-004 -0.115008471459349E-003  0.135397095456063E-001  0.465536328333319E+000  0.186284910349242E+001 -0.100581440868933E+003  0.553531076300944E+000 -0.124766950615326E+000  0.119553892265373E+003
      0.04000000  0.508681455583935E-004  0.354966889210463E-004  0.108004619018578E-001  0.843389237456364E-004 -0.106587001853636E-003  0.143272720696234E-001  0.525436492938085E+000  0.159975037812234E+001 -0.796175864953753E+002  0.286228048471820E+000  0.199734979239987E+000  0.607727114646684E+002
      0.05000000  0.258716562751446E-004  0.751836456988637E-004  0.623473262372148E-002  0.890583237049416E-004 -0.755617776805162E-004  0.132721569590463E-001  0.599104863534292E+000  0.134014057209502E+001 -0.587444792798847E+002  0.116460997035839E+000  0.338438414833571E+000  0.280655853606117E+002
      0.06000000  0.230996903297852E-005  0.937074804450801E-004  0.283061477909576E-002  0.852073429253001E-004 -0.316665864589678E-004  0.110165158473606E-001  0.680366678553529E+000  0.111878901349647E+001 -0.403256115044753E+002  0.866525171541509E-002  0.351519390122277E+000  0.106183196484725E+002
      0.07000000 -0.164304842772824E-004  0.887019312523078E-004  0.742307362837192E-003  0.743605542890553E-004  0.127808619634159E-004  0.830889644483584E-002  0.760904801970461E+000  0.958905057239724E+000 -0.257160090437540E+002 -0.528297553663648E-001  0.285207742480406E+000  0.238677787723896E+001
      0.08000000 -0.281363577633640E-004  0.642981204586716E-004 -0.249960207316390E-003  0.596316060241598E-004  0.466036723376619E-004  0.575866811109080E-002  0.832230583283772E+000  0.868883777476059E+000 -0.152016161306911E+002 -0.791597048143597E-001  0.180898333694562E+000 -0.703245828508256E+000
      0.09000000 -0.325195302080060E-004  0.292738516857134E-004 -0.563555050437665E-003  0.447891814514661E-004  0.628533309143728E-004  0.369317313324796E-002  0.887989975662454E+000  0.842814650831617E+000 -0.823598956560828E+001 -0.813257409937574E-001  0.732088583338724E-001 -0.140935406429500E+001
      0.10000000 -0.312798207896575E-004 -0.605559289791667E-005 -0.614616571282204E-003  0.330365960131176E-004  0.602996598023143E-004  0.215016196019571E-002  0.925643049879759E+000  0.864280847990275E+000 -0.383946607456864E+001 -0.704028972386601E-001 -0.136295948553564E-001 -0.138334511569407E+001
