# Concentration of excited electrons in the conduction band [1/Å^3] 
folder,both_n_ex,pump_n_ex,probe_n_ex
c333_s0.025_r18_k16_a1_i804_t9_p9d10_5d11_1.5eV,0.0006991827397586791,0.0006478852962315046,7.00149639837581e-06
c333_s0.050_r18_k16_a1_i804_t9_p9d10_5d11_1.5eV,0.0008577930487803786,0.0007921251678716534,1.95668257342283e-05
c333_s0.075_r18_k16_a1_i804_t9_p9d10_5d11_1.5eV,0.0011510173982369133,0.0010429182673560118,6.526857513995858e-05
c333_s0.100_r18_k16_a1_i804_t9_p9d10_5d11_1.5eV,0.0015617552026845653,0.0013810369742691898,0.00016072009421669737
c333_s0.125_r18_k16_a1_i804_t9_p9d10_5d11_1.5eV,0.002340647175381308,0.001962939697889335,0.00045316392196258356
c333_s0.150_r18_k16_a1_i804_t9_p9d10_5d11_1.5eV,0.0033940300446108013,0.002788191466805747,0.0008336696222494389
c333_s0.175_r18_k16_a1_i804_t9_p9d10_5d11_1.5eV,0.004834779362055839,0.0033707878953745493,0.0020666655211451905
c333_s0.200_r18_k16_a1_i804_t9_p9d10_5d11_1.5eV,0.007636811188398346,0.0046268558820384015,0.004443052045036116
