# Units: Energy [eV], DOS [1/eV]
energy,dos
-8.0,4.1830380304725133e-280
-7.989995650282732,5.172120688702283e-277
-7.979991300565463,6.14431848615349e-274
-7.969986950848195,7.013051362846601e-271
-7.9599826011309265,7.690747507649493e-268
-7.9499782514136585,8.103232897787429e-265
-7.93997390169639,8.203068240056114e-262
-7.929969551979122,7.978524149897229e-259
-7.919965202261853,7.455847924316753e-256
-7.909960852544585,6.694216557415986e-253
-7.899956502827316,5.774717120376639e-250
-7.889952153110048,4.786189771365811e-247
-7.8799478033927794,3.811337061623695e-244
-7.8699434536755115,2.916037118253582e-241
-7.859939103958243,2.1435666219342406e-238
-7.849934754240975,1.5139417808822933e-235
-7.839930404523706,1.0273291619463824e-232
-7.829926054806438,6.697894671304905e-230
-7.819921705089169,4.195611526098313e-227
-7.809917355371901,2.5251110814687386e-224
-7.799913005654632,1.460138226852106e-221
-7.7899086559373645,8.112145345974898e-219
-7.779904306220096,4.3301779947784614e-216
-7.769899956502828,2.2207724004089878e-213
-7.759895606785559,1.0942854792740961e-210
-7.749891257068291,5.180664980718508e-208
-7.739886907351022,2.356506671732097e-205
-7.729882557633754,1.029864617732433e-202
-7.719878207916485,4.3243407392241183e-200
-7.7098738581992174,1.744568349692454e-197
-7.699869508481949,6.762143635010625e-195
-7.689865158764681,2.5183096067080015e-192
-7.679860809047412,9.01077593706008e-190
-7.669856459330144,3.0977303188014087e-187
-7.659852109612875,1.0231831516898838e-184
-7.649847759895607,3.2470690451109535e-182
-7.639843410178338,9.900520987809244e-180
-7.62983906046107,2.9003670960774987e-177
-7.619834710743802,8.163498183416612e-175
-7.609830361026534,2.2076389986532052e-172
-7.599826011309265,5.735988311231461e-170
-7.589821661591997,1.4319139492340659e-167
-7.579817311874728,3.434425217165839e-165
-7.56981296215746,7.914431286357213e-163
-7.559808612440191,1.752321903165486e-160
-7.549804262722923,3.727662801555975e-158
-7.5397999130056546,7.618823840643988e-156
-7.529795563288387,1.4961249192432703e-153
-7.519791213571118,2.8227760639133155e-151
-7.50978686385385,5.116979494005664e-149
-7.499782514136581,8.912091702991018e-147
-7.489778164419313,1.4913321427447754e-144
-7.479773814702044,2.397716971262906e-142
-7.469769464984776,3.7038237560466804e-140
-7.4597651152675075,5.497074449462506e-138
-7.44976076555024,7.838661190096275e-136
-7.439756415832971,1.0739429208098777e-133
-7.429752066115703,1.413675091694539e-131
-7.419747716398434,1.787916313232715e-129
-7.409743366681166,2.1725712251216835e-127
-7.399739016963897,2.5364727571171e-125
-7.389734667246629,2.8452197778620626e-123
-7.3797303175293605,3.066415324261556e-121
-7.3697259678120925,3.1752343717970294e-119
-7.359721618094824,3.159005427114731e-117
-7.349717268377556,3.019637868567476e-115
-7.339712918660287,2.773252439204955e-113
-7.329708568943019,2.4471137036765102e-111
-7.31970421922575,2.074671151853777e-109
-7.309699869508482,1.6899542366967842e-107
-7.2996955197912134,1.3226087038595325e-105
-7.2896911700739455,9.94532044136663e-104
-7.279686820356677,7.185175696756976e-102
-7.269682470639409,4.987552335655215e-100
-7.25967812092214,3.3263602236020774e-98
-7.249673771204872,2.131489177735023e-96
-7.239669421487603,1.3122885892876156e-94
-7.229665071770335,7.762619448443872e-93
-7.219660722053066,4.4118460416112817e-91
-7.2096563723357985,2.4091615888467174e-89
-7.19965202261853,1.2639954109582932e-87
-7.189647672901262,6.3717620002888155e-86
-7.179643323183993,3.0860901940053918e-84
-7.169638973466725,1.436128466361036e-82
-7.159634623749456,6.4211706428149435e-81
-7.149630274032188,2.7584941688902483e-79
-7.139625924314919,1.1385906711430052e-77
-7.1296215745976514,4.515456724688178e-76
-7.119617224880383,1.7205811168766678e-74
-7.109612875163115,6.299252185436602e-73
-7.099608525445846,2.2158699585923423e-71
-7.089604175728578,7.489315463542215e-70
-7.079599826011309,2.4321133383547856e-68
-7.069595476294041,7.588757694082757e-67
-7.059591126576772,2.2751196172763082e-65
-7.049586776859504,6.553692619008351e-64
-7.039582427142236,1.8139192089875608e-62
-7.029578077424968,4.823938471721075e-61
-7.019573727707699,1.2326495086910796e-59
-7.009569377990431,3.026451679412223e-58
-6.999565028273162,7.139809685371948e-57
-6.989560678555894,1.61845624558415e-55
-6.979556328838625,3.525166593378027e-54
-6.969551979121357,7.377782753520242e-53
-6.9595476294040886,1.4836896724410053e-51
-6.949543279686821,2.8670485306531813e-50
-6.939538929969552,5.3236056025279345e-49
-6.929534580252284,9.498609232218559e-48
-6.919530230535015,1.628554666998512e-46
-6.909525880817747,2.683107748178642e-45
-6.899521531100478,4.247888217384726e-44
-6.88951718138321,6.4626923907472755e-43
-6.8795128316659415,9.448570693774984e-42
-6.869508481948674,1.3275116813867925e-40
-6.859504132231405,1.7924134775265526e-39
-6.849499782514137,2.3258107006771084e-38
-6.839495432796868,2.9003892164920224e-37
-6.8294910830796,3.4761154422477406e-36
-6.819486733362331,4.0040471932893206e-35
-6.809482383645063,4.432852573499341e-34
-6.7994780339277945,4.716930683464105e-33
-6.7894736842105265,4.824383934338488e-32
-6.779469334493258,4.742917515865074e-31
-6.76946498477599,4.482156277130387e-30
-6.759460635058721,4.071774968403056e-29
-6.749456285341453,3.5559435964935814e-28
-6.739451935624184,2.9855246147618653e-27
-6.729447585906916,2.4099220154950733e-26
-6.7194432361896475,1.87036012685635e-25
-6.7094388864723795,1.3957651525942462e-24
-6.699434536755111,1.001592172192598e-23
-6.689430187037843,6.911768676834561e-23
-6.679425837320574,4.587088321647978e-22
-6.669421487603306,2.9279675858843236e-21
-6.659417137886037,1.7976700184829913e-20
-6.649412788168769,1.0617032958918209e-19
-6.6394084384515,6.0322918096728405e-19
-6.6294040887342325,3.297505283626608e-18
-6.619399739016964,1.7344109433771113e-17
-6.609395389299696,8.7785431192021e-17
-6.599391039582427,4.276007521535489e-16
-6.589386689865159,2.004668289155498e-15
-6.57938234014789,9.046439949800105e-15
-6.569377990430622,3.929953718887494e-14
-6.559373640713353,1.6436721872235313e-13
-6.5493692909960854,6.619181532202082e-13
-6.539364941278817,2.5668321223973916e-12
-6.529360591561549,9.585984586488917e-12
