# Concentration of excited electrons in the conduction band [1/Å^3] 
folder,both_n_ex,pump_n_ex,probe_n_ex
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№856_amorphous_0.992,0.0010354036015463794,0.0010313231492799304,1.035604548523177e-05
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№1162_amorphous_0.976,0.002663747384602372,0.0018791344193637835,0.0009936379729831208
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№941_amorphous_0.961,0.002305230772160278,0.001963228523091612,0.0005202995610248672
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№1142_amorphous_0.950,0.002830003020001506,0.0023533306714334998,0.0006186807377755206
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№854_amorphous_0.940,0.002501060537939656,0.002090707299420824,0.0005804806075833417
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№889_amorphous_0.930,0.0023551907061321606,0.002013262955974309,0.00043367608685689963
c333_s0.00_r18_k16_a1_i800_t9_p4d10_5d11_load_№852_amorphous_0.920,0.0022354893624342603,0.002168955937745082,8.610030289416687e-05
